"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 1 discussion"
0,3
0,12
0.16666666666666666,28
0.16666666666666666,47
0.3333333333333333,64
0.3333333333333333,83
0.5,100
0.5,121
0.6666666666666666,136
0.6666666666666666,163
0.8333333333333334,195
0.8333333333333334,215
1,236
1,261
1.1666666666666667,281
1.1666666666666667,310
1.3333333333333333,336
1.3333333333333333,367
1.5,410
1.5,449
1.6666666666666667,482
1.75,523
1.8333333333333333,545
1.8333333333333333,565
2,599
2,627
2.1666666666666665,656
2.1666666666666665,686
2.3333333333333335,707
2.3333333333333335,731
2.5,757
2.5,788
2.6666666666666665,824
2.6666666666666665,845
2.8333333333333335,858
2.8333333333333335,881
3,909
3,932
3.1666666666666665,947
3.1666666666666665,976
3.3333333333333335,1006
3.3333333333333335,1035
3.5,1061
3.5,1074
3.6666666666666665,1096
3.75,1120
3.8333333333333335,1154
3.9166666666666665,1173
4,1189
4.083333333333333,1196
4.166666666666667,1218
4.166666666666667,1238
4.333333333333333,1250
4.333333333333333,1267
4.5,1293
4.583333333333333,1299
4.666666666666667,1310
4.666666666666667,1327
4.833333333333333,1335
4.833333333333333,1359
5,1375
5,1395
5.166666666666667,1399
5.166666666666667,1422
5.333333333333333,1437
5.416666666666667,1445
5.5,1463
5.5,1481
5.666666666666667,1498
5.666666666666667,1518
5.833333333333333,1535
5.833333333333333,1539
6,1551
6,1558
6.166666666666667,1572
6.166666666666667,1596
6.333333333333333,1610
6.333333333333333,1629
6.5,1644
6.5,1650
6.666666666666667,1676
6.666666666666667,1690
6.833333333333333,1703
6.833333333333333,1722
7,1739
7,1756
7.166666666666667,1775
7.166666666666667,1790
7.333333333333333,1796
7.416666666666667,1812
7.5,1824
7.5,1844
7.666666666666667,1855
7.666666666666667,1866
7.833333333333333,1888
7.833333333333333,1903
8,1908
8,1922
8.166666666666666,1935
8.166666666666666,1950
8.333333333333334,1958
8.333333333333334,1967
8.5,1964
8.5,1980
8.666666666666666,1990
8.666666666666666,1997
8.833333333333334,2009
8.833333333333334,2022
9,2030
9,2047
9.166666666666666,2058
9.166666666666666,2073
9.333333333333334,2079
9.333333333333334,2086
9.5,2108
9.5,2117
9.666666666666666,2129
9.666666666666666,2134
9.833333333333334,2143
9.833333333333334,2155
10,2172
10.083333333333334,2184
10.166666666666666,2181
10.166666666666666,2191
10.333333333333334,2203
10.333333333333334,2215
10.5,2226
10.5,2231
10.666666666666666,2243
10.666666666666666,2261
10.833333333333334,2270
10.833333333333334,2277
11,2286
11,2298
11.166666666666666,2303
11.166666666666666,2304
11.333333333333334,2320
11.333333333333334,2332
11.5,2333
11.5,2352
11.666666666666666,2364
11.666666666666666,2377
11.833333333333334,2387
11.833333333333334,2385
12,2395
12,2410
12.166666666666666,2414
12.166666666666666,2427
12.333333333333334,2432
12.333333333333334,2442
12.5,2439
12.5,2457
12.666666666666666,2463
12.666666666666666,2477
12.833333333333334,2480
12.833333333333334,2491
13,2502
13,2507
13.166666666666666,2510
13.166666666666666,2518
13.333333333333334,2517
13.416666666666666,2517
13.5,2533
13.5,2542
13.666666666666666,2547
13.666666666666666,2545
13.833333333333334,2549
13.833333333333334,2561
14,2574
14,2573
14.166666666666666,2579
14.166666666666666,2589
14.333333333333334,2592
14.333333333333334,2600
14.5,2601
14.5,2607
14.666666666666666,2616
14.666666666666666,2617
14.833333333333334,2624
14.833333333333334,2631
15,2641
15,2647
15.166666666666666,2655
15.166666666666666,2655
15.333333333333334,2661
15.333333333333334,2663
15.5,2670
15.5,2676
15.666666666666666,2678
15.75,2686
15.833333333333334,2694
15.833333333333334,2697
16,2697
16,2711
16.166666666666668,2720
16.166666666666668,2724
16.333333333333332,2732
16.333333333333332,2731
16.5,2737
16.5,2739
16.666666666666668,2746
16.666666666666668,2753
16.833333333333332,2754
16.833333333333332,2763
17,2768
17,2777
17.166666666666668,2775
17.166666666666668,2784
17.333333333333332,2788
17.416666666666668,2786
17.5,2788
17.5,2789
17.666666666666668,2793
17.666666666666668,2804
17.833333333333332,2807
17.833333333333332,2806
18,2818
18,2814
18.166666666666668,2819
18.166666666666668,2824
18.333333333333332,2827
18.416666666666668,2831
18.5,2834
18.5,2839
18.666666666666668,2844
18.666666666666668,2847
18.833333333333332,2848
18.833333333333332,2851
19,2857
19,2864
19.166666666666668,2870
19.166666666666668,2868
19.333333333333332,2872
19.333333333333332,2873
19.5,2885
19.5,2886
19.666666666666668,2880
19.666666666666668,2893
19.833333333333332,2895
19.833333333333332,2896
20,2898
20,2904
20.166666666666668,2909
20.166666666666668,2909
20.333333333333332,2911
20.333333333333332,2915
20.5,2915
20.5,2920
20.666666666666668,2921
20.666666666666668,2930
20.833333333333332,2926
20.833333333333332,2930
21,2937
21,2938
21.166666666666668,2942
21.166666666666668,2947
21.333333333333332,2950
21.333333333333332,2954
21.5,2951
21.5,2960
21.666666666666668,2964
21.666666666666668,2969
21.833333333333332,2970
21.833333333333332,2972
22,2980
22,2982
22.166666666666668,2978
22.166666666666668,2987
22.333333333333332,2994
22.333333333333332,3001
22.5,2999
22.5,3008
22.666666666666668,3007
22.666666666666668,3008
22.833333333333332,3011
22.833333333333332,3020
23,3019
23,3023
23.166666666666668,3025
23.166666666666668,3036
23.333333333333332,3036
23.333333333333332,3039
23.5,3047
23.5,3047
23.666666666666668,3050
23.666666666666668,3051
23.833333333333332,3058
23.833333333333332,3059
24,3065
24,3058
24.166666666666668,3062
24.166666666666668,3073
24.333333333333332,3070
24.333333333333332,3069
24.5,3067
24.5,3072
24.666666666666668,3071
24.666666666666668,3072
24.833333333333332,3075
24.833333333333332,3083
25,3084
25,3090
25.166666666666668,3089
25.166666666666668,3095
25.333333333333332,3095
25.333333333333332,3099
25.5,3104
25.5,3104
25.666666666666668,3102
25.666666666666668,3114
25.833333333333332,3114
25.833333333333332,3120
26,3123
26,3126
26.166666666666668,3123
26.166666666666668,3135
26.333333333333332,3134
26.333333333333332,3136
26.5,3137
26.5,3141
26.666666666666668,3149
26.666666666666668,3148
26.833333333333332,3155
26.833333333333332,3154
27,3161
27,3154
27.166666666666668,3163
27.166666666666668,3165
27.333333333333332,3169
