"Hours since thread went live","Yami Shibai 12 • Theatre of Darkness: Yamishibai 12 - Episode 8 discussion"
35.416666666666664,2
35.5,6
35.583333333333336,5
35.666666666666664,6
35.75,3
35.833333333333336,4
35.916666666666664,3
36,5
36.083333333333336,3
36.166666666666664,4
36.25,6
36.333333333333336,6
36.416666666666664,4
36.5,3
36.583333333333336,4
36.666666666666664,3
36.75,6
36.833333333333336,4
36.916666666666664,3
37,4
37.083333333333336,6
37.166666666666664,3
37.25,4
37.333333333333336,5
37.416666666666664,4
37.5,6
37.583333333333336,4
37.666666666666664,3
37.75,2
37.833333333333336,5
37.916666666666664,5
38,2
38.083333333333336,5
38.166666666666664,5
38.25,4
38.333333333333336,3
38.416666666666664,3
38.5,5
38.583333333333336,3
38.666666666666664,4
38.75,3
38.833333333333336,5
38.916666666666664,2
39,4
39.083333333333336,2
39.166666666666664,2
39.25,5
39.333333333333336,6
39.416666666666664,4
39.5,4
39.583333333333336,3
39.666666666666664,2
39.75,5
39.833333333333336,5
39.916666666666664,5
40,5
40.083333333333336,5
40.166666666666664,5
40.25,3
40.333333333333336,4
40.416666666666664,4
40.5,5
40.583333333333336,6
40.666666666666664,3
40.75,5
40.833333333333336,4
40.916666666666664,5
41,4
41.083333333333336,4
41.166666666666664,4
41.25,5
41.333333333333336,5
41.416666666666664,5
41.5,3
41.583333333333336,4
41.666666666666664,2
41.75,6
41.833333333333336,5
41.916666666666664,3
42,4
42.083333333333336,3
42.166666666666664,3
42.25,5
42.333333333333336,5
42.416666666666664,3
42.5,2
42.583333333333336,3
42.666666666666664,5
42.75,4
42.833333333333336,5
42.916666666666664,5
43,4
43.083333333333336,5
43.166666666666664,4
43.25,3
43.333333333333336,4
43.416666666666664,6
43.5,4
43.583333333333336,5
43.666666666666664,3
43.75,4
43.833333333333336,4
43.916666666666664,2
44,6
44.083333333333336,5
44.166666666666664,3
44.25,4
44.333333333333336,5
44.416666666666664,3
44.5,5
44.583333333333336,4
44.666666666666664,3
44.75,3
44.833333333333336,5
44.916666666666664,6
45,3
45.083333333333336,4
45.166666666666664,3
45.25,5
45.333333333333336,3
45.416666666666664,4
45.5,3
45.583333333333336,4
45.666666666666664,5
45.75,4
45.833333333333336,4
45.916666666666664,5
46,4
46.083333333333336,5
46.166666666666664,5
46.25,2
46.333333333333336,3
46.416666666666664,4
46.5,5
46.583333333333336,4
46.666666666666664,3
46.75,2
46.833333333333336,4
46.916666666666664,5
47,5
47.083333333333336,4
47.166666666666664,5
47.25,5
47.333333333333336,3
47.416666666666664,5
47.5,6
47.583333333333336,4
47.666666666666664,3
47.75,5
47.833333333333336,6
47.916666666666664,6
