"Hours since thread went live","Kuroshitsuji: Kishuku Gakkou-hen • Black Butler: Public School Arc - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,0
0.4166666666666667,2
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,5
0.9166666666666666,5
1,9
1.0833333333333333,12
1.1666666666666667,15
1.25,14
1.3333333333333333,13
1.4166666666666667,15
1.5,15
1.5833333333333333,15
1.6666666666666667,16
1.75,17
1.8333333333333333,18
1.9166666666666667,17
2,20
2.0833333333333335,20
2.1666666666666665,23
2.25,25
2.3333333333333335,25
2.4166666666666665,25
2.5,26
2.5833333333333335,27
2.6666666666666665,27
2.75,32
2.8333333333333335,32
2.9166666666666665,30
3,31
3.0833333333333335,32
3.1666666666666665,33
3.25,34
3.3333333333333335,36
3.4166666666666665,36
3.5,36
3.5833333333333335,36
3.6666666666666665,39
3.75,36
3.8333333333333335,40
3.9166666666666665,40
4,43
4.083333333333333,42
4.166666666666667,42
4.25,42
4.333333333333333,45
4.416666666666667,41
4.5,43
4.583333333333333,47
4.666666666666667,45
4.75,44
4.833333333333333,46
4.916666666666667,45
5,45
5.083333333333333,46
5.166666666666667,46
5.25,47
5.333333333333333,43
5.416666666666667,51
5.5,46
5.583333333333333,48
5.666666666666667,47
5.75,49
5.833333333333333,51
5.916666666666667,49
6,52
6.083333333333333,49
6.166666666666667,54
6.25,50
6.333333333333333,53
6.416666666666667,52
6.5,55
6.583333333333333,51
6.666666666666667,54
6.75,58
6.833333333333333,56
6.916666666666667,53
7,53
7.083333333333333,57
7.166666666666667,59
7.25,58
7.333333333333333,58
7.416666666666667,55
7.5,59
7.583333333333333,58
7.666666666666667,59
7.75,61
7.833333333333333,59
7.916666666666667,55
8,55
8.083333333333334,57
8.166666666666666,56
8.25,59
8.333333333333334,54
8.416666666666666,59
8.5,59
8.583333333333334,59
8.666666666666666,56
8.75,55
8.833333333333334,58
8.916666666666666,61
9,58
9.083333333333334,57
9.166666666666666,57
9.25,63
9.333333333333334,60
9.416666666666666,56
9.5,61
9.583333333333334,59
9.666666666666666,60
9.75,59
9.833333333333334,61
9.916666666666666,58
10,58
10.083333333333334,60
10.166666666666666,64
10.25,62
10.333333333333334,64
10.416666666666666,65
10.5,60
10.583333333333334,62
10.666666666666666,60
10.75,59
10.833333333333334,66
10.916666666666666,63
11,60
11.083333333333334,64
11.166666666666666,68
11.25,67
11.333333333333334,63
11.416666666666666,63
11.5,64
11.583333333333334,62
11.666666666666666,64
11.75,62
11.833333333333334,68
11.916666666666666,67
12,66
12.083333333333334,68
12.166666666666666,67
12.25,70
12.333333333333334,67
12.416666666666666,65
12.5,67
12.583333333333334,66
12.666666666666666,67
12.75,66
12.833333333333334,66
12.916666666666666,71
13,70
13.083333333333334,71
13.166666666666666,66
13.25,69
13.333333333333334,71
13.416666666666666,68
13.5,68
13.583333333333334,67
13.666666666666666,71
13.75,73
13.833333333333334,72
13.916666666666666,73
14,72
14.083333333333334,74
14.166666666666666,72
14.25,74
14.333333333333334,74
14.416666666666666,74
14.5,73
14.583333333333334,74
14.666666666666666,69
14.75,75
14.833333333333334,72
14.916666666666666,75
15,78
15.083333333333334,74
15.166666666666666,74
15.25,76
15.333333333333334,73
15.416666666666666,75
15.5,75
15.583333333333334,74
15.666666666666666,74
15.75,78
15.833333333333334,77
15.916666666666666,77
16,74
16.083333333333332,77
16.166666666666668,78
16.25,77
16.333333333333332,75
16.416666666666668,74
16.5,75
16.583333333333332,76
16.666666666666668,74
16.75,77
16.833333333333332,76
16.916666666666668,73
17,76
17.083333333333332,78
17.166666666666668,75
17.25,74
17.333333333333332,79
17.416666666666668,75
17.5,77
17.583333333333332,77
17.666666666666668,75
17.75,80
17.833333333333332,76
17.916666666666668,77
18,74
18.083333333333332,77
18.166666666666668,74
18.25,73
18.333333333333332,76
18.416666666666668,80
18.5,77
18.583333333333332,78
18.666666666666668,74
18.75,77
18.833333333333332,78
18.916666666666668,74
19,77
19.083333333333332,76
19.166666666666668,75
19.25,76
19.333333333333332,74
19.416666666666668,77
19.5,80
19.583333333333332,79
19.666666666666668,76
19.75,76
19.833333333333332,77
19.916666666666668,77
20,82
20.083333333333332,78
20.166666666666668,79
20.25,76
20.333333333333332,77
20.416666666666668,84
20.5,79
20.583333333333332,83
20.666666666666668,80
20.75,80
20.833333333333332,81
20.916666666666668,82
21,80
21.083333333333332,80
21.166666666666668,81
21.25,83
21.333333333333332,82
21.416666666666668,86
21.5,82
21.583333333333332,86
21.666666666666668,80
21.75,87
21.833333333333332,82
21.916666666666668,84
22,85
22.083333333333332,87
22.166666666666668,82
22.25,82
22.333333333333332,84
22.416666666666668,82
22.5,85
22.583333333333332,82
22.666666666666668,84
22.75,85
22.833333333333332,83
22.916666666666668,84
23,86
23.083333333333332,86
23.166666666666668,84
23.25,86
23.333333333333332,88
23.416666666666668,87
23.5,85
23.583333333333332,83
23.666666666666668,87
23.75,86
23.833333333333332,86
23.916666666666668,87
24,82
24.083333333333332,86
24.166666666666668,84
24.25,84
24.333333333333332,86
24.416666666666668,85
24.5,84
24.583333333333332,85
24.666666666666668,84
24.75,83
24.833333333333332,86
24.916666666666668,87
25,88
25.083333333333332,84
25.166666666666668,85
25.25,87
25.333333333333332,86
25.416666666666668,88
25.5,83
25.583333333333332,89
25.666666666666668,86
25.75,87
25.833333333333332,90
25.916666666666668,86
26,85
26.083333333333332,86
26.166666666666668,89
26.25,86
26.333333333333332,87
26.416666666666668,85
26.5,85
26.583333333333332,87
26.666666666666668,84
26.75,90
26.833333333333332,90
26.916666666666668,88
27,86
27.083333333333332,86
27.166666666666668,86
27.25,86
27.333333333333332,89
27.416666666666668,88
27.5,92
27.583333333333332,87
27.666666666666668,89
27.75,87
27.833333333333332,92
27.916666666666668,87
28,91
28.083333333333332,85
28.166666666666668,88
28.25,91
28.333333333333332,84
28.416666666666668,84
28.5,87
28.583333333333332,87
28.666666666666668,91
28.75,87
28.833333333333332,89
28.916666666666668,87
29,90
29.083333333333332,88
29.166666666666668,89
29.25,89
29.333333333333332,85
29.416666666666668,87
29.5,85
29.583333333333332,85
29.666666666666668,90
29.75,89
29.833333333333332,90
29.916666666666668,89
30,88
30.083333333333332,87
30.166666666666668,87
30.25,90
30.333333333333332,87
30.416666666666668,86
30.5,88
30.583333333333332,89
30.666666666666668,87
30.75,88
30.833333333333332,89
30.916666666666668,86
31,87
31.083333333333332,86
31.166666666666668,87
31.25,86
31.333333333333332,86
31.416666666666668,86
31.5,87
31.583333333333332,91
31.666666666666668,93
31.75,90
31.833333333333332,86
31.916666666666668,87
32,89
32.083333333333336,90
32.166666666666664,90
32.25,89
32.333333333333336,91
32.416666666666664,90
32.5,86
32.666666666666664,86
32.75,90
32.833333333333336,90
32.916666666666664,88
33,92
