"Hours since thread went live","Undead Unluck - Episode 21 discussion"
0,2
0,8
0.08333333333333333,17
0.16666666666666666,21
0.25,26
0.3333333333333333,32
0.4166666666666667,42
0.5,48
0.5833333333333334,55
0.6666666666666666,58
0.75,67
0.8333333333333334,72
0.9166666666666666,77
1,86
1.0833333333333333,94
1.1666666666666667,100
1.25,109
1.3333333333333333,114
1.4166666666666667,120
1.5,128
1.5833333333333333,129
1.6666666666666667,139
1.75,143
1.8333333333333333,150
1.9166666666666667,159
2,164
2.0833333333333335,173
2.1666666666666665,180
2.25,188
2.3333333333333335,194
2.4166666666666665,197
2.5,205
2.5833333333333335,211
2.6666666666666665,221
2.75,225
2.8333333333333335,231
2.9166666666666665,233
3,238
3.0833333333333335,244
3.1666666666666665,245
3.25,250
3.3333333333333335,253
3.4166666666666665,261
3.5,264
3.5833333333333335,266
3.6666666666666665,273
3.75,280
3.8333333333333335,286
3.9166666666666665,293
4,297
4.083333333333333,301
4.166666666666667,304
4.25,311
4.333333333333333,313
4.416666666666667,321
4.5,319
4.583333333333333,322
4.666666666666667,327
4.75,326
4.833333333333333,328
4.916666666666667,331
5,337
5.083333333333333,339
5.166666666666667,339
5.25,341
5.333333333333333,354
5.416666666666667,358
5.5,358
5.583333333333333,362
5.666666666666667,372
5.75,370
5.833333333333333,369
5.916666666666667,370
6,370
6.083333333333333,373
6.166666666666667,379
6.25,380
6.333333333333333,387
6.416666666666667,395
6.5,392
6.583333333333333,398
6.666666666666667,402
6.75,407
6.833333333333333,413
6.916666666666667,411
7,413
7.083333333333333,417
7.166666666666667,418
7.25,419
7.333333333333333,424
7.416666666666667,424
7.5,430
7.583333333333333,432
7.666666666666667,432
7.75,434
7.833333333333333,433
7.916666666666667,444
8,441
8.083333333333334,446
8.166666666666666,446
8.25,450
8.333333333333334,460
8.416666666666666,464
8.5,469
8.583333333333334,468
8.666666666666666,471
8.75,469
8.833333333333334,473
8.916666666666666,481
9,482
9.083333333333334,483
9.166666666666666,488
9.25,484
9.333333333333334,495
9.416666666666666,495
9.5,502
9.583333333333334,502
9.666666666666666,509
9.75,510
9.833333333333334,509
9.916666666666666,506
10,516
10.083333333333334,514
10.166666666666666,523
10.25,520
10.333333333333334,516
10.416666666666666,520
10.5,526
10.583333333333334,527
10.666666666666666,529
10.75,531
10.833333333333334,535
10.916666666666666,532
11,540
11.083333333333334,536
11.166666666666666,536
11.25,540
11.333333333333334,538
11.416666666666666,538
11.5,540
11.583333333333334,544
11.666666666666666,537
11.75,544
11.833333333333334,547
11.916666666666666,554
12,556
12.083333333333334,553
12.166666666666666,564
12.25,565
12.333333333333334,562
12.416666666666666,564
12.5,569
12.583333333333334,567
12.666666666666666,571
12.75,569
12.833333333333334,572
12.916666666666666,577
13,570
13.083333333333334,581
13.166666666666666,581
13.25,581
13.333333333333334,587
13.416666666666666,583
13.5,591
13.583333333333334,589
13.666666666666666,592
13.75,593
13.833333333333334,589
13.916666666666666,596
14,598
14.083333333333334,600
14.166666666666666,600
14.25,596
14.333333333333334,600
14.416666666666666,603
14.5,607
14.583333333333334,607
14.666666666666666,610
14.75,610
14.833333333333334,614
14.916666666666666,614
15,621
15.083333333333334,623
15.166666666666666,621
15.25,617
15.333333333333334,620
15.416666666666666,618
15.5,627
15.583333333333334,630
15.666666666666666,630
15.75,634
15.833333333333334,633
15.916666666666666,639
16,641
16.083333333333332,643
16.166666666666668,643
16.25,639
16.333333333333332,645
16.416666666666668,644
16.5,652
16.583333333333332,648
16.666666666666668,647
16.75,657
16.833333333333332,659
16.916666666666668,654
17,661
17.083333333333332,657
17.166666666666668,659
17.25,659
17.333333333333332,658
17.416666666666668,660
17.5,663
17.583333333333332,666
17.666666666666668,665
17.75,665
17.833333333333332,670
17.916666666666668,671
18,670
18.083333333333332,674
18.166666666666668,673
18.25,683
18.333333333333332,683
18.416666666666668,679
18.5,678
18.583333333333332,683
18.666666666666668,687
18.75,687
18.833333333333332,689
18.916666666666668,686
19,690
19.083333333333332,687
19.166666666666668,691
19.25,693
19.333333333333332,693
19.416666666666668,699
19.5,700
19.583333333333332,699
19.666666666666668,703
19.75,709
19.833333333333332,706
19.916666666666668,700
20,710
20.083333333333332,705
20.166666666666668,712
20.25,714
20.333333333333332,714
20.416666666666668,718
20.5,717
20.583333333333332,720
20.666666666666668,723
20.75,720
20.833333333333332,723
20.916666666666668,726
21,729
