"Hours since thread went live","Undead Unluck - Episode 21 discussion"
21.083333333333332,726
21.166666666666668,727
21.25,727
21.333333333333332,731
21.416666666666668,733
21.5,731
21.583333333333332,731
21.666666666666668,735
21.75,734
21.833333333333332,731
21.916666666666668,739
22,736
22.083333333333332,742
22.166666666666668,745
22.25,742
22.333333333333332,738
22.416666666666668,742
22.5,746
22.583333333333332,748
22.666666666666668,746
22.75,750
22.833333333333332,748
22.916666666666668,745
23,749
23.083333333333332,750
23.166666666666668,754
23.25,749
23.333333333333332,749
23.416666666666668,754
23.5,752
23.583333333333332,749
23.666666666666668,752
23.75,755
23.833333333333332,758
23.916666666666668,752
24,760
24.083333333333332,754
24.166666666666668,766
24.25,761
24.333333333333332,762
24.416666666666668,765
24.5,768
24.583333333333332,767
24.666666666666668,766
24.75,764
24.833333333333332,774
24.916666666666668,771
25,771
25.083333333333332,776
25.166666666666668,768
25.25,774
25.333333333333332,770
25.416666666666668,775
25.5,773
25.583333333333332,775
25.666666666666668,776
25.75,776
25.833333333333332,780
25.916666666666668,781
26,785
26.083333333333332,779
26.166666666666668,782
26.25,785
26.333333333333332,786
26.416666666666668,786
26.5,786
26.583333333333332,789
26.666666666666668,790
26.75,782
26.833333333333332,786
26.916666666666668,790
27,791
27.083333333333332,787
27.166666666666668,791
27.25,793
27.333333333333332,787
27.416666666666668,792
27.5,790
27.583333333333332,790
27.666666666666668,794
27.75,795
27.833333333333332,793
27.916666666666668,793
28,791
28.083333333333332,795
28.166666666666668,792
28.25,796
28.333333333333332,799
28.416666666666668,798
28.5,797
28.583333333333332,797
28.666666666666668,796
28.75,796
28.833333333333332,800
28.916666666666668,802
29,799
29.083333333333332,800
29.166666666666668,805
29.25,802
29.333333333333332,801
29.416666666666668,801
29.5,803
29.583333333333332,800
29.666666666666668,801
29.75,804
29.833333333333332,810
29.916666666666668,806
30,809
30.083333333333332,808
30.166666666666668,812
30.25,811
30.333333333333332,813
30.416666666666668,808
30.5,812
30.583333333333332,808
30.666666666666668,811
30.75,814
30.833333333333332,812
30.916666666666668,814
31,818
31.083333333333332,811
31.166666666666668,812
31.25,812
31.333333333333332,818
31.416666666666668,810
31.5,811
31.583333333333332,818
31.666666666666668,811
31.75,815
31.833333333333332,818
31.916666666666668,821
32,819
32.083333333333336,813
32.166666666666664,817
32.25,814
32.333333333333336,823
32.416666666666664,814
32.5,813
32.583333333333336,820
32.666666666666664,820
32.75,820
32.833333333333336,817
32.916666666666664,818
33,819
33.083333333333336,817
33.166666666666664,819
33.25,816
33.333333333333336,821
33.416666666666664,820
33.5,823
33.583333333333336,821
33.666666666666664,819
33.75,821
33.833333333333336,820
33.916666666666664,825
34,819
34.083333333333336,826
34.166666666666664,825
34.25,824
34.333333333333336,827
34.416666666666664,822
34.5,827
34.583333333333336,827
34.666666666666664,820
34.75,826
34.833333333333336,826
34.916666666666664,828
35,826
35.083333333333336,825
35.166666666666664,822
35.25,834
35.333333333333336,831
35.416666666666664,827
35.5,832
35.583333333333336,825
35.666666666666664,828
35.75,831
35.833333333333336,827
35.916666666666664,835
36,830
36.083333333333336,829
36.166666666666664,826
36.25,829
36.333333333333336,830
36.416666666666664,824
36.5,829
36.583333333333336,831
36.666666666666664,827
36.75,832
36.833333333333336,826
36.916666666666664,827
37,834
37.083333333333336,826
37.166666666666664,827
37.25,830
37.333333333333336,833
37.416666666666664,832
37.5,831
37.583333333333336,832
37.666666666666664,831
37.75,837
37.833333333333336,835
37.916666666666664,835
38,835
38.083333333333336,829
38.166666666666664,831
38.25,835
38.333333333333336,831
38.416666666666664,829
38.5,836
38.583333333333336,834
38.666666666666664,832
38.75,833
38.833333333333336,836
38.916666666666664,835
39,837
39.083333333333336,835
39.166666666666664,832
39.25,836
39.333333333333336,840
39.416666666666664,835
39.5,841
39.583333333333336,838
39.666666666666664,834
39.75,832
39.833333333333336,836
39.916666666666664,831
40,835
40.083333333333336,840
40.166666666666664,839
40.25,837
40.333333333333336,834
40.416666666666664,839
40.5,836
40.583333333333336,831
40.666666666666664,842
40.75,838
40.833333333333336,835
40.916666666666664,831
41,838
41.083333333333336,833
41.166666666666664,837
41.25,837
41.333333333333336,837
41.416666666666664,841
41.5,837
41.583333333333336,838
41.666666666666664,838
41.75,841
41.833333333333336,837
41.916666666666664,842
42,838
42.083333333333336,842
42.166666666666664,841
42.25,835
42.333333333333336,844
42.416666666666664,841
42.5,844
42.583333333333336,844
42.666666666666664,847
42.75,839
42.833333333333336,841
42.916666666666664,845
43,838
43.083333333333336,843
43.166666666666664,843
43.25,848
43.333333333333336,846
43.416666666666664,844
43.5,844
43.583333333333336,847
43.666666666666664,841
43.75,847
43.833333333333336,844
43.916666666666664,845
44,841
44.083333333333336,845
44.166666666666664,843
44.25,848
44.333333333333336,840
44.416666666666664,843
44.5,844
44.583333333333336,845
44.666666666666664,851
44.75,846
44.833333333333336,845
44.916666666666664,841
45,841
45.083333333333336,844
45.166666666666664,851
45.25,841
45.333333333333336,844
45.416666666666664,848
45.5,841
45.583333333333336,849
45.666666666666664,842
45.75,847
45.833333333333336,848
45.916666666666664,846
46,845
46.083333333333336,846
46.166666666666664,850
46.25,841
46.333333333333336,844
46.416666666666664,846
46.5,843
46.583333333333336,851
46.666666666666664,842
46.75,847
46.833333333333336,845
46.916666666666664,847
47,851
47.083333333333336,847
47.166666666666664,845
47.25,848
47.333333333333336,851
47.416666666666664,848
47.5,845
47.583333333333336,852
47.666666666666664,847
47.75,849
47.833333333333336,852
47.916666666666664,846
