"Hours since thread went live","Vampire Dormitory - Episode 2 discussion"
0,2
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,1
0.3333333333333333,2
0.4166666666666667,5
0.5,9
0.5833333333333334,12
0.6666666666666666,11
0.75,12
0.8333333333333334,12
0.9166666666666666,11
1,11
1.0833333333333333,11
1.1666666666666667,11
1.25,12
1.3333333333333333,12
1.4166666666666667,14
1.5,12
1.5833333333333333,11
1.6666666666666667,12
1.75,15
1.8333333333333333,16
1.9166666666666667,15
2,15
2.0833333333333335,16
2.1666666666666665,18
2.25,18
2.3333333333333335,17
2.4166666666666665,18
2.5,16
2.5833333333333335,21
2.6666666666666665,21
2.75,21
2.8333333333333335,23
2.9166666666666665,22
3,22
3.0833333333333335,25
3.1666666666666665,26
3.25,26
3.3333333333333335,27
3.4166666666666665,25
3.5,27
3.5833333333333335,26
3.6666666666666665,27
3.75,26
3.8333333333333335,26
3.9166666666666665,33
4,33
4.083333333333333,32
4.166666666666667,36
4.25,34
4.333333333333333,35
4.416666666666667,33
4.5,33
4.583333333333333,36
4.666666666666667,33
4.75,36
4.833333333333333,36
4.916666666666667,37
5,37
5.083333333333333,39
5.166666666666667,34
5.25,38
5.333333333333333,36
5.416666666666667,39
5.5,43
5.583333333333333,42
5.666666666666667,42
5.75,40
5.833333333333333,42
5.916666666666667,42
6,42
6.083333333333333,41
6.166666666666667,44
6.25,45
6.333333333333333,44
6.416666666666667,45
6.5,48
6.583333333333333,48
6.666666666666667,49
6.75,51
6.833333333333333,51
6.916666666666667,53
7,51
7.083333333333333,53
7.166666666666667,51
7.25,47
7.333333333333333,50
7.416666666666667,52
7.5,47
7.583333333333333,54
7.666666666666667,55
7.75,54
7.833333333333333,53
7.916666666666667,50
8,52
8.083333333333334,50
8.166666666666666,52
8.25,52
8.333333333333334,53
8.416666666666666,57
8.5,59
8.583333333333334,59
8.666666666666666,60
8.75,56
8.833333333333334,55
8.916666666666666,58
9,57
9.083333333333334,58
9.166666666666666,59
9.25,58
9.333333333333334,61
9.416666666666666,56
9.5,57
9.583333333333334,59
9.666666666666666,58
9.75,56
9.833333333333334,59
9.916666666666666,57
10,59
10.083333333333334,59
10.166666666666666,61
10.25,58
10.333333333333334,57
10.416666666666666,59
10.5,61
10.583333333333334,57
10.666666666666666,57
10.75,57
10.833333333333334,62
10.916666666666666,58
11,61
11.083333333333334,61
11.166666666666666,62
11.25,60
11.333333333333334,58
11.416666666666666,60
11.5,62
11.583333333333334,63
11.666666666666666,66
11.75,60
11.833333333333334,60
11.916666666666666,59
12,64
12.083333333333334,66
12.166666666666666,67
12.25,65
12.333333333333334,66
12.416666666666666,64
12.5,61
12.583333333333334,64
12.666666666666666,65
12.75,66
12.833333333333334,65
12.916666666666666,63
13,69
13.083333333333334,68
13.166666666666666,68
13.25,65
13.333333333333334,68
13.416666666666666,65
13.5,69
13.583333333333334,69
13.666666666666666,66
13.75,63
13.833333333333334,67
13.916666666666666,64
14,67
14.083333333333334,68
14.166666666666666,67
14.25,70
14.333333333333334,68
14.416666666666666,69
14.5,70
14.583333333333334,66
14.666666666666666,69
14.75,70
14.833333333333334,70
14.916666666666666,71
15,72
15.083333333333334,75
15.166666666666666,72
15.25,73
15.333333333333334,67
15.416666666666666,72
15.5,73
15.583333333333334,71
15.666666666666666,70
15.75,68
15.833333333333334,69
15.916666666666666,70
16,70
16.083333333333332,72
16.166666666666668,71
16.25,71
16.333333333333332,73
16.416666666666668,73
16.5,72
16.583333333333332,76
16.666666666666668,75
16.75,72
16.833333333333332,76
16.916666666666668,74
17,75
17.083333333333332,70
17.166666666666668,71
17.25,77
17.333333333333332,75
