"Hours since thread went live","Girls Band Cry - Episode 7 discussion"
0,2
0,4
0.08333333333333333,11
0.16666666666666666,13
0.25,15
0.3333333333333333,17
0.4166666666666667,27
0.5,28
0.5833333333333334,38
0.6666666666666666,43
0.75,47
0.8333333333333334,52
0.9166666666666666,56
1,61
1.0833333333333333,69
1.1666666666666667,76
1.25,83
1.3333333333333333,91
1.4166666666666667,100
1.5,105
1.5833333333333333,110
1.6666666666666667,111
1.75,117
1.8333333333333333,123
1.9166666666666667,128
2,135
2.0833333333333335,136
2.1666666666666665,135
2.25,141
2.3333333333333335,148
2.4166666666666665,154
2.5,157
2.5833333333333335,162
2.6666666666666665,163
2.75,169
2.8333333333333335,171
2.9166666666666665,178
3,179
3.0833333333333335,181
3.1666666666666665,179
3.25,187
3.3333333333333335,187
3.4166666666666665,190
3.5,195
3.5833333333333335,200
3.6666666666666665,205
3.75,205
3.8333333333333335,212
3.9166666666666665,211
4,215
4.083333333333333,220
4.166666666666667,219
4.25,226
4.333333333333333,226
4.416666666666667,231
4.5,230
4.583333333333333,234
4.666666666666667,233
4.75,236
4.833333333333333,243
4.916666666666667,248
5,252
5.083333333333333,251
5.166666666666667,257
5.25,258
5.333333333333333,254
5.416666666666667,265
5.5,268
5.583333333333333,278
5.666666666666667,280
5.75,283
5.833333333333333,292
5.916666666666667,292
6,295
6.083333333333333,302
6.166666666666667,302
6.25,305
6.333333333333333,304
6.416666666666667,309
6.5,307
6.583333333333333,312
6.666666666666667,323
6.75,317
6.833333333333333,317
6.916666666666667,317
7,323
7.083333333333333,324
7.166666666666667,324
7.25,322
7.333333333333333,334
7.416666666666667,331
7.5,335
7.583333333333333,340
7.666666666666667,341
7.75,340
7.833333333333333,337
7.916666666666667,342
8,344
8.083333333333334,350
8.166666666666666,355
8.25,357
8.333333333333334,365
8.416666666666666,365
8.5,371
8.583333333333334,374
8.666666666666666,368
8.75,375
8.833333333333334,373
8.916666666666666,374
9,380
9.083333333333334,375
9.166666666666666,379
9.25,382
9.333333333333334,386
9.416666666666666,385
9.5,383
9.583333333333334,390
9.666666666666666,388
9.75,396
9.833333333333334,396
9.916666666666666,396
10,402
10.083333333333334,401
10.166666666666666,402
10.25,409
10.333333333333334,407
10.416666666666666,419
10.5,417
10.583333333333334,421
10.666666666666666,422
10.75,422
10.833333333333334,423
10.916666666666666,427
11,427
11.083333333333334,434
11.166666666666666,435
11.25,431
11.333333333333334,437
11.416666666666666,434
11.5,438
11.583333333333334,441
11.666666666666666,443
11.75,445
11.833333333333334,444
11.916666666666666,444
12,449
12.083333333333334,443
12.166666666666666,455
12.25,452
12.333333333333334,451
12.416666666666666,458
12.5,455
12.583333333333334,456
12.666666666666666,456
12.75,465
12.833333333333334,465
12.916666666666666,469
13,472
13.083333333333334,471
13.166666666666666,477
13.25,477
13.333333333333334,473
13.416666666666666,475
13.5,480
13.583333333333334,482
13.666666666666666,475
13.75,482
13.833333333333334,485
13.916666666666666,485
14,489
14.083333333333334,492
14.166666666666666,499
14.25,498
14.333333333333334,499
14.416666666666666,495
14.5,492
14.583333333333334,499
14.666666666666666,500
14.75,506
14.833333333333334,495
14.916666666666666,505
15,501
15.083333333333334,503
15.166666666666666,506
15.25,507
15.333333333333334,511
15.416666666666666,512
15.5,514
15.583333333333334,511
15.666666666666666,514
15.75,514
15.833333333333334,518
15.916666666666666,514
16,526
16.083333333333332,521
16.166666666666668,524
16.25,520
16.333333333333332,524
16.416666666666668,525
16.5,524
16.583333333333332,532
16.666666666666668,527
16.75,530
16.833333333333332,529
16.916666666666668,536
17,538
17.083333333333332,539
17.166666666666668,543
17.25,545
17.333333333333332,543
17.416666666666668,540
17.5,539
17.583333333333332,547
17.666666666666668,547
17.75,546
17.833333333333332,546
17.916666666666668,544
18,559
18.083333333333332,557
18.166666666666668,556
18.25,550
18.333333333333332,560
18.416666666666668,562
18.5,559
18.583333333333332,557
18.666666666666668,564
18.75,555
18.833333333333332,562
18.916666666666668,560
19,565
19.083333333333332,565
19.166666666666668,571
19.25,567
19.333333333333332,571
19.416666666666668,574
19.5,568
19.583333333333332,573
19.666666666666668,578
19.75,578
19.833333333333332,582
19.916666666666668,582
20,582
20.083333333333332,581
20.166666666666668,583
20.25,589
20.333333333333332,584
20.416666666666668,583
20.5,584
20.583333333333332,591
20.666666666666668,589
20.75,585
20.833333333333332,593
20.916666666666668,590
21,594
21.083333333333332,594
21.166666666666668,592
21.25,598
21.333333333333332,598
21.416666666666668,601
21.5,599
21.583333333333332,598
21.666666666666668,601
21.75,603
21.833333333333332,603
21.916666666666668,602
22,612
22.083333333333332,608
22.166666666666668,612
22.25,608
22.333333333333332,604
22.416666666666668,612
22.5,608
22.583333333333332,610
22.666666666666668,606
22.75,614
22.833333333333332,610
22.916666666666668,610
23,615
23.083333333333332,619
23.166666666666668,616
23.25,611
23.333333333333332,616
23.416666666666668,619
23.5,620
23.583333333333332,618
23.666666666666668,622
23.75,623
23.833333333333332,623
23.916666666666668,619
24,621
24.083333333333332,620
24.166666666666668,620
24.25,621
24.333333333333332,618
24.416666666666668,616
24.5,619
24.583333333333332,621
24.666666666666668,625
24.75,622
24.833333333333332,622
24.916666666666668,621
25,624
25.083333333333332,619
25.166666666666668,622
25.25,624
25.333333333333332,623
25.416666666666668,626
25.5,628
25.583333333333332,629
25.666666666666668,628
25.75,633
25.833333333333332,635
25.916666666666668,635
26,629
26.083333333333332,632
26.166666666666668,631
26.25,630
26.333333333333332,638
26.416666666666668,632
26.5,637
26.583333333333332,631
26.666666666666668,635
26.75,636
26.833333333333332,640
