"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 5 discussion"
0,1
0.08333333333333333,16
0.16666666666666666,24
0.25,37
0.3333333333333333,53
0.4166666666666667,66
0.5,82
0.5833333333333334,103
0.6666666666666666,130
0.75,142
0.8333333333333334,158
0.9166666666666666,180
1,203
1.0833333333333333,224
1.1666666666666667,247
1.25,264
1.3333333333333333,283
1.4166666666666667,311
1.5,328
1.5833333333333333,341
1.6666666666666667,359
1.75,379
1.8333333333333333,401
1.9166666666666667,419
2,433
2.0833333333333335,449
2.1666666666666665,466
2.25,482
2.3333333333333335,494
2.4166666666666665,515
2.5,531
2.5833333333333335,539
2.6666666666666665,558
2.75,575
2.8333333333333335,592
2.9166666666666665,608
3,618
3.0833333333333335,642
3.1666666666666665,655
3.25,663
3.3333333333333335,675
3.4166666666666665,685
3.5,704
3.5833333333333335,721
3.6666666666666665,734
3.75,748
3.8333333333333335,766
3.9166666666666665,771
4,789
4.083333333333333,791
4.166666666666667,797
4.25,818
4.333333333333333,829
4.416666666666667,838
4.5,844
4.583333333333333,865
4.666666666666667,879
4.75,895
4.833333333333333,903
4.916666666666667,925
5,938
5.083333333333333,947
5.166666666666667,962
5.25,973
5.333333333333333,977
5.416666666666667,988
5.5,1003
5.583333333333333,1013
5.666666666666667,1022
5.75,1027
5.833333333333333,1035
5.916666666666667,1042
6,1049
6.083333333333333,1065
6.166666666666667,1074
6.25,1084
6.333333333333333,1099
6.416666666666667,1112
6.5,1122
6.583333333333333,1135
6.666666666666667,1142
6.75,1161
6.833333333333333,1166
6.916666666666667,1174
7,1187
7.083333333333333,1185
7.166666666666667,1199
7.25,1201
7.333333333333333,1212
7.416666666666667,1222
7.5,1229
7.583333333333333,1238
7.666666666666667,1241
7.75,1253
7.833333333333333,1258
7.916666666666667,1263
8,1273
8.083333333333334,1279
8.166666666666666,1293
8.25,1295
8.333333333333334,1300
8.416666666666666,1313
8.5,1317
8.583333333333334,1326
8.666666666666666,1329
8.75,1338
8.833333333333334,1354
8.916666666666666,1361
9,1362
9.083333333333334,1369
9.166666666666666,1376
9.25,1387
9.333333333333334,1390
9.416666666666666,1400
9.5,1404
9.583333333333334,1411
9.666666666666666,1416
9.75,1415
9.833333333333334,1428
9.916666666666666,1431
10,1436
10.083333333333334,1444
10.166666666666666,1461
10.25,1459
10.333333333333334,1460
10.416666666666666,1470
10.5,1469
10.583333333333334,1483
10.666666666666666,1481
10.75,1494
10.833333333333334,1496
10.916666666666666,1509
11,1511
11.083333333333334,1517
11.166666666666666,1519
11.25,1533
11.333333333333334,1541
11.416666666666666,1549
11.5,1548
11.583333333333334,1558
11.666666666666666,1558
11.75,1563
11.833333333333334,1571
11.916666666666666,1574
12,1575
12.083333333333334,1581
12.166666666666666,1591
12.25,1595
12.333333333333334,1602
12.416666666666666,1602
12.5,1608
12.583333333333334,1615
12.666666666666666,1613
12.75,1624
12.833333333333334,1627
12.916666666666666,1628
13,1638
13.083333333333334,1634
13.166666666666666,1645
13.25,1649
13.333333333333334,1646
13.416666666666666,1648
13.5,1656
13.583333333333334,1661
13.666666666666666,1662
13.75,1670
13.833333333333334,1676
13.916666666666666,1679
14,1678
14.083333333333334,1679
14.166666666666666,1685
14.25,1692
14.333333333333334,1693
14.416666666666666,1695
14.5,1699
14.583333333333334,1701
14.666666666666666,1711
14.75,1718
14.833333333333334,1720
14.916666666666666,1725
15,1731
15.083333333333334,1743
15.166666666666666,1749
15.25,1751
15.333333333333334,1755
15.416666666666666,1765
15.5,1766
15.583333333333334,1767
15.666666666666666,1769
15.75,1777
15.833333333333334,1778
15.916666666666666,1786
16,1781
16.083333333333332,1787
16.166666666666668,1788
16.25,1795
16.333333333333332,1793
16.416666666666668,1796
16.5,1801
16.583333333333332,1806
16.666666666666668,1807
16.75,1811
16.833333333333332,1814
16.916666666666668,1822
17,1822
17.083333333333332,1820
17.166666666666668,1825
17.25,1824
17.333333333333332,1831
17.416666666666668,1833
17.5,1834
17.583333333333332,1841
17.666666666666668,1837
17.75,1843
17.833333333333332,1847
17.916666666666668,1850
18,1853
18.083333333333332,1855
18.166666666666668,1854
18.25,1866
18.333333333333332,1865
18.416666666666668,1868
18.5,1871
18.583333333333332,1871
18.666666666666668,1874
18.75,1882
18.833333333333332,1882
18.916666666666668,1885
19,1884
19.083333333333332,1883
19.166666666666668,1888
19.25,1890
19.333333333333332,1892
19.416666666666668,1904
19.5,1902
19.583333333333332,1910
19.666666666666668,1911
19.75,1908
19.833333333333332,1915
19.916666666666668,1919
20,1919
20.083333333333332,1920
20.166666666666668,1924
20.25,1919
20.333333333333332,1934
20.416666666666668,1934
20.5,1941
20.583333333333332,1939
20.666666666666668,1943
20.75,1949
20.833333333333332,1958
20.916666666666668,1958
21,1965
21.083333333333332,1964
21.166666666666668,1973
21.25,1973
21.333333333333332,1972
21.416666666666668,1982
21.5,1979
21.583333333333332,1987
21.666666666666668,1986
21.75,1989
21.833333333333332,1996
21.916666666666668,1996
22,2003
22.083333333333332,2005
22.166666666666668,2009
22.25,2011
22.333333333333332,2010
22.416666666666668,2014
22.5,2017
22.583333333333332,2020
22.666666666666668,2021
22.75,2027
22.833333333333332,2026
22.916666666666668,2028
23,2036
23.083333333333332,2038
23.166666666666668,2046
23.25,2043
23.333333333333332,2045
23.416666666666668,2046
23.5,2046
23.583333333333332,2055
23.666666666666668,2061
23.75,2062
23.833333333333332,2064
23.916666666666668,2060
24,2067
24.083333333333332,2065
24.166666666666668,2067
24.25,2069
24.333333333333332,2078
24.416666666666668,2074
24.5,2081
24.583333333333332,2084
24.666666666666668,2081
24.75,2081
24.833333333333332,2086
24.916666666666668,2086
25,2092
25.083333333333332,2091
25.166666666666668,2090
25.25,2099
25.333333333333332,2092
25.416666666666668,2094
25.5,2092
25.583333333333332,2097
25.666666666666668,2093
25.75,2101
25.833333333333332,2101
25.916666666666668,2100
26,2103
26.083333333333332,2109
26.166666666666668,2106
26.25,2108
26.333333333333332,2113
26.416666666666668,2111
26.5,2118
26.583333333333332,2119
26.666666666666668,2117
26.75,2118
26.833333333333332,2116
26.916666666666668,2123
27,2121
27.083333333333332,2120
27.166666666666668,2127
27.25,2124
27.333333333333332,2124
27.416666666666668,2133
27.5,2134
27.583333333333332,2128
27.666666666666668,2132
27.75,2126
27.833333333333332,2129
27.916666666666668,2127
28,2133
28.083333333333332,2133
28.166666666666668,2133
28.25,2131
28.333333333333332,2138
28.416666666666668,2134
28.5,2138
28.583333333333332,2141
28.666666666666668,2143
28.75,2140
28.833333333333332,2146
28.916666666666668,2149
29,2152
29.083333333333332,2143
29.166666666666668,2150
29.25,2146
29.333333333333332,2154
29.416666666666668,2152
29.5,2149
29.583333333333332,2154
29.666666666666668,2155
29.75,2153
29.833333333333332,2163
29.916666666666668,2157
30,2161
30.083333333333332,2163
30.166666666666668,2161
30.25,2169
30.333333333333332,2166
30.416666666666668,2170
30.5,2169
30.583333333333332,2170
30.666666666666668,2167
30.75,2169
30.833333333333332,2171
30.916666666666668,2177
31,2176
31.083333333333332,2174
31.166666666666668,2176
31.25,2180
31.333333333333332,2181
31.416666666666668,2180
31.5,2173
31.583333333333332,2178
31.666666666666668,2178
31.75,2179
31.833333333333332,2184
31.916666666666668,2185
32,2190
32.083333333333336,2184
32.166666666666664,2184
32.25,2189
32.333333333333336,2188
32.416666666666664,2186
32.5,2189
32.583333333333336,2194
32.666666666666664,2194
32.75,2189
32.833333333333336,2188
32.916666666666664,2193
33,2196
33.083333333333336,2196
33.166666666666664,2200
33.25,2202
33.333333333333336,2208
33.416666666666664,2203
33.5,2204
33.583333333333336,2204
33.666666666666664,2202
33.75,2216
33.833333333333336,2209
33.916666666666664,2210
34,2207
34.083333333333336,2210
34.166666666666664,2216
34.25,2214
34.333333333333336,2214
34.416666666666664,2221
34.5,2219
34.583333333333336,2219
34.666666666666664,2214
34.75,2223
34.833333333333336,2225
34.916666666666664,2226
35,2225
35.083333333333336,2225
35.166666666666664,2230
35.25,2230
35.333333333333336,2228
35.416666666666664,2226
35.5,2233
35.583333333333336,2232
35.666666666666664,2236
35.75,2236
35.833333333333336,2233
35.916666666666664,2234
36,2239
36.083333333333336,2243
36.166666666666664,2239
36.25,2238
36.333333333333336,2241
36.416666666666664,2240
36.5,2242
36.583333333333336,2246
36.666666666666664,2241
36.75,2241
36.833333333333336,2245
36.916666666666664,2244
37,2251
37.083333333333336,2250
37.166666666666664,2247
37.25,2247
37.333333333333336,2253
37.416666666666664,2249
37.5,2251
37.583333333333336,2251
37.666666666666664,2251
37.75,2252
37.833333333333336,2251
37.916666666666664,2252
38,2249
38.083333333333336,2250
38.166666666666664,2255
38.25,2256
38.333333333333336,2257
38.416666666666664,2252
38.5,2253
38.583333333333336,2249
38.666666666666664,2248
38.75,2254
38.833333333333336,2254
38.916666666666664,2250
39,2255
39.083333333333336,2258
39.166666666666664,2262
39.25,2260
39.333333333333336,2260
39.416666666666664,2257
39.5,2256
39.583333333333336,2260
39.666666666666664,2260
39.75,2261
39.833333333333336,2258
39.916666666666664,2258
40,2259
40.083333333333336,2257
40.166666666666664,2255
40.25,2255
40.333333333333336,2256
40.416666666666664,2256
40.5,2259
40.583333333333336,2257
40.666666666666664,2262
40.75,2261
40.833333333333336,2267
40.916666666666664,2265
41,2260
41.083333333333336,2259
41.166666666666664,2262
41.25,2261
41.333333333333336,2263
41.416666666666664,2260
41.5,2261
41.583333333333336,2266
41.666666666666664,2262
41.75,2263
41.833333333333336,2262
41.916666666666664,2269
42,2273
42.083333333333336,2271
42.166666666666664,2268
42.25,2269
42.333333333333336,2266
42.416666666666664,2265
42.5,2269
42.583333333333336,2272
42.666666666666664,2273
42.75,2273
42.833333333333336,2269
42.916666666666664,2272
43,2270
43.083333333333336,2273
43.166666666666664,2276
43.25,2278
43.333333333333336,2275
43.416666666666664,2284
43.5,2276
43.583333333333336,2282
43.666666666666664,2279
43.75,2278
43.833333333333336,2279
43.916666666666664,2286
44,2280
44.083333333333336,2281
44.166666666666664,2280
44.25,2281
44.333333333333336,2283
44.416666666666664,2277
44.5,2281
44.583333333333336,2278
44.666666666666664,2285
44.75,2286
44.833333333333336,2282
44.916666666666664,2282
45,2279
45.083333333333336,2283
45.166666666666664,2281
45.25,2289
45.333333333333336,2287
45.416666666666664,2285
45.5,2285
45.583333333333336,2288
45.666666666666664,2287
45.75,2280
45.833333333333336,2286
45.916666666666664,2288
46,2285
46.083333333333336,2287
46.166666666666664,2290
46.25,2288
46.333333333333336,2288
46.416666666666664,2282
46.5,2290
46.583333333333336,2290
46.666666666666664,2286
46.75,2286
46.833333333333336,2290
46.916666666666664,2291
47,2289
47.083333333333336,2292
47.166666666666664,2290
47.25,2293
47.333333333333336,2294
47.416666666666664,2296
47.5,2292
47.583333333333336,2296
47.666666666666664,2293
47.75,2288
47.833333333333336,2295
47.916666666666664,2299
