"Hours since thread went live","Bucchigiri?! - Episode 10 discussion"
0,0
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,2
0.6666666666666666,3
0.75,4
0.8333333333333334,5
0.9166666666666666,6
1,7
1.0833333333333333,10
1.1666666666666667,13
1.25,15
1.3333333333333333,16
1.4166666666666667,19
1.5,21
1.5833333333333333,22
1.6666666666666667,24
1.75,24
1.8333333333333333,24
1.9166666666666667,24
2,26
2.0833333333333335,26
2.1666666666666665,25
2.25,27
2.3333333333333335,28
2.4166666666666665,28
2.5,29
2.5833333333333335,27
2.6666666666666665,32
2.75,31
2.8333333333333335,33
2.9166666666666665,33
3,34
3.0833333333333335,35
3.1666666666666665,35
3.25,33
3.3333333333333335,32
3.4166666666666665,35
3.5,34
3.5833333333333335,37
3.6666666666666665,39
3.75,38
3.8333333333333335,39
3.9166666666666665,41
4,42
4.083333333333333,43
4.166666666666667,44
4.25,45
4.333333333333333,45
4.416666666666667,52
4.5,52
4.583333333333333,50
4.666666666666667,52
4.75,58
4.833333333333333,59
4.916666666666667,58
5,56
5.083333333333333,56
5.166666666666667,59
5.25,61
5.333333333333333,63
5.416666666666667,65
5.5,66
5.583333333333333,60
5.666666666666667,64
5.75,65
5.833333333333333,65
5.916666666666667,65
6,68
6.083333333333333,64
6.166666666666667,68
6.25,68
6.333333333333333,71
6.416666666666667,70
6.5,69
6.583333333333333,72
6.666666666666667,71
6.75,72
6.833333333333333,71
6.916666666666667,72
7,72
7.083333333333333,72
7.166666666666667,75
7.25,72
7.333333333333333,69
7.416666666666667,69
7.5,72
7.583333333333333,72
7.666666666666667,78
7.75,79
7.833333333333333,79
7.916666666666667,75
8,76
8.083333333333334,78
8.166666666666666,77
8.25,81
8.333333333333334,85
8.416666666666666,77
8.5,79
8.583333333333334,81
8.666666666666666,87
8.75,87
8.833333333333334,87
8.916666666666666,84
9,85
9.083333333333334,82
9.166666666666666,86
9.25,89
9.333333333333334,88
9.416666666666666,86
9.5,87
9.583333333333334,91
9.666666666666666,88
9.75,90
9.833333333333334,89
9.916666666666666,88
10,91
10.083333333333334,91
10.166666666666666,93
10.25,87
10.333333333333334,91
10.416666666666666,91
10.5,94
10.583333333333334,92
10.666666666666666,93
10.75,95
10.833333333333334,92
10.916666666666666,94
11,94
11.083333333333334,98
11.166666666666666,94
11.25,97
11.333333333333334,99
11.416666666666666,101
11.5,104
11.583333333333334,104
11.666666666666666,102
11.75,101
11.833333333333334,100
11.916666666666666,103
12,105
12.083333333333334,104
12.166666666666666,107
12.25,107
12.333333333333334,106
12.416666666666666,110
12.5,105
12.583333333333334,106
12.666666666666666,102
12.75,104
12.833333333333334,107
12.916666666666666,106
13,108
13.083333333333334,107
13.166666666666666,109
13.25,110
13.333333333333334,113
13.416666666666666,112
13.5,109
13.583333333333334,109
13.666666666666666,108
13.75,112
13.833333333333334,114
13.916666666666666,109
14,112
14.083333333333334,116
14.166666666666666,112
14.25,117
14.333333333333334,115
14.416666666666666,112
14.5,113
14.583333333333334,119
14.666666666666666,115
14.75,119
14.833333333333334,115
14.916666666666666,115
15,121
15.083333333333334,119
15.166666666666666,114
15.25,116
15.333333333333334,118
15.416666666666666,119
15.5,122
15.583333333333334,120
15.666666666666666,115
15.75,117
15.833333333333334,117
15.916666666666666,116
16,123
16.083333333333332,121
16.166666666666668,118
16.25,120
16.333333333333332,119
16.416666666666668,122
16.5,118
16.583333333333332,120
16.666666666666668,119
16.75,120
16.833333333333332,122
16.916666666666668,125
17,124
17.083333333333332,120
17.166666666666668,127
17.25,124
17.333333333333332,127
17.416666666666668,128
17.5,126
17.583333333333332,122
17.666666666666668,124
17.75,125
17.833333333333332,123
17.916666666666668,122
18,123
18.083333333333332,121
18.166666666666668,121
18.25,126
18.333333333333332,124
18.416666666666668,127
18.5,125
18.583333333333332,124
18.666666666666668,124
18.75,124
18.833333333333332,126
18.916666666666668,125
19,126
19.083333333333332,121
19.166666666666668,124
19.25,122
19.333333333333332,125
19.416666666666668,126
19.5,124
19.583333333333332,121
19.666666666666668,124
19.75,125
19.833333333333332,126
19.916666666666668,126
20,127
20.083333333333332,121
20.166666666666668,121
20.25,121
20.333333333333332,126
20.416666666666668,127
20.5,124
20.583333333333332,124
20.666666666666668,129
20.75,127
20.833333333333332,124
20.916666666666668,124
21,123
21.083333333333332,121
21.166666666666668,123
21.25,121
21.333333333333332,125
21.416666666666668,129
21.5,127
21.583333333333332,126
21.666666666666668,124
21.75,130
21.833333333333332,127
21.916666666666668,129
22,128
22.083333333333332,129
22.166666666666668,128
22.25,132
22.333333333333332,128
22.416666666666668,130
22.5,130
22.583333333333332,129
22.666666666666668,127
22.75,131
22.833333333333332,128
22.916666666666668,126
23,131
23.083333333333332,129
23.166666666666668,129
23.25,127
23.333333333333332,125
23.416666666666668,130
23.5,127
23.583333333333332,127
23.666666666666668,127
23.75,127
23.833333333333332,128
23.916666666666668,135
24,135
24.083333333333332,134
24.166666666666668,132
24.25,133
24.333333333333332,133
24.416666666666668,128
24.5,134
24.583333333333332,131
24.666666666666668,133
24.75,132
24.833333333333332,132
24.916666666666668,132
25,131
25.083333333333332,136
25.166666666666668,134
25.25,134
25.333333333333332,138
25.416666666666668,135
25.5,133
25.583333333333332,134
25.666666666666668,136
25.75,136
25.833333333333332,137
25.916666666666668,136
26,137
26.083333333333332,132
26.166666666666668,138
26.25,133
26.333333333333332,138
26.416666666666668,138
26.5,134
26.583333333333332,136
26.666666666666668,132
26.75,136
26.833333333333332,139
26.916666666666668,137
27,132
27.083333333333332,133
27.166666666666668,138
27.25,132
27.333333333333332,138
27.416666666666668,136
27.5,136
27.583333333333332,133
27.666666666666668,135
27.75,137
27.833333333333332,134
27.916666666666668,134
28,140
28.083333333333332,133
28.166666666666668,140
28.25,137
28.333333333333332,137
28.416666666666668,136
28.5,137
28.583333333333332,140
28.666666666666668,135
28.75,135
28.833333333333332,139
28.916666666666668,139
29,139
29.083333333333332,140
29.166666666666668,137
29.25,139
29.333333333333332,140
29.416666666666668,139
29.5,140
29.583333333333332,137
29.666666666666668,138
29.75,135
29.833333333333332,137
29.916666666666668,137
30,139
30.083333333333332,137
30.166666666666668,136
30.25,136
30.333333333333332,136
30.416666666666668,140
30.5,138
30.583333333333332,139
30.666666666666668,137
30.75,139
30.833333333333332,136
30.916666666666668,139
