"Hours since thread went live","The New Gate - Episode 6 discussion"
0,2
0,2
0.08333333333333333,5
0.16666666666666666,7
0.25,12
0.3333333333333333,13
0.4166666666666667,15
0.5,17
0.5833333333333334,19
0.6666666666666666,22
0.75,23
0.8333333333333334,24
0.9166666666666666,25
1,32
1.0833333333333333,31
1.1666666666666667,35
1.25,35
1.3333333333333333,34
1.4166666666666667,38
1.5,42
1.5833333333333333,42
1.6666666666666667,44
1.75,46
1.8333333333333333,48
1.9166666666666667,48
2,53
2.0833333333333335,57
2.1666666666666665,55
2.25,56
2.3333333333333335,57
2.4166666666666665,59
2.5,59
2.5833333333333335,65
2.6666666666666665,67
2.75,67
2.8333333333333335,68
2.9166666666666665,67
3,69
3.0833333333333335,73
3.1666666666666665,72
3.25,73
3.3333333333333335,77
3.4166666666666665,78
3.5,77
3.5833333333333335,80
3.6666666666666665,83
3.75,83
3.8333333333333335,86
3.9166666666666665,89
4,92
4.083333333333333,95
4.166666666666667,98
4.25,98
4.333333333333333,106
4.416666666666667,103
4.5,107
4.583333333333333,108
4.666666666666667,112
4.75,113
4.833333333333333,116
4.916666666666667,114
5,115
5.083333333333333,114
5.166666666666667,118
5.25,114
5.333333333333333,118
5.416666666666667,121
5.5,115
5.583333333333333,124
5.666666666666667,126
5.75,123
5.833333333333333,124
5.916666666666667,126
6,127
6.083333333333333,129
6.166666666666667,131
6.25,133
6.333333333333333,132
6.416666666666667,135
6.5,135
6.583333333333333,133
6.666666666666667,135
6.75,137
6.833333333333333,137
6.916666666666667,140
7,139
7.083333333333333,136
7.166666666666667,146
7.25,142
7.333333333333333,141
7.416666666666667,140
7.5,144
7.583333333333333,145
7.666666666666667,144
7.75,145
7.833333333333333,147
7.916666666666667,151
8,152
8.083333333333334,151
8.166666666666666,151
8.25,149
8.333333333333334,151
8.416666666666666,148
8.5,154
8.583333333333334,147
8.666666666666666,154
8.75,152
8.833333333333334,152
8.916666666666666,154
9,158
9.083333333333334,159
9.166666666666666,154
9.25,157
9.333333333333334,159
9.416666666666666,158
9.5,159
9.583333333333334,159
9.666666666666666,158
9.75,161
9.833333333333334,159
9.916666666666666,164
10,163
10.083333333333334,161
10.166666666666666,165
10.25,164
10.333333333333334,171
10.416666666666666,169
10.5,174
10.583333333333334,170
10.666666666666666,168
10.75,170
10.833333333333334,174
10.916666666666666,175
11,171
11.083333333333334,175
11.166666666666666,180
11.25,179
11.333333333333334,180
11.416666666666666,176
11.5,178
11.583333333333334,185
11.666666666666666,183
11.75,184
11.833333333333334,183
11.916666666666666,184
12,186
12.083333333333334,184
12.166666666666666,185
12.25,182
12.333333333333334,184
12.416666666666666,182
12.5,184
12.583333333333334,183
12.666666666666666,188
12.75,186
12.833333333333334,184
12.916666666666666,185
13,188
13.083333333333334,191
13.166666666666666,190
13.25,191
13.333333333333334,192
13.416666666666666,193
13.5,190
13.583333333333334,191
13.666666666666666,190
13.75,195
13.833333333333334,196
13.916666666666666,192
14,199
14.083333333333334,197
14.166666666666666,198
14.25,201
14.333333333333334,199
14.416666666666666,201
14.5,199
14.583333333333334,201
14.666666666666666,202
14.75,202
14.833333333333334,201
14.916666666666666,202
15,207
15.083333333333334,200
15.166666666666666,202
15.25,204
15.333333333333334,200
15.416666666666666,203
15.5,201
15.583333333333334,205
15.666666666666666,205
15.75,208
15.833333333333334,211
15.916666666666666,209
16,210
16.083333333333332,211
16.166666666666668,214
16.25,213
16.333333333333332,207
16.416666666666668,215
16.5,208
16.583333333333332,210
16.666666666666668,213
16.75,211
16.833333333333332,213
16.916666666666668,213
17,217
17.083333333333332,214
17.166666666666668,214
17.25,211
17.333333333333332,218
17.416666666666668,216
