"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 5 discussion"
0,1
0,3
0.08333333333333333,9
0.16666666666666666,13
0.25,14
0.3333333333333333,18
0.4166666666666667,18
0.5,23
0.5833333333333334,25
0.6666666666666666,26
0.75,26
0.8333333333333334,28
0.9166666666666666,27
1,32
1.0833333333333333,32
1.1666666666666667,33
1.25,37
1.3333333333333333,40
1.4166666666666667,41
1.5,46
1.5833333333333333,48
1.6666666666666667,48
1.75,48
1.8333333333333333,50
1.9166666666666667,53
2,52
2.0833333333333335,54
2.1666666666666665,55
2.25,54
2.3333333333333335,56
2.4166666666666665,58
2.5,57
2.5833333333333335,57
2.6666666666666665,63
2.75,60
2.8333333333333335,61
2.9166666666666665,65
3,64
3.0833333333333335,65
3.1666666666666665,65
3.25,68
3.3333333333333335,73
3.4166666666666665,72
3.5,72
3.6666666666666665,75
3.75,74
3.8333333333333335,77
3.9166666666666665,78
4,77
4.083333333333333,75
4.166666666666667,75
4.25,79
4.333333333333333,78
4.416666666666667,79
4.5,80
4.583333333333333,78
4.666666666666667,84
4.75,81
4.833333333333333,82
4.916666666666667,83
5,89
5.083333333333333,82
5.166666666666667,84
5.25,88
5.333333333333333,89
5.416666666666667,89
5.5,95
5.583333333333333,91
5.666666666666667,91
5.75,98
5.833333333333333,96
5.916666666666667,93
6,94
6.083333333333333,96
6.166666666666667,94
6.25,101
6.333333333333333,101
6.416666666666667,101
6.5,102
6.583333333333333,110
6.666666666666667,104
6.75,110
6.833333333333333,106
6.916666666666667,110
7,111
7.083333333333333,112
7.166666666666667,113
7.25,113
7.333333333333333,109
7.416666666666667,111
7.5,115
7.583333333333333,112
7.666666666666667,115
7.75,112
7.833333333333333,115
7.916666666666667,117
8,119
8.083333333333334,120
8.166666666666666,121
8.25,124
8.333333333333334,119
8.416666666666666,120
8.5,125
8.583333333333334,126
8.666666666666666,125
8.75,122
8.833333333333334,128
8.916666666666666,126
9,125
9.083333333333334,129
9.166666666666666,130
9.25,127
9.333333333333334,126
9.416666666666666,125
9.5,131
9.583333333333334,130
9.666666666666666,131
9.75,130
9.833333333333334,130
9.916666666666666,126
10,126
10.083333333333334,131
10.166666666666666,128
10.25,126
10.333333333333334,131
10.416666666666666,130
10.5,135
10.583333333333334,131
10.666666666666666,133
10.75,135
10.833333333333334,139
10.916666666666666,137
11,138
11.083333333333334,140
11.166666666666666,134
11.25,139
11.333333333333334,136
11.416666666666666,138
11.5,138
11.583333333333334,141
11.666666666666666,138
11.75,142
11.833333333333334,139
11.916666666666666,136
12,141
12.083333333333334,140
12.166666666666666,140
12.25,143
12.333333333333334,139
12.416666666666666,144
12.5,140
12.583333333333334,140
12.666666666666666,142
12.75,147
12.833333333333334,143
12.916666666666666,139
13,145
13.083333333333334,140
13.166666666666666,144
13.25,145
13.333333333333334,146
13.416666666666666,144
13.5,147
13.583333333333334,148
13.666666666666666,148
13.75,144
13.833333333333334,148
13.916666666666666,146
14,149
14.083333333333334,150
14.166666666666666,149
14.25,148
14.333333333333334,145
14.416666666666666,151
14.5,146
14.583333333333334,153
14.666666666666666,155
14.75,152
14.833333333333334,151
14.916666666666666,149
15,155
15.083333333333334,150
15.166666666666666,154
15.25,155
15.333333333333334,150
15.416666666666666,156
15.5,152
15.583333333333334,152
15.666666666666666,157
15.75,155
15.833333333333334,150
15.916666666666666,156
16,155
16.083333333333332,157
16.166666666666668,157
16.25,160
16.333333333333332,159
16.416666666666668,156
16.5,158
16.583333333333332,153
16.666666666666668,154
16.75,159
16.833333333333332,155
16.916666666666668,159
17,155
17.083333333333332,159
17.166666666666668,158
17.25,156
17.333333333333332,154
17.416666666666668,155
17.5,157
17.583333333333332,154
17.666666666666668,158
17.75,157
17.833333333333332,157
17.916666666666668,161
18,160
18.083333333333332,160
18.166666666666668,159
18.25,161
18.333333333333332,164
18.416666666666668,163
18.5,164
18.583333333333332,165
18.666666666666668,166
18.75,161
18.833333333333332,162
18.916666666666668,162
19,163
19.083333333333332,160
19.166666666666668,161
19.25,166
19.333333333333332,163
19.416666666666668,164
19.5,163
19.583333333333332,162
19.666666666666668,160
19.75,165
19.833333333333332,162
19.916666666666668,167
20,161
20.083333333333332,168
20.166666666666668,163
20.25,166
20.333333333333332,168
20.416666666666668,165
20.5,166
20.583333333333332,169
20.666666666666668,165
20.75,164
20.833333333333332,166
20.916666666666668,167
21,170
21.083333333333332,164
21.166666666666668,161
21.25,164
21.333333333333332,164
21.416666666666668,170
21.5,165
21.583333333333332,168
21.666666666666668,167
21.75,167
21.833333333333332,170
21.916666666666668,169
22,170
22.083333333333332,173
22.166666666666668,169
22.25,169
22.333333333333332,173
22.416666666666668,172
22.5,174
22.583333333333332,167
22.666666666666668,171
22.75,169
22.833333333333332,173
22.916666666666668,169
23,170
23.083333333333332,170
23.166666666666668,166
23.25,170
23.333333333333332,173
23.416666666666668,175
23.5,173
23.583333333333332,171
23.666666666666668,169
23.75,174
23.833333333333332,170
23.916666666666668,172
24,170
24.083333333333332,173
24.166666666666668,176
24.25,169
24.333333333333332,170
24.416666666666668,175
24.5,173
24.583333333333332,173
24.666666666666668,174
24.75,171
24.833333333333332,170
24.916666666666668,171
25,173
25.083333333333332,173
25.166666666666668,173
25.25,177
25.333333333333332,175
25.416666666666668,173
25.5,173
25.583333333333332,173
25.666666666666668,175
25.75,175
25.833333333333332,172
25.916666666666668,176
26,178
26.083333333333332,179
26.166666666666668,180
26.25,178
26.333333333333332,177
26.416666666666668,182
