"Hours since thread went live","One Room, Hiatari Futsuu, Tenshi-tsuki. • Studio Apartment, Good Lighting, Angel Included - Episode 5 discussion"
24.166666666666668,192
24.25,193
24.333333333333332,191
24.416666666666668,190
24.5,191
24.583333333333332,193
24.666666666666668,192
24.75,187
24.833333333333332,193
24.916666666666668,191
25,189
25.083333333333332,190
25.166666666666668,192
25.25,188
25.333333333333332,189
25.416666666666668,188
25.5,189
25.583333333333332,189
25.666666666666668,192
25.75,187
25.833333333333332,191
25.916666666666668,189
26,191
26.083333333333332,190
26.166666666666668,193
26.25,193
26.333333333333332,188
26.416666666666668,195
26.5,195
26.583333333333332,188
26.666666666666668,194
26.75,196
26.833333333333332,194
26.916666666666668,190
27,196
27.083333333333332,194
27.166666666666668,192
27.25,193
27.333333333333332,194
27.416666666666668,192
27.5,193
27.583333333333332,190
27.666666666666668,195
27.75,196
27.833333333333332,193
27.916666666666668,195
28,193
28.083333333333332,194
28.166666666666668,193
28.25,196
28.333333333333332,195
28.416666666666668,196
28.5,196
28.583333333333332,195
28.666666666666668,191
28.75,193
28.833333333333332,193
28.916666666666668,194
29,192
29.083333333333332,192
29.166666666666668,191
29.25,191
29.333333333333332,197
29.416666666666668,191
29.5,192
29.583333333333332,192
29.666666666666668,196
29.75,196
29.833333333333332,197
29.916666666666668,198
30,195
30.083333333333332,194
30.166666666666668,196
30.25,195
30.333333333333332,194
30.416666666666668,193
30.5,195
30.583333333333332,193
30.666666666666668,197
30.75,193
30.833333333333332,195
30.916666666666668,192
31,194
31.083333333333332,196
31.166666666666668,193
31.25,196
31.333333333333332,195
31.416666666666668,196
31.5,195
31.583333333333332,193
31.666666666666668,195
31.75,197
31.833333333333332,191
31.916666666666668,191
32,191
32.083333333333336,196
32.166666666666664,192
32.25,193
32.333333333333336,196
32.416666666666664,194
32.5,195
32.583333333333336,197
32.666666666666664,194
32.75,199
32.833333333333336,197
32.916666666666664,192
33,195
33.083333333333336,195
33.166666666666664,196
33.25,197
33.333333333333336,197
33.416666666666664,192
33.5,196
33.583333333333336,199
33.666666666666664,193
33.75,192
33.833333333333336,192
33.916666666666664,194
34,192
34.083333333333336,194
34.166666666666664,194
34.25,197
34.333333333333336,195
34.416666666666664,196
34.5,196
34.583333333333336,193
34.666666666666664,193
34.75,196
34.833333333333336,199
34.916666666666664,196
35,196
35.083333333333336,196
35.166666666666664,199
35.25,193
35.333333333333336,195
35.416666666666664,196
35.5,197
35.583333333333336,200
35.666666666666664,199
35.75,198
35.833333333333336,193
35.916666666666664,198
36,197
36.083333333333336,199
36.166666666666664,193
36.25,197
36.333333333333336,198
36.416666666666664,197
36.5,196
36.583333333333336,198
36.666666666666664,199
36.75,197
36.833333333333336,196
36.916666666666664,198
37,195
37.083333333333336,196
37.166666666666664,196
37.25,197
37.333333333333336,196
37.416666666666664,197
37.5,198
37.583333333333336,198
37.666666666666664,198
37.75,194
37.833333333333336,197
37.916666666666664,195
38,197
38.083333333333336,195
38.166666666666664,197
38.25,195
38.333333333333336,195
38.416666666666664,197
38.5,198
38.583333333333336,197
38.666666666666664,199
38.75,198
38.833333333333336,193
38.916666666666664,198
39,197
39.083333333333336,198
39.166666666666664,196
39.25,195
39.333333333333336,198
39.416666666666664,201
39.5,201
39.583333333333336,195
39.666666666666664,196
39.75,200
39.833333333333336,199
39.916666666666664,197
40,198
40.083333333333336,196
40.166666666666664,199
40.25,197
40.333333333333336,198
40.416666666666664,196
40.5,199
40.583333333333336,197
40.666666666666664,199
40.75,197
40.833333333333336,198
40.916666666666664,199
41,199
41.083333333333336,201
41.166666666666664,197
41.25,198
41.333333333333336,196
41.416666666666664,196
41.5,195
41.583333333333336,197
41.666666666666664,195
41.75,197
41.833333333333336,200
41.916666666666664,196
42,195
42.083333333333336,198
42.166666666666664,198
42.25,198
42.333333333333336,195
42.416666666666664,199
42.5,195
42.583333333333336,198
42.666666666666664,198
42.75,198
42.833333333333336,198
42.916666666666664,196
43,198
43.083333333333336,201
43.166666666666664,197
43.25,195
43.333333333333336,199
43.416666666666664,199
43.5,201
43.583333333333336,195
43.666666666666664,195
43.75,196
43.833333333333336,195
43.916666666666664,193
44,197
44.083333333333336,197
44.166666666666664,198
44.25,197
44.333333333333336,195
44.416666666666664,200
44.5,196
44.583333333333336,198
44.666666666666664,198
44.75,201
44.833333333333336,201
44.916666666666664,198
45,199
45.083333333333336,198
45.166666666666664,200
45.25,202
45.333333333333336,201
45.416666666666664,198
45.5,197
45.583333333333336,199
45.666666666666664,198
45.75,200
45.833333333333336,195
45.916666666666664,198
46,198
46.083333333333336,198
46.166666666666664,196
46.25,199
46.333333333333336,196
46.416666666666664,198
46.5,200
46.583333333333336,199
46.666666666666664,196
46.75,200
46.833333333333336,203
46.916666666666664,201
47,196
47.083333333333336,198
47.166666666666664,201
47.25,201
47.333333333333336,200
47.416666666666664,197
47.5,200
47.583333333333336,203
47.666666666666664,197
47.75,204
47.833333333333336,198
47.916666666666664,202
