"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 3 discussion"
0,0
0.08333333333333333,4
0.16666666666666666,7
0.25,9
0.3333333333333333,9
0.4166666666666667,13
0.5,17
0.5833333333333334,22
0.6666666666666666,30
0.75,34
0.8333333333333334,38
0.9166666666666666,44
1,48
1.0833333333333333,48
1.1666666666666667,50
1.25,54
1.3333333333333333,61
1.4166666666666667,64
1.5,71
1.5833333333333333,73
1.6666666666666667,78
1.75,80
1.8333333333333333,83
1.9166666666666667,86
2,93
2.0833333333333335,93
2.1666666666666665,96
2.25,103
2.3333333333333335,110
2.4166666666666665,110
2.5,121
2.5833333333333335,122
2.6666666666666665,123
2.75,127
2.8333333333333335,126
2.9166666666666665,129
3,131
3.0833333333333335,132
3.1666666666666665,132
3.25,136
3.3333333333333335,142
3.4166666666666665,144
3.5,146
3.5833333333333335,150
3.6666666666666665,150
3.75,154
3.8333333333333335,156
3.9166666666666665,161
4,158
4.083333333333333,167
4.166666666666667,167
4.25,168
4.333333333333333,176
4.416666666666667,178
4.5,176
4.583333333333333,182
4.666666666666667,179
4.75,182
4.833333333333333,186
4.916666666666667,184
5,187
5.083333333333333,198
5.166666666666667,200
5.25,199
5.333333333333333,199
5.416666666666667,203
5.5,201
5.583333333333333,205
5.666666666666667,209
5.75,206
5.833333333333333,212
5.916666666666667,213
6,219
6.083333333333333,221
6.166666666666667,218
6.25,225
6.333333333333333,228
6.416666666666667,232
6.5,236
6.583333333333333,233
6.666666666666667,236
6.75,239
6.833333333333333,240
6.916666666666667,244
7,247
7.083333333333333,246
7.166666666666667,248
7.25,255
7.333333333333333,254
7.416666666666667,256
7.5,257
7.583333333333333,258
7.666666666666667,257
7.75,258
7.833333333333333,261
7.916666666666667,257
8,260
8.083333333333334,261
8.166666666666666,265
8.25,264
8.333333333333334,269
8.416666666666666,270
8.5,273
8.583333333333334,276
8.666666666666666,275
8.75,274
8.833333333333334,276
8.916666666666666,277
9,278
9.083333333333334,279
9.166666666666666,281
9.25,282
9.333333333333334,281
9.416666666666666,283
9.5,284
9.583333333333334,287
9.666666666666666,286
9.75,289
9.833333333333334,291
9.916666666666666,293
10,291
10.083333333333334,291
10.166666666666666,288
10.25,291
10.333333333333334,289
10.416666666666666,291
10.5,296
10.583333333333334,294
10.666666666666666,300
10.75,295
10.833333333333334,300
10.916666666666666,300
11,302
11.083333333333334,297
11.166666666666666,300
11.25,301
11.333333333333334,299
11.416666666666666,302
11.5,304
11.583333333333334,305
11.666666666666666,311
11.75,310
11.833333333333334,311
11.916666666666666,311
12,316
12.083333333333334,318
12.166666666666666,320
12.25,321
12.333333333333334,321
12.416666666666666,321
12.5,320
12.583333333333334,325
12.666666666666666,329
12.75,332
12.833333333333334,330
12.916666666666666,331
13,331
13.083333333333334,331
13.166666666666666,332
13.25,331
13.333333333333334,331
13.416666666666666,335
13.5,333
13.583333333333334,340
13.666666666666666,344
13.75,342
13.833333333333334,344
13.916666666666666,338
14,343
14.083333333333334,341
14.166666666666666,344
14.25,348
14.333333333333334,348
14.416666666666666,341
14.5,346
14.583333333333334,350
14.666666666666666,344
14.75,347
14.833333333333334,347
14.916666666666666,344
15,343
15.083333333333334,342
15.166666666666666,348
15.25,349
15.333333333333334,352
15.416666666666666,352
15.5,356
15.583333333333334,350
15.666666666666666,354
15.75,357
15.833333333333334,357
15.916666666666666,353
16,355
16.083333333333332,355
16.166666666666668,353
16.25,358
16.333333333333332,357
16.416666666666668,357
16.5,362
16.583333333333332,356
16.666666666666668,358
16.75,361
16.833333333333332,356
16.916666666666668,357
17,359
17.083333333333332,359
17.166666666666668,361
17.25,361
17.333333333333332,367
17.416666666666668,369
17.5,367
17.583333333333332,367
17.666666666666668,363
17.75,372
17.833333333333332,367
17.916666666666668,370
18,370
18.083333333333332,372
18.166666666666668,370
18.25,373
18.333333333333332,368
18.416666666666668,371
18.5,378
18.583333333333332,374
18.666666666666668,371
18.75,375
18.833333333333332,375
18.916666666666668,375
19,380
19.083333333333332,375
19.166666666666668,374
19.25,374
19.333333333333332,374
19.416666666666668,382
19.5,373
19.583333333333332,379
19.666666666666668,379
19.75,377
19.833333333333332,377
19.916666666666668,380
20,380
20.083333333333332,383
20.166666666666668,384
20.25,382
20.333333333333332,378
20.416666666666668,387
20.5,383
20.583333333333332,385
20.666666666666668,389
20.75,388
20.833333333333332,386
20.916666666666668,387
21,386
21.083333333333332,394
21.166666666666668,396
21.25,388
21.333333333333332,394
21.416666666666668,394
21.5,388
21.583333333333332,391
21.666666666666668,391
21.75,390
21.833333333333332,391
21.916666666666668,391
22,392
22.083333333333332,392
22.166666666666668,390
22.25,391
22.333333333333332,393
22.416666666666668,398
22.5,395
22.583333333333332,393
22.666666666666668,393
22.75,396
22.833333333333332,396
22.916666666666668,393
23,397
23.083333333333332,392
23.166666666666668,397
23.25,392
23.333333333333332,395
23.416666666666668,398
23.5,398
23.583333333333332,399
23.666666666666668,394
23.75,397
23.833333333333332,401
23.916666666666668,400
24,405
24.083333333333332,402
24.166666666666668,397
24.25,394
24.333333333333332,401
24.416666666666668,399
24.5,399
24.583333333333332,396
24.666666666666668,405
24.75,402
24.833333333333332,400
24.916666666666668,411
25,399
25.083333333333332,404
25.166666666666668,405
25.25,405
25.333333333333332,405
25.416666666666668,405
25.5,407
25.583333333333332,411
25.666666666666668,410
25.75,404
25.833333333333332,405
25.916666666666668,409
26,411
26.083333333333332,404
26.166666666666668,404
26.25,405
26.333333333333332,403
26.416666666666668,406
26.5,406
26.583333333333332,406
26.666666666666668,405
26.75,406
26.833333333333332,408
26.916666666666668,410
27,407
27.083333333333332,408
27.166666666666668,412
27.25,407
27.333333333333332,413
27.416666666666668,413
27.5,404
27.583333333333332,410
27.666666666666668,404
27.75,408
27.833333333333332,406
27.916666666666668,405
28,407
28.083333333333332,408
28.166666666666668,409
28.25,414
28.333333333333332,410
28.416666666666668,409
28.5,410
28.583333333333332,409
28.666666666666668,409
28.75,411
28.833333333333332,411
28.916666666666668,414
29,416
29.083333333333332,411
29.166666666666668,412
29.25,416
29.333333333333332,412
29.416666666666668,412
29.5,419
29.583333333333332,412
29.666666666666668,410
29.75,415
29.833333333333332,415
29.916666666666668,418
30,413
30.083333333333332,421
30.166666666666668,415
30.25,421
30.333333333333332,415
30.416666666666668,421
30.5,420
30.583333333333332,424
30.666666666666668,423
30.75,418
30.833333333333332,419
30.916666666666668,419
31,416
31.083333333333332,418
31.166666666666668,421
31.25,422
31.333333333333332,421
31.416666666666668,416
31.5,419
31.583333333333332,419
31.666666666666668,418
31.75,416
31.833333333333332,424
31.916666666666668,418
32,422
32.083333333333336,416
32.166666666666664,420
32.25,420
32.333333333333336,420
32.416666666666664,417
32.5,426
32.583333333333336,419
32.666666666666664,423
32.75,426
32.833333333333336,421
32.916666666666664,420
33,421
33.083333333333336,419
33.166666666666664,426
33.25,425
33.333333333333336,420
33.416666666666664,419
33.5,418
33.583333333333336,421
33.666666666666664,424
33.75,423
33.833333333333336,420
33.916666666666664,425
34,424
34.083333333333336,421
34.166666666666664,422
34.25,421
34.333333333333336,422
34.416666666666664,421
34.5,419
34.583333333333336,417
34.666666666666664,422
34.75,427
34.833333333333336,424
34.916666666666664,423
35,424
35.083333333333336,427
35.166666666666664,420
35.25,422
35.333333333333336,424
35.416666666666664,426
35.5,421
35.583333333333336,427
35.666666666666664,429
35.75,425
35.833333333333336,426
35.916666666666664,425
36,426
36.083333333333336,425
36.166666666666664,421
36.25,423
36.333333333333336,426
36.416666666666664,432
36.5,427
36.583333333333336,430
36.666666666666664,428
36.75,423
36.833333333333336,428
36.916666666666664,426
37,430
37.083333333333336,432
37.166666666666664,425
37.25,434
37.333333333333336,426
37.416666666666664,428
37.5,422
37.583333333333336,431
37.666666666666664,431
37.75,423
37.833333333333336,430
37.916666666666664,426
38,430
38.083333333333336,428
38.166666666666664,429
38.25,427
38.333333333333336,431
38.416666666666664,428
38.5,430
38.583333333333336,430
38.666666666666664,427
38.75,435
38.833333333333336,432
38.916666666666664,433
39,435
39.083333333333336,436
39.166666666666664,431
39.25,435
39.333333333333336,430
39.416666666666664,432
39.5,434
39.583333333333336,436
39.666666666666664,428
39.75,436
39.833333333333336,431
39.916666666666664,435
40,431
40.083333333333336,429
40.166666666666664,433
40.25,431
40.333333333333336,431
40.416666666666664,439
40.5,432
40.583333333333336,429
40.666666666666664,434
40.75,440
40.833333333333336,433
40.916666666666664,430
41,438
41.083333333333336,433
41.166666666666664,432
41.25,434
41.333333333333336,435
41.416666666666664,435
41.5,434
41.583333333333336,440
41.666666666666664,429
41.75,432
41.833333333333336,434
41.916666666666664,434
42,432
