"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 3 discussion"
42.083333333333336,437
42.166666666666664,436
42.25,436
42.333333333333336,433
42.416666666666664,436
42.5,429
42.583333333333336,431
42.666666666666664,431
42.75,433
42.833333333333336,429
42.916666666666664,434
43,430
43.083333333333336,434
43.166666666666664,435
43.25,432
43.333333333333336,437
43.416666666666664,434
43.5,434
43.583333333333336,432
43.666666666666664,431
43.75,431
43.833333333333336,433
43.916666666666664,431
44,435
44.083333333333336,436
44.166666666666664,431
44.25,436
44.333333333333336,436
44.416666666666664,434
44.5,436
44.583333333333336,433
44.666666666666664,431
44.75,435
44.833333333333336,437
44.916666666666664,438
45,436
45.083333333333336,434
45.166666666666664,433
45.25,435
45.333333333333336,432
45.416666666666664,434
45.5,435
45.583333333333336,439
45.666666666666664,434
45.75,438
45.833333333333336,435
45.916666666666664,435
46,438
46.083333333333336,439
46.166666666666664,437
46.25,437
46.333333333333336,439
46.416666666666664,437
46.5,434
46.583333333333336,433
46.666666666666664,432
46.75,435
46.833333333333336,435
46.916666666666664,438
47,440
47.083333333333336,435
47.166666666666664,437
47.25,438
47.333333333333336,436
47.416666666666664,430
47.5,434
47.583333333333336,431
47.666666666666664,435
47.75,436
47.833333333333336,439
47.916666666666664,434
