"Hours since thread went live","Jujutsu Kaisen Season 2 - Episode 5 discussion"
0,3
0,30
0.08333333333333333,57
0.16666666666666666,97
0.25,134
0.3333333333333333,167
0.4166666666666667,230
0.5,273
0.5833333333333334,318
0.6666666666666666,361
0.75,428
0.8333333333333334,493
0.9166666666666666,551
1,609
1.0833333333333333,665
1.1666666666666667,720
1.25,780
1.3333333333333333,838
1.4166666666666667,875
1.5,930
1.5833333333333333,966
1.6666666666666667,1000
1.75,1049
1.8333333333333333,1093
1.9166666666666667,1130
2,1162
2.0833333333333335,1195
2.1666666666666665,1228
2.25,1270
2.3333333333333335,1307
2.4166666666666665,1347
2.5,1398
2.5833333333333335,1424
2.6666666666666665,1475
2.75,1505
2.8333333333333335,1541
2.9166666666666665,1578
3,1601
3.0833333333333335,1639
3.1666666666666665,1676
3.25,1710
3.3333333333333335,1737
3.4166666666666665,1762
3.5,1804
3.5833333333333335,1836
3.6666666666666665,1871
3.75,1896
3.8333333333333335,1923
3.9166666666666665,1956
4,1980
4.083333333333333,1999
4.166666666666667,2032
4.25,2056
4.333333333333333,2081
4.416666666666667,2114
4.5,2144
4.583333333333333,2177
4.666666666666667,2207
4.75,2232
4.833333333333333,2263
4.916666666666667,2276
5,2304
5.083333333333333,2327
5.166666666666667,2347
5.25,2371
5.333333333333333,2409
5.416666666666667,2425
5.5,2454
5.583333333333333,2483
5.666666666666667,2505
5.75,2527
5.833333333333333,2551
5.916666666666667,2586
6,2608
6.083333333333333,2624
6.166666666666667,2653
6.25,2669
6.333333333333333,2702
6.416666666666667,2717
6.5,2741
6.583333333333333,2747
6.666666666666667,2765
6.75,2788
6.833333333333333,2803
6.916666666666667,2823
7,2837
7.083333333333333,2865
7.166666666666667,2885
7.25,2899
7.333333333333333,2921
7.416666666666667,2940
7.5,2953
7.583333333333333,2967
7.666666666666667,2988
7.75,3002
7.833333333333333,3025
7.916666666666667,3033
8,3047
8.083333333333334,3071
8.166666666666666,3078
8.25,3103
8.333333333333334,3108
8.416666666666666,3145
8.5,3159
8.583333333333334,3167
8.666666666666666,3183
8.75,3198
8.833333333333334,3210
8.916666666666666,3228
9,3226
9.083333333333334,3236
9.166666666666666,3251
9.25,3272
9.333333333333334,3291
9.416666666666666,3304
9.5,3315
9.583333333333334,3338
9.666666666666666,3342
9.75,3356
9.833333333333334,3371
9.916666666666666,3399
10,3405
10.083333333333334,3423
10.166666666666666,3427
10.25,3436
10.333333333333334,3453
10.416666666666666,3467
10.5,3480
10.583333333333334,3495
10.666666666666666,3505
10.75,3521
10.833333333333334,3536
10.916666666666666,3542
11,3551
11.083333333333334,3556
11.166666666666666,3566
11.25,3593
11.333333333333334,3599
11.416666666666666,3601
11.5,3619
11.583333333333334,3629
11.666666666666666,3642
11.75,3657
11.833333333333334,3662
11.916666666666666,3671
12,3678
12.083333333333334,3686
12.166666666666666,3698
12.25,3709
12.333333333333334,3715
12.416666666666666,3732
12.5,3731
12.583333333333334,3748
12.666666666666666,3747
12.75,3762
12.833333333333334,3774
12.916666666666666,3788
13,3791
13.083333333333334,3808
13.166666666666666,3814
13.25,3835
13.333333333333334,3832
13.416666666666666,3844
13.5,3857
13.583333333333334,3875
13.666666666666666,3888
13.75,3896
13.833333333333334,3908
13.916666666666666,3915
14,3934
14.083333333333334,3932
14.166666666666666,3937
14.25,3946
14.333333333333334,3961
14.416666666666666,3976
14.5,3978
14.583333333333334,3991
14.666666666666666,4002
14.75,4001
14.833333333333334,4012
14.916666666666666,4018
15,4014
15.083333333333334,4019
15.166666666666666,4018
15.25,4025
15.333333333333334,4034
15.416666666666666,4039
15.5,4056
15.583333333333334,4062
15.666666666666666,4064
15.75,4068
15.833333333333334,4077
15.916666666666666,4079
16,4081
16.083333333333332,4076
16.166666666666668,4089
16.25,4093
16.333333333333332,4104
16.416666666666668,4108
16.5,4106
16.583333333333332,4120
16.666666666666668,4117
16.75,4131
16.833333333333332,4136
16.916666666666668,4132
17,4139
17.083333333333332,4143
17.166666666666668,4145
17.25,4165
17.333333333333332,4169
17.416666666666668,4178
17.5,4179
17.583333333333332,4195
17.666666666666668,4199
17.75,4199
17.833333333333332,4214
