"Hours since thread went live","Shangri-La Frontier - Episode 24 discussion"
39.916666666666664,1080
40,1088
40.083333333333336,1081
40.166666666666664,1087
40.25,1087
40.333333333333336,1083
40.416666666666664,1088
40.5,1090
40.583333333333336,1087
40.666666666666664,1088
40.75,1090
40.833333333333336,1087
40.916666666666664,1087
41,1084
41.083333333333336,1087
41.166666666666664,1088
41.25,1085
41.333333333333336,1090
41.416666666666664,1092
41.5,1084
41.583333333333336,1087
41.666666666666664,1092
41.75,1090
41.833333333333336,1090
41.916666666666664,1088
42,1091
42.083333333333336,1094
42.166666666666664,1087
42.25,1093
42.333333333333336,1094
42.416666666666664,1094
42.5,1096
42.583333333333336,1100
42.666666666666664,1094
42.75,1091
42.833333333333336,1098
42.916666666666664,1091
43,1092
43.083333333333336,1095
43.166666666666664,1101
43.25,1097
43.333333333333336,1091
43.416666666666664,1093
43.5,1091
43.583333333333336,1095
43.666666666666664,1095
43.75,1091
43.833333333333336,1098
43.916666666666664,1097
44,1098
44.083333333333336,1093
44.166666666666664,1099
44.25,1092
44.333333333333336,1095
44.416666666666664,1097
44.5,1102
44.583333333333336,1099
44.666666666666664,1102
44.75,1097
44.833333333333336,1096
44.916666666666664,1098
45,1102
45.083333333333336,1103
45.166666666666664,1101
45.25,1097
45.333333333333336,1101
45.416666666666664,1097
45.5,1096
45.583333333333336,1103
45.666666666666664,1099
45.75,1105
45.833333333333336,1099
45.916666666666664,1100
46,1101
46.083333333333336,1102
46.166666666666664,1097
46.25,1104
46.333333333333336,1102
46.416666666666664,1097
46.5,1107
46.583333333333336,1102
46.666666666666664,1106
46.75,1102
46.833333333333336,1096
46.916666666666664,1108
47,1102
47.083333333333336,1102
47.166666666666664,1101
47.25,1105
47.333333333333336,1107
47.416666666666664,1107
47.5,1102
47.583333333333336,1105
47.666666666666664,1103
47.75,1096
47.833333333333336,1104
47.916666666666664,1100
