"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 7 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,1
1.3333333333333333,1
1.4166666666666667,0
1.5,0
1.5833333333333333,0
1.6666666666666667,0
1.75,0
1.8333333333333333,0
1.9166666666666667,0
2,0
2.0833333333333335,0
2.1666666666666665,0
2.25,2
2.3333333333333335,1
2.4166666666666665,0
2.5,1
2.5833333333333335,1
2.6666666666666665,2
2.75,2
2.8333333333333335,3
2.9166666666666665,1
3,2
3.0833333333333335,1
3.1666666666666665,1
3.25,4
3.3333333333333335,0
3.4166666666666665,3
3.5,3
3.5833333333333335,1
3.6666666666666665,3
3.75,0
3.8333333333333335,2
3.9166666666666665,2
4,1
4.083333333333333,0
4.166666666666667,2
4.25,1
4.333333333333333,0
4.416666666666667,2
4.5,2
4.583333333333333,2
4.666666666666667,1
4.75,2
4.833333333333333,2
4.916666666666667,4
5,2
5.083333333333333,0
5.166666666666667,1
5.25,2
5.333333333333333,1
5.416666666666667,2
5.5,2
5.583333333333333,1
5.666666666666667,0
5.75,0
5.833333333333333,0
5.916666666666667,0
6,4
6.083333333333333,2
6.166666666666667,4
6.25,2
6.333333333333333,4
6.416666666666667,0
6.5,2
6.583333333333333,3
6.666666666666667,0
6.75,1
6.833333333333333,1
6.916666666666667,0
7,2
7.083333333333333,2
7.166666666666667,2
7.25,0
7.333333333333333,0
7.416666666666667,2
7.5,2
7.583333333333333,2
7.666666666666667,1
7.75,0
7.833333333333333,1
7.916666666666667,0
8,0
8.083333333333334,2
8.166666666666666,0
8.25,0
8.333333333333334,1
8.416666666666666,0
8.5,2
8.583333333333334,2
8.666666666666666,0
8.75,1
8.833333333333334,0
8.916666666666666,1
9,1
9.083333333333334,0
9.166666666666666,0
9.25,0
9.333333333333334,0
9.416666666666666,0
9.5,0
9.583333333333334,0
9.666666666666666,1
9.75,3
9.833333333333334,4
9.916666666666666,2
10,5
10.083333333333334,3
10.166666666666666,4
10.25,2
10.333333333333334,1
10.416666666666666,1
10.5,1
10.583333333333334,4
10.666666666666666,2
10.75,3
10.833333333333334,3
10.916666666666666,4
11,4
11.083333333333334,4
11.166666666666666,2
11.25,3
11.333333333333334,3
11.416666666666666,3
11.5,3
11.583333333333334,3
11.666666666666666,6
11.75,2
11.833333333333334,5
11.916666666666666,3
12,3
12.083333333333334,4
12.166666666666666,2
12.25,4
12.333333333333334,4
12.416666666666666,3
12.5,4
12.583333333333334,5
12.666666666666666,3
12.75,3
12.833333333333334,5
12.916666666666666,3
13,5
13.083333333333334,6
13.166666666666666,7
13.25,6
13.333333333333334,4
13.416666666666666,7
13.5,4
13.583333333333334,6
13.666666666666666,4
13.75,6
13.833333333333334,5
13.916666666666666,5
14,6
14.083333333333334,5
14.166666666666666,7
14.25,5
14.333333333333334,6
14.416666666666666,6
14.5,6
14.583333333333334,6
14.666666666666666,5
14.75,5
14.833333333333334,6
14.916666666666666,7
15,5
15.083333333333334,6
15.166666666666666,5
15.25,7
15.333333333333334,4
15.416666666666666,4
15.5,5
15.583333333333334,3
15.666666666666666,4
15.75,6
15.833333333333334,5
15.916666666666666,7
16,5
16.083333333333332,4
16.166666666666668,5
16.25,6
16.333333333333332,4
16.416666666666668,5
16.5,6
16.583333333333332,3
16.666666666666668,7
16.75,7
16.833333333333332,6
16.916666666666668,5
17,3
17.083333333333332,6
17.166666666666668,5
17.25,7
17.333333333333332,4
17.416666666666668,8
17.5,6
17.583333333333332,8
17.666666666666668,7
17.75,7
17.833333333333332,4
17.916666666666668,7
18,7
18.083333333333332,6
18.166666666666668,4
18.25,6
18.333333333333332,3
18.416666666666668,7
18.5,6
18.583333333333332,4
18.666666666666668,5
18.75,5
18.833333333333332,6
18.916666666666668,4
19,7
19.083333333333332,5
19.166666666666668,4
19.25,4
19.333333333333332,6
19.416666666666668,6
19.5,5
19.583333333333332,4
19.666666666666668,6
19.75,4
19.833333333333332,5
19.916666666666668,5
20,6
20.083333333333332,3
20.166666666666668,4
20.25,6
20.333333333333332,5
20.416666666666668,7
20.5,6
20.583333333333332,7
20.666666666666668,5
20.75,6
20.833333333333332,5
20.916666666666668,5
21,4
21.083333333333332,4
21.166666666666668,5
21.25,3
21.333333333333332,6
21.416666666666668,6
21.5,5
21.583333333333332,5
21.666666666666668,4
21.75,7
21.833333333333332,5
21.916666666666668,6
22,5
22.083333333333332,4
22.166666666666668,4
22.25,5
22.333333333333332,6
22.416666666666668,6
22.5,6
22.583333333333332,5
22.666666666666668,6
22.75,6
22.833333333333332,4
22.916666666666668,6
23,3
23.083333333333332,3
23.166666666666668,4
23.25,6
23.333333333333332,6
23.416666666666668,5
23.5,5
23.583333333333332,4
23.666666666666668,4
23.75,6
23.833333333333332,5
23.916666666666668,3
24,5
24.083333333333332,5
24.166666666666668,5
24.25,4
24.333333333333332,4
24.416666666666668,3
24.5,6
24.583333333333332,5
24.666666666666668,6
24.75,3
24.833333333333332,7
24.916666666666668,5
25,4
25.083333333333332,5
25.166666666666668,5
25.25,6
25.333333333333332,4
25.416666666666668,5
25.5,7
25.583333333333332,3
25.666666666666668,3
25.75,4
25.833333333333332,5
25.916666666666668,4
26,5
26.083333333333332,4
26.166666666666668,2
26.25,2
26.333333333333332,4
26.416666666666668,3
26.5,4
26.583333333333332,5
26.666666666666668,3
26.75,4
26.833333333333332,4
26.916666666666668,3
27,3
27.083333333333332,2
27.166666666666668,4
27.25,5
27.333333333333332,6
27.416666666666668,4
27.5,4
27.583333333333332,3
27.666666666666668,5
27.75,3
27.833333333333332,4
27.916666666666668,2
28,5
28.083333333333332,6
28.166666666666668,4
28.25,5
28.333333333333332,4
28.416666666666668,3
28.5,2
28.583333333333332,6
28.666666666666668,6
28.75,5
28.833333333333332,4
28.916666666666668,4
29,5
29.083333333333332,3
29.166666666666668,5
29.25,4
29.333333333333332,5
29.416666666666668,3
29.5,2
29.583333333333332,3
29.666666666666668,3
29.75,5
29.833333333333332,4
29.916666666666668,4
30,5
30.083333333333332,4
30.166666666666668,4
30.25,4
30.333333333333332,4
30.416666666666668,3
30.5,4
30.583333333333332,4
30.666666666666668,2
30.75,4
30.833333333333332,4
30.916666666666668,4
31,5
31.083333333333332,4
31.166666666666668,3
31.25,5
31.333333333333332,3
31.416666666666668,2
31.5,4
31.583333333333332,6
31.666666666666668,4
31.75,2
31.833333333333332,3
31.916666666666668,3
32,3
32.083333333333336,2
32.166666666666664,4
32.25,2
32.333333333333336,2
32.416666666666664,4
32.5,4
32.583333333333336,3
32.666666666666664,4
32.75,5
32.833333333333336,2
32.916666666666664,5
33,3
33.083333333333336,4
33.166666666666664,6
33.25,5
33.333333333333336,4
33.416666666666664,6
33.5,6
33.583333333333336,6
33.666666666666664,5
33.75,4
33.833333333333336,6
33.916666666666664,7
34,5
34.083333333333336,6
34.166666666666664,5
34.25,5
34.333333333333336,5
34.416666666666664,6
34.5,7
34.583333333333336,6
34.666666666666664,6
34.75,6
34.833333333333336,6
34.916666666666664,3
35,3
35.083333333333336,6
35.166666666666664,6
35.25,6
35.333333333333336,6
35.416666666666664,6
35.5,5
35.583333333333336,5
35.666666666666664,6
35.75,3
35.833333333333336,5
35.916666666666664,4
36,4
36.083333333333336,6
36.166666666666664,3
36.25,3
36.333333333333336,5
36.416666666666664,3
36.5,4
36.583333333333336,5
36.666666666666664,6
36.75,4
36.833333333333336,4
36.916666666666664,3
37,5
37.083333333333336,5
37.166666666666664,5
37.25,3
37.333333333333336,6
37.416666666666664,6
37.5,6
37.583333333333336,6
37.666666666666664,5
37.75,5
37.833333333333336,5
37.916666666666664,6
38,4
38.083333333333336,7
38.166666666666664,8
38.25,5
38.333333333333336,6
38.416666666666664,6
38.5,5
38.583333333333336,7
38.666666666666664,7
38.75,4
38.833333333333336,5
38.916666666666664,6
