"Hours since thread went live","Jujutsu Kaisen Season 2 - Episode 17 discussion"
0,2
0,3
0.08333333333333333,14
0.16666666666666666,25
0.25,51
0.3333333333333333,72
0.4166666666666667,116
0.5,147
0.5833333333333334,172
0.6666666666666666,218
0.75,257
0.8333333333333334,306
0.9166666666666666,356
1,406
1.0833333333333333,459
1.1666666666666667,522
1.25,576
1.3333333333333333,631
1.4166666666666667,689
1.5,740
1.5833333333333333,800
1.6666666666666667,852
1.75,901
1.8333333333333333,943
1.9166666666666667,990
2,1038
2.0833333333333335,1075
2.1666666666666665,1122
2.25,1177
2.3333333333333335,1223
2.4166666666666665,1282
2.5,1336
2.5833333333333335,1390
2.6666666666666665,1440
2.75,1491
2.8333333333333335,1547
2.9166666666666665,1593
3,1654
3.0833333333333335,1706
3.1666666666666665,1744
3.25,1791
3.3333333333333335,1833
3.4166666666666665,1882
3.5,1931
3.5833333333333335,1967
3.6666666666666665,2011
3.75,2056
3.8333333333333335,2096
3.9166666666666665,2142
4,2177
4.083333333333333,2212
4.166666666666667,2253
4.25,2300
4.333333333333333,2331
4.416666666666667,2359
4.5,2401
4.583333333333333,2444
4.666666666666667,2480
4.75,2515
4.833333333333333,2543
4.916666666666667,2584
5,2613
5.083333333333333,2638
5.166666666666667,2677
5.25,2713
5.333333333333333,2746
5.416666666666667,2778
5.5,2802
5.583333333333333,2824
5.666666666666667,2846
5.75,2879
5.833333333333333,2903
5.916666666666667,2939
6,2977
6.083333333333333,3001
6.166666666666667,3026
6.25,3049
6.333333333333333,3084
6.416666666666667,3120
6.5,3148
6.583333333333333,3180
6.666666666666667,3201
6.75,3232
6.833333333333333,3256
6.916666666666667,3304
7,3320
7.083333333333333,3354
7.166666666666667,3376
7.25,3401
7.333333333333333,3428
7.416666666666667,3456
7.5,3484
7.583333333333333,3513
7.666666666666667,3552
7.75,3579
7.833333333333333,3613
7.916666666666667,3626
8,3660
8.083333333333334,3678
8.166666666666666,3708
8.25,3728
8.333333333333334,3754
8.416666666666666,3787
8.5,3810
8.583333333333334,3842
8.666666666666666,3860
8.75,3875
8.833333333333334,3886
8.916666666666666,3918
9,3938
9.083333333333334,3960
9.166666666666666,3975
9.25,3987
9.333333333333334,4010
9.416666666666666,4022
9.5,4047
9.583333333333334,4074
9.666666666666666,4100
9.75,4112
9.833333333333334,4129
9.916666666666666,4154
10,4169
10.083333333333334,4183
10.166666666666666,4191
10.25,4205
10.333333333333334,4229
10.416666666666666,4245
10.5,4258
10.583333333333334,4283
10.666666666666666,4307
10.75,4315
10.833333333333334,4341
10.916666666666666,4358
11,4373
11.083333333333334,4397
11.166666666666666,4405
11.25,4423
11.333333333333334,4444
11.416666666666666,4459
11.5,4476
11.583333333333334,4492
11.666666666666666,4513
11.75,4530
11.833333333333334,4551
11.916666666666666,4569
12,4580
12.083333333333334,4591
12.166666666666666,4609
12.25,4619
12.333333333333334,4642
12.416666666666666,4652
12.5,4657
12.583333333333334,4678
12.666666666666666,4697
12.75,4717
12.833333333333334,4727
12.916666666666666,4747
13,4750
13.083333333333334,4772
13.166666666666666,4783
13.25,4797
13.333333333333334,4823
13.416666666666666,4827
13.5,4853
13.583333333333334,4863
13.666666666666666,4872
13.75,4889
13.833333333333334,4915
13.916666666666666,4929
14,4938
14.083333333333334,4948
14.166666666666666,4965
14.25,4965
14.333333333333334,4987
14.416666666666666,4986
14.5,5000
14.583333333333334,5009
14.666666666666666,5019
14.75,5031
14.833333333333334,5041
14.916666666666666,5057
15,5067
15.083333333333334,5079
