"Hours since thread went live","Boku no Hero Academia Season 7 • My Hero Academia Season 7 - Episode 5 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,4
0.25,4
0.3333333333333333,5
0.4166666666666667,8
0.5,10
0.5833333333333334,10
0.6666666666666666,14
0.75,17
0.8333333333333334,24
0.9166666666666666,30
1,32
1.0833333333333333,37
1.1666666666666667,40
1.25,43
1.3333333333333333,45
1.4166666666666667,47
1.5,50
1.5833333333333333,52
1.6666666666666667,62
1.75,67
1.8333333333333333,73
1.9166666666666667,78
2,87
2.0833333333333335,90
2.1666666666666665,104
2.25,103
2.3333333333333335,110
2.4166666666666665,116
2.5,123
2.5833333333333335,130
2.6666666666666665,131
2.75,146
2.8333333333333335,150
2.9166666666666665,156
3,156
3.0833333333333335,164
3.1666666666666665,166
3.25,174
3.3333333333333335,180
3.4166666666666665,187
3.5,196
3.5833333333333335,200
3.6666666666666665,209
3.75,214
3.8333333333333335,216
3.9166666666666665,225
4,226
4.083333333333333,234
4.166666666666667,240
4.25,243
4.333333333333333,247
4.416666666666667,247
4.5,244
4.583333333333333,252
4.666666666666667,263
4.75,264
4.833333333333333,272
4.916666666666667,288
5,296
5.083333333333333,310
5.166666666666667,331
5.25,367
5.333333333333333,377
5.416666666666667,391
5.5,411
5.583333333333333,441
5.666666666666667,460
5.75,489
5.833333333333333,519
5.916666666666667,522
6,531
6.083333333333333,536
6.166666666666667,545
6.25,543
6.333333333333333,549
6.416666666666667,547
6.5,553
6.583333333333333,552
6.666666666666667,560
6.75,568
6.833333333333333,570
6.916666666666667,576
7,582
7.083333333333333,588
7.166666666666667,594
7.25,587
7.333333333333333,598
7.416666666666667,609
7.5,617
7.583333333333333,619
7.666666666666667,624
7.75,624
7.833333333333333,635
7.916666666666667,635
8,638
8.083333333333334,651
8.166666666666666,645
8.25,644
8.333333333333334,657
8.416666666666666,660
8.5,657
8.583333333333334,665
8.666666666666666,674
8.75,672
8.833333333333334,675
8.916666666666666,683
9,679
9.083333333333334,691
9.166666666666666,725
9.25,752
9.333333333333334,776
9.416666666666666,802
9.5,838
9.583333333333334,875
9.666666666666666,905
9.75,925
9.833333333333334,952
9.916666666666666,977
10,970
10.083333333333334,980
10.166666666666666,975
10.25,977
10.333333333333334,983
10.416666666666666,984
10.5,986
10.583333333333334,990
10.666666666666666,992
10.75,1005
10.833333333333334,1001
10.916666666666666,1006
11,1010
11.083333333333334,1006
11.166666666666666,1012
11.25,1012
11.333333333333334,1012
11.416666666666666,1016
11.5,1019
11.583333333333334,1020
11.666666666666666,1027
11.75,1026
11.833333333333334,1027
11.916666666666666,1033
12,1033
12.083333333333334,1036
12.166666666666666,1043
12.25,1044
12.333333333333334,1050
12.416666666666666,1048
12.5,1049
12.583333333333334,1055
12.666666666666666,1054
12.75,1064
12.833333333333334,1069
12.916666666666666,1069
13,1072
13.083333333333334,1073
13.166666666666666,1080
13.25,1074
13.333333333333334,1079
13.416666666666666,1077
13.5,1076
13.583333333333334,1076
13.666666666666666,1076
13.75,1086
13.833333333333334,1079
13.916666666666666,1086
14,1087
14.083333333333334,1090
14.166666666666666,1087
14.25,1095
14.333333333333334,1093
14.416666666666666,1099
14.5,1097
14.583333333333334,1093
14.666666666666666,1097
14.75,1105
14.833333333333334,1109
14.916666666666666,1108
15,1108
15.083333333333334,1106
15.166666666666666,1109
15.25,1108
15.333333333333334,1116
15.416666666666666,1110
15.5,1119
15.583333333333334,1115
15.666666666666666,1116
15.75,1118
15.833333333333334,1127
15.916666666666666,1126
16,1134
16.083333333333332,1135
16.166666666666668,1135
16.25,1146
16.333333333333332,1139
16.416666666666668,1140
16.5,1146
16.583333333333332,1140
16.666666666666668,1149
16.75,1153
16.833333333333332,1153
16.916666666666668,1153
17,1155
17.083333333333332,1158
17.166666666666668,1157
17.25,1156
17.333333333333332,1159
17.416666666666668,1153
17.5,1157
17.583333333333332,1165
17.666666666666668,1165
17.75,1171
17.833333333333332,1176
17.916666666666668,1172
18,1177
18.083333333333332,1179
18.166666666666668,1181
18.25,1178
18.333333333333332,1180
18.416666666666668,1180
18.5,1183
18.583333333333332,1188
18.666666666666668,1185
18.75,1189
18.833333333333332,1185
18.916666666666668,1187
19,1189
19.083333333333332,1188
19.166666666666668,1189
19.25,1186
19.333333333333332,1192
19.416666666666668,1191
19.5,1193
19.583333333333332,1192
19.666666666666668,1189
19.75,1194
19.833333333333332,1194
19.916666666666668,1195
20,1199
20.083333333333332,1204
20.166666666666668,1202
20.25,1210
20.333333333333332,1210
20.416666666666668,1210
20.5,1213
20.583333333333332,1217
20.666666666666668,1214
20.75,1215
20.833333333333332,1218
20.916666666666668,1213
21,1211
21.083333333333332,1216
21.166666666666668,1214
21.25,1217
21.333333333333332,1217
21.416666666666668,1219
21.5,1219
21.583333333333332,1224
21.666666666666668,1222
21.75,1225
21.833333333333332,1231
21.916666666666668,1230
22,1232
22.083333333333332,1224
22.166666666666668,1224
22.25,1229
22.333333333333332,1224
22.416666666666668,1228
22.5,1230
22.583333333333332,1235
22.666666666666668,1243
22.75,1238
22.833333333333332,1238
22.916666666666668,1242
23,1238
23.083333333333332,1240
23.166666666666668,1239
23.25,1245
23.333333333333332,1240
23.416666666666668,1247
23.5,1242
23.583333333333332,1253
23.666666666666668,1244
23.75,1250
23.833333333333332,1249
23.916666666666668,1254
24,1251
24.083333333333332,1251
24.166666666666668,1245
24.25,1256
24.333333333333332,1253
24.416666666666668,1250
24.5,1253
24.583333333333332,1251
24.666666666666668,1254
24.75,1259
24.833333333333332,1257
24.916666666666668,1257
25,1255
25.083333333333332,1256
25.166666666666668,1258
25.25,1259
25.333333333333332,1259
25.416666666666668,1258
25.5,1259
25.583333333333332,1263
25.666666666666668,1264
25.75,1261
25.833333333333332,1263
25.916666666666668,1269
26,1265
26.083333333333332,1266
26.166666666666668,1268
26.25,1276
26.333333333333332,1271
26.416666666666668,1274
26.5,1279
26.583333333333332,1277
26.666666666666668,1273
26.75,1273
26.833333333333332,1275
26.916666666666668,1279
27,1276
27.083333333333332,1276
27.166666666666668,1275
27.25,1277
27.333333333333332,1276
27.416666666666668,1281
27.5,1273
27.583333333333332,1277
27.666666666666668,1277
27.75,1274
27.833333333333332,1279
27.916666666666668,1278
28,1279
28.083333333333332,1279
28.166666666666668,1279
28.25,1286
28.333333333333332,1283
28.416666666666668,1286
28.5,1287
28.583333333333332,1288
28.666666666666668,1289
28.75,1292
28.833333333333332,1287
28.916666666666668,1287
29,1284
29.083333333333332,1292
29.166666666666668,1289
29.25,1291
29.333333333333332,1294
29.416666666666668,1292
29.5,1296
29.583333333333332,1294
29.666666666666668,1291
29.75,1291
29.833333333333332,1289
29.916666666666668,1293
30,1296
30.083333333333332,1297
30.166666666666668,1299
30.25,1295
30.333333333333332,1301
30.416666666666668,1299
30.5,1300
30.583333333333332,1293
30.666666666666668,1305
30.75,1300
30.833333333333332,1299
30.916666666666668,1301
31,1299
31.083333333333332,1306
31.166666666666668,1303
31.25,1305
31.333333333333332,1301
31.416666666666668,1305
31.5,1305
31.583333333333332,1306
31.666666666666668,1309
31.75,1307
31.833333333333332,1305
31.916666666666668,1307
32,1306
32.083333333333336,1308
32.166666666666664,1310
32.25,1307
32.333333333333336,1308
32.416666666666664,1313
32.5,1312
32.583333333333336,1309
32.666666666666664,1317
32.75,1312
32.833333333333336,1318
32.916666666666664,1318
33,1313
33.083333333333336,1320
33.166666666666664,1318
33.25,1318
33.333333333333336,1315
33.416666666666664,1318
33.5,1318
33.583333333333336,1318
33.666666666666664,1321
33.75,1319
33.833333333333336,1317
33.916666666666664,1323
34,1320
34.083333333333336,1322
34.166666666666664,1317
34.25,1325
34.333333333333336,1323
34.416666666666664,1319
34.5,1321
34.583333333333336,1325
34.666666666666664,1326
34.75,1319
34.833333333333336,1322
34.916666666666664,1321
35,1324
35.083333333333336,1327
35.166666666666664,1327
35.25,1321
35.333333333333336,1325
35.416666666666664,1320
35.5,1320
35.583333333333336,1319
35.666666666666664,1319
35.75,1321
35.833333333333336,1324
35.916666666666664,1326
