"Hours since thread went live","Boku no Hero Academia Season 7 • My Hero Academia Season 7 - Episode 5 discussion"
36,1329
36.083333333333336,1328
36.166666666666664,1324
36.25,1330
36.333333333333336,1322
36.416666666666664,1328
36.5,1329
36.583333333333336,1328
36.666666666666664,1335
36.75,1331
36.833333333333336,1331
36.916666666666664,1331
37,1325
37.083333333333336,1325
37.166666666666664,1330
37.25,1331
37.333333333333336,1326
37.416666666666664,1324
37.5,1326
37.583333333333336,1328
37.666666666666664,1328
37.75,1331
37.833333333333336,1336
37.916666666666664,1332
38,1333
38.083333333333336,1337
38.166666666666664,1332
38.25,1327
38.333333333333336,1332
38.416666666666664,1331
38.5,1331
38.583333333333336,1333
38.666666666666664,1334
38.75,1329
38.833333333333336,1330
38.916666666666664,1332
39,1332
39.166666666666664,1334
39.25,1333
39.333333333333336,1329
39.416666666666664,1331
39.5,1330
