"Hours since thread went live","Yuru Camp△ Season 3 • Laid-Back Camp Season 3 - Episode 3 discussion"
0,2
0.08333333333333333,4
0.16666666666666666,11
0.25,18
0.3333333333333333,24
0.4166666666666667,36
0.5,39
0.5833333333333334,46
0.6666666666666666,50
0.75,57
0.8333333333333334,61
0.9166666666666666,67
1,71
1.0833333333333333,84
1.1666666666666667,91
1.25,99
1.3333333333333333,106
1.4166666666666667,114
1.5,119
1.5833333333333333,129
1.6666666666666667,140
1.75,150
1.8333333333333333,158
1.9166666666666667,160
2,164
2.0833333333333335,174
2.1666666666666665,182
2.25,188
2.3333333333333335,192
2.4166666666666665,200
2.5,201
2.5833333333333335,213
2.6666666666666665,218
2.75,222
2.8333333333333335,227
2.9166666666666665,232
3,234
3.0833333333333335,236
3.1666666666666665,242
3.25,248
3.3333333333333335,248
3.4166666666666665,251
3.5,247
3.5833333333333335,256
3.6666666666666665,254
3.75,262
3.8333333333333335,264
3.9166666666666665,268
4,272
4.083333333333333,276
4.166666666666667,283
4.25,283
4.333333333333333,293
4.416666666666667,298
4.5,294
4.583333333333333,298
4.666666666666667,299
4.75,298
4.833333333333333,307
4.916666666666667,317
5,315
5.083333333333333,320
5.166666666666667,328
5.25,330
5.333333333333333,327
5.416666666666667,336
5.5,339
5.583333333333333,336
5.666666666666667,342
5.75,355
5.833333333333333,353
5.916666666666667,358
6,364
6.083333333333333,365
6.166666666666667,375
6.25,371
6.333333333333333,381
6.416666666666667,389
6.5,390
6.583333333333333,389
6.666666666666667,390
6.75,399
6.833333333333333,404
6.916666666666667,407
7,405
7.083333333333333,414
7.166666666666667,415
7.25,422
7.333333333333333,425
7.416666666666667,426
7.5,427
7.583333333333333,427
7.666666666666667,431
7.75,438
7.833333333333333,435
7.916666666666667,443
8,448
8.083333333333334,450
8.166666666666666,446
8.25,449
8.333333333333334,457
8.416666666666666,456
8.5,453
8.583333333333334,461
8.666666666666666,460
8.75,461
8.833333333333334,474
8.916666666666666,472
9,472
9.083333333333334,479
9.166666666666666,480
9.25,481
9.333333333333334,483
9.416666666666666,483
9.5,489
9.583333333333334,484
9.666666666666666,491
9.75,484
9.833333333333334,495
9.916666666666666,497
10,496
10.083333333333334,493
10.166666666666666,502
10.25,495
10.333333333333334,500
10.416666666666666,499
10.5,510
10.583333333333334,506
10.666666666666666,502
10.75,509
10.833333333333334,514
10.916666666666666,513
11,508
11.083333333333334,516
11.166666666666666,521
11.25,519
11.333333333333334,526
11.416666666666666,522
11.5,529
11.583333333333334,521
11.666666666666666,523
11.75,528
11.833333333333334,532
11.916666666666666,533
12,538
12.083333333333334,535
12.166666666666666,541
12.25,537
12.333333333333334,539
12.416666666666666,540
12.5,546
12.583333333333334,548
12.666666666666666,544
12.75,546
12.833333333333334,558
12.916666666666666,559
13,559
13.083333333333334,556
13.166666666666666,562
13.25,559
13.333333333333334,563
13.416666666666666,567
13.5,565
13.583333333333334,571
13.666666666666666,565
13.75,565
13.833333333333334,571
13.916666666666666,577
14,574
14.083333333333334,579
14.166666666666666,584
14.25,581
14.333333333333334,581
14.416666666666666,588
14.5,590
14.583333333333334,588
14.666666666666666,590
14.75,591
14.833333333333334,595
14.916666666666666,595
15,589
15.083333333333334,594
15.166666666666666,599
15.25,594
15.333333333333334,594
15.416666666666666,593
15.5,600
15.583333333333334,595
15.666666666666666,601
15.75,601
15.833333333333334,600
15.916666666666666,602
16,604
16.083333333333332,601
16.166666666666668,612
16.25,611
16.333333333333332,609
16.416666666666668,609
16.5,613
16.583333333333332,610
16.666666666666668,607
16.75,608
16.833333333333332,617
16.916666666666668,612
17,614
17.083333333333332,617
17.166666666666668,621
17.25,619
17.333333333333332,616
17.416666666666668,623
17.5,619
17.583333333333332,622
17.666666666666668,621
17.75,627
17.833333333333332,623
17.916666666666668,628
18,629
18.083333333333332,625
18.166666666666668,626
18.25,632
18.333333333333332,631
18.416666666666668,630
18.5,628
18.583333333333332,623
18.666666666666668,625
18.75,628
18.833333333333332,625
18.916666666666668,625
19,634
19.083333333333332,633
19.166666666666668,638
19.25,643
19.333333333333332,642
19.416666666666668,637
19.5,641
19.583333333333332,641
19.666666666666668,638
19.75,646
19.833333333333332,642
19.916666666666668,644
20,647
20.083333333333332,646
20.166666666666668,651
20.25,647
20.333333333333332,646
20.416666666666668,651
20.5,646
20.583333333333332,646
20.666666666666668,647
20.75,652
20.833333333333332,655
20.916666666666668,653
21,655
21.083333333333332,653
21.166666666666668,650
21.25,653
21.333333333333332,653
21.416666666666668,651
21.5,652
21.583333333333332,652
21.666666666666668,649
21.75,655
21.833333333333332,652
21.916666666666668,651
22,659
22.083333333333332,654
22.166666666666668,658
22.25,657
22.333333333333332,659
22.416666666666668,661
22.5,662
22.583333333333332,665
22.666666666666668,663
22.75,662
22.833333333333332,659
22.916666666666668,661
23,665
23.083333333333332,667
23.166666666666668,670
23.25,667
23.333333333333332,666
23.416666666666668,667
23.5,670
23.583333333333332,676
23.666666666666668,671
23.75,671
23.833333333333332,671
23.916666666666668,675
24,667
24.083333333333332,671
24.166666666666668,667
24.25,673
24.333333333333332,668
24.416666666666668,675
24.5,677
24.583333333333332,674
24.666666666666668,678
24.75,671
24.833333333333332,678
24.916666666666668,675
25,681
25.083333333333332,675
25.166666666666668,681
25.25,674
25.333333333333332,677
25.416666666666668,681
25.5,680
25.583333333333332,683
25.666666666666668,677
25.75,679
25.833333333333332,677
25.916666666666668,686
26,687
26.083333333333332,685
26.166666666666668,682
26.25,687
26.333333333333332,681
26.416666666666668,684
26.5,682
26.583333333333332,684
26.666666666666668,684
26.75,686
26.833333333333332,691
26.916666666666668,686
27,691
27.083333333333332,692
27.166666666666668,686
27.25,691
27.333333333333332,688
27.416666666666668,692
27.5,695
27.583333333333332,691
27.666666666666668,690
27.75,689
27.833333333333332,689
27.916666666666668,693
28,691
28.083333333333332,693
28.166666666666668,692
28.25,697
28.333333333333332,694
28.416666666666668,693
28.5,689
28.583333333333332,699
28.666666666666668,695
28.75,700
28.833333333333332,698
28.916666666666668,695
29,692
29.083333333333332,699
29.166666666666668,696
29.25,698
29.333333333333332,701
29.416666666666668,695
29.5,695
29.583333333333332,699
29.666666666666668,699
29.75,698
29.833333333333332,698
29.916666666666668,699
30,700
30.083333333333332,698
30.166666666666668,695
30.25,698
30.333333333333332,700
30.416666666666668,695
30.5,692
30.583333333333332,698
30.666666666666668,702
30.75,696
30.833333333333332,702
30.916666666666668,701
31,706
31.083333333333332,701
31.166666666666668,700
31.25,700
31.333333333333332,699
31.416666666666668,705
31.5,705
31.583333333333332,702
31.666666666666668,702
31.75,703
31.833333333333332,705
31.916666666666668,704
32,704
32.083333333333336,706
32.166666666666664,702
32.25,705
32.333333333333336,705
32.416666666666664,705
32.5,709
32.583333333333336,703
32.666666666666664,702
32.75,704
32.833333333333336,705
32.916666666666664,702
33,710
33.083333333333336,704
33.166666666666664,705
33.25,711
33.333333333333336,708
33.416666666666664,707
33.5,707
33.583333333333336,713
33.666666666666664,705
33.75,713
33.833333333333336,708
33.916666666666664,707
34,707
34.083333333333336,714
34.166666666666664,714
34.25,708
34.333333333333336,712
34.416666666666664,714
34.5,713
34.583333333333336,711
34.666666666666664,712
34.75,714
34.833333333333336,714
34.916666666666664,714
35,712
35.083333333333336,716
35.166666666666664,713
35.25,711
35.333333333333336,716
35.416666666666664,713
35.5,713
35.583333333333336,714
35.666666666666664,713
35.75,715
35.833333333333336,714
35.916666666666664,713
36,718
36.083333333333336,718
36.166666666666664,711
36.25,718
36.333333333333336,719
36.416666666666664,715
36.5,711
36.583333333333336,719
36.666666666666664,715
36.75,720
36.833333333333336,718
36.916666666666664,719
37,723
37.083333333333336,720
37.166666666666664,718
37.25,718
37.333333333333336,718
37.416666666666664,718
37.5,723
37.583333333333336,721
37.666666666666664,719
37.75,716
37.833333333333336,716
37.916666666666664,719
38,722
38.083333333333336,721
38.166666666666664,719
38.25,719
38.333333333333336,720
38.416666666666664,719
38.5,718
38.583333333333336,722
38.666666666666664,722
38.75,719
38.833333333333336,723
38.916666666666664,723
39,722
39.083333333333336,719
39.166666666666664,723
39.25,725
39.333333333333336,720
39.416666666666664,722
39.5,718
39.583333333333336,726
39.666666666666664,721
39.75,722
39.833333333333336,719
39.916666666666664,726
40,718
40.083333333333336,722
40.166666666666664,725
40.25,719
40.333333333333336,728
40.416666666666664,722
40.5,723
40.583333333333336,723
40.666666666666664,722
40.75,722
40.833333333333336,722
40.916666666666664,724
41,718
41.083333333333336,727
41.166666666666664,722
41.25,721
41.333333333333336,719
41.416666666666664,722
41.5,721
41.583333333333336,722
41.666666666666664,727
41.75,717
41.833333333333336,723
41.916666666666664,724
42,728
42.083333333333336,723
42.166666666666664,728
42.25,724
42.333333333333336,730
42.416666666666664,730
42.5,724
42.583333333333336,720
42.666666666666664,722
42.75,725
42.833333333333336,722
42.916666666666664,726
43,726
43.083333333333336,726
43.166666666666664,728
43.25,727
43.333333333333336,725
43.416666666666664,727
