"Hours since thread went live","Snack Basue - Episode 7 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,4
0.3333333333333333,4
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,4
0.9166666666666666,5
1,5
1.0833333333333333,6
1.1666666666666667,7
1.25,6
1.3333333333333333,6
1.4166666666666667,7
1.5,7
1.5833333333333333,6
1.6666666666666667,5
1.75,5
1.8333333333333333,7
1.9166666666666667,7
2,7
2.0833333333333335,6
2.1666666666666665,6
2.25,6
2.3333333333333335,8
2.4166666666666665,7
2.5,8
2.5833333333333335,8
2.6666666666666665,6
2.75,7
2.8333333333333335,8
2.9166666666666665,9
3,11
3.0833333333333335,10
3.1666666666666665,9
3.25,11
3.3333333333333335,8
3.4166666666666665,11
3.5,10
3.5833333333333335,9
3.6666666666666665,9
3.75,10
3.8333333333333335,11
3.9166666666666665,10
4,10
4.083333333333333,11
4.166666666666667,12
4.25,12
4.333333333333333,13
4.416666666666667,10
4.5,11
4.583333333333333,11
4.666666666666667,12
4.75,14
4.833333333333333,14
4.916666666666667,14
5,10
5.083333333333333,14
5.166666666666667,11
5.25,11
5.333333333333333,12
5.416666666666667,11
5.5,14
5.583333333333333,12
5.666666666666667,13
5.75,13
5.833333333333333,13
5.916666666666667,14
6,14
6.083333333333333,14
6.166666666666667,12
6.25,16
6.333333333333333,13
6.416666666666667,14
6.583333333333333,14
6.666666666666667,15
6.75,15
6.833333333333333,14
6.916666666666667,16
7,14
7.083333333333333,17
7.166666666666667,15
7.25,16
7.333333333333333,17
7.416666666666667,15
7.5,17
7.583333333333333,18
7.666666666666667,19
7.75,19
7.833333333333333,18
7.916666666666667,17
8,19
8.083333333333334,18
8.166666666666666,16
8.25,20
8.333333333333334,19
8.416666666666666,17
8.5,16
8.583333333333334,20
8.666666666666666,16
8.75,19
8.833333333333334,19
8.916666666666666,17
9,18
9.083333333333334,18
9.166666666666666,19
9.25,16
9.333333333333334,18
9.416666666666666,21
9.5,17
9.583333333333334,21
9.666666666666666,19
9.75,19
9.833333333333334,19
9.916666666666666,21
10,18
10.083333333333334,19
10.166666666666666,19
10.25,20
10.333333333333334,20
10.416666666666666,21
10.5,20
10.583333333333334,19
10.666666666666666,19
10.75,22
10.833333333333334,20
10.916666666666666,21
11,20
11.083333333333334,21
11.166666666666666,19
11.25,20
11.333333333333334,18
11.416666666666666,20
11.5,20
11.583333333333334,20
11.666666666666666,18
11.75,19
11.833333333333334,22
11.916666666666666,20
12,19
12.083333333333334,21
12.166666666666666,18
12.25,20
12.333333333333334,21
12.416666666666666,19
12.5,20
12.583333333333334,20
12.666666666666666,20
12.75,21
12.833333333333334,21
12.916666666666666,21
13,21
13.083333333333334,22
13.166666666666666,19
13.25,21
13.333333333333334,23
13.416666666666666,21
13.5,21
13.583333333333334,21
13.666666666666666,22
13.75,22
13.833333333333334,22
13.916666666666666,23
14,22
14.083333333333334,25
14.166666666666666,24
14.25,21
14.333333333333334,24
14.416666666666666,25
14.5,23
14.583333333333334,22
14.666666666666666,23
14.75,24
14.833333333333334,23
14.916666666666666,24
15,24
15.083333333333334,23
15.166666666666666,24
15.25,26
15.333333333333334,23
15.416666666666666,25
15.5,24
15.583333333333334,25
15.666666666666666,25
15.75,25
15.833333333333334,24
15.916666666666666,24
16,25
16.083333333333332,22
16.166666666666668,24
16.25,22
16.333333333333332,22
16.416666666666668,25
16.5,27
16.583333333333332,25
16.666666666666668,26
16.75,23
16.833333333333332,27
16.916666666666668,26
17,24
17.083333333333332,26
17.166666666666668,25
17.25,25
17.333333333333332,28
17.416666666666668,27
17.5,27
17.583333333333332,25
17.666666666666668,29
17.75,27
17.833333333333332,27
17.916666666666668,28
18,28
18.083333333333332,26
18.166666666666668,25
18.25,28
18.333333333333332,28
18.416666666666668,28
18.5,27
18.583333333333332,25
18.666666666666668,27
18.75,27
18.833333333333332,27
18.916666666666668,27
19,27
19.083333333333332,26
19.166666666666668,27
19.25,28
19.333333333333332,28
19.416666666666668,29
19.5,26
19.583333333333332,27
19.666666666666668,26
19.75,28
19.833333333333332,29
19.916666666666668,27
20,28
20.083333333333332,26
20.166666666666668,28
20.25,27
20.333333333333332,28
20.416666666666668,26
20.5,27
20.583333333333332,29
20.666666666666668,26
20.75,28
20.833333333333332,29
20.916666666666668,29
21,28
21.083333333333332,29
21.166666666666668,27
21.25,28
21.333333333333332,28
21.416666666666668,28
21.5,29
21.583333333333332,27
21.666666666666668,26
21.75,28
21.833333333333332,26
21.916666666666668,26
22,26
22.083333333333332,28
22.166666666666668,26
22.25,27
22.333333333333332,28
22.416666666666668,29
22.5,26
22.583333333333332,28
22.666666666666668,28
22.75,29
22.833333333333332,30
22.916666666666668,27
23,27
23.083333333333332,29
23.166666666666668,29
23.25,28
23.333333333333332,29
23.416666666666668,28
23.5,26
23.583333333333332,30
23.666666666666668,27
23.75,26
23.833333333333332,29
23.916666666666668,26
24,28
24.083333333333332,29
24.166666666666668,29
24.25,26
24.333333333333332,27
24.416666666666668,29
24.5,28
24.583333333333332,26
24.666666666666668,29
24.75,28
24.833333333333332,29
24.916666666666668,29
25,28
25.083333333333332,26
25.166666666666668,29
25.25,28
25.333333333333332,27
25.416666666666668,28
25.5,28
25.583333333333332,29
25.666666666666668,29
