"Hours since thread went live","Snack Basue - Episode 11 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,4
0.25,5
0.3333333333333333,5
0.4166666666666667,5
0.5,5
0.5833333333333334,5
0.6666666666666666,4
0.75,4
0.8333333333333334,5
0.9166666666666666,6
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,7
1.4166666666666667,8
1.5,8
1.5833333333333333,6
1.6666666666666667,9
1.75,11
1.8333333333333333,10
1.9166666666666667,12
2,13
2.0833333333333335,11
2.1666666666666665,15
2.25,13
2.3333333333333335,14
2.4166666666666665,13
2.5,15
2.5833333333333335,14
2.6666666666666665,14
2.75,14
2.8333333333333335,14
2.9166666666666665,13
3,13
3.0833333333333335,15
3.1666666666666665,17
3.25,15
3.3333333333333335,15
3.4166666666666665,16
3.5,16
3.5833333333333335,18
3.6666666666666665,18
3.75,14
3.8333333333333335,16
3.9166666666666665,16
4,17
4.083333333333333,15
4.166666666666667,15
4.25,17
4.333333333333333,17
4.416666666666667,16
4.5,15
4.583333333333333,17
4.666666666666667,16
4.75,15
4.833333333333333,17
4.916666666666667,17
5,18
5.083333333333333,20
5.166666666666667,17
5.25,18
5.333333333333333,16
5.416666666666667,18
5.5,17
5.583333333333333,18
5.666666666666667,18
5.75,20
5.833333333333333,20
5.916666666666667,20
6,20
6.083333333333333,20
6.166666666666667,22
6.25,20
6.333333333333333,22
6.416666666666667,21
6.5,19
6.583333333333333,20
6.666666666666667,20
6.75,19
6.833333333333333,19
6.916666666666667,19
7,22
7.083333333333333,20
7.166666666666667,20
7.25,19
7.333333333333333,21
7.416666666666667,20
7.5,20
7.583333333333333,19
7.666666666666667,19
7.75,23
7.833333333333333,20
7.916666666666667,20
8,22
8.083333333333334,23
8.166666666666666,22
8.25,21
8.333333333333334,21
8.416666666666666,20
8.5,22
8.583333333333334,20
8.666666666666666,22
8.75,22
8.833333333333334,21
8.916666666666666,24
9,20
9.083333333333334,22
9.166666666666666,25
9.25,24
9.333333333333334,21
9.416666666666666,21
9.5,23
9.583333333333334,26
9.666666666666666,24
9.75,25
9.833333333333334,25
9.916666666666666,24
10,22
10.083333333333334,25
10.166666666666666,22
10.25,23
10.333333333333334,23
10.416666666666666,24
10.5,24
10.583333333333334,25
10.666666666666666,25
10.75,25
10.833333333333334,25
10.916666666666666,23
11,26
11.083333333333334,25
11.166666666666666,27
11.25,26
11.333333333333334,26
11.416666666666666,28
11.5,26
11.583333333333334,26
11.666666666666666,27
11.75,28
11.833333333333334,26
11.916666666666666,29
12,28
12.083333333333334,29
12.166666666666666,30
12.25,28
12.333333333333334,29
12.416666666666666,28
12.5,29
12.583333333333334,28
12.666666666666666,27
12.75,30
12.833333333333334,29
12.916666666666666,31
13,31
13.083333333333334,28
13.166666666666666,30
13.25,28
13.333333333333334,29
13.416666666666666,28
13.5,30
13.583333333333334,30
13.666666666666666,30
13.75,30
13.833333333333334,29
13.916666666666666,29
14,28
14.083333333333334,29
14.166666666666666,29
14.25,28
14.333333333333334,31
14.416666666666666,27
14.5,30
14.583333333333334,29
14.666666666666666,29
14.75,30
14.833333333333334,30
14.916666666666666,29
15,27
15.083333333333334,27
15.166666666666666,30
15.25,28
15.333333333333334,27
15.416666666666666,29
15.5,29
15.583333333333334,30
15.666666666666666,30
15.75,29
15.833333333333334,29
15.916666666666666,28
16,28
16.083333333333332,30
16.166666666666668,29
16.25,28
16.333333333333332,28
16.416666666666668,29
16.5,30
16.583333333333332,31
16.666666666666668,29
16.75,28
16.833333333333332,28
16.916666666666668,30
17,30
17.083333333333332,29
17.166666666666668,27
17.25,27
17.333333333333332,28
17.416666666666668,29
17.5,28
17.583333333333332,27
17.666666666666668,30
17.75,29
17.833333333333332,29
17.916666666666668,30
18,30
18.083333333333332,30
18.166666666666668,29
18.25,29
18.333333333333332,29
18.416666666666668,31
18.5,30
18.583333333333332,30
18.666666666666668,28
18.75,31
18.833333333333332,32
18.916666666666668,30
19,32
19.083333333333332,29
19.166666666666668,30
19.25,31
19.333333333333332,30
19.416666666666668,28
19.5,31
19.583333333333332,31
19.666666666666668,29
19.75,29
19.833333333333332,29
19.916666666666668,29
20,29
20.083333333333332,28
20.166666666666668,29
20.25,30
20.333333333333332,29
20.416666666666668,29
20.5,29
20.583333333333332,30
20.666666666666668,30
20.75,32
20.833333333333332,30
20.916666666666668,30
21,30
21.083333333333332,30
21.166666666666668,31
21.25,32
21.333333333333332,30
21.416666666666668,30
21.5,31
21.583333333333332,30
21.666666666666668,30
21.75,31
21.833333333333332,31
21.916666666666668,30
22,31
22.083333333333332,31
22.166666666666668,29
22.25,29
22.333333333333332,28
22.416666666666668,31
22.5,31
22.583333333333332,32
22.666666666666668,35
22.75,30
22.833333333333332,29
22.916666666666668,32
23,31
23.083333333333332,34
23.166666666666668,29
23.25,32
23.333333333333332,31
23.416666666666668,31
23.5,30
23.583333333333332,33
23.666666666666668,33
23.75,34
23.833333333333332,28
23.916666666666668,32
24,28
24.083333333333332,32
24.166666666666668,31
24.25,35
