"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 4 discussion"
0,3
0.08333333333333333,10
0.16666666666666666,18
0.25,20
0.3333333333333333,24
0.4166666666666667,34
0.5,42
0.5833333333333334,58
0.6666666666666666,75
0.75,86
0.8333333333333334,99
0.9166666666666666,111
1,122
1.0833333333333333,141
1.1666666666666667,158
1.25,170
1.3333333333333333,179
1.4166666666666667,193
1.5,200
1.5833333333333333,218
1.6666666666666667,237
1.75,247
1.8333333333333333,259
1.9166666666666667,271
2,286
2.0833333333333335,297
2.1666666666666665,305
2.25,321
2.3333333333333335,331
2.4166666666666665,344
2.5,347
2.5833333333333335,357
2.6666666666666665,366
2.75,369
2.8333333333333335,379
2.9166666666666665,396
3,406
3.0833333333333335,417
3.1666666666666665,429
3.25,440
3.3333333333333335,447
3.4166666666666665,455
3.5,461
3.5833333333333335,471
3.6666666666666665,480
3.75,489
3.8333333333333335,494
3.9166666666666665,505
4,520
4.083333333333333,527
4.166666666666667,532
4.25,536
4.333333333333333,541
4.416666666666667,545
4.5,550
4.583333333333333,560
4.666666666666667,565
4.75,565
4.833333333333333,574
4.916666666666667,586
5,597
5.083333333333333,605
5.166666666666667,605
5.25,609
5.333333333333333,607
5.416666666666667,616
5.5,620
5.583333333333333,629
5.666666666666667,632
5.75,639
5.833333333333333,643
5.916666666666667,646
6,650
6.083333333333333,662
6.166666666666667,666
6.25,671
6.333333333333333,677
6.416666666666667,688
6.5,690
6.583333333333333,692
6.666666666666667,696
6.75,715
6.833333333333333,716
6.916666666666667,723
7,728
7.083333333333333,741
7.166666666666667,739
7.25,739
7.333333333333333,749
7.5,753
7.583333333333333,765
7.666666666666667,766
7.75,767
7.833333333333333,767
7.916666666666667,776
8,778
8.083333333333334,782
8.166666666666666,781
8.25,792
8.333333333333334,787
8.416666666666666,794
8.5,792
8.583333333333334,802
8.666666666666666,804
8.75,815
8.833333333333334,814
8.916666666666666,820
9,824
9.083333333333334,830
9.166666666666666,831
9.25,831
9.333333333333334,838
9.416666666666666,838
9.5,843
9.583333333333334,849
9.666666666666666,849
9.75,851
9.833333333333334,854
9.916666666666666,858
10,854
10.083333333333334,860
10.166666666666666,870
10.25,875
10.333333333333334,880
10.416666666666666,879
10.5,890
10.583333333333334,890
10.666666666666666,895
10.75,893
10.833333333333334,896
10.916666666666666,897
11,900
11.083333333333334,910
11.166666666666666,908
11.25,910
11.333333333333334,919
11.416666666666666,922
11.5,925
11.583333333333334,927
11.666666666666666,930
11.75,933
11.833333333333334,937
11.916666666666666,937
12,949
12.083333333333334,945
12.166666666666666,947
12.25,954
12.333333333333334,955
12.416666666666666,960
12.5,963
12.583333333333334,962
12.666666666666666,966
12.75,970
12.833333333333334,974
12.916666666666666,980
13,981
13.083333333333334,985
13.166666666666666,986
13.25,989
13.333333333333334,991
13.416666666666666,1000
13.5,1008
13.583333333333334,1005
13.666666666666666,1013
13.75,1015
13.833333333333334,1017
13.916666666666666,1020
14,1023
14.166666666666666,1033
14.25,1032
14.333333333333334,1031
14.416666666666666,1036
14.5,1037
14.583333333333334,1042
14.666666666666666,1044
14.75,1047
14.833333333333334,1054
14.916666666666666,1056
15,1065
15.083333333333334,1064
15.166666666666666,1061
15.25,1062
15.333333333333334,1067
15.416666666666666,1074
15.5,1070
15.583333333333334,1079
15.666666666666666,1081
15.75,1076
15.833333333333334,1082
15.916666666666666,1082
16,1083
16.083333333333332,1086
16.166666666666668,1094
16.25,1095
16.333333333333332,1104
16.416666666666668,1110
16.5,1107
16.583333333333332,1103
16.666666666666668,1112
16.75,1115
16.833333333333332,1118
16.916666666666668,1123
17,1120
17.083333333333332,1116
17.166666666666668,1124
17.25,1124
17.333333333333332,1124
17.416666666666668,1128
17.5,1130
17.583333333333332,1129
17.666666666666668,1134
17.75,1133
17.833333333333332,1132
17.916666666666668,1135
18,1131
18.083333333333332,1137
18.166666666666668,1142
18.25,1136
18.333333333333332,1144
18.416666666666668,1150
18.5,1148
18.583333333333332,1145
18.666666666666668,1152
18.75,1153
18.833333333333332,1157
18.916666666666668,1152
19,1158
19.083333333333332,1162
19.166666666666668,1166
19.25,1168
19.333333333333332,1165
19.416666666666668,1167
19.5,1164
19.583333333333332,1165
19.666666666666668,1172
19.75,1172
19.833333333333332,1171
19.916666666666668,1175
20,1175
20.083333333333332,1173
20.166666666666668,1181
20.25,1179
20.333333333333332,1179
20.416666666666668,1181
20.5,1187
20.583333333333332,1185
20.666666666666668,1185
20.75,1182
20.833333333333332,1195
20.916666666666668,1196
21,1196
21.083333333333332,1189
21.166666666666668,1188
21.25,1192
21.333333333333332,1192
21.416666666666668,1192
21.5,1196
21.583333333333332,1195
21.666666666666668,1202
21.75,1202
21.833333333333332,1200
21.916666666666668,1200
22,1204
22.083333333333332,1206
22.166666666666668,1211
22.25,1203
22.333333333333332,1210
22.416666666666668,1213
22.5,1213
22.583333333333332,1213
22.666666666666668,1211
22.75,1214
22.833333333333332,1215
22.916666666666668,1215
23,1211
23.083333333333332,1219
23.166666666666668,1219
23.25,1227
23.333333333333332,1215
23.416666666666668,1221
23.5,1219
23.583333333333332,1227
23.666666666666668,1234
23.75,1233
23.833333333333332,1231
23.916666666666668,1229
24,1233
24.083333333333332,1233
24.166666666666668,1230
24.25,1237
24.333333333333332,1234
24.416666666666668,1233
24.5,1233
24.583333333333332,1231
24.666666666666668,1235
24.75,1237
24.833333333333332,1236
24.916666666666668,1239
25,1242
25.083333333333332,1242
25.166666666666668,1249
25.25,1252
25.333333333333332,1252
25.416666666666668,1251
25.5,1257
25.583333333333332,1250
25.666666666666668,1254
25.75,1257
25.833333333333332,1256
25.916666666666668,1255
26,1257
26.083333333333332,1252
26.166666666666668,1265
26.25,1254
26.333333333333332,1263
26.416666666666668,1262
26.5,1263
26.583333333333332,1262
26.666666666666668,1265
26.75,1264
26.833333333333332,1266
26.916666666666668,1271
27,1266
27.083333333333332,1268
27.166666666666668,1269
27.25,1266
27.333333333333332,1272
27.416666666666668,1264
27.5,1269
27.583333333333332,1269
27.666666666666668,1264
27.75,1273
27.833333333333332,1270
27.916666666666668,1271
28,1274
28.083333333333332,1275
28.166666666666668,1268
28.25,1278
28.333333333333332,1277
28.416666666666668,1281
28.5,1279
28.583333333333332,1279
28.666666666666668,1277
28.75,1281
28.833333333333332,1288
28.916666666666668,1285
29,1284
29.083333333333332,1282
29.166666666666668,1284
29.25,1280
29.333333333333332,1283
29.416666666666668,1283
29.5,1284
29.583333333333332,1282
29.666666666666668,1283
29.75,1283
29.833333333333332,1288
29.916666666666668,1295
30,1286
30.083333333333332,1294
30.166666666666668,1293
30.25,1294
30.333333333333332,1292
30.416666666666668,1296
30.5,1293
30.583333333333332,1299
30.666666666666668,1294
30.75,1297
30.833333333333332,1298
30.916666666666668,1298
31,1293
31.083333333333332,1295
31.166666666666668,1302
31.25,1299
31.333333333333332,1301
31.416666666666668,1307
31.5,1302
31.583333333333332,1302
31.666666666666668,1301
31.75,1307
31.833333333333332,1311
31.916666666666668,1304
32,1306
32.083333333333336,1315
32.166666666666664,1314
32.25,1306
32.333333333333336,1310
32.416666666666664,1312
32.5,1312
32.583333333333336,1314
32.666666666666664,1310
32.75,1317
32.833333333333336,1313
32.916666666666664,1316
33,1315
33.083333333333336,1319
33.166666666666664,1313
33.25,1321
33.333333333333336,1322
33.416666666666664,1320
33.5,1323
33.583333333333336,1323
33.666666666666664,1320
33.75,1323
33.833333333333336,1324
33.916666666666664,1326
34,1322
34.083333333333336,1323
34.166666666666664,1325
34.25,1328
34.333333333333336,1328
34.416666666666664,1327
34.5,1324
34.583333333333336,1325
34.666666666666664,1328
34.75,1331
34.833333333333336,1328
34.916666666666664,1329
35,1334
35.083333333333336,1333
35.166666666666664,1331
35.25,1333
35.333333333333336,1329
35.416666666666664,1334
35.5,1328
35.583333333333336,1334
35.666666666666664,1339
35.75,1332
35.833333333333336,1334
35.916666666666664,1338
36,1338
36.083333333333336,1333
36.166666666666664,1332
36.25,1336
36.333333333333336,1332
36.416666666666664,1335
36.5,1340
36.583333333333336,1340
36.666666666666664,1332
36.75,1339
36.833333333333336,1338
36.916666666666664,1342
37,1336
37.083333333333336,1342
37.166666666666664,1341
37.25,1341
37.333333333333336,1340
37.416666666666664,1338
37.5,1340
37.583333333333336,1339
37.666666666666664,1341
37.75,1341
37.833333333333336,1345
37.916666666666664,1343
38,1336
38.083333333333336,1341
38.166666666666664,1341
38.25,1339
38.333333333333336,1342
38.416666666666664,1343
38.5,1341
38.583333333333336,1343
38.666666666666664,1341
38.75,1347
38.833333333333336,1349
38.916666666666664,1338
39,1343
39.083333333333336,1338
39.166666666666664,1345
39.25,1345
39.333333333333336,1344
39.416666666666664,1340
39.5,1349
39.583333333333336,1345
39.666666666666664,1342
39.75,1341
39.833333333333336,1348
39.916666666666664,1341
40,1349
40.083333333333336,1344
40.166666666666664,1346
40.25,1346
40.333333333333336,1345
40.416666666666664,1345
40.5,1351
40.583333333333336,1348
40.666666666666664,1350
40.75,1352
40.833333333333336,1349
40.916666666666664,1354
41,1349
41.083333333333336,1348
41.166666666666664,1349
41.25,1350
41.333333333333336,1349
41.416666666666664,1348
41.5,1346
41.583333333333336,1346
41.666666666666664,1352
41.75,1348
41.833333333333336,1344
41.916666666666664,1351
42,1347
42.083333333333336,1349
42.166666666666664,1348
42.25,1347
42.333333333333336,1350
42.416666666666664,1350
42.5,1342
42.583333333333336,1349
42.666666666666664,1345
42.75,1350
42.833333333333336,1349
42.916666666666664,1350
43,1346
43.083333333333336,1353
43.166666666666664,1351
43.25,1352
43.333333333333336,1350
43.416666666666664,1349
43.5,1354
43.583333333333336,1355
43.666666666666664,1353
43.75,1348
43.833333333333336,1349
43.916666666666664,1348
44,1349
44.083333333333336,1355
44.166666666666664,1347
44.25,1352
44.333333333333336,1349
44.416666666666664,1355
44.5,1351
44.583333333333336,1350
44.666666666666664,1348
44.75,1351
44.833333333333336,1349
44.916666666666664,1352
45,1352
45.083333333333336,1351
45.166666666666664,1353
45.25,1351
45.333333333333336,1354
45.416666666666664,1352
45.5,1354
45.583333333333336,1351
45.666666666666664,1351
45.75,1358
45.833333333333336,1359
45.916666666666664,1353
46,1358
46.083333333333336,1355
46.166666666666664,1351
46.25,1355
46.333333333333336,1350
46.416666666666664,1350
46.5,1353
46.583333333333336,1357
46.666666666666664,1357
46.75,1359
46.833333333333336,1360
46.916666666666664,1358
47,1350
47.083333333333336,1358
47.166666666666664,1356
47.25,1354
47.333333333333336,1352
47.416666666666664,1358
47.5,1354
47.583333333333336,1353
47.666666666666664,1353
47.75,1356
47.833333333333336,1358
47.916666666666664,1353
