"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 7 discussion"
0,1
0.08333333333333333,16
0.16666666666666666,25
0.25,42
0.3333333333333333,60
0.4166666666666667,83
0.5,104
0.5833333333333334,144
0.6666666666666666,186
0.75,219
0.8333333333333334,262
0.9166666666666666,306
1,348
1.0833333333333333,375
1.1666666666666667,421
1.25,461
1.3333333333333333,496
1.4166666666666667,553
1.5,585
1.5833333333333333,623
1.6666666666666667,652
1.75,696
1.8333333333333333,733
1.9166666666666667,771
2,802
2.0833333333333335,842
2.1666666666666665,878
2.25,918
2.3333333333333335,959
2.4166666666666665,995
2.5,1016
2.5833333333333335,1055
2.6666666666666665,1089
2.75,1119
2.8333333333333335,1142
2.9166666666666665,1176
3,1199
3.0833333333333335,1229
3.1666666666666665,1276
3.25,1307
3.3333333333333335,1348
3.4166666666666665,1368
3.5,1393
3.5833333333333335,1421
3.6666666666666665,1432
3.75,1451
3.8333333333333335,1471
3.9166666666666665,1495
4,1521
4.083333333333333,1536
4.166666666666667,1559
4.25,1595
4.333333333333333,1629
4.416666666666667,1662
4.5,1682
4.583333333333333,1708
4.666666666666667,1734
4.75,1753
4.833333333333333,1788
4.916666666666667,1821
5,1828
5.083333333333333,1850
5.166666666666667,1854
5.25,1889
5.333333333333333,1903
5.416666666666667,1924
5.5,1948
5.583333333333333,1963
5.666666666666667,1988
5.75,2005
5.833333333333333,2026
5.916666666666667,2039
6,2069
6.083333333333333,2087
6.166666666666667,2104
6.25,2122
6.333333333333333,2139
6.416666666666667,2155
6.5,2173
6.583333333333333,2192
6.666666666666667,2219
6.75,2236
6.833333333333333,2246
6.916666666666667,2269
7,2283
7.083333333333333,2302
7.166666666666667,2320
7.25,2336
7.333333333333333,2352
7.416666666666667,2364
7.5,2377
7.583333333333333,2391
7.666666666666667,2407
7.75,2425
7.833333333333333,2438
7.916666666666667,2453
8,2462
8.083333333333334,2475
8.166666666666666,2490
8.25,2514
8.333333333333334,2536
8.416666666666666,2548
8.5,2566
8.583333333333334,2574
8.666666666666666,2597
8.75,2618
8.833333333333334,2632
8.916666666666666,2646
9,2662
9.083333333333334,2682
9.166666666666666,2697
9.25,2705
9.333333333333334,2719
9.416666666666666,2731
9.5,2743
9.583333333333334,2754
9.666666666666666,2775
9.75,2793
9.833333333333334,2806
9.916666666666666,2820
10,2831
10.083333333333334,2836
10.166666666666666,2857
10.25,2864
10.333333333333334,2878
10.416666666666666,2883
10.5,2895
10.583333333333334,2901
10.666666666666666,2915
10.75,2936
10.833333333333334,2949
10.916666666666666,2961
11,2966
11.083333333333334,2974
11.166666666666666,2990
11.25,2998
11.333333333333334,3007
11.416666666666666,3023
11.5,3036
11.583333333333334,3045
11.666666666666666,3058
11.75,3074
11.833333333333334,3079
11.916666666666666,3083
12,3102
12.083333333333334,3113
12.166666666666666,3119
12.25,3135
12.333333333333334,3151
12.416666666666666,3151
12.5,3158
12.583333333333334,3183
12.666666666666666,3190
12.75,3206
12.833333333333334,3216
12.916666666666666,3220
13,3229
13.083333333333334,3236
13.166666666666666,3245
13.25,3255
13.333333333333334,3254
13.416666666666666,3269
13.5,3279
13.583333333333334,3286
13.666666666666666,3293
13.75,3296
13.833333333333334,3313
13.916666666666666,3323
14,3327
14.083333333333334,3347
14.166666666666666,3357
14.25,3357
14.333333333333334,3360
14.416666666666666,3371
14.5,3379
14.583333333333334,3378
14.666666666666666,3390
14.75,3396
14.833333333333334,3405
14.916666666666666,3411
15,3424
15.083333333333334,3425
15.166666666666666,3438
15.25,3437
15.333333333333334,3440
15.416666666666666,3454
15.5,3464
15.583333333333334,3468
15.666666666666666,3474
15.75,3485
15.833333333333334,3484
15.916666666666666,3494
16,3509
16.083333333333332,3523
16.166666666666668,3516
16.25,3520
16.333333333333332,3524
16.416666666666668,3541
16.5,3537
16.583333333333332,3542
16.666666666666668,3553
16.75,3549
16.833333333333332,3569
16.916666666666668,3570
17,3578
17.083333333333332,3586
17.166666666666668,3594
17.25,3603
17.333333333333332,3596
17.416666666666668,3609
17.5,3614
17.583333333333332,3629
17.666666666666668,3636
17.75,3631
17.833333333333332,3642
17.916666666666668,3648
18,3652
18.083333333333332,3647
18.166666666666668,3657
18.25,3658
18.333333333333332,3658
18.416666666666668,3678
18.5,3682
18.583333333333332,3687
18.666666666666668,3688
18.75,3693
18.833333333333332,3689
18.916666666666668,3697
19,3708
