"Hours since thread went live","Urusei Yatsura (2022) Season 2 - Episode 12 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,5
0.25,8
0.3333333333333333,10
0.4166666666666667,13
0.5,15
0.5833333333333334,18
0.6666666666666666,20
0.75,21
0.8333333333333334,21
0.9166666666666666,24
1,25
1.0833333333333333,25
1.1666666666666667,27
1.25,29
1.3333333333333333,31
1.4166666666666667,31
1.5,33
1.5833333333333333,33
1.6666666666666667,35
1.75,33
1.8333333333333333,36
1.9166666666666667,43
2,43
2.0833333333333335,41
2.1666666666666665,44
2.25,42
2.3333333333333335,48
2.4166666666666665,47
2.5,48
2.5833333333333335,47
2.6666666666666665,50
2.75,51
2.8333333333333335,52
2.9166666666666665,51
3,55
3.0833333333333335,57
3.1666666666666665,57
3.25,61
3.3333333333333335,60
3.4166666666666665,60
3.5,64
3.5833333333333335,61
3.6666666666666665,65
3.75,62
3.8333333333333335,66
3.9166666666666665,70
4,67
4.083333333333333,69
4.166666666666667,71
4.25,72
4.333333333333333,68
4.416666666666667,75
4.5,68
4.583333333333333,73
4.666666666666667,79
4.75,78
4.833333333333333,75
4.916666666666667,79
5,82
5.083333333333333,82
5.166666666666667,81
5.25,84
5.333333333333333,81
5.416666666666667,87
5.5,85
5.583333333333333,85
5.666666666666667,89
5.75,85
5.833333333333333,92
5.916666666666667,91
6,94
6.083333333333333,94
6.166666666666667,95
6.25,94
6.333333333333333,92
6.416666666666667,95
6.5,95
6.583333333333333,96
6.666666666666667,95
6.75,99
6.833333333333333,108
6.916666666666667,105
7,102
7.083333333333333,105
7.166666666666667,109
7.25,111
7.333333333333333,108
7.416666666666667,107
7.5,104
7.583333333333333,105
7.666666666666667,112
7.75,111
7.833333333333333,112
7.916666666666667,109
8,111
8.083333333333334,111
8.166666666666666,112
8.25,112
8.333333333333334,115
8.416666666666666,119
8.5,120
8.583333333333334,115
8.666666666666666,118
8.75,124
8.833333333333334,125
8.916666666666666,124
9,121
9.083333333333334,123
9.166666666666666,125
9.25,126
9.333333333333334,121
9.416666666666666,125
9.5,128
9.583333333333334,127
9.666666666666666,130
9.75,123
9.833333333333334,127
9.916666666666666,129
10,129
10.083333333333334,127
10.166666666666666,128
10.25,127
10.333333333333334,127
10.416666666666666,128
10.5,128
10.583333333333334,128
10.666666666666666,130
10.75,132
10.833333333333334,127
10.916666666666666,128
11,131
11.083333333333334,129
11.166666666666666,132
11.25,126
11.333333333333334,130
11.416666666666666,129
11.5,134
11.583333333333334,129
11.666666666666666,132
11.75,133
11.833333333333334,131
11.916666666666666,135
12,137
12.083333333333334,134
12.166666666666666,135
12.25,138
12.333333333333334,140
12.416666666666666,138
12.5,136
12.583333333333334,138
12.666666666666666,137
12.75,135
12.833333333333334,134
12.916666666666666,135
13,135
13.083333333333334,139
13.166666666666666,142
13.25,138
13.333333333333334,136
13.416666666666666,139
13.5,141
13.583333333333334,140
13.666666666666666,145
13.75,139
13.833333333333334,146
13.916666666666666,142
14,143
14.083333333333334,141
14.166666666666666,144
14.25,144
14.333333333333334,142
14.416666666666666,142
14.5,143
14.583333333333334,147
14.666666666666666,146
14.75,143
14.833333333333334,147
14.916666666666666,141
15,144
15.083333333333334,145
15.166666666666666,142
15.25,148
15.333333333333334,144
15.416666666666666,144
15.5,145
15.583333333333334,145
15.666666666666666,148
15.75,145
15.833333333333334,144
15.916666666666666,148
16,146
16.083333333333332,145
16.166666666666668,147
16.25,146
16.333333333333332,149
16.416666666666668,150
16.5,145
16.583333333333332,148
16.666666666666668,146
16.75,149
16.833333333333332,144
16.916666666666668,143
17,149
17.083333333333332,150
17.166666666666668,150
17.25,153
17.333333333333332,149
17.416666666666668,152
17.5,152
17.583333333333332,152
17.666666666666668,150
17.75,151
17.833333333333332,149
17.916666666666668,155
18,151
18.083333333333332,154
18.166666666666668,150
18.25,154
18.333333333333332,150
18.416666666666668,156
18.5,157
18.583333333333332,156
18.666666666666668,155
18.75,156
18.833333333333332,155
18.916666666666668,157
19,157
19.083333333333332,155
19.166666666666668,157
19.25,156
19.333333333333332,160
19.416666666666668,158
19.5,163
19.583333333333332,160
19.666666666666668,158
19.75,163
19.833333333333332,161
19.916666666666668,162
20,164
20.083333333333332,161
20.166666666666668,164
20.25,164
20.333333333333332,161
20.416666666666668,160
20.5,164
20.583333333333332,166
20.666666666666668,165
20.75,162
20.833333333333332,164
20.916666666666668,165
21,167
21.083333333333332,167
21.166666666666668,161
21.25,163
21.333333333333332,165
21.416666666666668,166
21.5,165
21.583333333333332,166
21.666666666666668,167
21.75,168
21.833333333333332,166
21.916666666666668,166
22,167
22.083333333333332,164
22.166666666666668,163
22.25,166
22.333333333333332,166
22.416666666666668,165
22.5,169
22.583333333333332,164
22.666666666666668,164
22.75,165
22.833333333333332,168
22.916666666666668,166
23,162
23.083333333333332,170
23.166666666666668,169
23.25,163
23.333333333333332,168
23.416666666666668,170
23.5,168
23.583333333333332,169
23.666666666666668,170
23.75,170
23.833333333333332,170
23.916666666666668,170
24,169
24.083333333333332,168
24.166666666666668,173
24.25,170
24.333333333333332,168
24.416666666666668,173
24.5,174
24.583333333333332,174
24.666666666666668,173
24.75,171
24.833333333333332,173
24.916666666666668,176
25,172
25.083333333333332,171
25.166666666666668,176
25.333333333333332,170
25.416666666666668,174
25.5,173
25.583333333333332,176
25.666666666666668,171
25.75,173
25.833333333333332,170
25.916666666666668,176
26,172
26.083333333333332,173
26.166666666666668,171
26.25,174
26.333333333333332,175
26.416666666666668,174
26.5,173
26.583333333333332,176
26.666666666666668,172
26.75,178
26.833333333333332,173
26.916666666666668,176
27,176
27.083333333333332,173
27.166666666666668,177
27.25,172
27.333333333333332,173
27.416666666666668,178
27.5,176
27.583333333333332,175
27.666666666666668,177
27.75,176
27.833333333333332,178
27.916666666666668,177
28,174
28.083333333333332,174
28.166666666666668,176
28.25,172
28.333333333333332,173
28.416666666666668,177
28.5,175
28.583333333333332,172
28.666666666666668,177
28.75,173
28.833333333333332,176
28.916666666666668,175
29,174
29.083333333333332,176
29.166666666666668,177
29.25,178
29.333333333333332,175
29.416666666666668,174
29.5,176
29.583333333333332,172
29.666666666666668,172
29.75,174
29.833333333333332,176
29.916666666666668,175
30,176
30.083333333333332,177
30.166666666666668,175
30.25,179
30.333333333333332,175
30.416666666666668,179
30.5,175
30.583333333333332,172
30.666666666666668,177
30.75,176
30.833333333333332,176
30.916666666666668,177
31,180
31.083333333333332,175
31.166666666666668,180
31.25,173
31.333333333333332,178
31.416666666666668,177
31.5,174
31.583333333333332,176
31.666666666666668,174
31.75,177
31.833333333333332,175
31.916666666666668,176
32,176
32.083333333333336,178
32.166666666666664,177
32.25,176
32.333333333333336,173
32.416666666666664,172
32.5,177
32.583333333333336,180
32.666666666666664,175
32.75,176
32.833333333333336,179
32.916666666666664,175
33,175
33.083333333333336,177
33.166666666666664,175
33.25,174
33.333333333333336,174
33.416666666666664,176
33.5,176
33.583333333333336,173
33.666666666666664,178
33.75,174
33.833333333333336,175
33.916666666666664,178
34,174
34.083333333333336,176
34.166666666666664,175
34.25,173
34.333333333333336,176
34.416666666666664,179
34.5,174
34.583333333333336,175
34.666666666666664,173
34.75,173
34.833333333333336,176
34.916666666666664,176
35,176
35.083333333333336,177
35.166666666666664,177
35.25,179
35.333333333333336,177
35.416666666666664,177
35.5,177
