"Hours since thread went live","One Piece - Episode 1097 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,3
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,5
0.8333333333333334,5
0.9166666666666666,6
1,6
1.0833333333333333,8
1.1666666666666667,9
1.25,11
1.3333333333333333,10
1.4166666666666667,12
1.5,11
1.5833333333333333,12
1.6666666666666667,14
1.75,14
1.8333333333333333,16
1.9166666666666667,16
2,19
2.0833333333333335,18
2.1666666666666665,17
2.25,18
2.3333333333333335,20
2.4166666666666665,22
2.5,22
2.5833333333333335,22
2.6666666666666665,23
2.75,22
2.8333333333333335,23
2.9166666666666665,23
3,21
3.0833333333333335,22
3.1666666666666665,22
3.25,23
3.3333333333333335,21
3.4166666666666665,22
3.5,22
3.5833333333333335,22
3.6666666666666665,22
3.75,23
3.8333333333333335,22
3.9166666666666665,22
4,24
4.083333333333333,24
4.166666666666667,22
4.25,23
4.333333333333333,24
4.416666666666667,25
4.5,27
4.583333333333333,27
4.666666666666667,27
4.75,26
4.833333333333333,29
4.916666666666667,26
5,26
5.083333333333333,28
5.166666666666667,30
5.25,30
5.333333333333333,31
5.416666666666667,29
5.5,34
5.583333333333333,33
5.666666666666667,28
5.75,30
5.833333333333333,33
5.916666666666667,35
6,32
6.083333333333333,35
6.166666666666667,33
6.25,34
6.333333333333333,33
6.416666666666667,34
6.5,34
6.583333333333333,37
6.666666666666667,32
6.75,38
6.833333333333333,36
6.916666666666667,36
7,33
7.083333333333333,38
7.166666666666667,35
7.25,35
7.333333333333333,39
7.416666666666667,38
7.5,38
7.583333333333333,37
7.666666666666667,44
7.75,42
7.833333333333333,46
7.916666666666667,46
8,42
8.083333333333334,43
8.166666666666666,42
8.25,47
8.333333333333334,44
8.416666666666666,44
8.5,45
8.583333333333334,43
8.666666666666666,45
8.75,47
8.833333333333334,44
8.916666666666666,45
9,50
9.083333333333334,45
9.166666666666666,48
9.25,47
9.333333333333334,50
9.416666666666666,49
9.5,49
9.583333333333334,45
9.666666666666666,52
9.75,51
9.833333333333334,52
9.916666666666666,52
10,50
10.083333333333334,48
10.166666666666666,51
10.25,52
10.333333333333334,54
10.416666666666666,55
10.5,55
10.583333333333334,56
10.666666666666666,56
10.75,58
10.833333333333334,55
10.916666666666666,56
11,55
11.083333333333334,56
11.166666666666666,57
11.25,56
11.333333333333334,56
11.416666666666666,58
11.5,55
11.583333333333334,60
11.666666666666666,58
11.75,58
11.833333333333334,57
11.916666666666666,59
12,60
12.083333333333334,62
12.166666666666666,60
12.25,57
12.333333333333334,59
12.416666666666666,57
12.5,59
12.583333333333334,58
12.666666666666666,65
12.75,65
12.833333333333334,63
12.916666666666666,63
13,68
13.083333333333334,62
13.166666666666666,66
13.25,63
13.333333333333334,65
13.416666666666666,64
13.5,70
13.583333333333334,67
13.666666666666666,66
13.75,68
13.833333333333334,69
13.916666666666666,66
14,62
14.083333333333334,66
14.166666666666666,71
14.25,73
14.333333333333334,70
14.416666666666666,72
14.5,71
14.583333333333334,69
14.666666666666666,71
14.75,68
14.833333333333334,71
14.916666666666666,75
15,73
15.083333333333334,70
15.166666666666666,75
15.25,73
15.333333333333334,68
15.416666666666666,72
15.5,70
15.583333333333334,73
15.666666666666666,73
15.75,72
15.833333333333334,75
15.916666666666666,73
16,69
16.083333333333332,77
16.166666666666668,75
16.25,77
16.333333333333332,73
16.416666666666668,75
16.5,78
16.583333333333332,76
16.666666666666668,72
16.75,70
16.833333333333332,77
16.916666666666668,73
17,73
17.083333333333332,78
17.166666666666668,77
17.25,75
17.333333333333332,75
17.416666666666668,72
17.5,78
17.583333333333332,79
17.666666666666668,76
17.75,78
17.833333333333332,77
17.916666666666668,78
18,75
18.083333333333332,77
18.166666666666668,75
18.25,77
18.333333333333332,74
18.416666666666668,76
18.5,73
18.583333333333332,79
18.666666666666668,75
18.75,76
18.833333333333332,79
18.916666666666668,77
19,80
19.083333333333332,80
19.166666666666668,76
19.25,74
19.333333333333332,78
19.416666666666668,77
19.5,73
19.583333333333332,78
19.666666666666668,79
19.75,80
19.833333333333332,79
19.916666666666668,77
20,77
20.083333333333332,78
20.166666666666668,82
20.25,79
20.333333333333332,80
20.416666666666668,77
20.5,77
20.583333333333332,81
20.666666666666668,80
20.75,80
20.833333333333332,80
20.916666666666668,79
21,82
21.083333333333332,81
21.166666666666668,78
21.25,78
21.333333333333332,81
21.416666666666668,82
21.5,83
21.583333333333332,84
21.666666666666668,80
21.75,80
21.833333333333332,79
21.916666666666668,78
22,81
22.083333333333332,85
22.166666666666668,80
22.25,83
22.333333333333332,83
22.416666666666668,80
22.5,80
22.583333333333332,79
22.666666666666668,82
22.75,79
22.833333333333332,76
22.916666666666668,76
23,81
23.083333333333332,82
23.166666666666668,79
23.25,77
23.333333333333332,81
23.416666666666668,82
23.5,81
23.583333333333332,85
23.666666666666668,80
23.75,82
23.833333333333332,79
23.916666666666668,80
24,81
24.083333333333332,82
24.166666666666668,82
24.25,81
24.333333333333332,79
24.416666666666668,83
24.5,81
24.583333333333332,82
24.666666666666668,85
24.75,84
24.833333333333332,85
24.916666666666668,82
25,84
25.083333333333332,81
25.166666666666668,82
25.25,85
25.333333333333332,82
25.416666666666668,83
25.5,80
25.583333333333332,86
25.666666666666668,83
25.75,82
25.833333333333332,82
25.916666666666668,84
26,85
26.083333333333332,82
26.166666666666668,84
26.25,82
26.333333333333332,83
26.416666666666668,85
26.5,85
26.583333333333332,88
26.666666666666668,85
26.75,87
26.833333333333332,84
26.916666666666668,82
27,86
27.083333333333332,81
27.166666666666668,80
27.25,84
27.333333333333332,84
27.416666666666668,83
27.5,87
27.583333333333332,85
27.666666666666668,83
27.75,84
27.833333333333332,83
27.916666666666668,85
28,82
28.083333333333332,84
28.166666666666668,82
28.25,80
28.333333333333332,85
28.416666666666668,87
28.5,82
28.583333333333332,82
28.666666666666668,86
28.75,87
28.833333333333332,85
28.916666666666668,84
29,81
29.083333333333332,84
29.166666666666668,85
29.25,83
29.333333333333332,86
29.416666666666668,86
29.5,82
29.583333333333332,84
29.666666666666668,88
29.75,83
29.833333333333332,86
29.916666666666668,84
30,83
30.083333333333332,84
30.166666666666668,82
30.25,82
30.333333333333332,81
30.416666666666668,82
30.5,85
30.583333333333332,81
30.666666666666668,85
30.75,81
30.833333333333332,87
30.916666666666668,81
31,83
31.083333333333332,87
31.166666666666668,83
31.25,89
31.333333333333332,81
31.416666666666668,86
31.5,84
31.583333333333332,84
31.666666666666668,85
31.75,88
31.833333333333332,84
31.916666666666668,84
32,87
32.083333333333336,91
32.166666666666664,89
32.25,85
32.333333333333336,86
32.416666666666664,87
32.5,87
32.583333333333336,87
32.666666666666664,88
32.75,88
32.833333333333336,88
32.916666666666664,88
33,90
33.083333333333336,88
33.166666666666664,85
33.25,85
33.333333333333336,88
33.416666666666664,89
33.5,88
33.583333333333336,90
33.666666666666664,90
33.75,89
33.833333333333336,90
33.916666666666664,87
34,87
34.083333333333336,90
34.166666666666664,92
34.25,91
34.333333333333336,85
34.416666666666664,87
34.5,87
34.583333333333336,89
34.666666666666664,90
34.75,89
34.833333333333336,89
34.916666666666664,86
35,91
35.083333333333336,90
35.166666666666664,93
35.25,90
35.333333333333336,92
35.416666666666664,92
35.5,86
35.583333333333336,90
35.666666666666664,87
35.75,87
35.833333333333336,90
35.916666666666664,90
36,88
36.083333333333336,89
36.166666666666664,89
36.25,90
36.333333333333336,90
36.416666666666664,89
36.5,87
36.583333333333336,89
36.666666666666664,91
36.75,90
36.833333333333336,85
36.916666666666664,89
37,85
37.083333333333336,90
37.166666666666664,88
37.25,92
37.333333333333336,92
37.416666666666664,93
37.5,90
37.583333333333336,90
37.666666666666664,92
37.75,92
37.833333333333336,90
37.916666666666664,90
38,89
38.083333333333336,92
38.166666666666664,91
38.25,90
38.333333333333336,89
38.416666666666664,87
38.5,86
38.583333333333336,91
38.666666666666664,92
38.75,93
38.833333333333336,90
38.916666666666664,93
39,88
39.083333333333336,90
39.166666666666664,92
