"Hours since thread went live","Ninja Kamui - Episode 10 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,4
0.9166666666666666,5
1,5
1.0833333333333333,7
1.1666666666666667,7
1.25,7
1.3333333333333333,6
1.4166666666666667,7
1.5,7
1.5833333333333333,8
1.6666666666666667,9
1.75,9
1.8333333333333333,9
1.9166666666666667,9
2,10
2.0833333333333335,8
2.1666666666666665,8
2.25,11
2.3333333333333335,11
2.4166666666666665,12
2.5,12
2.5833333333333335,12
2.6666666666666665,13
2.75,12
2.8333333333333335,12
2.9166666666666665,13
3,14
3.0833333333333335,12
3.1666666666666665,13
3.25,15
3.3333333333333335,17
3.4166666666666665,16
3.5,17
3.5833333333333335,17
3.6666666666666665,18
3.75,18
3.8333333333333335,19
3.9166666666666665,21
4,22
4.083333333333333,21
4.166666666666667,25
4.25,27
4.333333333333333,29
4.416666666666667,30
4.5,25
4.583333333333333,29
4.666666666666667,27
4.75,32
4.833333333333333,26
4.916666666666667,31
5,33
5.083333333333333,35
5.166666666666667,32
5.25,28
5.333333333333333,32
5.416666666666667,33
5.5,35
5.583333333333333,34
5.666666666666667,36
5.75,35
5.833333333333333,34
5.916666666666667,40
6,39
6.083333333333333,42
6.166666666666667,42
6.25,37
6.333333333333333,42
6.416666666666667,41
6.5,42
6.583333333333333,45
6.666666666666667,44
6.75,41
6.833333333333333,42
6.916666666666667,46
7,46
7.083333333333333,45
7.166666666666667,50
7.25,47
7.333333333333333,48
7.416666666666667,49
7.5,51
7.583333333333333,53
7.666666666666667,54
7.75,54
7.833333333333333,55
7.916666666666667,49
8,54
8.083333333333334,57
8.166666666666666,55
8.25,56
8.333333333333334,58
8.416666666666666,59
8.5,59
8.583333333333334,58
8.666666666666666,64
8.75,59
8.833333333333334,61
8.916666666666666,64
9,65
9.083333333333334,71
9.166666666666666,64
9.25,71
9.333333333333334,65
9.416666666666666,69
9.5,68
9.583333333333334,66
9.666666666666666,69
9.75,76
9.833333333333334,72
9.916666666666666,74
10,76
10.083333333333334,76
10.166666666666666,72
10.25,77
10.333333333333334,78
10.416666666666666,79
10.5,76
10.583333333333334,77
10.666666666666666,78
10.75,79
10.833333333333334,81
10.916666666666666,79
11,79
11.083333333333334,83
11.166666666666666,79
11.25,82
11.333333333333334,80
11.416666666666666,83
11.5,87
11.583333333333334,86
11.666666666666666,87
11.75,90
11.833333333333334,91
11.916666666666666,86
12,88
12.083333333333334,87
12.166666666666666,90
12.25,87
12.333333333333334,90
12.416666666666666,94
12.5,91
12.583333333333334,91
12.666666666666666,90
12.75,92
12.833333333333334,90
12.916666666666666,89
13,89
13.083333333333334,91
13.166666666666666,91
13.25,86
13.333333333333334,92
13.416666666666666,89
13.5,92
13.583333333333334,92
13.666666666666666,88
13.75,91
13.833333333333334,95
13.916666666666666,92
14,93
14.083333333333334,92
14.166666666666666,93
14.25,94
14.333333333333334,92
14.416666666666666,96
14.5,94
14.583333333333334,97
14.666666666666666,98
14.75,99
14.833333333333334,100
14.916666666666666,99
15,102
15.083333333333334,98
15.166666666666666,96
15.25,102
15.333333333333334,101
15.416666666666666,104
15.5,100
15.583333333333334,97
15.666666666666666,97
15.75,96
15.833333333333334,97
15.916666666666666,100
16,99
16.083333333333332,96
16.166666666666668,102
16.25,100
16.333333333333332,100
16.416666666666668,99
16.5,101
16.583333333333332,99
16.666666666666668,104
16.75,99
16.833333333333332,106
16.916666666666668,103
17,103
17.083333333333332,103
17.166666666666668,102
17.25,102
17.333333333333332,102
17.416666666666668,98
17.5,100
17.583333333333332,101
17.666666666666668,104
17.75,101
17.833333333333332,108
17.916666666666668,102
18,105
18.083333333333332,104
18.166666666666668,102
18.25,102
18.333333333333332,108
18.416666666666668,104
18.5,104
18.583333333333332,106
18.666666666666668,108
18.75,108
18.833333333333332,108
18.916666666666668,106
19,108
19.083333333333332,108
19.166666666666668,104
19.25,105
19.333333333333332,107
19.416666666666668,107
19.5,111
19.583333333333332,107
19.666666666666668,105
19.75,106
19.833333333333332,108
19.916666666666668,107
20,108
20.083333333333332,111
20.166666666666668,109
20.25,113
20.333333333333332,106
20.416666666666668,111
20.5,112
20.583333333333332,113
20.666666666666668,110
20.75,111
20.833333333333332,113
20.916666666666668,115
21,112
21.083333333333332,111
21.166666666666668,110
21.25,109
21.333333333333332,114
21.416666666666668,112
21.5,114
21.583333333333332,112
21.666666666666668,111
21.75,108
21.833333333333332,113
21.916666666666668,110
22,114
22.083333333333332,114
22.166666666666668,114
22.25,117
22.333333333333332,114
22.416666666666668,114
22.5,115
22.583333333333332,115
22.666666666666668,111
22.75,113
22.833333333333332,116
22.916666666666668,111
23,114
23.083333333333332,118
23.166666666666668,116
23.25,112
23.333333333333332,117
23.416666666666668,114
23.5,113
23.583333333333332,117
23.666666666666668,113
23.75,114
23.833333333333332,115
23.916666666666668,117
24,117
24.083333333333332,113
24.166666666666668,114
24.25,117
24.333333333333332,119
24.416666666666668,119
24.5,117
24.583333333333332,121
24.666666666666668,121
24.75,118
24.833333333333332,119
24.916666666666668,118
25,116
25.083333333333332,119
25.166666666666668,115
25.25,117
25.333333333333332,121
25.416666666666668,119
25.5,117
25.583333333333332,118
25.666666666666668,116
25.75,123
25.833333333333332,124
25.916666666666668,123
26,121
26.083333333333332,120
26.166666666666668,123
26.25,122
26.333333333333332,122
26.416666666666668,123
26.5,123
26.583333333333332,121
26.666666666666668,121
26.75,124
26.833333333333332,121
26.916666666666668,119
27,118
27.083333333333332,125
27.166666666666668,124
27.25,121
27.333333333333332,118
27.416666666666668,123
27.5,123
27.583333333333332,119
27.666666666666668,122
27.75,123
27.833333333333332,121
27.916666666666668,126
28,120
28.083333333333332,123
28.166666666666668,120
28.25,122
28.333333333333332,122
28.416666666666668,123
28.5,123
28.583333333333332,120
28.666666666666668,121
28.75,123
28.833333333333332,119
28.916666666666668,120
29,121
29.083333333333332,123
29.166666666666668,119
29.25,125
29.333333333333332,126
29.416666666666668,124
29.5,125
29.583333333333332,121
29.666666666666668,121
29.75,120
29.833333333333332,124
29.916666666666668,120
30,124
30.083333333333332,124
30.166666666666668,125
30.25,127
30.333333333333332,121
30.416666666666668,122
30.5,122
30.583333333333332,125
30.666666666666668,125
30.75,121
30.833333333333332,120
30.916666666666668,125
31,127
31.083333333333332,123
31.166666666666668,125
31.25,123
31.333333333333332,121
31.416666666666668,124
31.5,128
31.583333333333332,125
31.666666666666668,122
31.75,126
31.833333333333332,124
31.916666666666668,124
32,125
32.083333333333336,123
32.166666666666664,128
32.25,123
32.333333333333336,121
32.416666666666664,124
32.5,124
32.583333333333336,124
32.666666666666664,124
32.75,124
32.833333333333336,125
32.916666666666664,124
33,127
33.083333333333336,125
33.166666666666664,124
33.25,129
33.333333333333336,123
33.416666666666664,122
33.5,125
33.583333333333336,122
33.666666666666664,126
33.75,124
33.833333333333336,128
33.916666666666664,126
34,125
34.083333333333336,125
34.166666666666664,126
34.25,126
34.333333333333336,125
34.416666666666664,126
34.5,122
34.583333333333336,129
34.666666666666664,129
34.75,130
34.833333333333336,128
34.916666666666664,128
35,129
35.083333333333336,127
35.166666666666664,127
35.25,129
35.333333333333336,126
35.416666666666664,130
35.5,130
