"Hours since thread went live","Jantama Kan!! • Mahjong Soul Kan!! - Episode 3 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,2
1.1666666666666667,2
1.25,4
1.3333333333333333,5
1.4166666666666667,5
1.5,5
1.5833333333333333,6
1.6666666666666667,5
1.75,4
1.8333333333333333,4
1.9166666666666667,6
2,7
2.0833333333333335,7
2.1666666666666665,5
2.25,6
2.3333333333333335,6
2.4166666666666665,6
2.5,8
2.5833333333333335,5
2.6666666666666665,5
2.75,8
2.8333333333333335,8
2.9166666666666665,8
3,8
3.0833333333333335,7
3.1666666666666665,7
3.25,7
3.3333333333333335,6
3.4166666666666665,7
3.5,5
3.5833333333333335,9
3.6666666666666665,8
3.75,9
3.8333333333333335,8
3.9166666666666665,8
4,7
4.083333333333333,9
4.166666666666667,11
4.25,9
4.333333333333333,9
4.416666666666667,10
4.5,9
4.583333333333333,8
4.666666666666667,11
4.75,10
4.833333333333333,13
4.916666666666667,10
5,10
5.083333333333333,13
5.166666666666667,12
5.25,12
5.333333333333333,12
5.416666666666667,12
5.5,11
5.583333333333333,12
5.666666666666667,11
5.75,10
5.833333333333333,14
5.916666666666667,13
6,13
6.083333333333333,11
6.166666666666667,12
6.25,12
6.333333333333333,11
6.416666666666667,12
6.5,12
6.583333333333333,10
6.666666666666667,12
6.75,12
6.833333333333333,12
6.916666666666667,10
7,11
7.083333333333333,13
7.166666666666667,13
7.25,11
7.333333333333333,13
7.416666666666667,12
7.5,14
7.583333333333333,12
7.666666666666667,11
7.75,12
7.833333333333333,13
7.916666666666667,13
8,13
8.083333333333334,14
8.166666666666666,12
8.25,12
8.333333333333334,13
8.416666666666666,13
8.5,15
8.583333333333334,11
8.666666666666666,15
8.75,12
8.833333333333334,11
8.916666666666666,14
9,13
9.083333333333334,11
9.166666666666666,11
9.25,14
9.333333333333334,13
9.416666666666666,12
9.5,13
9.583333333333334,12
9.666666666666666,10
9.75,12
9.833333333333334,11
9.916666666666666,12
10,12
10.083333333333334,13
10.166666666666666,12
10.25,14
10.333333333333334,12
10.416666666666666,13
10.5,11
10.583333333333334,11
10.666666666666666,11
10.75,12
10.833333333333334,14
10.916666666666666,12
11,13
11.083333333333334,11
11.166666666666666,14
11.25,13
11.333333333333334,12
11.416666666666666,12
11.5,14
11.583333333333334,14
11.666666666666666,13
11.75,12
11.833333333333334,13
11.916666666666666,12
12,11
12.083333333333334,12
12.166666666666666,13
12.25,13
12.333333333333334,14
12.416666666666666,12
12.5,14
12.583333333333334,13
12.666666666666666,14
12.75,14
12.833333333333334,12
12.916666666666666,12
13,11
13.083333333333334,14
13.166666666666666,11
13.25,14
13.333333333333334,14
13.416666666666666,13
13.5,12
13.583333333333334,13
13.666666666666666,14
13.75,14
13.833333333333334,15
13.916666666666666,11
14,13
14.083333333333334,15
14.166666666666666,14
14.25,13
14.333333333333334,13
14.416666666666666,12
14.5,14
14.583333333333334,11
14.666666666666666,13
14.75,12
14.833333333333334,14
14.916666666666666,14
15,12
15.083333333333334,14
15.166666666666666,14
15.25,13
15.333333333333334,14
15.416666666666666,16
15.5,13
15.583333333333334,15
15.666666666666666,12
15.75,13
15.833333333333334,13
15.916666666666666,13
16,15
16.083333333333332,15
16.166666666666668,13
16.25,16
16.333333333333332,14
16.416666666666668,14
16.5,14
16.583333333333332,14
16.666666666666668,16
16.75,15
16.833333333333332,12
16.916666666666668,14
17,12
17.083333333333332,15
17.166666666666668,13
17.25,14
17.333333333333332,14
17.416666666666668,13
17.5,14
17.583333333333332,14
17.666666666666668,16
17.75,16
17.833333333333332,16
17.916666666666668,14
18,18
18.083333333333332,14
18.166666666666668,16
18.25,17
18.333333333333332,16
18.416666666666668,17
18.5,18
18.583333333333332,16
18.666666666666668,14
18.75,16
18.833333333333332,17
18.916666666666668,16
19,18
19.083333333333332,18
19.166666666666668,17
19.25,14
19.333333333333332,14
19.416666666666668,16
19.5,15
19.583333333333332,17
19.666666666666668,15
19.75,17
19.833333333333332,16
19.916666666666668,16
20,18
20.083333333333332,15
20.166666666666668,17
20.25,17
20.333333333333332,15
20.416666666666668,18
20.5,17
20.583333333333332,14
20.666666666666668,15
20.75,16
20.833333333333332,16
20.916666666666668,14
21,16
21.083333333333332,16
21.166666666666668,16
21.25,16
21.333333333333332,16
21.416666666666668,14
21.5,16
21.583333333333332,15
21.666666666666668,15
21.75,17
21.833333333333332,15
21.916666666666668,16
22,15
22.083333333333332,17
22.166666666666668,16
22.25,17
22.333333333333332,16
22.416666666666668,16
22.5,16
22.583333333333332,18
22.666666666666668,15
22.75,17
22.833333333333332,15
22.916666666666668,17
23,14
23.083333333333332,15
23.166666666666668,16
23.25,16
23.333333333333332,17
23.416666666666668,17
23.5,15
23.583333333333332,17
23.666666666666668,18
23.75,17
23.833333333333332,18
23.916666666666668,16
24,16
24.083333333333332,16
24.166666666666668,16
24.25,15
24.333333333333332,14
24.416666666666668,17
24.5,17
24.583333333333332,17
24.666666666666668,15
24.75,15
24.833333333333332,18
24.916666666666668,16
25,14
25.083333333333332,17
25.166666666666668,16
25.25,16
25.333333333333332,16
25.416666666666668,14
25.5,16
25.583333333333332,17
25.666666666666668,16
25.75,17
25.833333333333332,18
25.916666666666668,15
26,18
26.083333333333332,16
26.166666666666668,17
26.25,16
26.333333333333332,17
26.416666666666668,16
26.5,18
26.583333333333332,15
26.666666666666668,17
26.75,17
26.833333333333332,18
26.916666666666668,15
27,17
27.083333333333332,19
27.166666666666668,15
27.25,19
27.333333333333332,17
27.416666666666668,16
27.5,15
27.583333333333332,17
27.666666666666668,18
27.75,16
27.833333333333332,19
27.916666666666668,18
28,17
28.083333333333332,17
28.166666666666668,17
28.25,15
28.333333333333332,18
28.416666666666668,16
28.5,18
28.583333333333332,19
28.666666666666668,16
28.75,19
28.833333333333332,16
28.916666666666668,19
29,18
29.083333333333332,17
29.166666666666668,15
29.25,18
29.333333333333332,18
29.416666666666668,17
29.5,16
29.583333333333332,19
29.666666666666668,18
29.75,18
29.833333333333332,19
29.916666666666668,17
30,17
30.083333333333332,19
30.166666666666668,16
30.25,15
30.333333333333332,16
30.416666666666668,18
30.5,16
30.583333333333332,18
30.666666666666668,15
30.75,18
30.833333333333332,19
30.916666666666668,18
31,17
31.083333333333332,18
31.166666666666668,18
31.25,19
31.333333333333332,19
31.416666666666668,19
31.5,18
31.583333333333332,18
31.666666666666668,17
31.75,19
31.833333333333332,17
31.916666666666668,16
32,16
32.083333333333336,17
32.166666666666664,15
32.25,17
32.333333333333336,16
32.416666666666664,17
32.5,19
32.583333333333336,16
32.666666666666664,17
32.75,17
32.833333333333336,17
32.916666666666664,18
33,16
33.083333333333336,16
33.166666666666664,17
33.25,18
33.333333333333336,15
33.416666666666664,18
33.5,18
33.583333333333336,18
33.666666666666664,17
33.75,17
33.833333333333336,17
33.916666666666664,18
34,18
34.083333333333336,17
34.166666666666664,19
34.25,17
34.333333333333336,19
34.416666666666664,16
34.5,16
34.583333333333336,15
34.666666666666664,18
34.75,19
34.833333333333336,17
34.916666666666664,17
35,15
35.083333333333336,17
35.166666666666664,17
35.25,17
35.333333333333336,19
35.416666666666664,19
35.5,18
35.583333333333336,18
35.666666666666664,19
35.75,15
35.833333333333336,18
35.916666666666664,16
36,16
36.083333333333336,16
36.166666666666664,17
36.25,15
36.333333333333336,16
36.416666666666664,17
36.5,17
36.583333333333336,16
36.666666666666664,15
36.75,17
36.833333333333336,18
36.916666666666664,16
37,16
37.083333333333336,17
37.166666666666664,17
37.25,16
37.333333333333336,16
37.416666666666664,19
37.5,19
37.583333333333336,16
37.666666666666664,19
37.75,17
37.833333333333336,16
37.916666666666664,17
38,15
38.083333333333336,17
38.166666666666664,18
38.25,15
38.333333333333336,15
38.416666666666664,15
38.5,17
38.583333333333336,18
38.666666666666664,16
38.75,15
38.833333333333336,17
38.916666666666664,18
39,16
