"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 3 discussion"
18.083333333333332,262
18.166666666666668,262
18.25,258
18.333333333333332,263
18.416666666666668,265
18.5,261
18.583333333333332,263
18.666666666666668,265
18.75,264
18.833333333333332,266
18.916666666666668,269
19,267
19.083333333333332,266
19.166666666666668,269
19.25,273
19.333333333333332,266
19.416666666666668,266
19.5,272
19.583333333333332,268
19.666666666666668,270
19.75,269
19.833333333333332,269
19.916666666666668,266
20,273
20.083333333333332,269
20.166666666666668,271
20.25,271
20.333333333333332,271
20.416666666666668,272
20.5,270
20.583333333333332,273
20.666666666666668,267
20.75,271
20.833333333333332,271
20.916666666666668,274
21,273
21.083333333333332,274
21.166666666666668,274
21.25,277
21.333333333333332,277
21.416666666666668,273
21.5,276
21.583333333333332,273
21.666666666666668,275
21.75,277
21.833333333333332,278
21.916666666666668,279
22,277
22.083333333333332,280
22.166666666666668,279
22.25,276
22.333333333333332,280
22.416666666666668,283
22.5,280
22.583333333333332,285
22.666666666666668,284
22.75,286
22.833333333333332,283
22.916666666666668,283
23,285
23.083333333333332,282
23.166666666666668,286
23.25,289
23.333333333333332,290
23.416666666666668,286
23.5,288
23.583333333333332,289
23.666666666666668,283
23.75,284
23.833333333333332,290
23.916666666666668,284
24,288
24.083333333333332,284
24.166666666666668,288
24.25,289
24.333333333333332,288
24.416666666666668,288
24.5,289
24.583333333333332,288
24.666666666666668,287
24.75,289
24.833333333333332,290
24.916666666666668,284
25,286
25.083333333333332,286
25.166666666666668,285
25.25,289
25.333333333333332,289
25.416666666666668,292
25.5,292
25.583333333333332,293
25.666666666666668,289
25.75,292
25.833333333333332,290
25.916666666666668,292
26,290
26.083333333333332,289
26.166666666666668,293
26.25,291
26.333333333333332,293
26.416666666666668,289
26.5,294
26.583333333333332,291
26.666666666666668,292
26.75,292
26.833333333333332,296
26.916666666666668,297
27,295
27.083333333333332,292
27.166666666666668,301
27.25,297
27.333333333333332,297
27.416666666666668,295
27.5,297
27.583333333333332,297
27.666666666666668,302
27.75,298
27.833333333333332,300
27.916666666666668,295
28,298
28.083333333333332,301
28.166666666666668,296
28.25,301
28.333333333333332,302
28.416666666666668,300
28.5,301
28.583333333333332,298
28.666666666666668,300
28.75,295
28.833333333333332,303
28.916666666666668,302
29,293
29.083333333333332,302
29.166666666666668,304
29.25,296
29.333333333333332,297
29.416666666666668,299
29.5,301
29.583333333333332,302
29.666666666666668,303
29.75,300
29.833333333333332,299
29.916666666666668,297
30,300
30.166666666666668,300
30.25,303
30.333333333333332,302
30.416666666666668,299
30.5,298
30.583333333333332,300
30.666666666666668,298
30.75,301
30.833333333333332,304
30.916666666666668,299
31,302
31.083333333333332,296
31.166666666666668,304
31.25,303
31.333333333333332,297
31.416666666666668,301
31.5,298
31.583333333333332,299
31.666666666666668,302
31.75,295
31.833333333333332,301
31.916666666666668,305
32,302
32.083333333333336,305
32.166666666666664,298
32.25,300
32.333333333333336,303
32.416666666666664,306
32.5,297
32.583333333333336,298
32.666666666666664,302
32.75,300
32.833333333333336,297
32.916666666666664,300
33,300
33.083333333333336,303
33.166666666666664,305
33.25,296
33.333333333333336,302
33.416666666666664,299
33.5,304
33.583333333333336,301
33.666666666666664,300
33.75,305
33.833333333333336,302
33.916666666666664,301
34,299
34.083333333333336,301
34.166666666666664,301
34.25,304
34.333333333333336,305
34.416666666666664,308
34.5,303
34.583333333333336,306
34.666666666666664,302
34.75,306
34.833333333333336,300
34.916666666666664,307
35,306
35.083333333333336,301
35.166666666666664,303
35.25,305
35.333333333333336,299
35.416666666666664,301
35.5,302
35.583333333333336,302
35.666666666666664,300
35.75,306
35.833333333333336,300
35.916666666666664,307
36,306
36.083333333333336,303
36.166666666666664,307
36.25,303
36.333333333333336,300
36.416666666666664,307
36.5,303
36.583333333333336,307
36.666666666666664,303
36.833333333333336,306
36.916666666666664,304
37,303
37.083333333333336,305
37.166666666666664,312
37.25,304
37.333333333333336,306
37.416666666666664,306
37.5,305
37.583333333333336,310
37.666666666666664,303
37.75,303
37.833333333333336,302
37.916666666666664,304
38,307
38.083333333333336,307
38.166666666666664,304
38.25,308
38.333333333333336,302
38.416666666666664,310
38.5,302
38.583333333333336,306
38.666666666666664,311
38.75,307
38.833333333333336,308
38.916666666666664,306
39,308
39.083333333333336,302
39.166666666666664,305
39.25,310
39.333333333333336,306
39.416666666666664,311
39.5,310
39.583333333333336,304
39.666666666666664,312
39.75,306
39.833333333333336,311
39.916666666666664,307
40,309
40.083333333333336,304
40.166666666666664,310
40.25,308
40.333333333333336,305
40.416666666666664,312
40.5,307
40.583333333333336,311
40.666666666666664,305
40.75,312
40.833333333333336,311
40.916666666666664,309
41,304
41.083333333333336,310
41.166666666666664,307
41.25,312
41.333333333333336,308
41.416666666666664,312
41.5,311
41.583333333333336,309
41.666666666666664,309
41.75,306
41.833333333333336,310
41.916666666666664,305
42,308
42.083333333333336,306
42.166666666666664,311
42.25,309
42.333333333333336,306
42.416666666666664,308
42.5,313
42.583333333333336,306
42.666666666666664,308
42.75,311
42.833333333333336,305
42.916666666666664,306
43,305
43.083333333333336,303
43.166666666666664,307
43.25,305
43.333333333333336,306
43.416666666666664,307
43.5,306
43.583333333333336,306
43.666666666666664,312
43.75,311
43.833333333333336,311
43.916666666666664,310
44,314
44.083333333333336,305
44.166666666666664,310
44.25,309
44.333333333333336,311
44.416666666666664,311
44.5,310
44.583333333333336,310
44.666666666666664,311
44.75,308
44.833333333333336,314
44.916666666666664,309
45,311
45.083333333333336,303
45.166666666666664,309
45.25,313
45.333333333333336,308
45.416666666666664,309
45.5,307
45.583333333333336,309
45.666666666666664,315
45.75,305
45.833333333333336,309
45.916666666666664,315
46,310
46.083333333333336,304
46.166666666666664,311
46.25,311
46.333333333333336,309
46.416666666666664,307
46.5,311
46.583333333333336,305
46.666666666666664,310
46.75,307
46.833333333333336,309
46.916666666666664,313
47,313
47.083333333333336,314
47.166666666666664,315
47.25,315
47.333333333333336,316
47.416666666666664,309
47.5,308
47.583333333333336,310
47.666666666666664,315
47.75,312
47.833333333333336,313
47.916666666666664,309
