"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 3 discussion"
0,3
0,3
0.08333333333333333,7
0.16666666666666666,8
0.25,14
0.3333333333333333,21
0.4166666666666667,30
0.5,34
0.5833333333333334,38
0.6666666666666666,42
0.75,43
0.8333333333333334,52
0.9166666666666666,55
1,56
1.0833333333333333,60
1.1666666666666667,62
1.25,66
1.3333333333333333,74
1.4166666666666667,78
1.5,77
1.5833333333333333,78
1.6666666666666667,82
1.75,81
1.8333333333333333,86
1.9166666666666667,88
2,89
2.0833333333333335,91
2.1666666666666665,93
2.25,93
2.3333333333333335,100
2.4166666666666665,101
2.5,106
2.5833333333333335,108
2.6666666666666665,109
2.75,116
2.8333333333333335,114
2.9166666666666665,120
3,118
3.0833333333333335,122
3.1666666666666665,124
3.25,120
3.3333333333333335,125
3.4166666666666665,125
3.5,124
3.5833333333333335,128
3.6666666666666665,130
3.75,130
3.8333333333333335,137
3.9166666666666665,140
4,142
4.083333333333333,143
4.166666666666667,145
4.25,147
4.333333333333333,150
4.416666666666667,145
4.5,144
4.583333333333333,147
4.666666666666667,146
4.75,145
4.833333333333333,147
4.916666666666667,149
5,152
5.083333333333333,150
5.166666666666667,150
5.25,150
5.333333333333333,154
5.416666666666667,155
5.5,153
5.583333333333333,160
5.666666666666667,161
5.75,158
5.833333333333333,163
5.916666666666667,166
6,166
6.083333333333333,172
6.166666666666667,165
6.25,168
6.333333333333333,167
6.416666666666667,167
6.5,166
6.583333333333333,170
6.666666666666667,170
6.75,172
6.833333333333333,169
6.916666666666667,175
7,173
7.083333333333333,178
7.166666666666667,177
7.25,179
7.333333333333333,178
7.416666666666667,181
7.5,184
7.583333333333333,184
7.666666666666667,184
7.75,186
7.833333333333333,184
7.916666666666667,186
8,187
8.083333333333334,188
8.166666666666666,187
8.25,189
8.333333333333334,188
8.416666666666666,188
8.5,193
8.583333333333334,192
8.666666666666666,192
8.75,198
8.833333333333334,198
8.916666666666666,197
9,201
9.083333333333334,200
9.166666666666666,202
9.25,200
9.333333333333334,202
9.416666666666666,203
9.5,202
9.583333333333334,206
9.666666666666666,205
9.75,210
9.833333333333334,210
9.916666666666666,209
10,210
10.083333333333334,210
10.166666666666666,209
10.25,212
10.333333333333334,214
10.416666666666666,216
10.5,213
10.583333333333334,218
10.666666666666666,215
10.75,214
10.833333333333334,214
10.916666666666666,215
11,215
11.083333333333334,218
11.166666666666666,217
11.25,217
11.333333333333334,220
11.416666666666666,221
11.5,221
11.583333333333334,220
11.666666666666666,225
11.75,226
11.833333333333334,229
11.916666666666666,228
12,231
12.083333333333334,229
12.166666666666666,227
12.25,225
12.333333333333334,230
12.416666666666666,229
12.5,229
12.583333333333334,227
12.666666666666666,230
12.75,230
12.833333333333334,229
12.916666666666666,233
13,237
13.083333333333334,238
13.166666666666666,233
13.25,236
13.333333333333334,235
13.416666666666666,236
13.5,239
13.583333333333334,238
13.666666666666666,240
13.75,239
13.833333333333334,243
13.916666666666666,242
14,244
14.083333333333334,239
14.166666666666666,245
14.25,238
14.333333333333334,240
14.416666666666666,243
14.5,241
14.583333333333334,246
14.666666666666666,247
14.75,250
14.833333333333334,250
14.916666666666666,244
15,248
15.083333333333334,252
15.166666666666666,252
15.25,247
15.333333333333334,250
15.416666666666666,248
15.5,250
15.583333333333334,252
15.666666666666666,249
15.75,252
15.833333333333334,249
15.916666666666666,250
16,252
16.083333333333332,253
16.166666666666668,252
16.25,254
16.333333333333332,252
16.416666666666668,258
16.5,260
16.583333333333332,258
16.666666666666668,256
16.75,255
16.833333333333332,259
16.916666666666668,258
17,255
17.083333333333332,258
17.166666666666668,259
17.25,260
17.333333333333332,256
17.416666666666668,260
17.5,262
17.583333333333332,261
17.666666666666668,256
17.75,259
17.833333333333332,260
17.916666666666668,262
18,258
