"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 2 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,7
0.4166666666666667,7
0.5,8
0.5833333333333334,9
0.6666666666666666,11
0.75,16
0.8333333333333334,17
0.9166666666666666,19
1,20
1.0833333333333333,24
1.1666666666666667,27
1.25,31
1.3333333333333333,34
1.4166666666666667,41
1.5,45
1.5833333333333333,49
1.6666666666666667,50
1.75,54
1.8333333333333333,56
1.9166666666666667,62
2,67
2.0833333333333335,67
2.1666666666666665,69
2.25,74
2.3333333333333335,72
2.4166666666666665,75
2.5,80
2.5833333333333335,82
2.6666666666666665,88
2.75,90
2.8333333333333335,96
2.9166666666666665,96
3,96
3.0833333333333335,102
3.1666666666666665,102
3.25,104
3.3333333333333335,107
3.4166666666666665,112
3.5,112
3.5833333333333335,119
3.6666666666666665,122
3.75,124
3.8333333333333335,126
3.9166666666666665,133
4,134
4.083333333333333,134
4.166666666666667,143
4.25,141
4.333333333333333,144
4.416666666666667,143
4.5,145
4.583333333333333,145
4.666666666666667,149
4.75,152
4.833333333333333,153
4.916666666666667,155
5,160
5.083333333333333,161
5.166666666666667,166
5.25,170
5.333333333333333,173
5.416666666666667,175
5.5,180
5.583333333333333,180
5.666666666666667,184
5.75,187
5.833333333333333,189
5.916666666666667,190
6,193
6.083333333333333,191
6.166666666666667,195
6.25,198
6.333333333333333,194
6.416666666666667,193
6.5,201
6.583333333333333,202
6.666666666666667,206
6.75,205
6.833333333333333,207
6.916666666666667,215
7,216
7.083333333333333,216
7.166666666666667,226
7.25,225
7.333333333333333,230
7.416666666666667,230
7.5,230
7.583333333333333,232
7.666666666666667,240
7.75,246
7.833333333333333,244
7.916666666666667,244
8,250
8.083333333333334,246
8.166666666666666,251
8.25,254
8.333333333333334,256
8.416666666666666,256
8.5,255
8.583333333333334,259
8.666666666666666,262
8.75,262
8.833333333333334,266
8.916666666666666,270
9,272
9.083333333333334,272
9.166666666666666,274
9.25,278
9.333333333333334,277
9.416666666666666,280
9.5,286
9.583333333333334,291
9.666666666666666,292
9.75,294
9.833333333333334,292
9.916666666666666,296
10,300
10.083333333333334,304
10.166666666666666,304
10.25,305
10.333333333333334,306
10.416666666666666,310
10.5,315
10.583333333333334,312
10.666666666666666,320
10.75,322
10.833333333333334,326
10.916666666666666,326
11,329
11.083333333333334,331
11.166666666666666,334
11.25,335
11.333333333333334,340
11.416666666666666,340
11.5,339
11.583333333333334,343
11.666666666666666,340
11.75,352
11.833333333333334,342
11.916666666666666,353
12,349
12.083333333333334,353
12.166666666666666,358
12.25,358
12.333333333333334,357
12.416666666666666,359
12.5,365
12.583333333333334,366
12.666666666666666,372
12.75,370
12.833333333333334,373
12.916666666666666,374
13,378
13.083333333333334,377
13.166666666666666,384
13.25,387
13.333333333333334,390
13.416666666666666,392
13.5,386
13.583333333333334,394
13.666666666666666,400
13.75,397
13.833333333333334,403
13.916666666666666,404
14,409
14.083333333333334,413
14.166666666666666,412
14.25,414
14.333333333333334,408
14.416666666666666,411
14.5,416
14.583333333333334,419
14.666666666666666,416
14.75,424
14.833333333333334,422
14.916666666666666,420
15,423
15.083333333333334,425
15.166666666666666,431
15.25,424
15.333333333333334,429
15.416666666666666,433
15.5,426
15.583333333333334,435
15.666666666666666,435
15.75,435
15.833333333333334,438
15.916666666666666,438
16,443
16.083333333333332,444
16.166666666666668,441
16.25,450
16.333333333333332,453
16.416666666666668,450
16.5,453
16.583333333333332,456
16.666666666666668,455
16.75,457
16.833333333333332,458
16.916666666666668,463
17,457
17.083333333333332,462
17.166666666666668,459
17.25,464
17.333333333333332,465
17.416666666666668,465
17.5,468
17.583333333333332,466
17.666666666666668,465
17.75,470
17.833333333333332,475
17.916666666666668,475
18,481
18.083333333333332,476
18.166666666666668,476
18.25,477
18.333333333333332,480
18.416666666666668,477
18.5,477
18.583333333333332,481
18.666666666666668,485
18.75,486
18.833333333333332,493
18.916666666666668,484
19,490
19.083333333333332,491
19.166666666666668,489
19.25,496
19.333333333333332,494
19.416666666666668,495
19.5,498
19.583333333333332,499
19.666666666666668,500
19.75,503
19.833333333333332,496
19.916666666666668,499
20,498
20.083333333333332,497
20.166666666666668,503
20.25,505
20.333333333333332,504
20.416666666666668,507
20.5,502
20.583333333333332,508
20.666666666666668,506
20.75,502
20.833333333333332,507
20.916666666666668,506
21,505
21.083333333333332,508
21.166666666666668,509
21.25,510
21.333333333333332,510
21.416666666666668,510
21.5,507
21.583333333333332,510
