"Hours since thread went live","Dekisokonai to Yobareta Moto Eiyuu wa, Jikka kara Tsuihou Sareta no de Suki Katte ni Ikiru Koto ni Shita • The Banished Former Hero Lives as He Pleases - Episode 6 discussion"
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,3
0.8333333333333334,3
0.9166666666666666,5
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,2
1.3333333333333333,3
1.4166666666666667,6
1.5,6
1.5833333333333333,7
1.6666666666666667,6
1.75,6
1.8333333333333333,8
1.9166666666666667,9
2,8
2.0833333333333335,8
2.1666666666666665,9
2.25,9
2.3333333333333335,10
2.4166666666666665,9
2.5,9
2.5833333333333335,9
2.6666666666666665,10
2.75,7
2.8333333333333335,9
2.9166666666666665,8
3,11
3.0833333333333335,9
3.1666666666666665,11
3.25,10
3.3333333333333335,11
3.4166666666666665,11
3.5,8
3.5833333333333335,8
3.6666666666666665,8
3.75,7
3.8333333333333335,6
3.9166666666666665,6
4,6
4.083333333333333,8
4.166666666666667,10
4.25,6
4.333333333333333,9
4.416666666666667,9
4.5,9
4.583333333333333,10
4.666666666666667,6
4.75,1
4.833333333333333,0
4.916666666666667,0
5,0
5.083333333333333,0
5.166666666666667,0
5.25,0
5.333333333333333,0
5.416666666666667,0
5.5,0
5.583333333333333,0
5.666666666666667,0
5.75,0
5.833333333333333,0
5.916666666666667,0
6,0
6.083333333333333,0
6.166666666666667,0
6.25,0
6.333333333333333,0
6.416666666666667,0
6.5,0
6.583333333333333,0
6.666666666666667,0
6.75,0
6.833333333333333,0
6.916666666666667,0
7,0
7.083333333333333,0
7.166666666666667,0
7.25,0
7.333333333333333,0
7.416666666666667,0
7.5,0
7.583333333333333,0
7.666666666666667,0
7.75,0
7.833333333333333,0
7.916666666666667,0
8,0
8.083333333333334,0
8.166666666666666,0
8.25,0
8.333333333333334,2
8.416666666666666,1
8.5,0
8.583333333333334,0
8.666666666666666,0
8.75,0
8.833333333333334,1
8.916666666666666,2
9,0
9.083333333333334,0
9.166666666666666,0
9.25,2
9.333333333333334,2
9.416666666666666,0
9.5,3
9.583333333333334,1
9.666666666666666,0
9.75,1
9.833333333333334,0
9.916666666666666,0
10,1
10.083333333333334,2
10.166666666666666,3
10.25,5
10.333333333333334,5
10.416666666666666,3
10.5,6
10.583333333333334,4
10.666666666666666,4
10.75,5
10.833333333333334,5
10.916666666666666,5
11,3
11.083333333333334,7
11.166666666666666,5
11.25,7
11.333333333333334,4
11.416666666666666,4
11.5,8
11.583333333333334,6
11.666666666666666,5
11.75,7
11.833333333333334,5
11.916666666666666,4
12,9
12.083333333333334,7
12.166666666666666,8
12.25,7
12.333333333333334,10
12.416666666666666,6
12.5,4
12.583333333333334,9
12.666666666666666,12
12.75,12
12.833333333333334,10
12.916666666666666,10
13,9
13.083333333333334,7
13.166666666666666,11
13.25,10
13.333333333333334,10
13.416666666666666,7
13.5,8
13.583333333333334,7
13.666666666666666,7
13.75,8
13.833333333333334,9
13.916666666666666,14
14,11
14.083333333333334,8
14.166666666666666,7
14.25,12
14.333333333333334,9
14.416666666666666,11
14.5,11
14.583333333333334,14
14.666666666666666,8
14.75,12
14.833333333333334,10
14.916666666666666,10
15,11
15.083333333333334,12
15.166666666666666,11
15.25,11
15.333333333333334,13
15.416666666666666,10
15.5,8
15.583333333333334,12
15.666666666666666,9
15.75,14
15.833333333333334,8
15.916666666666666,9
16,11
16.083333333333332,10
16.166666666666668,12
16.25,8
16.333333333333332,6
16.416666666666668,12
16.5,9
16.583333333333332,11
16.666666666666668,8
16.75,13
16.833333333333332,7
16.916666666666668,9
17,9
17.083333333333332,8
17.166666666666668,6
17.25,10
17.333333333333332,7
17.416666666666668,9
17.5,7
17.583333333333332,10
17.666666666666668,12
17.75,8
17.833333333333332,8
17.916666666666668,7
18,9
18.083333333333332,6
18.166666666666668,10
18.25,6
18.333333333333332,8
18.416666666666668,12
18.5,7
18.583333333333332,9
18.666666666666668,11
18.75,10
18.833333333333332,10
18.916666666666668,5
19,8
19.083333333333332,6
19.166666666666668,6
19.25,7
19.333333333333332,9
19.416666666666668,10
19.5,8
19.583333333333332,13
19.666666666666668,13
19.75,10
19.833333333333332,9
19.916666666666668,8
20,9
20.083333333333332,8
20.166666666666668,9
20.25,8
20.333333333333332,10
20.416666666666668,9
20.5,8
20.583333333333332,11
20.666666666666668,11
20.75,15
20.833333333333332,14
20.916666666666668,8
21,12
21.083333333333332,12
21.166666666666668,14
21.25,12
21.333333333333332,10
21.416666666666668,10
21.5,9
21.583333333333332,14
21.666666666666668,10
21.75,10
21.833333333333332,10
21.916666666666668,11
22,10
22.083333333333332,12
22.166666666666668,13
22.25,12
22.333333333333332,10
22.416666666666668,12
22.5,14
22.583333333333332,15
22.666666666666668,12
22.833333333333332,8
22.833333333333332,13
22.916666666666668,12
23,16
23.083333333333332,11
23.166666666666668,9
23.25,13
23.333333333333332,13
23.416666666666668,12
23.5,10
23.583333333333332,8
23.666666666666668,12
23.75,11
23.833333333333332,13
23.916666666666668,10
24,12
24.083333333333332,12
24.166666666666668,12
24.25,16
24.333333333333332,16
24.416666666666668,15
24.5,15
24.583333333333332,15
24.666666666666668,12
24.75,15
24.833333333333332,12
24.916666666666668,13
25,13
25.083333333333332,17
25.166666666666668,15
25.25,11
25.333333333333332,12
25.416666666666668,13
25.5,14
25.583333333333332,12
25.666666666666668,12
25.75,13
25.833333333333332,10
25.916666666666668,16
26,12
26.083333333333332,11
26.166666666666668,14
26.25,11
26.333333333333332,10
26.416666666666668,13
26.5,15
26.583333333333332,14
26.666666666666668,13
26.75,12
26.833333333333332,9
26.916666666666668,13
27,9
27.083333333333332,13
27.166666666666668,12
27.25,9
27.333333333333332,12
27.416666666666668,12
27.5,16
27.583333333333332,11
27.666666666666668,13
27.75,11
27.833333333333332,12
27.916666666666668,12
28,14
28.083333333333332,15
28.166666666666668,12
28.25,13
28.333333333333332,13
28.416666666666668,13
28.5,13
28.583333333333332,10
28.666666666666668,10
28.75,15
28.833333333333332,17
28.916666666666668,12
29,13
29.083333333333332,15
29.166666666666668,12
29.25,15
29.333333333333332,10
29.416666666666668,12
29.5,12
29.583333333333332,9
29.666666666666668,14
29.75,13
29.833333333333332,12
29.916666666666668,13
30,11
30.083333333333332,8
30.166666666666668,13
30.25,11
30.333333333333332,11
30.416666666666668,8
30.5,10
30.583333333333332,11
30.666666666666668,15
30.75,17
30.833333333333332,12
30.916666666666668,12
31,10
31.083333333333332,15
31.166666666666668,13
31.25,10
31.333333333333332,17
31.416666666666668,14
31.5,10
31.583333333333332,11
31.666666666666668,16
31.75,10
31.833333333333332,13
31.916666666666668,15
32,16
32.083333333333336,14
32.166666666666664,14
32.25,12
32.333333333333336,15
32.416666666666664,11
32.5,10
32.583333333333336,14
32.666666666666664,15
32.75,14
32.833333333333336,13
32.916666666666664,16
33,14
33.083333333333336,13
33.166666666666664,14
33.25,17
33.333333333333336,14
33.416666666666664,14
33.5,15
33.583333333333336,14
33.666666666666664,17
33.75,12
33.833333333333336,16
33.916666666666664,14
34,14
34.083333333333336,16
34.166666666666664,18
34.25,17
34.333333333333336,14
34.416666666666664,10
34.5,17
34.583333333333336,10
34.666666666666664,14
34.75,17
34.833333333333336,14
34.916666666666664,10
35,16
35.083333333333336,15
35.166666666666664,14
35.25,17
35.333333333333336,11
35.416666666666664,13
35.5,13
35.583333333333336,15
35.666666666666664,17
35.75,13
35.833333333333336,16
35.916666666666664,13
36,14
36.083333333333336,18
36.166666666666664,14
36.25,15
36.333333333333336,14
36.416666666666664,12
36.5,10
36.583333333333336,16
36.666666666666664,13
36.75,18
36.833333333333336,18
36.916666666666664,13
37,14
37.083333333333336,14
37.166666666666664,13
37.25,13
37.333333333333336,12
37.416666666666664,12
37.5,12
37.583333333333336,14
37.666666666666664,14
37.75,12
37.833333333333336,16
37.916666666666664,13
38,16
38.083333333333336,11
38.166666666666664,14
38.25,14
38.333333333333336,18
38.416666666666664,18
38.5,13
38.583333333333336,12
38.666666666666664,17
38.75,17
38.833333333333336,14
38.916666666666664,15
39,14
39.083333333333336,10
39.166666666666664,17
39.25,10
39.333333333333336,12
39.416666666666664,14
39.5,12
39.583333333333336,12
39.666666666666664,13
39.75,10
39.833333333333336,14
39.916666666666664,12
40,13
40.083333333333336,14
40.166666666666664,13
40.25,18
40.333333333333336,16
40.416666666666664,14
40.5,13
40.583333333333336,16
40.666666666666664,16
40.75,14
40.833333333333336,17
40.916666666666664,17
41,16
41.083333333333336,17
41.166666666666664,15
41.25,17
41.333333333333336,11
41.416666666666664,15
41.5,13
41.583333333333336,16
41.666666666666664,12
41.75,12
41.833333333333336,14
41.916666666666664,17
42,12
42.083333333333336,17
42.166666666666664,10
42.25,11
42.333333333333336,16
42.416666666666664,12
42.5,16
42.583333333333336,15
42.666666666666664,15
42.75,16
42.833333333333336,15
42.916666666666664,15
43,11
43.083333333333336,16
43.166666666666664,17
43.25,17
43.333333333333336,13
43.416666666666664,11
43.5,16
43.583333333333336,15
43.666666666666664,18
43.75,11
43.833333333333336,14
43.916666666666664,18
44,16
44.083333333333336,17
44.166666666666664,14
44.25,16
44.333333333333336,14
44.416666666666664,17
44.5,15
44.583333333333336,15
44.666666666666664,14
44.75,18
44.833333333333336,11
44.916666666666664,12
45,12
45.083333333333336,15
45.166666666666664,14
45.25,14
45.333333333333336,13
45.416666666666664,12
45.5,14
45.583333333333336,14
45.666666666666664,14
45.75,15
45.833333333333336,17
45.916666666666664,12
46,12
46.083333333333336,16
46.166666666666664,11
46.25,14
46.333333333333336,13
46.416666666666664,15
46.5,12
46.583333333333336,13
46.666666666666664,14
46.75,16
46.833333333333336,14
46.916666666666664,13
47,14
47.083333333333336,17
47.166666666666664,15
47.25,14
47.333333333333336,13
47.416666666666664,13
47.5,17
47.583333333333336,14
47.666666666666664,15
47.75,18
47.833333333333336,15
47.916666666666664,15
