"Hours since thread went live","Tadaima, Okaeri - Episode 2 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,4
0.4166666666666667,3
0.5,2
0.5833333333333334,3
0.6666666666666666,3
0.75,5
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,5
1.1666666666666667,6
1.25,7
1.3333333333333333,6
1.4166666666666667,9
1.5,8
1.5833333333333333,10
1.6666666666666667,9
1.75,10
1.8333333333333333,9
1.9166666666666667,12
2,12
2.0833333333333335,13
2.1666666666666665,12
2.25,17
2.3333333333333335,18
2.4166666666666665,18
2.5,16
2.5833333333333335,16
2.6666666666666665,14
2.75,17
2.8333333333333335,17
2.9166666666666665,16
3,19
3.0833333333333335,20
3.1666666666666665,22
3.25,21
3.3333333333333335,19
3.4166666666666665,21
3.5,20
3.5833333333333335,19
3.6666666666666665,20
3.75,21
3.8333333333333335,24
3.9166666666666665,26
4,22
4.083333333333333,25
4.166666666666667,24
4.25,23
4.333333333333333,25
4.416666666666667,27
4.5,27
4.583333333333333,27
4.666666666666667,28
4.75,25
4.833333333333333,27
4.916666666666667,31
5,31
5.083333333333333,32
5.166666666666667,29
5.25,31
5.333333333333333,33
5.416666666666667,31
5.5,30
5.583333333333333,31
5.666666666666667,34
5.75,31
5.833333333333333,35
5.916666666666667,37
6,37
6.083333333333333,36
6.166666666666667,39
6.25,39
6.333333333333333,39
6.416666666666667,43
6.5,42
6.583333333333333,42
6.666666666666667,43
6.75,42
6.833333333333333,41
6.916666666666667,39
7,42
7.083333333333333,39
7.166666666666667,42
7.25,46
7.666666666666667,44
7.75,46
7.833333333333333,43
7.916666666666667,42
8,43
8.083333333333334,44
8.166666666666666,43
8.25,46
8.333333333333334,42
8.416666666666666,44
8.5,44
8.583333333333334,41
8.666666666666666,44
8.75,47
8.833333333333334,49
8.916666666666666,46
9,49
9.083333333333334,50
9.166666666666666,48
9.25,49
9.333333333333334,52
9.416666666666666,49
9.5,51
9.583333333333334,52
9.666666666666666,54
9.75,49
9.833333333333334,52
9.916666666666666,49
10,54
10.083333333333334,55
10.166666666666666,52
10.25,55
10.333333333333334,58
10.416666666666666,57
10.5,57
10.583333333333334,52
10.666666666666666,57
10.75,59
10.833333333333334,55
10.916666666666666,54
11,53
11.083333333333334,54
11.166666666666666,54
11.25,52
11.333333333333334,53
11.416666666666666,57
11.5,54
11.583333333333334,57
11.666666666666666,57
11.75,58
11.833333333333334,55
11.916666666666666,56
12,54
12.083333333333334,55
12.166666666666666,57
12.25,54
12.333333333333334,54
12.416666666666666,60
12.5,57
12.583333333333334,55
12.666666666666666,53
12.75,59
12.833333333333334,56
12.916666666666666,58
13,56
13.083333333333334,53
13.166666666666666,59
13.25,56
13.333333333333334,54
13.416666666666666,53
13.5,56
13.583333333333334,56
13.666666666666666,59
13.75,56
13.833333333333334,53
13.916666666666666,57
14,61
14.083333333333334,61
14.166666666666666,57
14.25,56
14.333333333333334,59
14.416666666666666,60
14.5,59
14.583333333333334,59
14.666666666666666,59
14.75,58
14.833333333333334,58
14.916666666666666,58
15,59
15.083333333333334,59
15.166666666666666,60
15.25,57
15.333333333333334,61
15.416666666666666,59
15.5,55
15.583333333333334,59
15.666666666666666,58
15.75,58
15.833333333333334,57
15.916666666666666,55
16,56
16.083333333333332,56
16.166666666666668,60
16.25,60
16.333333333333332,60
16.416666666666668,60
16.5,60
16.583333333333332,60
16.666666666666668,63
16.75,62
16.833333333333332,62
16.916666666666668,65
17,61
17.083333333333332,58
17.166666666666668,61
17.25,62
17.333333333333332,62
17.416666666666668,61
17.5,65
17.583333333333332,58
17.666666666666668,60
17.75,60
17.833333333333332,63
17.916666666666668,63
18,62
18.083333333333332,57
18.166666666666668,57
18.25,57
18.333333333333332,63
18.416666666666668,62
18.5,58
18.583333333333332,58
18.666666666666668,60
18.75,57
18.833333333333332,58
18.916666666666668,58
19,58
19.083333333333332,57
19.166666666666668,62
19.25,59
19.333333333333332,60
19.416666666666668,57
19.5,56
19.583333333333332,57
19.666666666666668,57
19.75,61
19.833333333333332,57
19.916666666666668,60
20,58
20.083333333333332,60
20.166666666666668,60
20.25,63
20.333333333333332,61
20.416666666666668,58
20.5,60
20.583333333333332,59
20.666666666666668,57
20.75,59
20.833333333333332,62
20.916666666666668,58
21,59
21.083333333333332,61
21.166666666666668,58
21.25,62
21.333333333333332,62
21.416666666666668,64
21.5,59
21.583333333333332,58
21.666666666666668,65
21.75,64
21.833333333333332,57
21.916666666666668,64
22,65
22.083333333333332,57
22.166666666666668,59
22.25,65
22.333333333333332,58
22.416666666666668,59
22.5,62
22.583333333333332,62
22.666666666666668,60
22.75,60
22.833333333333332,61
22.916666666666668,60
23,58
23.083333333333332,63
23.166666666666668,61
23.25,60
23.333333333333332,59
23.416666666666668,61
23.5,58
23.583333333333332,57
23.666666666666668,60
23.75,61
23.833333333333332,60
23.916666666666668,59
24,57
24.083333333333332,56
24.166666666666668,60
24.25,61
24.333333333333332,62
24.416666666666668,62
24.5,59
24.583333333333332,60
