"Hours since thread went live","Yuru Camp△ Season 3 • Laid-Back Camp Season 3 - Episode 6 discussion"
0,2
0,7
0.08333333333333333,17
0.16666666666666666,23
0.25,32
0.3333333333333333,40
0.4166666666666667,43
0.5,52
0.5833333333333334,53
0.6666666666666666,60
0.75,62
0.8333333333333334,72
0.9166666666666666,77
1,84
1.0833333333333333,89
1.1666666666666667,95
1.25,98
1.3333333333333333,100
1.4166666666666667,106
1.5,107
1.5833333333333333,110
1.6666666666666667,116
1.75,125
1.8333333333333333,127
1.9166666666666667,135
2,144
2.0833333333333335,149
2.1666666666666665,153
2.25,163
2.3333333333333335,170
2.4166666666666665,170
2.5,174
2.5833333333333335,184
2.6666666666666665,190
2.75,194
2.8333333333333335,195
2.9166666666666665,200
3,206
3.0833333333333335,207
3.1666666666666665,214
3.25,215
3.3333333333333335,221
3.4166666666666665,229
3.5,233
3.5833333333333335,233
3.6666666666666665,238
3.75,238
3.8333333333333335,239
3.9166666666666665,245
4,249
4.083333333333333,253
4.166666666666667,255
4.25,256
4.333333333333333,261
4.416666666666667,263
4.5,269
4.583333333333333,274
4.666666666666667,269
4.75,275
4.833333333333333,277
4.916666666666667,279
5,280
5.083333333333333,287
5.166666666666667,287
5.25,287
5.333333333333333,290
5.416666666666667,290
5.5,291
5.583333333333333,295
5.666666666666667,301
5.75,299
5.833333333333333,302
5.916666666666667,306
6,308
6.083333333333333,310
6.166666666666667,309
6.25,310
6.333333333333333,318
6.416666666666667,321
6.5,320
6.583333333333333,317
6.666666666666667,322
6.75,331
6.833333333333333,328
6.916666666666667,333
7,328
7.083333333333333,335
7.166666666666667,341
7.25,348
7.333333333333333,342
7.416666666666667,344
7.5,352
7.583333333333333,349
7.666666666666667,357
7.75,359
7.833333333333333,359
7.916666666666667,361
8,359
8.083333333333334,366
8.166666666666666,364
8.25,377
8.333333333333334,373
8.416666666666666,374
8.5,380
8.583333333333334,381
8.666666666666666,382
8.75,382
8.833333333333334,382
8.916666666666666,387
9,383
9.083333333333334,392
9.166666666666666,394
9.25,395
9.333333333333334,396
9.416666666666666,402
9.5,405
9.583333333333334,403
9.666666666666666,406
9.75,408
9.833333333333334,409
9.916666666666666,418
10,413
10.083333333333334,421
10.166666666666666,422
10.25,425
10.333333333333334,432
10.416666666666666,425
10.5,430
10.583333333333334,433
10.666666666666666,438
10.75,430
10.833333333333334,436
10.916666666666666,437
11,440
11.083333333333334,441
11.166666666666666,438
11.25,445
11.333333333333334,446
11.416666666666666,448
11.5,451
11.583333333333334,453
11.666666666666666,456
11.75,456
11.833333333333334,451
11.916666666666666,458
12,461
12.083333333333334,464
12.166666666666666,464
12.25,461
12.333333333333334,467
12.416666666666666,467
12.5,466
12.583333333333334,467
12.666666666666666,464
12.75,473
12.833333333333334,478
12.916666666666666,471
13,474
13.083333333333334,483
13.166666666666666,484
13.25,485
13.333333333333334,480
13.416666666666666,484
13.5,492
13.583333333333334,484
13.666666666666666,492
13.75,497
13.833333333333334,494
13.916666666666666,499
14,492
14.083333333333334,493
14.166666666666666,501
14.25,503
14.333333333333334,505
14.416666666666666,504
14.5,503
14.583333333333334,500
14.666666666666666,502
14.75,506
14.833333333333334,507
14.916666666666666,502
15,503
15.083333333333334,501
15.166666666666666,501
15.25,505
15.333333333333334,503
15.416666666666666,504
15.5,508
15.583333333333334,513
15.666666666666666,504
15.75,509
15.833333333333334,506
15.916666666666666,510
16,511
16.083333333333332,511
16.166666666666668,512
16.25,514
16.333333333333332,519
16.416666666666668,516
16.5,520
16.583333333333332,516
16.666666666666668,519
16.75,515
16.833333333333332,517
