"Hours since thread went live","Kaii to Otome to Kamikakushi • Mysterious Disappearances - Episode 5 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,5
0.25,6
0.3333333333333333,8
0.4166666666666667,10
0.5,13
0.5833333333333334,17
0.6666666666666666,18
0.75,20
0.8333333333333334,20
0.9166666666666666,22
1,22
1.0833333333333333,26
1.1666666666666667,32
1.25,35
1.3333333333333333,42
1.4166666666666667,42
1.5,39
1.5833333333333333,49
1.6666666666666667,52
1.75,53
1.8333333333333333,53
1.9166666666666667,54
2,56
2.0833333333333335,59
2.1666666666666665,63
2.25,63
2.3333333333333335,68
2.4166666666666665,71
2.5,75
2.5833333333333335,76
2.6666666666666665,75
2.75,80
2.8333333333333335,83
2.9166666666666665,83
3,89
3.0833333333333335,85
3.1666666666666665,91
3.25,93
3.3333333333333335,96
3.4166666666666665,102
3.5,100
3.5833333333333335,105
3.6666666666666665,109
3.75,111
3.8333333333333335,112
3.9166666666666665,116
4,115
4.083333333333333,116
4.166666666666667,122
4.25,120
4.333333333333333,124
4.416666666666667,124
4.5,129
4.583333333333333,131
4.666666666666667,133
4.75,138
4.833333333333333,141
4.916666666666667,141
5,140
5.083333333333333,146
5.166666666666667,142
5.25,146
5.333333333333333,150
5.416666666666667,149
5.5,147
5.583333333333333,153
5.666666666666667,153
5.75,152
5.833333333333333,151
5.916666666666667,155
6,155
6.083333333333333,157
6.166666666666667,162
6.25,163
6.333333333333333,159
6.416666666666667,165
6.5,163
6.583333333333333,161
6.666666666666667,160
6.75,165
6.833333333333333,166
6.916666666666667,169
7,167
7.083333333333333,170
7.166666666666667,170
7.25,176
7.333333333333333,176
7.416666666666667,178
7.5,178
7.583333333333333,179
7.666666666666667,181
7.75,184
7.833333333333333,184
7.916666666666667,183
8,181
8.083333333333334,185
8.166666666666666,184
8.25,187
8.333333333333334,182
8.416666666666666,184
8.5,189
8.583333333333334,186
8.666666666666666,188
8.75,185
8.833333333333334,188
8.916666666666666,189
9,191
9.083333333333334,194
9.166666666666666,189
9.25,196
9.333333333333334,190
9.416666666666666,195
9.5,195
9.583333333333334,194
9.666666666666666,193
9.75,196
9.833333333333334,196
9.916666666666666,195
10,198
10.083333333333334,195
10.166666666666666,201
10.25,199
10.333333333333334,200
10.416666666666666,200
10.5,199
10.583333333333334,198
10.666666666666666,201
10.75,202
10.833333333333334,203
10.916666666666666,202
11,198
11.083333333333334,204
11.166666666666666,204
11.25,207
11.333333333333334,205
11.416666666666666,213
11.5,207
11.583333333333334,208
11.666666666666666,215
11.75,215
11.833333333333334,214
11.916666666666666,220
12,221
12.083333333333334,220
12.166666666666666,218
12.25,221
12.333333333333334,221
12.416666666666666,222
12.5,227
12.583333333333334,226
12.666666666666666,230
12.75,230
12.833333333333334,232
12.916666666666666,235
13,232
13.083333333333334,235
13.166666666666666,234
13.25,233
13.333333333333334,236
13.416666666666666,237
13.5,242
13.583333333333334,239
13.666666666666666,235
13.75,243
13.833333333333334,238
13.916666666666666,242
14,242
14.083333333333334,243
14.166666666666666,245
14.25,245
14.333333333333334,246
14.416666666666666,248
14.5,246
14.583333333333334,246
14.666666666666666,247
14.75,247
14.833333333333334,248
14.916666666666666,246
15,246
15.083333333333334,250
15.166666666666666,251
15.25,246
15.333333333333334,249
15.416666666666666,255
15.5,253
15.583333333333334,255
15.666666666666666,256
15.75,260
15.833333333333334,260
15.916666666666666,261
16,259
16.083333333333332,259
16.166666666666668,258
16.25,262
16.333333333333332,259
16.416666666666668,257
16.5,264
16.583333333333332,269
16.666666666666668,267
16.75,267
16.833333333333332,268
16.916666666666668,269
17,267
17.083333333333332,271
17.166666666666668,271
17.25,271
17.333333333333332,267
17.416666666666668,268
17.5,265
17.583333333333332,269
17.666666666666668,267
17.75,265
17.833333333333332,269
17.916666666666668,268
18,269
18.083333333333332,270
18.166666666666668,270
18.25,273
18.333333333333332,268
18.416666666666668,274
18.5,270
18.583333333333332,269
18.666666666666668,269
18.75,268
18.833333333333332,271
18.916666666666668,271
19,268
19.083333333333332,272
19.166666666666668,269
19.25,272
19.333333333333332,273
19.416666666666668,276
19.5,274
19.583333333333332,274
19.666666666666668,276
19.75,280
19.833333333333332,277
19.916666666666668,278
20,280
20.083333333333332,276
20.166666666666668,276
20.25,277
20.333333333333332,277
20.416666666666668,279
20.5,278
20.583333333333332,278
20.666666666666668,283
20.75,281
20.833333333333332,283
20.916666666666668,282
21,284
21.083333333333332,288
21.166666666666668,286
21.25,283
21.333333333333332,285
21.416666666666668,287
21.5,285
21.583333333333332,288
21.666666666666668,285
21.75,285
21.833333333333332,284
21.916666666666668,287
22,283
22.083333333333332,282
22.166666666666668,285
22.25,284
22.333333333333332,286
22.416666666666668,282
22.5,286
22.583333333333332,286
22.666666666666668,287
22.75,285
22.833333333333332,285
22.916666666666668,288
23,281
23.083333333333332,285
23.166666666666668,283
23.25,285
23.333333333333332,286
23.416666666666668,285
23.5,287
23.583333333333332,284
23.666666666666668,288
23.75,286
23.833333333333332,288
23.916666666666668,285
24,288
24.083333333333332,291
24.166666666666668,292
24.25,291
24.333333333333332,290
24.416666666666668,291
24.5,292
24.583333333333332,291
24.666666666666668,286
24.75,294
24.833333333333332,292
24.916666666666668,290
25,291
25.083333333333332,295
25.166666666666668,290
25.25,296
25.333333333333332,293
25.416666666666668,296
25.5,292
25.583333333333332,292
25.666666666666668,291
25.75,290
25.833333333333332,293
25.916666666666668,297
26,294
26.083333333333332,295
26.166666666666668,300
26.25,299
26.333333333333332,297
26.416666666666668,301
26.5,301
26.583333333333332,301
26.666666666666668,296
26.75,300
26.833333333333332,294
26.916666666666668,302
27,300
27.083333333333332,299
27.166666666666668,297
27.25,298
27.333333333333332,300
27.416666666666668,301
27.5,300
27.583333333333332,302
27.666666666666668,300
27.75,303
27.833333333333332,303
27.916666666666668,304
28,306
28.083333333333332,301
28.166666666666668,307
28.25,303
28.333333333333332,304
28.416666666666668,304
28.5,303
28.583333333333332,306
28.666666666666668,307
28.75,302
28.833333333333332,306
28.916666666666668,302
29,304
29.083333333333332,307
29.166666666666668,308
29.25,310
29.333333333333332,307
29.416666666666668,307
29.5,303
29.583333333333332,305
29.666666666666668,305
29.75,307
29.833333333333332,305
29.916666666666668,302
30,308
30.083333333333332,306
30.166666666666668,304
30.25,308
30.333333333333332,305
30.416666666666668,306
30.5,306
30.583333333333332,304
30.666666666666668,304
30.75,304
30.833333333333332,309
30.916666666666668,306
31,308
31.083333333333332,308
31.166666666666668,308
31.25,308
31.333333333333332,306
31.416666666666668,309
31.5,307
31.583333333333332,313
31.666666666666668,313
31.75,313
31.833333333333332,309
31.916666666666668,310
32,308
32.083333333333336,312
32.166666666666664,308
32.25,310
32.333333333333336,308
32.416666666666664,310
32.5,311
32.583333333333336,311
32.666666666666664,312
32.75,311
32.833333333333336,307
32.916666666666664,310
33,314
33.083333333333336,311
33.166666666666664,313
33.25,313
33.333333333333336,309
33.416666666666664,313
33.5,311
33.583333333333336,311
33.666666666666664,313
33.75,315
33.833333333333336,312
33.916666666666664,313
34,312
34.083333333333336,310
34.166666666666664,310
34.25,314
34.333333333333336,312
34.416666666666664,313
34.5,312
34.583333333333336,311
34.666666666666664,313
34.75,314
34.833333333333336,311
34.916666666666664,312
35,314
35.083333333333336,312
35.166666666666664,314
35.25,313
35.333333333333336,313
35.416666666666664,312
35.5,313
35.583333333333336,314
35.666666666666664,317
35.75,317
35.833333333333336,314
35.916666666666664,317
36,316
36.083333333333336,315
36.166666666666664,313
36.25,314
36.333333333333336,314
36.416666666666664,313
36.5,313
36.583333333333336,311
36.666666666666664,317
36.75,311
36.833333333333336,315
36.916666666666664,317
37,311
37.083333333333336,316
37.166666666666664,316
37.25,317
37.333333333333336,318
37.416666666666664,318
37.5,315
37.583333333333336,318
37.666666666666664,317
37.75,311
37.833333333333336,315
37.916666666666664,318
38,316
38.083333333333336,316
38.166666666666664,315
38.25,316
38.333333333333336,312
38.416666666666664,315
38.5,317
38.583333333333336,317
38.666666666666664,314
38.75,316
38.833333333333336,317
38.916666666666664,319
