"Hours since thread went live","Rinkai! - Episode 7 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,3
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,2
1.3333333333333333,2
1.4166666666666667,2
1.5,2
1.5833333333333333,3
1.6666666666666667,2
1.75,0
1.8333333333333333,0
1.9166666666666667,1
2,1
2.0833333333333335,2
2.1666666666666665,3
2.25,3
2.3333333333333335,4
2.4166666666666665,4
2.5,3
2.5833333333333335,2
2.6666666666666665,4
2.75,3
2.8333333333333335,4
2.9166666666666665,4
3,5
3.0833333333333335,6
3.1666666666666665,4
3.25,5
3.3333333333333335,3
3.4166666666666665,5
3.5,5
3.5833333333333335,5
3.6666666666666665,2
3.75,4
3.8333333333333335,2
3.9166666666666665,5
4,4
4.083333333333333,5
4.166666666666667,3
4.25,6
4.333333333333333,6
4.416666666666667,3
4.5,4
4.583333333333333,6
4.666666666666667,6
4.75,5
4.833333333333333,6
4.916666666666667,4
5,6
5.083333333333333,7
5.166666666666667,5
5.25,4
5.333333333333333,6
5.416666666666667,5
5.5,7
5.583333333333333,4
5.666666666666667,6
5.75,7
5.833333333333333,7
5.916666666666667,5
6,5
6.083333333333333,5
6.166666666666667,5
6.25,5
6.333333333333333,6
6.416666666666667,5
6.5,6
6.583333333333333,3
6.666666666666667,6
6.75,5
6.833333333333333,6
6.916666666666667,6
7,7
7.083333333333333,5
7.166666666666667,6
7.25,6
7.333333333333333,5
7.416666666666667,5
7.5,4
7.583333333333333,5
7.666666666666667,6
7.75,4
7.833333333333333,6
7.916666666666667,4
8,4
8.083333333333334,6
8.166666666666666,6
8.25,6
8.333333333333334,4
8.416666666666666,6
8.5,7
8.583333333333334,8
8.666666666666666,6
8.75,7
8.833333333333334,7
8.916666666666666,8
9,6
9.083333333333334,7
9.166666666666666,7
9.25,9
9.333333333333334,9
9.416666666666666,7
9.5,9
9.583333333333334,7
9.666666666666666,7
9.75,7
9.833333333333334,9
9.916666666666666,8
10,9
10.083333333333334,8
10.166666666666666,9
10.25,9
10.333333333333334,8
10.416666666666666,6
10.5,6
10.583333333333334,8
10.666666666666666,7
10.75,7
10.833333333333334,7
10.916666666666666,7
11,7
11.083333333333334,7
11.166666666666666,7
11.25,8
11.333333333333334,10
11.416666666666666,9
11.5,10
11.583333333333334,9
11.666666666666666,10
11.75,8
11.833333333333334,9
11.916666666666666,7
12,7
12.083333333333334,8
12.166666666666666,7
12.25,7
12.333333333333334,7
12.416666666666666,9
12.5,7
12.583333333333334,6
12.666666666666666,8
12.75,6
12.833333333333334,8
12.916666666666666,6
13,9
13.083333333333334,9
13.166666666666666,10
13.25,9
13.333333333333334,8
13.416666666666666,8
13.5,10
13.583333333333334,11
13.666666666666666,7
13.75,7
13.833333333333334,10
13.916666666666666,9
14,9
14.083333333333334,8
14.166666666666666,9
14.25,8
14.333333333333334,9
14.416666666666666,10
14.5,8
14.583333333333334,8
14.666666666666666,9
14.75,11
14.833333333333334,11
14.916666666666666,9
15,8
15.083333333333334,7
15.166666666666666,8
15.25,8
15.333333333333334,8
15.416666666666666,10
15.5,11
15.583333333333334,7
15.666666666666666,8
15.75,8
15.833333333333334,9
15.916666666666666,8
16,9
16.083333333333332,9
16.166666666666668,7
16.25,10
16.333333333333332,8
16.416666666666668,7
16.5,9
16.583333333333332,8
16.666666666666668,10
16.75,10
16.833333333333332,11
16.916666666666668,11
17,8
17.083333333333332,10
17.166666666666668,10
17.25,8
17.333333333333332,9
17.416666666666668,8
17.5,9
17.583333333333332,10
17.666666666666668,7
17.75,9
17.833333333333332,8
17.916666666666668,7
18,9
18.083333333333332,9
18.166666666666668,11
18.25,9
18.333333333333332,11
18.416666666666668,8
18.5,10
18.583333333333332,7
18.666666666666668,9
18.75,11
18.833333333333332,10
18.916666666666668,7
19,7
19.083333333333332,11
19.166666666666668,9
19.25,7
19.333333333333332,9
19.416666666666668,9
19.5,9
19.583333333333332,7
19.666666666666668,11
19.75,9
19.833333333333332,9
19.916666666666668,10
20,8
20.083333333333332,8
20.166666666666668,10
20.25,10
20.333333333333332,9
20.416666666666668,9
20.5,7
20.583333333333332,10
20.666666666666668,9
20.75,8
20.833333333333332,8
20.916666666666668,9
21,10
21.083333333333332,11
21.166666666666668,10
21.25,8
21.333333333333332,9
21.416666666666668,9
21.5,10
21.583333333333332,9
21.666666666666668,8
21.75,8
21.833333333333332,11
