"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 2 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,4
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,3
1.25,3
1.3333333333333333,3
1.4166666666666667,4
1.5,2
1.5833333333333333,1
1.6666666666666667,2
1.75,4
1.8333333333333333,2
1.9166666666666667,5
2,4
2.0833333333333335,2
2.1666666666666665,5
2.25,3
2.3333333333333335,2
2.4166666666666665,5
2.5,4
2.5833333333333335,5
2.6666666666666665,3
2.75,6
2.8333333333333335,5
2.9166666666666665,2
3,5
3.0833333333333335,3
3.1666666666666665,3
3.25,3
3.3333333333333335,6
3.4166666666666665,7
3.5,5
3.5833333333333335,5
3.6666666666666665,4
3.75,6
3.8333333333333335,5
3.9166666666666665,4
4,8
4.083333333333333,5
4.166666666666667,3
4.25,5
4.333333333333333,4
4.416666666666667,3
4.5,5
4.583333333333333,5
4.666666666666667,5
4.75,5
4.833333333333333,6
4.916666666666667,6
5,8
5.083333333333333,5
5.166666666666667,7
5.25,5
5.333333333333333,7
5.416666666666667,5
5.5,9
5.583333333333333,8
5.666666666666667,9
5.75,7
5.833333333333333,8
5.916666666666667,10
6,7
6.083333333333333,6
6.166666666666667,6
6.25,7
6.333333333333333,6
6.416666666666667,7
6.5,8
6.583333333333333,8
6.666666666666667,7
6.75,9
6.833333333333333,10
6.916666666666667,7
7,7
7.083333333333333,9
7.166666666666667,9
7.25,7
7.333333333333333,8
7.416666666666667,6
7.5,8
7.583333333333333,10
7.666666666666667,6
7.75,10
7.833333333333333,7
7.916666666666667,7
8,6
8.083333333333334,6
8.166666666666666,7
8.25,8
8.333333333333334,8
8.416666666666666,10
8.5,9
8.583333333333334,8
8.666666666666666,9
8.75,7
8.833333333333334,7
8.916666666666666,7
9,6
9.083333333333334,8
9.166666666666666,8
9.25,8
9.333333333333334,9
9.416666666666666,9
9.5,7
9.583333333333334,7
9.666666666666666,9
9.75,10
9.833333333333334,7
9.916666666666666,8
10,7
10.083333333333334,10
10.166666666666666,9
10.25,10
10.333333333333334,8
10.416666666666666,7
10.5,9
10.583333333333334,10
10.666666666666666,9
10.75,9
10.833333333333334,9
10.916666666666666,11
11,9
11.083333333333334,8
11.166666666666666,7
11.25,9
11.333333333333334,10
11.416666666666666,8
11.5,8
11.583333333333334,9
11.666666666666666,11
11.75,8
11.833333333333334,11
11.916666666666666,10
12,10
12.083333333333334,8
12.166666666666666,9
12.25,9
12.333333333333334,8
12.416666666666666,9
12.5,8
12.583333333333334,10
12.666666666666666,11
12.75,9
12.833333333333334,9
12.916666666666666,9
13,12
13.083333333333334,10
13.166666666666666,10
13.25,9
13.333333333333334,9
13.416666666666666,12
13.5,9
13.583333333333334,12
13.666666666666666,9
13.75,10
13.833333333333334,10
13.916666666666666,12
14,10
14.083333333333334,9
14.166666666666666,12
14.25,10
14.333333333333334,8
14.416666666666666,8
14.583333333333334,9
14.666666666666666,10
14.75,12
14.833333333333334,9
14.916666666666666,10
15,11
15.083333333333334,10
15.166666666666666,12
15.25,8
15.333333333333334,9
15.416666666666666,9
15.5,10
15.583333333333334,10
15.666666666666666,10
15.75,11
15.833333333333334,8
15.916666666666666,10
16,10
16.083333333333332,9
16.166666666666668,10
16.25,8
16.333333333333332,9
16.416666666666668,9
16.5,10
16.583333333333332,10
16.666666666666668,10
16.75,9
16.833333333333332,11
16.916666666666668,12
17,11
17.083333333333332,11
17.166666666666668,11
17.25,9
17.333333333333332,13
17.416666666666668,12
17.5,9
17.583333333333332,11
17.666666666666668,11
17.75,12
17.833333333333332,11
17.916666666666668,10
18,10
18.083333333333332,9
18.166666666666668,13
18.25,10
18.333333333333332,9
18.416666666666668,12
18.5,11
18.583333333333332,10
18.666666666666668,11
18.75,12
18.833333333333332,10
18.916666666666668,13
19,11
19.083333333333332,9
19.166666666666668,11
19.25,13
19.333333333333332,13
19.416666666666668,12
19.5,11
19.583333333333332,13
19.666666666666668,9
19.75,11
19.833333333333332,12
19.916666666666668,11
20,10
20.083333333333332,10
20.166666666666668,10
20.25,8
20.333333333333332,9
20.416666666666668,11
20.5,12
20.583333333333332,12
20.666666666666668,12
20.75,10
20.833333333333332,10
20.916666666666668,9
21,9
21.083333333333332,10
21.166666666666668,11
21.25,11
21.333333333333332,11
21.416666666666668,11
21.5,9
21.583333333333332,11
21.666666666666668,11
21.75,9
21.833333333333332,12
21.916666666666668,9
22,9
22.083333333333332,10
22.166666666666668,11
22.25,10
22.333333333333332,8
22.416666666666668,10
22.5,11
22.583333333333332,12
22.666666666666668,10
22.75,10
22.833333333333332,10
22.916666666666668,10
23,10
23.083333333333332,11
23.166666666666668,10
23.25,11
23.333333333333332,11
23.416666666666668,8
23.5,12
23.583333333333332,10
23.666666666666668,10
23.75,9
23.833333333333332,8
23.916666666666668,10
24,10
24.083333333333332,10
24.166666666666668,8
24.25,9
24.333333333333332,12
24.416666666666668,9
24.5,10
24.583333333333332,11
24.666666666666668,8
24.75,11
24.833333333333332,12
24.916666666666668,10
25,12
25.083333333333332,8
25.166666666666668,8
25.25,11
25.333333333333332,9
25.416666666666668,8
25.5,10
25.583333333333332,11
25.666666666666668,10
25.75,12
25.833333333333332,11
25.916666666666668,12
26,11
26.083333333333332,11
26.166666666666668,11
26.25,10
26.333333333333332,11
26.416666666666668,10
26.5,10
26.583333333333332,10
26.666666666666668,9
26.75,9
26.833333333333332,10
26.916666666666668,10
27,8
27.083333333333332,10
27.166666666666668,8
27.25,10
27.333333333333332,10
27.416666666666668,9
27.5,12
27.583333333333332,11
27.666666666666668,12
27.75,10
27.833333333333332,12
27.916666666666668,9
28,9
28.083333333333332,12
28.166666666666668,9
28.25,12
28.333333333333332,11
28.416666666666668,12
28.5,12
28.583333333333332,11
28.666666666666668,12
28.75,13
28.833333333333332,11
28.916666666666668,11
29,11
29.083333333333332,10
29.166666666666668,11
29.25,9
29.333333333333332,13
29.416666666666668,12
29.5,10
29.583333333333332,11
29.666666666666668,11
29.75,11
29.833333333333332,12
29.916666666666668,11
30,11
30.083333333333332,11
30.166666666666668,10
30.25,11
30.333333333333332,13
30.416666666666668,11
30.5,13
30.583333333333332,10
30.666666666666668,12
30.75,12
30.833333333333332,12
30.916666666666668,9
31,11
31.083333333333332,12
31.166666666666668,12
31.25,12
31.333333333333332,12
31.416666666666668,12
31.5,13
31.583333333333332,13
31.666666666666668,12
31.75,12
31.833333333333332,13
31.916666666666668,14
32,11
32.083333333333336,12
32.166666666666664,11
32.25,10
32.333333333333336,12
32.416666666666664,11
32.5,12
32.583333333333336,10
32.666666666666664,11
32.75,13
32.833333333333336,14
32.916666666666664,12
33,13
33.083333333333336,12
33.166666666666664,15
33.25,13
33.333333333333336,13
33.416666666666664,12
33.5,13
33.583333333333336,11
33.666666666666664,13
33.75,13
33.833333333333336,13
33.916666666666664,12
34,13
34.083333333333336,12
34.166666666666664,12
34.25,13
34.333333333333336,13
34.416666666666664,14
34.5,11
34.583333333333336,14
34.666666666666664,15
34.75,13
34.833333333333336,15
34.916666666666664,14
35,12
35.083333333333336,13
35.166666666666664,15
35.25,13
35.333333333333336,13
35.416666666666664,13
35.5,15
35.583333333333336,13
35.666666666666664,11
35.75,11
35.833333333333336,12
35.916666666666664,13
36,11
36.083333333333336,13
36.166666666666664,12
36.25,13
36.333333333333336,13
36.416666666666664,14
36.5,12
36.583333333333336,13
36.666666666666664,11
36.75,12
36.833333333333336,11
36.916666666666664,14
37,14
37.083333333333336,13
37.166666666666664,12
37.25,12
37.333333333333336,12
37.416666666666664,11
37.5,12
37.583333333333336,13
37.666666666666664,13
37.75,13
37.833333333333336,14
37.916666666666664,12
38,13
38.083333333333336,13
38.166666666666664,13
38.25,14
38.333333333333336,14
38.416666666666664,12
38.5,15
38.583333333333336,13
38.666666666666664,11
38.75,12
38.833333333333336,12
38.916666666666664,12
39,14
