"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 11 discussion"
14.25,1688
14.333333333333334,1691
14.416666666666666,1699
14.5,1703
14.583333333333334,1705
14.666666666666666,1712
14.75,1720
14.833333333333334,1725
14.916666666666666,1726
15,1728
15.083333333333334,1734
15.166666666666666,1735
15.25,1742
15.333333333333334,1736
15.416666666666666,1739
15.5,1744
15.583333333333334,1744
15.666666666666666,1747
15.75,1751
15.833333333333334,1756
15.916666666666666,1762
16,1768
16.083333333333332,1769
16.166666666666668,1776
16.25,1773
16.333333333333332,1782
16.416666666666668,1777
16.5,1780
16.583333333333332,1788
16.666666666666668,1785
16.75,1789
16.833333333333332,1800
16.916666666666668,1800
17,1801
17.083333333333332,1808
17.166666666666668,1806
17.25,1809
17.333333333333332,1813
17.416666666666668,1813
17.5,1817
17.583333333333332,1818
17.666666666666668,1818
17.75,1824
17.833333333333332,1822
17.916666666666668,1829
18,1830
18.083333333333332,1838
18.166666666666668,1838
18.25,1839
18.333333333333332,1851
18.416666666666668,1852
18.5,1848
18.583333333333332,1854
18.666666666666668,1864
18.75,1868
18.833333333333332,1868
18.916666666666668,1867
19,1869
19.083333333333332,1869
19.166666666666668,1867
19.25,1877
19.333333333333332,1873
19.416666666666668,1875
19.5,1884
19.583333333333332,1890
19.666666666666668,1886
19.75,1890
19.833333333333332,1897
19.916666666666668,1900
20,1905
20.083333333333332,1905
20.166666666666668,1914
20.25,1911
20.333333333333332,1918
20.416666666666668,1920
20.5,1923
20.583333333333332,1922
20.666666666666668,1928
20.75,1934
20.833333333333332,1936
20.916666666666668,1933
21,1943
21.083333333333332,1938
21.166666666666668,1944
21.25,1943
21.333333333333332,1950
21.416666666666668,1950
21.5,1962
21.583333333333332,1958
21.666666666666668,1966
21.75,1967
21.833333333333332,1962
21.916666666666668,1971
22,1973
22.083333333333332,1975
22.166666666666668,1975
22.25,1981
22.333333333333332,1982
22.416666666666668,1989
22.5,1980
22.583333333333332,1984
22.666666666666668,1992
22.75,1991
22.833333333333332,2001
22.916666666666668,2001
23,2001
23.083333333333332,2010
23.166666666666668,2009
23.25,2012
23.333333333333332,2015
23.416666666666668,2016
23.5,2018
23.583333333333332,2022
23.666666666666668,2025
23.75,2022
23.833333333333332,2028
23.916666666666668,2032
24,2039
24.083333333333332,2038
24.166666666666668,2036
24.25,2040
24.333333333333332,2044
24.416666666666668,2045
24.5,2048
24.583333333333332,2054
24.666666666666668,2052
24.75,2058
24.833333333333332,2060
24.916666666666668,2061
25,2054
25.083333333333332,2063
25.166666666666668,2073
25.25,2068
25.333333333333332,2072
25.416666666666668,2078
25.5,2076
25.583333333333332,2078
25.666666666666668,2078
25.75,2076
25.833333333333332,2078
25.916666666666668,2072
26,2082
26.083333333333332,2083
26.166666666666668,2083
26.25,2082
26.333333333333332,2086
26.416666666666668,2080
26.5,2086
26.583333333333332,2087
26.666666666666668,2089
26.75,2086
26.833333333333332,2090
26.916666666666668,2100
27,2093
27.083333333333332,2094
27.166666666666668,2100
27.25,2096
27.333333333333332,2100
27.416666666666668,2105
27.5,2106
27.583333333333332,2108
27.666666666666668,2115
27.75,2113
27.833333333333332,2113
27.916666666666668,2117
28,2111
28.083333333333332,2115
28.166666666666668,2112
28.25,2118
28.333333333333332,2115
28.416666666666668,2121
28.5,2120
28.583333333333332,2124
28.666666666666668,2125
28.75,2129
28.833333333333332,2125
28.916666666666668,2129
29,2129
29.083333333333332,2129
29.166666666666668,2134
29.25,2135
29.333333333333332,2137
29.416666666666668,2134
29.5,2133
29.583333333333332,2132
29.666666666666668,2135
29.75,2141
29.833333333333332,2138
29.916666666666668,2137
30,2144
30.083333333333332,2135
30.166666666666668,2138
30.25,2135
30.333333333333332,2137
30.416666666666668,2138
30.5,2146
30.583333333333332,2148
30.666666666666668,2151
30.75,2154
30.833333333333332,2152
30.916666666666668,2152
31,2150
31.083333333333332,2146
31.166666666666668,2158
31.25,2157
31.333333333333332,2154
31.416666666666668,2157
31.5,2159
31.583333333333332,2162
31.666666666666668,2163
31.75,2157
31.833333333333332,2159
31.916666666666668,2165
32,2160
32.083333333333336,2163
32.166666666666664,2166
32.25,2170
32.333333333333336,2166
32.416666666666664,2164
32.5,2165
32.583333333333336,2168
32.666666666666664,2173
32.75,2175
32.833333333333336,2169
32.916666666666664,2173
33,2178
33.083333333333336,2181
33.166666666666664,2181
33.25,2178
33.333333333333336,2187
33.416666666666664,2181
33.5,2186
33.583333333333336,2181
33.666666666666664,2179
33.75,2177
33.833333333333336,2186
33.916666666666664,2186
34,2185
34.083333333333336,2187
34.166666666666664,2191
34.25,2192
34.333333333333336,2188
34.416666666666664,2195
34.5,2196
34.583333333333336,2198
34.666666666666664,2195
34.75,2198
34.833333333333336,2200
34.916666666666664,2200
35,2199
35.083333333333336,2203
35.166666666666664,2202
35.25,2199
35.333333333333336,2198
35.416666666666664,2203
35.5,2207
35.583333333333336,2207
35.666666666666664,2208
35.75,2209
35.833333333333336,2209
35.916666666666664,2207
36,2213
36.083333333333336,2205
36.166666666666664,2215
36.25,2214
36.333333333333336,2213
36.416666666666664,2213
36.5,2217
36.583333333333336,2223
36.666666666666664,2220
36.75,2218
36.833333333333336,2222
36.916666666666664,2220
37,2218
37.083333333333336,2219
37.166666666666664,2222
37.25,2222
37.333333333333336,2219
37.416666666666664,2218
37.5,2225
37.583333333333336,2225
37.666666666666664,2219
37.75,2217
37.833333333333336,2219
37.916666666666664,2217
38,2220
38.083333333333336,2223
38.166666666666664,2217
38.25,2221
38.333333333333336,2221
38.416666666666664,2221
38.5,2222
38.583333333333336,2221
38.666666666666664,2222
38.75,2228
38.833333333333336,2223
38.916666666666664,2224
39,2225
39.083333333333336,2229
39.166666666666664,2223
39.25,2230
39.333333333333336,2230
39.416666666666664,2231
39.5,2226
39.583333333333336,2233
39.666666666666664,2233
39.75,2229
39.833333333333336,2229
39.916666666666664,2234
40,2233
40.083333333333336,2237
40.166666666666664,2230
40.25,2233
40.333333333333336,2240
40.416666666666664,2236
40.5,2233
40.583333333333336,2240
40.666666666666664,2241
40.75,2240
40.833333333333336,2237
40.916666666666664,2238
41,2233
41.083333333333336,2239
41.166666666666664,2239
41.25,2244
41.333333333333336,2242
41.416666666666664,2246
41.5,2238
41.583333333333336,2245
41.666666666666664,2245
41.75,2247
41.833333333333336,2241
41.916666666666664,2243
42,2245
42.083333333333336,2238
42.166666666666664,2241
42.25,2243
42.333333333333336,2242
42.416666666666664,2241
42.5,2245
42.583333333333336,2242
42.666666666666664,2245
42.75,2245
42.833333333333336,2243
42.916666666666664,2240
43,2244
43.083333333333336,2246
43.166666666666664,2242
43.25,2245
43.333333333333336,2244
43.416666666666664,2247
43.5,2243
43.583333333333336,2247
43.666666666666664,2248
43.75,2247
43.833333333333336,2250
43.916666666666664,2250
44,2246
44.083333333333336,2247
44.166666666666664,2254
44.25,2250
44.333333333333336,2249
44.416666666666664,2250
44.5,2248
44.583333333333336,2255
44.666666666666664,2258
44.75,2256
44.833333333333336,2256
44.916666666666664,2255
45,2256
45.083333333333336,2256
45.166666666666664,2256
45.25,2258
45.333333333333336,2256
45.416666666666664,2260
45.5,2255
45.583333333333336,2258
45.666666666666664,2263
45.75,2263
45.833333333333336,2259
45.916666666666664,2257
46,2257
46.083333333333336,2261
46.166666666666664,2253
46.25,2256
46.333333333333336,2256
46.416666666666664,2261
46.5,2260
46.583333333333336,2263
46.666666666666664,2262
46.75,2258
46.833333333333336,2265
46.916666666666664,2267
47,2261
47.083333333333336,2268
47.166666666666664,2262
47.25,2263
47.333333333333336,2260
47.416666666666664,2266
47.5,2265
47.583333333333336,2259
47.666666666666664,2264
47.75,2265
47.833333333333336,2264
47.916666666666664,2265
