"Hours since thread went live","Pokémon Horizons: The Series - Episode 46 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,5
0.6666666666666666,6
0.75,7
0.8333333333333334,7
0.9166666666666666,9
1,9
1.0833333333333333,10
1.1666666666666667,10
1.25,11
1.3333333333333333,10
1.4166666666666667,12
1.5,13
1.5833333333333333,18
1.6666666666666667,17
1.75,17
1.8333333333333333,17
1.9166666666666667,23
2,24
2.0833333333333335,23
2.1666666666666665,23
2.25,21
2.3333333333333335,22
2.4166666666666665,23
2.5,24
2.5833333333333335,25
2.6666666666666665,25
2.75,25
2.8333333333333335,24
2.9166666666666665,24
3,24
3.0833333333333335,24
3.1666666666666665,25
3.25,27
3.3333333333333335,26
3.4166666666666665,27
3.5,25
3.5833333333333335,26
3.6666666666666665,25
3.75,26
3.8333333333333335,26
3.9166666666666665,28
4,30
4.083333333333333,29
4.166666666666667,31
4.25,29
4.333333333333333,32
4.416666666666667,31
4.5,31
4.583333333333333,34
4.666666666666667,34
4.75,31
4.833333333333333,31
4.916666666666667,32
5,32
5.083333333333333,34
5.166666666666667,37
5.25,35
5.333333333333333,38
5.416666666666667,36
5.5,33
5.583333333333333,37
5.666666666666667,37
5.75,36
5.833333333333333,39
5.916666666666667,34
6,35
6.083333333333333,40
6.166666666666667,38
6.25,38
6.333333333333333,37
6.416666666666667,39
6.5,38
6.583333333333333,41
6.666666666666667,42
6.75,40
6.833333333333333,43
6.916666666666667,41
7,45
7.083333333333333,45
7.166666666666667,44
7.25,43
7.333333333333333,44
7.416666666666667,43
7.5,42
7.583333333333333,43
7.666666666666667,44
7.75,49
7.833333333333333,48
7.916666666666667,43
8,48
8.083333333333334,49
8.166666666666666,49
8.25,43
8.333333333333334,42
8.416666666666666,46
8.5,49
8.583333333333334,47
8.666666666666666,50
8.75,55
8.833333333333334,50
8.916666666666666,48
9,53
9.083333333333334,53
9.166666666666666,53
9.25,55
9.333333333333334,57
9.416666666666666,52
9.5,54
9.583333333333334,54
9.666666666666666,58
9.75,59
9.833333333333334,56
9.916666666666666,62
10,60
10.083333333333334,58
10.166666666666666,58
10.25,57
10.333333333333334,59
10.416666666666666,61
10.5,61
10.583333333333334,66
10.666666666666666,64
10.75,64
10.833333333333334,63
10.916666666666666,62
11,66
11.083333333333334,67
11.166666666666666,65
11.25,68
11.333333333333334,61
11.416666666666666,65
11.5,65
11.583333333333334,62
11.666666666666666,67
11.75,65
11.833333333333334,66
11.916666666666666,69
12,62
12.083333333333334,65
12.166666666666666,65
12.25,68
12.333333333333334,69
12.416666666666666,66
12.5,70
12.583333333333334,70
12.666666666666666,70
12.75,71
12.833333333333334,68
12.916666666666666,68
13,73
13.083333333333334,73
13.166666666666666,75
13.25,74
13.333333333333334,72
13.416666666666666,74
13.5,76
13.583333333333334,70
13.666666666666666,74
13.75,74
13.833333333333334,76
13.916666666666666,69
14,72
14.083333333333334,71
14.166666666666666,74
14.25,72
14.333333333333334,72
14.416666666666666,72
14.5,75
14.583333333333334,76
14.666666666666666,71
14.75,75
14.833333333333334,76
14.916666666666666,74
15,75
15.083333333333334,71
15.166666666666666,74
15.25,74
15.333333333333334,72
15.416666666666666,73
15.5,77
15.583333333333334,73
15.666666666666666,76
15.75,77
15.833333333333334,79
15.916666666666666,79
16,76
16.083333333333332,79
16.166666666666668,77
16.25,77
16.333333333333332,73
16.416666666666668,77
16.5,77
16.583333333333332,77
16.666666666666668,79
16.75,77
16.833333333333332,79
16.916666666666668,80
17,76
17.083333333333332,79
17.166666666666668,81
17.25,78
17.333333333333332,79
17.416666666666668,81
17.5,75
17.583333333333332,77
17.666666666666668,79
17.75,77
17.833333333333332,79
17.916666666666668,79
18,82
18.083333333333332,79
18.166666666666668,78
18.25,83
18.333333333333332,81
18.416666666666668,80
18.5,80
18.583333333333332,83
18.666666666666668,79
18.75,81
18.833333333333332,80
18.916666666666668,80
19,83
19.083333333333332,80
19.166666666666668,85
19.25,81
19.333333333333332,80
19.416666666666668,82
19.5,84
19.583333333333332,79
19.666666666666668,78
19.75,79
19.833333333333332,80
19.916666666666668,81
20,81
20.083333333333332,81
20.166666666666668,78
20.25,85
20.333333333333332,83
20.416666666666668,82
20.5,83
20.583333333333332,81
20.666666666666668,84
20.75,80
20.833333333333332,84
20.916666666666668,83
21,82
21.083333333333332,82
21.166666666666668,83
21.25,85
21.333333333333332,84
21.416666666666668,82
21.5,84
21.583333333333332,86
21.666666666666668,81
21.75,80
21.833333333333332,84
21.916666666666668,83
22,82
22.083333333333332,84
22.166666666666668,83
22.25,86
22.333333333333332,86
22.416666666666668,82
22.5,84
22.583333333333332,81
22.666666666666668,84
22.75,83
22.833333333333332,83
22.916666666666668,86
23,85
23.083333333333332,82
23.166666666666668,87
23.25,84
23.333333333333332,87
23.416666666666668,86
23.5,82
23.583333333333332,86
23.666666666666668,82
23.75,83
23.833333333333332,85
23.916666666666668,87
24,82
24.083333333333332,84
24.166666666666668,84
24.25,86
24.333333333333332,84
24.416666666666668,87
24.5,82
24.583333333333332,84
24.666666666666668,85
24.75,90
24.833333333333332,82
24.916666666666668,84
25,85
25.083333333333332,85
25.166666666666668,86
25.25,83
25.333333333333332,87
25.416666666666668,85
25.5,86
25.583333333333332,89
25.666666666666668,84
25.75,83
25.833333333333332,86
25.916666666666668,87
26,88
26.083333333333332,85
26.166666666666668,87
26.25,85
26.333333333333332,89
26.416666666666668,90
26.5,86
26.583333333333332,90
26.666666666666668,86
26.75,86
26.833333333333332,88
26.916666666666668,86
27,89
27.083333333333332,88
27.166666666666668,89
27.25,91
27.333333333333332,87
27.416666666666668,88
27.5,89
27.583333333333332,86
27.666666666666668,87
27.75,91
27.833333333333332,88
27.916666666666668,87
28,86
28.083333333333332,88
28.166666666666668,92
28.25,85
28.333333333333332,85
28.416666666666668,89
28.5,89
28.583333333333332,88
28.666666666666668,89
28.75,92
28.833333333333332,88
28.916666666666668,88
29,92
29.083333333333332,87
29.166666666666668,88
29.25,88
29.333333333333332,85
29.416666666666668,89
29.5,87
29.583333333333332,89
29.666666666666668,93
29.75,87
29.833333333333332,86
29.916666666666668,90
30,93
30.083333333333332,87
30.166666666666668,90
30.25,92
30.333333333333332,90
30.416666666666668,91
30.5,87
30.583333333333332,88
30.666666666666668,93
30.75,88
30.833333333333332,88
30.916666666666668,91
31,88
31.083333333333332,90
31.166666666666668,89
31.25,90
31.333333333333332,90
31.416666666666668,87
31.5,88
31.583333333333332,89
31.666666666666668,90
31.75,88
31.833333333333332,89
31.916666666666668,93
32,89
32.083333333333336,91
32.166666666666664,88
32.25,87
32.333333333333336,87
32.416666666666664,86
32.5,90
32.583333333333336,94
32.666666666666664,90
32.75,90
32.833333333333336,87
32.916666666666664,87
33,92
33.083333333333336,90
33.166666666666664,89
33.25,86
33.333333333333336,93
33.416666666666664,91
33.5,89
33.583333333333336,91
33.666666666666664,91
33.75,91
33.833333333333336,88
33.916666666666664,92
34,92
34.083333333333336,92
34.166666666666664,90
34.25,93
34.333333333333336,89
34.416666666666664,90
34.5,91
34.583333333333336,90
34.666666666666664,89
34.75,93
34.833333333333336,87
34.916666666666664,93
35,89
35.083333333333336,89
35.166666666666664,90
35.25,88
35.333333333333336,89
35.416666666666664,94
35.5,87
