"Hours since thread went live","Mahouka Koukou no Rettousei Season 3 • The Irregular at Magic High School Season 3 - Episode 3 discussion"
25.416666666666668,460
25.5,455
25.583333333333332,461
25.666666666666668,459
25.75,457
25.833333333333332,456
25.916666666666668,464
26,461
26.083333333333332,457
26.166666666666668,460
26.25,457
26.333333333333332,464
26.416666666666668,457
26.5,455
26.583333333333332,457
26.666666666666668,456
26.75,463
26.833333333333332,464
26.916666666666668,463
27,461
27.083333333333332,464
27.166666666666668,462
27.25,458
27.333333333333332,459
27.416666666666668,464
27.5,454
27.583333333333332,458
27.666666666666668,461
27.75,459
27.833333333333332,458
27.916666666666668,462
28,460
28.083333333333332,465
28.166666666666668,465
28.25,463
28.333333333333332,461
28.416666666666668,462
28.5,462
28.583333333333332,463
28.666666666666668,459
28.75,464
28.833333333333332,467
28.916666666666668,462
29,464
29.083333333333332,462
29.166666666666668,464
29.25,468
29.333333333333332,466
29.416666666666668,462
29.5,460
29.583333333333332,464
29.666666666666668,466
29.75,464
29.833333333333332,468
29.916666666666668,467
30,469
30.083333333333332,463
30.166666666666668,462
30.25,471
30.333333333333332,466
30.416666666666668,464
30.5,467
30.583333333333332,463
30.666666666666668,467
30.75,473
30.833333333333332,468
30.916666666666668,464
31,464
31.083333333333332,468
31.166666666666668,468
31.25,465
31.333333333333332,465
31.416666666666668,470
31.5,468
31.583333333333332,467
31.666666666666668,472
31.75,473
31.833333333333332,468
31.916666666666668,463
32,464
32.083333333333336,465
32.166666666666664,467
32.25,466
32.333333333333336,462
32.416666666666664,469
32.5,468
32.583333333333336,466
32.666666666666664,470
32.75,469
32.833333333333336,469
32.916666666666664,468
33,465
33.083333333333336,471
33.166666666666664,466
33.25,466
33.333333333333336,472
33.416666666666664,464
33.5,467
33.583333333333336,470
33.666666666666664,472
33.75,473
33.833333333333336,468
33.916666666666664,468
34,469
34.083333333333336,466
34.166666666666664,475
34.25,474
34.333333333333336,468
34.416666666666664,467
34.5,475
34.583333333333336,469
34.666666666666664,471
34.75,470
34.833333333333336,471
34.916666666666664,464
35,469
35.083333333333336,470
35.166666666666664,470
35.25,475
35.333333333333336,468
35.416666666666664,472
35.5,472
35.583333333333336,471
35.666666666666664,468
35.75,471
35.833333333333336,472
35.916666666666664,468
36,474
36.083333333333336,473
36.166666666666664,467
36.25,470
36.333333333333336,475
36.416666666666664,476
36.5,474
36.583333333333336,473
36.666666666666664,471
36.75,471
36.833333333333336,471
36.916666666666664,472
37,475
37.083333333333336,472
37.166666666666664,474
37.25,470
37.333333333333336,476
37.416666666666664,478
37.5,472
37.583333333333336,473
37.666666666666664,476
37.75,474
37.833333333333336,477
37.916666666666664,475
38,476
38.083333333333336,475
38.166666666666664,480
38.25,473
38.333333333333336,474
38.416666666666664,471
38.5,472
38.583333333333336,470
38.666666666666664,480
38.75,478
38.833333333333336,476
38.916666666666664,479
39,475
39.083333333333336,470
39.166666666666664,476
39.25,475
39.333333333333336,470
39.416666666666664,480
39.5,473
39.583333333333336,475
39.666666666666664,471
39.75,476
39.833333333333336,477
39.916666666666664,478
40,475
40.083333333333336,474
40.166666666666664,472
40.25,476
40.333333333333336,475
40.416666666666664,473
40.5,476
40.583333333333336,474
40.666666666666664,475
40.75,476
40.833333333333336,478
40.916666666666664,475
41,478
41.083333333333336,470
41.166666666666664,471
41.25,470
41.333333333333336,475
41.416666666666664,479
41.5,470
41.583333333333336,476
41.666666666666664,476
41.75,472
41.833333333333336,476
41.916666666666664,472
42,472
42.083333333333336,480
42.166666666666664,471
42.25,481
42.333333333333336,477
42.416666666666664,477
42.5,477
42.583333333333336,474
42.666666666666664,480
42.75,475
42.833333333333336,476
42.916666666666664,480
43,478
43.083333333333336,477
43.166666666666664,477
43.25,478
43.333333333333336,475
43.416666666666664,476
43.5,479
43.583333333333336,481
43.666666666666664,476
43.75,478
43.833333333333336,474
43.916666666666664,473
44,478
44.083333333333336,476
44.166666666666664,482
44.25,477
44.333333333333336,476
44.416666666666664,482
44.5,478
44.583333333333336,476
44.666666666666664,478
44.75,476
44.833333333333336,479
44.916666666666664,477
45,478
45.083333333333336,481
45.166666666666664,479
45.25,473
45.333333333333336,480
45.416666666666664,478
45.5,475
45.583333333333336,476
45.666666666666664,476
45.75,479
45.833333333333336,478
45.916666666666664,477
46,482
46.083333333333336,479
46.166666666666664,483
46.25,480
46.333333333333336,476
46.416666666666664,477
46.5,485
46.583333333333336,487
46.666666666666664,479
46.75,479
46.833333333333336,477
46.916666666666664,487
47,482
47.083333333333336,485
47.166666666666664,479
47.25,486
47.333333333333336,482
47.416666666666664,487
47.5,482
47.583333333333336,485
47.666666666666664,481
47.75,485
47.833333333333336,489
47.916666666666664,483
