"Hours since thread went live","Kingdom Season 5 - Episode 13 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,4
0.4166666666666667,4
0.5,5
0.5833333333333334,6
0.6666666666666666,8
0.75,11
0.8333333333333334,12
0.9166666666666666,14
1,15
1.0833333333333333,16
1.1666666666666667,18
1.25,18
1.3333333333333333,19
1.4166666666666667,21
1.5,21
1.5833333333333333,24
1.6666666666666667,24
1.75,26
1.8333333333333333,29
1.9166666666666667,31
2,29
2.0833333333333335,29
2.1666666666666665,31
2.25,33
2.3333333333333335,31
2.4166666666666665,30
2.5,31
2.5833333333333335,32
2.6666666666666665,31
2.75,35
2.8333333333333335,36
2.9166666666666665,33
3,34
3.0833333333333335,36
3.1666666666666665,35
3.25,39
3.3333333333333335,37
3.4166666666666665,41
3.5,38
3.5833333333333335,38
3.6666666666666665,43
3.75,42
3.8333333333333335,43
3.9166666666666665,46
4,44
4.083333333333333,46
4.166666666666667,46
4.25,46
4.333333333333333,50
4.416666666666667,46
4.5,50
4.583333333333333,50
4.666666666666667,51
4.75,52
4.833333333333333,52
4.916666666666667,50
5,56
5.083333333333333,56
5.166666666666667,53
5.25,57
5.333333333333333,56
5.416666666666667,58
5.5,55
5.583333333333333,60
5.666666666666667,62
5.75,62
5.833333333333333,63
5.916666666666667,61
6,62
6.083333333333333,64
6.166666666666667,66
6.25,63
6.333333333333333,62
6.416666666666667,64
6.5,64
6.583333333333333,67
6.666666666666667,66
6.75,69
6.833333333333333,67
6.916666666666667,71
7,66
7.083333333333333,66
7.166666666666667,68
7.25,66
7.333333333333333,69
7.416666666666667,71
7.5,72
7.583333333333333,70
7.666666666666667,72
7.75,75
7.833333333333333,70
7.916666666666667,75
8,69
8.083333333333334,72
8.166666666666666,73
8.25,71
8.333333333333334,72
8.416666666666666,71
8.5,76
8.583333333333334,72
8.666666666666666,76
8.75,70
8.833333333333334,78
8.916666666666666,72
9,75
9.083333333333334,78
9.166666666666666,76
9.25,77
9.333333333333334,77
9.416666666666666,77
9.5,77
9.583333333333334,78
9.666666666666666,79
9.75,83
9.833333333333334,80
9.916666666666666,82
10,80
10.083333333333334,82
10.166666666666666,84
10.25,81
10.333333333333334,83
10.416666666666666,84
10.5,81
10.583333333333334,88
10.666666666666666,81
10.75,84
10.833333333333334,88
10.916666666666666,87
11,89
11.083333333333334,90
11.166666666666666,89
11.25,89
11.333333333333334,93
11.416666666666666,91
11.5,93
11.583333333333334,92
11.666666666666666,92
11.75,95
11.833333333333334,96
11.916666666666666,98
12,98
12.083333333333334,96
12.166666666666666,98
12.25,97
12.333333333333334,95
12.416666666666666,99
12.5,97
12.583333333333334,100
12.666666666666666,101
12.75,99
12.833333333333334,99
12.916666666666666,96
13,100
13.083333333333334,98
13.166666666666666,99
13.25,96
13.333333333333334,98
13.416666666666666,98
13.5,96
13.583333333333334,100
13.666666666666666,96
13.75,98
13.833333333333334,101
13.916666666666666,100
14,99
14.083333333333334,100
14.166666666666666,99
14.25,104
14.333333333333334,104
14.416666666666666,107
14.5,104
14.583333333333334,106
14.666666666666666,106
14.75,110
14.833333333333334,111
14.916666666666666,108
15,112
15.083333333333334,108
15.166666666666666,107
15.25,109
15.333333333333334,109
15.416666666666666,110
15.5,112
15.583333333333334,109
15.666666666666666,108
15.75,112
15.833333333333334,112
15.916666666666666,111
16,110
16.083333333333332,115
16.166666666666668,116
16.25,113
16.333333333333332,108
16.416666666666668,112
16.5,114
16.583333333333332,113
16.666666666666668,111
16.75,111
16.833333333333332,109
16.916666666666668,113
17,114
17.083333333333332,111
17.166666666666668,111
17.25,116
17.333333333333332,113
17.416666666666668,110
17.5,116
17.583333333333332,114
17.666666666666668,114
17.75,113
17.833333333333332,116
17.916666666666668,117
18,115
18.083333333333332,115
18.166666666666668,116
18.25,117
18.333333333333332,115
18.416666666666668,118
18.5,120
18.583333333333332,118
18.666666666666668,116
18.75,115
18.833333333333332,114
18.916666666666668,118
19,117
19.083333333333332,121
19.166666666666668,117
19.25,119
19.333333333333332,120
19.416666666666668,121
19.5,119
19.583333333333332,120
19.666666666666668,122
19.75,123
19.833333333333332,118
19.916666666666668,119
20,118
20.083333333333332,123
20.166666666666668,120
20.25,118
20.333333333333332,120
20.416666666666668,120
20.5,121
20.583333333333332,117
20.666666666666668,121
20.75,122
20.833333333333332,123
20.916666666666668,122
21,121
21.083333333333332,123
21.166666666666668,122
21.25,122
21.333333333333332,126
21.416666666666668,126
21.5,124
21.583333333333332,122
21.666666666666668,121
21.75,122
21.833333333333332,123
21.916666666666668,121
22,125
22.083333333333332,126
22.166666666666668,123
22.25,126
22.333333333333332,120
22.416666666666668,121
22.5,127
22.583333333333332,124
22.666666666666668,124
22.75,124
22.833333333333332,124
22.916666666666668,125
23,121
23.083333333333332,124
23.166666666666668,121
23.25,120
23.333333333333332,124
23.416666666666668,130
23.5,126
23.583333333333332,125
23.666666666666668,131
23.75,127
23.833333333333332,129
23.916666666666668,130
24,127
24.083333333333332,127
24.166666666666668,125
24.25,124
24.333333333333332,126
24.416666666666668,129
24.5,127
24.583333333333332,125
24.666666666666668,130
24.75,130
24.833333333333332,129
24.916666666666668,132
25,131
25.083333333333332,126
25.166666666666668,126
25.25,131
25.333333333333332,128
25.416666666666668,131
25.5,127
25.583333333333332,126
25.666666666666668,132
25.75,130
25.833333333333332,132
25.916666666666668,129
26,130
26.083333333333332,132
26.166666666666668,132
26.25,126
26.333333333333332,129
26.416666666666668,130
26.5,127
26.583333333333332,131
26.666666666666668,131
26.75,132
26.833333333333332,130
26.916666666666668,132
27,129
27.083333333333332,134
27.166666666666668,129
27.25,130
27.333333333333332,130
27.416666666666668,129
27.5,129
27.583333333333332,128
27.666666666666668,130
27.75,131
27.833333333333332,129
27.916666666666668,129
28,130
28.083333333333332,135
28.166666666666668,134
28.25,132
28.333333333333332,132
28.416666666666668,136
28.5,134
28.583333333333332,132
28.666666666666668,130
28.75,133
28.833333333333332,128
28.916666666666668,132
29,136
29.083333333333332,133
29.166666666666668,133
29.25,132
29.333333333333332,131
29.416666666666668,131
29.5,131
29.583333333333332,134
29.666666666666668,132
29.75,132
29.833333333333332,132
29.916666666666668,132
30,131
30.083333333333332,132
30.166666666666668,131
30.25,130
30.333333333333332,134
30.416666666666668,131
30.5,134
30.583333333333332,131
30.666666666666668,130
30.75,133
30.833333333333332,132
30.916666666666668,131
31,134
31.083333333333332,135
31.166666666666668,131
31.25,134
31.333333333333332,132
31.416666666666668,132
31.5,135
31.583333333333332,134
31.666666666666668,134
31.75,133
31.833333333333332,138
31.916666666666668,130
32,130
32.083333333333336,133
32.166666666666664,131
32.25,133
32.333333333333336,136
32.416666666666664,138
32.5,134
32.583333333333336,135
32.666666666666664,132
32.75,137
32.833333333333336,134
32.916666666666664,134
33,137
33.083333333333336,134
33.166666666666664,134
33.25,133
33.333333333333336,130
33.416666666666664,135
33.5,132
33.583333333333336,136
33.666666666666664,135
33.75,135
33.833333333333336,136
33.916666666666664,135
34,132
34.083333333333336,135
34.166666666666664,136
34.25,136
34.333333333333336,135
34.416666666666664,137
34.5,136
34.583333333333336,135
34.666666666666664,133
34.75,132
34.916666666666664,136
35,134
35.083333333333336,135
35.166666666666664,133
35.25,135
35.333333333333336,135
35.416666666666664,134
35.5,133
35.583333333333336,137
35.666666666666664,137
35.75,134
35.833333333333336,137
35.916666666666664,131
36,134
36.083333333333336,138
36.166666666666664,135
36.25,136
36.333333333333336,135
36.416666666666664,135
36.5,137
36.583333333333336,134
36.666666666666664,135
36.75,139
36.833333333333336,135
36.916666666666664,135
37,136
37.083333333333336,131
37.166666666666664,135
37.25,135
37.333333333333336,132
37.416666666666664,139
37.5,136
37.583333333333336,134
37.666666666666664,135
37.75,136
37.833333333333336,132
37.916666666666664,133
38,133
38.083333333333336,133
38.166666666666664,135
38.25,132
38.333333333333336,139
38.416666666666664,135
38.5,132
38.583333333333336,135
38.666666666666664,138
38.75,137
38.833333333333336,135
38.916666666666664,138
39,135
39.083333333333336,136
39.166666666666664,135
