"Hours since thread went live","Shinkalion: Change the World - Episode 2 discussion"
0,2
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,3
0.3333333333333333,3
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,5
0.8333333333333334,5
0.9166666666666666,5
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,4
1.4166666666666667,4
1.5,5
1.5833333333333333,6
1.6666666666666667,5
1.75,5
1.8333333333333333,7
1.9166666666666667,5
2,6
2.0833333333333335,7
2.1666666666666665,8
2.25,7
2.3333333333333335,7
2.4166666666666665,7
2.5,8
2.5833333333333335,8
2.6666666666666665,7
2.75,8
2.8333333333333335,9
2.9166666666666665,7
3,9
3.0833333333333335,10
3.1666666666666665,12
3.25,11
3.3333333333333335,10
3.4166666666666665,10
3.5,11
3.5833333333333335,9
3.6666666666666665,9
3.75,10
3.8333333333333335,8
3.9166666666666665,7
4,8
4.083333333333333,8
4.166666666666667,8
4.25,10
4.333333333333333,8
4.416666666666667,9
4.5,8
4.583333333333333,8
4.666666666666667,8
4.75,8
4.833333333333333,10
4.916666666666667,8
5,7
5.083333333333333,8
5.166666666666667,11
5.25,9
5.333333333333333,10
5.416666666666667,9
5.5,10
5.583333333333333,9
5.666666666666667,10
5.75,8
5.833333333333333,8
5.916666666666667,7
6,9
6.083333333333333,10
6.166666666666667,7
6.25,8
6.333333333333333,6
6.416666666666667,7
6.5,9
6.583333333333333,6
6.666666666666667,9
6.75,9
6.833333333333333,7
6.916666666666667,8
7,6
7.083333333333333,8
7.166666666666667,9
7.25,5
7.333333333333333,7
7.416666666666667,7
7.5,8
7.583333333333333,6
7.666666666666667,5
7.75,8
7.833333333333333,6
7.916666666666667,8
8,8
8.083333333333334,4
8.166666666666666,5
8.25,6
8.333333333333334,8
8.416666666666666,6
8.5,7
8.583333333333334,8
8.666666666666666,8
8.75,7
8.833333333333334,9
8.916666666666666,9
9,10
9.083333333333334,9
9.166666666666666,9
9.25,8
9.333333333333334,10
9.416666666666666,9
9.5,10
9.583333333333334,10
9.666666666666666,10
9.75,8
9.833333333333334,10
9.916666666666666,10
10,10
10.083333333333334,9
10.166666666666666,10
10.25,10
10.333333333333334,12
10.416666666666666,13
10.5,9
10.583333333333334,13
10.666666666666666,12
10.75,8
10.833333333333334,11
10.916666666666666,11
11,10
11.083333333333334,9
11.166666666666666,11
11.25,9
11.333333333333334,9
11.416666666666666,10
11.5,11
11.583333333333334,10
11.666666666666666,11
11.75,9
11.833333333333334,12
11.916666666666666,8
12,8
12.083333333333334,10
12.166666666666666,9
12.25,11
12.333333333333334,11
12.416666666666666,10
12.5,9
12.583333333333334,9
12.666666666666666,11
12.75,12
12.833333333333334,9
12.916666666666666,10
13,9
13.083333333333334,12
13.166666666666666,12
13.25,11
13.333333333333334,11
13.416666666666666,11
13.5,11
13.583333333333334,11
13.666666666666666,11
13.75,10
13.833333333333334,11
13.916666666666666,10
14,11
14.083333333333334,11
14.166666666666666,11
14.25,12
14.333333333333334,11
14.416666666666666,10
14.5,10
14.583333333333334,11
14.666666666666666,12
14.75,11
14.833333333333334,12
14.916666666666666,10
15,13
15.083333333333334,13
15.166666666666666,15
15.25,13
15.333333333333334,12
15.416666666666666,13
15.5,14
15.583333333333334,11
15.666666666666666,13
15.75,11
15.833333333333334,14
15.916666666666666,14
16,12
16.083333333333332,11
16.166666666666668,13
16.25,13
16.333333333333332,13
16.416666666666668,14
16.5,13
16.583333333333332,11
16.666666666666668,13
16.75,12
16.833333333333332,14
16.916666666666668,15
17,13
17.083333333333332,12
17.166666666666668,14
17.25,14
17.333333333333332,12
