"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 3 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,3
0.6666666666666666,4
0.75,3
0.8333333333333334,4
0.9166666666666666,3
1,3
1.0833333333333333,4
1.1666666666666667,4
1.25,5
1.3333333333333333,7
1.4166666666666667,5
1.5,4
1.5833333333333333,6
1.6666666666666667,3
1.75,6
1.8333333333333333,3
1.9166666666666667,5
2,4
2.0833333333333335,6
2.1666666666666665,3
2.25,5
2.3333333333333335,5
2.4166666666666665,4
2.5,5
2.5833333333333335,5
2.6666666666666665,6
2.75,6
2.8333333333333335,5
3,5
3,4
3.0833333333333335,4
3.1666666666666665,6
3.25,5
3.3333333333333335,6
3.4166666666666665,5
3.5,4
3.5833333333333335,4
3.6666666666666665,7
3.75,10
3.8333333333333335,8
3.9166666666666665,8
4,6
4.083333333333333,8
4.166666666666667,7
4.25,7
4.333333333333333,9
4.416666666666667,8
4.5,8
4.583333333333333,10
4.666666666666667,7
4.75,8
4.833333333333333,8
4.916666666666667,8
5,8
5.083333333333333,9
5.166666666666667,11
5.25,8
5.333333333333333,10
5.416666666666667,9
5.5,11
5.583333333333333,11
5.666666666666667,7
5.75,8
5.833333333333333,10
5.916666666666667,12
6,11
6.166666666666667,9
6.25,9
6.333333333333333,12
6.416666666666667,9
6.5,8
6.583333333333333,10
6.666666666666667,9
6.75,11
6.833333333333333,10
6.916666666666667,11
7,10
7.083333333333333,10
7.166666666666667,11
7.25,11
7.333333333333333,10
7.416666666666667,10
7.5,10
7.583333333333333,10
7.666666666666667,10
7.75,11
7.833333333333333,10
7.916666666666667,11
8,10
8.083333333333334,8
8.166666666666666,10
8.25,9
8.333333333333334,10
8.416666666666666,9
8.5,10
8.583333333333334,11
8.666666666666666,12
8.75,12
8.833333333333334,12
9,12
9,12
9.083333333333334,10
9.166666666666666,9
9.25,10
9.333333333333334,11
9.416666666666666,12
9.5,13
9.583333333333334,12
9.666666666666666,12
9.75,10
9.833333333333334,11
9.916666666666666,12
10,10
10.083333333333334,9
10.166666666666666,13
10.25,11
10.333333333333334,9
10.416666666666666,12
10.5,10
10.583333333333334,13
10.666666666666666,9
10.75,10
10.833333333333334,11
10.916666666666666,12
11,10
11.083333333333334,12
11.166666666666666,12
11.25,11
11.333333333333334,11
11.416666666666666,10
11.5,12
11.583333333333334,13
11.666666666666666,10
11.75,10
11.833333333333334,11
11.916666666666666,12
12,11
12.083333333333334,12
12.166666666666666,12
12.25,9
12.333333333333334,10
12.416666666666666,9
12.5,10
12.583333333333334,9
12.666666666666666,12
12.75,10
12.833333333333334,10
12.916666666666666,12
13,12
13.083333333333334,10
13.166666666666666,9
13.25,9
13.333333333333334,9
13.416666666666666,10
13.5,9
13.583333333333334,10
13.666666666666666,11
13.75,11
13.833333333333334,8
13.916666666666666,10
14,9
14.083333333333334,9
14.166666666666666,8
14.25,11
14.333333333333334,9
14.416666666666666,10
14.5,9
14.583333333333334,8
14.666666666666666,10
14.75,9
14.833333333333334,9
15,9
15,9
15.083333333333334,11
15.166666666666666,9
15.25,10
15.333333333333334,9
15.416666666666666,13
15.5,12
15.583333333333334,11
15.666666666666666,9
15.75,11
15.833333333333334,11
16,10
16,11
16.083333333333332,11
16.166666666666668,12
16.25,12
16.333333333333332,11
16.416666666666668,11
16.5,11
16.583333333333332,11
16.666666666666668,11
16.75,13
16.833333333333332,13
17,12
17,12
17.083333333333332,13
17.166666666666668,11
17.25,11
17.333333333333332,9
17.416666666666668,11
17.5,11
17.583333333333332,11
17.666666666666668,12
17.75,11
17.833333333333332,12
17.916666666666668,12
18,10
18.083333333333332,11
18.166666666666668,10
18.25,12
18.333333333333332,10
18.416666666666668,10
18.5,10
18.583333333333332,9
18.666666666666668,13
18.75,12
18.833333333333332,11
19,11
19,10
19.083333333333332,11
19.166666666666668,12
19.25,13
19.333333333333332,11
19.416666666666668,13
19.5,11
19.583333333333332,12
19.666666666666668,10
19.75,12
19.833333333333332,10
19.916666666666668,10
20,10
20.083333333333332,11
20.166666666666668,12
20.25,12
20.333333333333332,11
20.416666666666668,9
20.5,12
20.583333333333332,12
20.666666666666668,12
20.75,9
20.833333333333332,9
20.916666666666668,12
21,13
21.083333333333332,10
21.166666666666668,13
21.25,11
21.333333333333332,13
21.416666666666668,10
21.5,12
21.583333333333332,12
21.666666666666668,12
21.75,11
21.833333333333332,11
22,9
22,11
22.083333333333332,12
22.166666666666668,10
22.25,11
22.333333333333332,11
22.416666666666668,10
22.5,9
22.583333333333332,11
22.666666666666668,11
22.75,10
22.833333333333332,10
23,12
23,11
23.083333333333332,12
23.166666666666668,11
23.25,10
23.333333333333332,11
23.416666666666668,12
23.5,10
23.583333333333332,10
23.666666666666668,12
23.75,11
23.833333333333332,11
24,10
24,12
24.083333333333332,11
24.166666666666668,12
24.25,9
24.333333333333332,12
24.416666666666668,9
24.5,11
24.583333333333332,11
24.666666666666668,10
24.75,9
24.833333333333332,11
25,11
25,10
25.083333333333332,9
25.166666666666668,9
25.25,11
25.333333333333332,9
25.416666666666668,11
25.5,13
25.583333333333332,10
25.666666666666668,13
25.75,13
25.833333333333332,13
26,13
26,13
26.083333333333332,13
26.166666666666668,12
26.25,11
26.333333333333332,11
26.416666666666668,12
26.5,10
26.583333333333332,12
26.666666666666668,12
26.75,10
26.833333333333332,9
27,10
27,10
27.083333333333332,10
27.166666666666668,10
27.25,11
27.333333333333332,10
27.416666666666668,13
27.5,10
27.583333333333332,11
27.666666666666668,11
27.75,12
27.833333333333332,12
28,11
28,10
28.083333333333332,12
28.166666666666668,9
28.25,11
28.333333333333332,13
28.416666666666668,10
28.5,10
28.583333333333332,12
28.666666666666668,12
28.75,13
28.833333333333332,11
29,12
29,11
29.083333333333332,10
29.166666666666668,13
29.25,12
29.333333333333332,12
29.416666666666668,12
29.5,10
29.583333333333332,13
29.666666666666668,10
29.75,11
29.833333333333332,12
30,12
30,11
30.083333333333332,11
30.166666666666668,12
30.25,13
30.333333333333332,12
30.416666666666668,11
30.5,12
30.583333333333332,11
30.666666666666668,13
30.75,11
30.833333333333332,12
30.916666666666668,9
31,9
31.083333333333332,10
31.166666666666668,11
31.25,11
31.333333333333332,11
31.416666666666668,11
31.5,12
31.583333333333332,12
31.666666666666668,12
31.75,13
31.833333333333332,12
32,10
32,11
32.083333333333336,12
32.166666666666664,12
32.25,9
32.333333333333336,11
32.416666666666664,11
32.5,10
32.583333333333336,11
32.666666666666664,10
32.75,13
32.833333333333336,11
33,10
33,10
33.083333333333336,10
33.166666666666664,13
33.25,10
33.333333333333336,11
33.416666666666664,12
33.5,12
33.583333333333336,9
33.666666666666664,11
33.75,13
33.833333333333336,11
33.916666666666664,10
34,9
34.083333333333336,9
34.166666666666664,9
34.25,10
34.333333333333336,12
34.416666666666664,10
34.5,11
34.583333333333336,10
34.666666666666664,9
34.75,12
34.833333333333336,10
35,10
35,12
35.083333333333336,12
35.166666666666664,11
35.25,11
35.333333333333336,10
35.416666666666664,13
35.5,9
35.583333333333336,11
35.666666666666664,12
35.75,11
35.833333333333336,9
35.916666666666664,10
36,12
36.083333333333336,10
36.166666666666664,11
36.25,10
36.333333333333336,13
36.416666666666664,12
36.5,11
36.583333333333336,10
36.666666666666664,11
36.75,11
36.833333333333336,9
36.916666666666664,10
37,10
37.083333333333336,10
37.166666666666664,11
37.25,10
37.333333333333336,10
37.416666666666664,10
37.5,9
37.583333333333336,11
37.666666666666664,12
37.75,12
37.833333333333336,10
38,13
38,10
38.083333333333336,11
38.166666666666664,11
38.25,13
38.333333333333336,10
38.416666666666664,11
38.5,10
38.583333333333336,12
38.666666666666664,11
38.75,10
38.833333333333336,11
38.916666666666664,10
39,11
39.083333333333336,9
39.166666666666664,12
39.25,13
39.333333333333336,11
39.416666666666664,12
39.5,9
39.583333333333336,11
39.666666666666664,12
39.75,11
39.833333333333336,12
39.916666666666664,12
40,11
40.083333333333336,12
40.166666666666664,13
