"Hours since thread went live","The Fable - Episode 2 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,3
0.3333333333333333,6
0.4166666666666667,9
0.5,12
0.5833333333333334,15
0.6666666666666666,18
0.75,20
0.8333333333333334,21
0.9166666666666666,20
1,22
1.0833333333333333,27
1.1666666666666667,30
1.25,31
1.3333333333333333,35
1.4166666666666667,36
1.5,37
1.5833333333333333,37
1.6666666666666667,39
1.75,37
1.8333333333333333,42
1.9166666666666667,44
2,47
2.0833333333333335,48
2.1666666666666665,50
2.25,52
2.3333333333333335,52
2.4166666666666665,53
2.5,53
2.5833333333333335,53
2.6666666666666665,55
2.75,53
2.8333333333333335,57
2.9166666666666665,53
3,57
3.0833333333333335,53
3.1666666666666665,60
3.25,60
3.3333333333333335,62
3.4166666666666665,62
3.5,61
3.5833333333333335,66
3.6666666666666665,68
3.75,71
3.8333333333333335,66
3.9166666666666665,73
4,71
4.083333333333333,71
4.166666666666667,75
4.25,75
4.333333333333333,77
4.416666666666667,75
4.5,78
4.583333333333333,79
4.666666666666667,78
4.75,79
4.833333333333333,80
4.916666666666667,81
5,83
5.083333333333333,85
5.166666666666667,80
5.25,83
5.333333333333333,83
5.416666666666667,84
5.5,88
5.583333333333333,84
5.666666666666667,89
5.75,90
5.833333333333333,91
5.916666666666667,92
6,87
6.083333333333333,91
6.166666666666667,97
6.25,96
6.333333333333333,98
6.416666666666667,94
6.5,102
6.583333333333333,100
6.666666666666667,101
6.75,101
6.833333333333333,103
6.916666666666667,100
7,105
7.083333333333333,104
7.166666666666667,107
7.25,106
7.333333333333333,108
7.416666666666667,105
7.5,109
7.583333333333333,109
7.666666666666667,109
7.75,111
7.833333333333333,115
7.916666666666667,114
8,116
8.083333333333334,116
8.166666666666666,120
8.25,115
8.333333333333334,121
8.416666666666666,121
8.5,121
8.583333333333334,121
8.666666666666666,119
8.75,123
8.833333333333334,123
8.916666666666666,124
9,124
9.083333333333334,124
9.166666666666666,122
9.25,125
9.333333333333334,127
9.416666666666666,130
9.5,129
9.583333333333334,129
9.666666666666666,130
9.75,132
9.833333333333334,130
9.916666666666666,131
10,130
10.083333333333334,129
10.166666666666666,129
10.25,134
10.333333333333334,134
10.416666666666666,136
10.5,139
10.583333333333334,140
10.666666666666666,134
10.75,137
10.833333333333334,137
10.916666666666666,140
11,143
11.083333333333334,145
11.166666666666666,141
11.25,143
11.333333333333334,144
11.416666666666666,142
11.5,145
11.583333333333334,147
11.666666666666666,147
11.75,148
11.833333333333334,148
11.916666666666666,146
12,149
12.083333333333334,145
12.166666666666666,149
12.25,150
12.333333333333334,150
12.416666666666666,152
12.5,151
12.583333333333334,149
12.666666666666666,150
12.75,149
12.833333333333334,149
12.916666666666666,151
13,152
13.083333333333334,151
13.166666666666666,153
13.25,155
13.333333333333334,156
13.416666666666666,153
13.5,158
13.583333333333334,154
13.666666666666666,155
13.75,158
13.833333333333334,159
13.916666666666666,157
14,161
14.083333333333334,157
14.166666666666666,158
14.25,158
14.333333333333334,158
14.416666666666666,162
14.5,165
14.583333333333334,160
14.666666666666666,166
14.75,164
14.833333333333334,159
14.916666666666666,164
15,162
15.083333333333334,163
15.166666666666666,163
15.25,161
15.333333333333334,164
15.416666666666666,164
15.5,163
15.583333333333334,164
15.666666666666666,166
15.75,163
15.833333333333334,168
15.916666666666666,163
16,168
16.083333333333332,168
16.166666666666668,170
16.25,168
16.333333333333332,171
16.416666666666668,171
16.5,171
16.583333333333332,169
16.666666666666668,167
16.75,168
16.833333333333332,171
16.916666666666668,169
17,171
17.083333333333332,171
17.166666666666668,175
17.25,176
17.333333333333332,176
17.416666666666668,176
17.5,175
17.583333333333332,177
17.666666666666668,180
17.75,172
17.833333333333332,176
17.916666666666668,176
18,177
18.083333333333332,176
18.166666666666668,174
18.25,178
18.333333333333332,181
18.416666666666668,175
18.5,178
18.583333333333332,182
18.666666666666668,178
18.75,179
18.833333333333332,180
18.916666666666668,180
19,179
19.083333333333332,180
19.166666666666668,178
19.25,177
19.333333333333332,177
19.416666666666668,180
19.5,180
19.583333333333332,180
19.666666666666668,182
19.75,182
19.833333333333332,186
19.916666666666668,183
20,186
20.083333333333332,184
20.166666666666668,182
20.25,186
20.333333333333332,185
20.416666666666668,187
20.5,187
20.583333333333332,184
20.666666666666668,184
20.75,187
20.833333333333332,186
20.916666666666668,188
21,187
21.083333333333332,185
21.166666666666668,188
21.25,187
21.333333333333332,188
21.416666666666668,186
21.5,190
21.583333333333332,191
21.666666666666668,191
21.75,187
21.833333333333332,193
21.916666666666668,191
22,191
22.083333333333332,189
22.166666666666668,192
22.25,192
22.333333333333332,192
22.416666666666668,194
22.5,192
22.583333333333332,193
22.666666666666668,195
22.75,191
22.833333333333332,196
22.916666666666668,193
23,192
23.083333333333332,193
23.166666666666668,195
23.25,195
23.333333333333332,194
23.416666666666668,193
23.5,195
23.583333333333332,195
23.666666666666668,198
23.75,196
23.833333333333332,193
23.916666666666668,197
24,193
24.083333333333332,193
24.166666666666668,195
24.25,198
24.333333333333332,193
24.416666666666668,201
24.5,197
24.583333333333332,194
24.666666666666668,198
24.75,197
24.833333333333332,197
24.916666666666668,195
25,197
25.083333333333332,197
25.166666666666668,196
25.25,197
25.333333333333332,197
25.416666666666668,200
25.5,197
25.583333333333332,200
25.666666666666668,197
25.75,197
25.833333333333332,199
25.916666666666668,200
26,200
26.083333333333332,198
26.166666666666668,199
26.25,199
26.333333333333332,197
26.416666666666668,203
26.5,197
26.583333333333332,201
26.666666666666668,203
26.75,203
26.833333333333332,202
26.916666666666668,201
27,202
27.083333333333332,203
27.166666666666668,202
27.25,204
27.333333333333332,204
27.416666666666668,205
27.5,205
27.583333333333332,200
27.666666666666668,202
27.75,206
27.833333333333332,207
27.916666666666668,203
28,206
28.083333333333332,205
28.166666666666668,206
28.25,206
28.333333333333332,207
28.416666666666668,208
28.5,205
28.583333333333332,209
28.666666666666668,206
28.75,207
28.833333333333332,206
28.916666666666668,206
29,205
29.083333333333332,207
29.166666666666668,207
29.25,205
29.333333333333332,205
29.416666666666668,208
29.5,205
29.583333333333332,206
29.666666666666668,207
29.75,207
29.833333333333332,209
29.916666666666668,205
30,208
30.083333333333332,207
30.166666666666668,210
30.25,209
30.333333333333332,208
30.416666666666668,207
30.5,208
30.583333333333332,210
30.666666666666668,208
30.75,206
30.833333333333332,213
30.916666666666668,212
31,209
31.083333333333332,213
31.166666666666668,210
31.25,208
31.333333333333332,211
31.416666666666668,211
31.5,205
31.583333333333332,207
31.666666666666668,205
31.75,211
31.833333333333332,209
31.916666666666668,207
32,211
32.083333333333336,210
32.166666666666664,213
32.25,210
32.333333333333336,207
32.416666666666664,209
32.5,210
32.583333333333336,213
32.666666666666664,212
32.75,208
32.833333333333336,208
32.916666666666664,212
33,207
33.083333333333336,211
33.166666666666664,212
33.25,206
33.333333333333336,207
33.416666666666664,207
33.5,210
33.583333333333336,212
33.666666666666664,212
33.75,214
33.833333333333336,210
33.916666666666664,210
34,212
34.083333333333336,212
34.166666666666664,209
34.25,208
34.333333333333336,210
34.416666666666664,211
34.5,210
34.583333333333336,209
34.666666666666664,206
34.75,209
34.833333333333336,213
34.916666666666664,211
35,212
35.083333333333336,209
35.166666666666664,210
35.25,213
35.333333333333336,209
35.416666666666664,207
35.5,207
35.583333333333336,213
