"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 5 discussion"
0,1
0,2
0.08333333333333333,7
0.16666666666666666,11
0.25,16
0.3333333333333333,23
0.4166666666666667,32
0.5,41
0.5833333333333334,50
0.6666666666666666,53
0.75,58
0.8333333333333334,74
0.9166666666666666,82
1,92
1.0833333333333333,101
1.1666666666666667,107
1.25,112
1.3333333333333333,129
1.4166666666666667,144
1.5,160
1.5833333333333333,158
1.6666666666666667,168
1.75,172
1.8333333333333333,180
1.9166666666666667,187
2,193
2.0833333333333335,201
2.1666666666666665,207
2.25,222
2.3333333333333335,233
2.4166666666666665,240
2.5,247
2.5833333333333335,249
2.6666666666666665,260
2.75,263
2.8333333333333335,277
2.9166666666666665,285
3,292
3.0833333333333335,305
3.1666666666666665,317
3.25,332
3.3333333333333335,341
3.4166666666666665,343
3.5,358
3.5833333333333335,354
3.6666666666666665,363
3.75,374
3.8333333333333335,377
3.9166666666666665,387
4,388
4.083333333333333,390
4.166666666666667,396
4.25,404
4.333333333333333,413
4.416666666666667,417
4.5,425
4.583333333333333,428
4.666666666666667,435
4.75,439
4.833333333333333,446
4.916666666666667,448
5,455
5.083333333333333,465
5.166666666666667,469
5.25,465
5.333333333333333,467
5.416666666666667,472
5.5,480
5.583333333333333,476
5.666666666666667,490
5.75,489
5.833333333333333,495
5.916666666666667,502
6,501
6.083333333333333,502
6.166666666666667,510
6.25,508
6.333333333333333,519
6.416666666666667,517
6.5,521
6.583333333333333,527
6.666666666666667,532
6.75,540
6.833333333333333,540
6.916666666666667,539
7,553
7.083333333333333,551
7.166666666666667,553
7.25,561
7.333333333333333,572
7.416666666666667,566
7.5,570
7.583333333333333,579
7.666666666666667,590
7.75,589
7.833333333333333,592
7.916666666666667,594
8,595
8.083333333333334,607
8.166666666666666,614
8.25,614
8.333333333333334,614
8.416666666666666,618
8.5,617
8.583333333333334,623
8.666666666666666,620
8.75,627
8.833333333333334,634
8.916666666666666,635
9,640
9.083333333333334,644
9.166666666666666,651
9.25,657
9.333333333333334,659
9.416666666666666,663
9.5,663
9.583333333333334,662
9.666666666666666,675
9.75,669
9.833333333333334,688
9.916666666666666,686
10,687
10.083333333333334,686
10.166666666666666,695
10.25,696
10.333333333333334,704
10.416666666666666,702
10.5,705
10.583333333333334,708
10.666666666666666,706
10.75,711
10.833333333333334,711
10.916666666666666,720
11,722
11.083333333333334,725
11.166666666666666,723
11.25,722
11.333333333333334,735
11.416666666666666,730
11.5,732
11.583333333333334,734
11.666666666666666,735
11.75,745
11.833333333333334,744
11.916666666666666,749
12,750
12.083333333333334,752
12.166666666666666,758
12.25,757
12.333333333333334,755
12.416666666666666,761
12.5,763
12.583333333333334,771
12.666666666666666,768
12.75,776
12.833333333333334,768
12.916666666666666,773
13,776
13.083333333333334,774
13.166666666666666,782
13.25,780
13.333333333333334,790
13.416666666666666,792
13.5,794
13.583333333333334,798
13.666666666666666,796
13.75,797
13.833333333333334,801
13.916666666666666,808
14,814
14.083333333333334,808
14.166666666666666,815
14.25,815
14.333333333333334,821
14.416666666666666,825
14.5,824
14.583333333333334,825
14.666666666666666,826
14.75,829
14.833333333333334,829
14.916666666666666,832
15,836
15.083333333333334,842
15.166666666666666,838
15.25,842
15.333333333333334,844
15.416666666666666,843
15.5,852
15.583333333333334,856
15.666666666666666,857
15.75,852
15.833333333333334,857
15.916666666666666,863
16,859
16.083333333333332,861
16.166666666666668,862
16.25,865
16.333333333333332,865
16.416666666666668,866
16.5,866
16.583333333333332,866
16.666666666666668,868
16.75,870
16.833333333333332,876
16.916666666666668,873
17,872
17.083333333333332,875
17.166666666666668,874
17.25,875
17.333333333333332,880
17.416666666666668,876
17.5,874
17.583333333333332,881
17.666666666666668,880
17.75,882
17.833333333333332,890
17.916666666666668,892
18,889
18.083333333333332,889
18.166666666666668,889
18.25,889
18.333333333333332,893
18.416666666666668,893
18.5,897
18.583333333333332,898
18.666666666666668,901
18.75,897
18.833333333333332,896
18.916666666666668,903
19,901
19.083333333333332,898
19.166666666666668,904
19.25,910
19.333333333333332,908
19.416666666666668,906
19.5,916
19.583333333333332,907
19.666666666666668,908
19.75,916
19.833333333333332,912
19.916666666666668,912
20,919
20.083333333333332,918
20.166666666666668,922
20.25,918
20.333333333333332,916
20.416666666666668,921
20.5,923
20.583333333333332,923
20.666666666666668,926
20.75,924
20.833333333333332,925
20.916666666666668,919
21,923
21.083333333333332,925
21.166666666666668,923
21.25,930
21.333333333333332,931
21.416666666666668,932
21.5,930
21.583333333333332,927
21.666666666666668,930
21.75,928
21.833333333333332,937
21.916666666666668,936
22,938
22.083333333333332,937
22.166666666666668,939
22.25,939
22.333333333333332,939
22.416666666666668,940
22.5,946
22.583333333333332,940
22.666666666666668,941
22.75,946
22.833333333333332,944
22.916666666666668,948
23,948
23.083333333333332,942
23.166666666666668,945
23.25,947
23.333333333333332,947
23.416666666666668,948
23.5,945
23.583333333333332,946
23.666666666666668,950
23.75,955
23.833333333333332,949
23.916666666666668,954
24,948
24.083333333333332,953
24.166666666666668,955
24.25,958
24.333333333333332,951
24.416666666666668,958
24.5,960
24.583333333333332,964
24.666666666666668,959
24.75,958
24.833333333333332,961
24.916666666666668,963
25,966
25.083333333333332,964
25.166666666666668,965
25.25,961
25.333333333333332,966
25.416666666666668,962
25.5,969
25.583333333333332,972
25.666666666666668,971
25.75,968
25.833333333333332,970
25.916666666666668,975
26,968
26.083333333333332,973
26.166666666666668,967
26.25,971
26.333333333333332,975
26.416666666666668,979
26.5,973
26.583333333333332,973
26.666666666666668,980
26.75,979
26.833333333333332,975
26.916666666666668,979
27,979
27.083333333333332,974
27.166666666666668,975
27.25,981
27.333333333333332,977
27.416666666666668,979
27.5,984
27.583333333333332,985
27.75,985
27.75,985
27.833333333333332,978
27.916666666666668,983
28,986
28.083333333333332,980
28.166666666666668,984
28.25,986
28.333333333333332,988
28.416666666666668,987
28.5,992
28.583333333333332,985
28.666666666666668,992
28.75,988
28.833333333333332,992
28.916666666666668,993
29,994
29.083333333333332,999
29.166666666666668,995
29.25,997
29.333333333333332,995
29.416666666666668,1003
29.5,1003
29.583333333333332,1003
29.666666666666668,1001
29.75,1007
29.833333333333332,1002
29.916666666666668,1000
30,1010
30.083333333333332,1010
30.166666666666668,1007
30.25,1007
30.333333333333332,1011
30.416666666666668,1008
30.5,1009
30.583333333333332,1012
30.666666666666668,1008
30.75,1013
30.833333333333332,1018
30.916666666666668,1016
31,1018
31.083333333333332,1013
31.166666666666668,1017
31.25,1017
31.333333333333332,1018
31.416666666666668,1016
31.5,1018
31.583333333333332,1019
31.666666666666668,1023
31.75,1024
31.833333333333332,1021
31.916666666666668,1022
32,1022
32.083333333333336,1027
32.166666666666664,1023
32.25,1027
32.333333333333336,1019
32.416666666666664,1018
32.5,1029
32.583333333333336,1023
32.666666666666664,1022
32.75,1022
32.833333333333336,1029
32.916666666666664,1026
33,1027
33.083333333333336,1028
