"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 18 discussion"
0,1
0,3
0.08333333333333333,10
0.16666666666666666,18
0.25,30
0.3333333333333333,45
0.4166666666666667,66
0.5,88
0.5833333333333334,112
0.6666666666666666,130
0.75,145
0.8333333333333334,172
0.9166666666666666,195
1,221
1.0833333333333333,242
1.1666666666666667,257
1.25,281
1.3333333333333333,299
1.4166666666666667,329
1.5,345
1.5833333333333333,368
1.6666666666666667,392
1.75,414
1.8333333333333333,435
1.9166666666666667,454
2,478
2.0833333333333335,485
2.1666666666666665,513
2.25,546
2.3333333333333335,563
2.4166666666666665,588
2.5,606
2.5833333333333335,631
2.6666666666666665,641
2.75,676
2.8333333333333335,704
2.9166666666666665,719
3,729
3.0833333333333335,744
3.1666666666666665,755
3.25,775
3.3333333333333335,790
3.4166666666666665,808
3.5,822
3.5833333333333335,837
3.6666666666666665,859
3.75,871
3.8333333333333335,887
3.9166666666666665,907
4,927
4.083333333333333,939
4.166666666666667,952
4.25,977
4.333333333333333,997
4.416666666666667,1016
4.5,1028
4.583333333333333,1050
4.666666666666667,1060
4.75,1077
4.833333333333333,1095
4.916666666666667,1102
5,1116
5.083333333333333,1131
5.166666666666667,1140
5.25,1162
5.333333333333333,1171
5.416666666666667,1187
5.5,1198
5.583333333333333,1214
5.666666666666667,1233
5.75,1242
5.833333333333333,1252
5.916666666666667,1269
6,1284
6.083333333333333,1297
6.166666666666667,1311
6.25,1325
6.333333333333333,1338
6.416666666666667,1356
6.5,1364
6.583333333333333,1374
6.666666666666667,1390
6.75,1393
6.833333333333333,1403
6.916666666666667,1415
7.083333333333333,1425
7.166666666666667,1432
7.25,1447
7.333333333333333,1463
7.416666666666667,1469
7.5,1499
7.583333333333333,1515
7.666666666666667,1521
7.75,1538
7.833333333333333,1549
7.916666666666667,1559
8,1569
8.083333333333334,1577
8.166666666666666,1586
8.25,1598
8.333333333333334,1602
8.416666666666666,1612
8.5,1631
8.583333333333334,1647
8.666666666666666,1654
8.75,1677
8.833333333333334,1680
8.916666666666666,1691
9,1697
9.083333333333334,1715
9.166666666666666,1729
9.25,1734
9.333333333333334,1743
9.416666666666666,1757
9.5,1769
9.583333333333334,1783
9.666666666666666,1797
9.75,1804
9.833333333333334,1815
9.916666666666666,1819
10,1827
10.083333333333334,1842
10.166666666666666,1854
10.25,1871
10.333333333333334,1882
10.416666666666666,1894
10.5,1901
10.583333333333334,1915
10.666666666666666,1917
10.75,1926
10.833333333333334,1942
10.916666666666666,1942
11,1960
11.083333333333334,1967
11.166666666666666,1971
11.25,1992
11.333333333333334,2002
11.416666666666666,2013
11.5,2027
11.583333333333334,2038
11.666666666666666,2048
11.75,2057
11.833333333333334,2082
11.916666666666666,2082
12,2101
12.083333333333334,2109
12.166666666666666,2121
12.25,2129
12.333333333333334,2144
12.416666666666666,2152
12.5,2150
12.583333333333334,2161
12.666666666666666,2172
12.75,2180
12.833333333333334,2188
12.916666666666666,2195
13,2209
13.083333333333334,2214
13.166666666666666,2223
13.25,2224
13.333333333333334,2230
13.416666666666666,2237
13.5,2245
13.583333333333334,2255
13.666666666666666,2264
13.75,2264
13.833333333333334,2274
13.916666666666666,2278
14,2282
14.083333333333334,2281
14.166666666666666,2281
14.25,2289
14.333333333333334,2303
14.416666666666666,2309
14.5,2314
14.583333333333334,2319
14.666666666666666,2323
14.75,2331
14.833333333333334,2341
14.916666666666666,2353
15,2358
15.083333333333334,2360
15.166666666666666,2363
15.25,2372
15.333333333333334,2379
15.416666666666666,2388
15.5,2396
15.583333333333334,2396
15.666666666666666,2403
15.75,2407
15.833333333333334,2410
15.916666666666666,2418
16,2423
16.083333333333332,2429
16.166666666666668,2431
16.25,2431
16.333333333333332,2444
16.416666666666668,2444
16.5,2446
16.583333333333332,2455
16.666666666666668,2460
16.75,2461
16.833333333333332,2456
16.916666666666668,2464
17,2468
17.083333333333332,2472
17.166666666666668,2470
17.25,2475
17.333333333333332,2476
17.416666666666668,2476
17.5,2483
17.583333333333332,2484
17.666666666666668,2498
17.75,2496
17.833333333333332,2494
17.916666666666668,2507
18,2511
18.083333333333332,2506
18.166666666666668,2510
18.25,2518
18.333333333333332,2520
18.416666666666668,2519
18.5,2524
18.583333333333332,2530
18.666666666666668,2531
18.75,2538
18.833333333333332,2536
18.916666666666668,2538
19,2547
19.083333333333332,2547
19.166666666666668,2545
19.25,2555
19.333333333333332,2555
19.416666666666668,2558
19.5,2564
19.583333333333332,2568
19.666666666666668,2568
19.75,2570
19.833333333333332,2571
19.916666666666668,2575
20,2582
20.083333333333332,2578
20.166666666666668,2578
20.25,2583
20.333333333333332,2584
20.416666666666668,2593
20.5,2587
20.583333333333332,2594
20.666666666666668,2601
20.75,2606
20.833333333333332,2608
20.916666666666668,2607
21,2613
21.083333333333332,2616
21.166666666666668,2620
21.25,2624
21.333333333333332,2620
21.416666666666668,2629
21.5,2627
21.583333333333332,2632
21.666666666666668,2636
21.75,2636
21.833333333333332,2640
21.916666666666668,2637
22,2645
22.083333333333332,2648
22.166666666666668,2654
22.25,2653
22.333333333333332,2654
22.416666666666668,2661
22.5,2659
22.583333333333332,2666
22.666666666666668,2662
22.75,2673
22.833333333333332,2674
22.916666666666668,2681
23,2676
23.083333333333332,2685
23.166666666666668,2681
23.25,2678
23.333333333333332,2690
23.416666666666668,2686
23.5,2685
23.583333333333332,2689
23.666666666666668,2697
23.75,2690
23.833333333333332,2700
23.916666666666668,2702
24,2703
24.083333333333332,2700
