"Hours since thread went live","Re:Monster - Episode 6 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,5
0.3333333333333333,5
0.4166666666666667,7
0.5,8
0.5833333333333334,8
0.6666666666666666,8
0.75,10
0.8333333333333334,9
0.9166666666666666,9
1,11
1.0833333333333333,11
1.1666666666666667,15
1.25,17
1.3333333333333333,21
1.4166666666666667,20
1.5,20
1.5833333333333333,23
1.6666666666666667,22
1.75,23
1.8333333333333333,23
1.9166666666666667,25
2,24
2.0833333333333335,27
2.1666666666666665,31
2.25,36
2.3333333333333335,40
2.4166666666666665,43
2.5,45
2.5833333333333335,52
2.6666666666666665,51
2.75,55
2.8333333333333335,54
2.9166666666666665,56
3,57
3.0833333333333335,57
3.1666666666666665,61
3.25,61
3.3333333333333335,68
3.4166666666666665,68
3.5,71
3.5833333333333335,72
3.6666666666666665,76
3.75,81
3.8333333333333335,78
3.9166666666666665,80
4,84
4.083333333333333,84
4.166666666666667,83
4.25,89
4.333333333333333,89
4.416666666666667,88
4.5,89
4.583333333333333,96
4.666666666666667,96
4.75,96
4.833333333333333,98
4.916666666666667,103
5,103
5.083333333333333,103
5.166666666666667,108
5.25,106
5.333333333333333,108
5.416666666666667,105
5.5,110
5.583333333333333,114
5.666666666666667,118
5.75,121
5.833333333333333,122
5.916666666666667,124
6,119
6.083333333333333,126
6.166666666666667,130
6.25,127
6.333333333333333,127
6.416666666666667,126
6.5,125
6.583333333333333,129
6.666666666666667,131
6.75,127
6.833333333333333,130
6.916666666666667,132
7,137
7.083333333333333,137
7.166666666666667,141
7.25,139
7.333333333333333,139
7.416666666666667,144
7.5,141
7.583333333333333,137
7.666666666666667,139
7.75,141
7.833333333333333,141
7.916666666666667,145
8,142
8.083333333333334,145
8.166666666666666,145
8.25,145
8.333333333333334,146
8.416666666666666,148
8.5,149
8.583333333333334,148
8.666666666666666,147
8.75,147
8.833333333333334,146
8.916666666666666,152
9,153
9.083333333333334,151
9.166666666666666,150
9.25,151
9.333333333333334,150
9.416666666666666,151
9.5,154
9.583333333333334,156
9.666666666666666,158
9.75,157
9.833333333333334,158
9.916666666666666,161
10,158
10.083333333333334,161
10.166666666666666,166
10.25,164
10.333333333333334,166
10.416666666666666,167
10.5,168
10.583333333333334,166
10.666666666666666,167
10.75,167
10.833333333333334,168
10.916666666666666,171
11,169
11.083333333333334,167
11.166666666666666,170
11.25,173
11.333333333333334,174
11.416666666666666,166
11.5,171
11.583333333333334,172
11.666666666666666,170
11.75,172
11.833333333333334,170
11.916666666666666,172
12,170
12.083333333333334,173
12.166666666666666,172
12.25,173
12.333333333333334,178
12.416666666666666,179
12.5,177
12.583333333333334,173
12.666666666666666,178
12.75,179
12.833333333333334,176
12.916666666666666,178
13,180
13.083333333333334,183
13.166666666666666,180
13.25,183
13.333333333333334,182
13.416666666666666,186
13.5,184
13.583333333333334,192
13.666666666666666,185
13.75,186
13.833333333333334,186
13.916666666666666,184
14,188
14.083333333333334,187
14.166666666666666,189
14.25,189
14.333333333333334,190
14.416666666666666,190
14.5,190
14.583333333333334,191
14.666666666666666,191
14.75,196
14.833333333333334,194
14.916666666666666,196
15,200
15.083333333333334,200
15.166666666666666,197
15.25,200
15.333333333333334,198
15.416666666666666,200
15.5,195
15.583333333333334,199
15.666666666666666,200
15.75,197
15.833333333333334,201
15.916666666666666,198
16,199
16.083333333333332,197
16.166666666666668,202
16.25,199
16.333333333333332,199
16.416666666666668,199
16.5,197
16.583333333333332,201
16.666666666666668,196
16.75,201
16.833333333333332,200
16.916666666666668,200
17,202
17.083333333333332,202
17.166666666666668,201
17.25,203
17.333333333333332,200
17.416666666666668,198
17.5,204
17.583333333333332,205
17.666666666666668,206
17.75,203
17.833333333333332,198
17.916666666666668,202
18,199
18.083333333333332,202
18.166666666666668,201
18.25,202
18.333333333333332,203
18.416666666666668,204
18.5,203
18.583333333333332,203
18.666666666666668,203
18.75,205
18.833333333333332,202
18.916666666666668,203
19,204
19.083333333333332,208
19.166666666666668,205
19.25,206
19.333333333333332,210
19.416666666666668,203
19.5,210
19.583333333333332,204
19.666666666666668,208
19.75,205
19.833333333333332,210
19.916666666666668,204
20,209
20.083333333333332,214
20.166666666666668,209
20.25,213
20.333333333333332,212
20.416666666666668,210
20.5,209
20.583333333333332,213
20.666666666666668,209
20.75,210
20.833333333333332,212
20.916666666666668,208
21,212
21.083333333333332,208
21.166666666666668,212
21.25,215
21.333333333333332,213
21.416666666666668,215
21.5,213
21.583333333333332,214
21.666666666666668,215
21.75,216
21.833333333333332,216
