"Hours since thread went live","Boku no Kokoro no Yabai Yatsu Season 2 • The Dangers in My Heart Season 2 - Episode 10 discussion"
0,3
0,10
0.08333333333333333,21
0.16666666666666666,36
0.25,46
0.3333333333333333,61
0.4166666666666667,80
0.5,90
0.5833333333333334,111
0.6666666666666666,132
0.75,154
0.8333333333333334,183
0.9166666666666666,202
1,216
1.0833333333333333,236
1.1666666666666667,257
1.25,278
1.3333333333333333,300
1.4166666666666667,313
1.5,327
1.5833333333333333,347
1.6666666666666667,366
1.75,377
1.8333333333333333,395
1.9166666666666667,406
2,419
2.0833333333333335,427
2.1666666666666665,445
2.25,456
2.3333333333333335,467
2.4166666666666665,473
2.5,485
2.5833333333333335,500
2.6666666666666665,509
2.75,523
2.8333333333333335,539
2.9166666666666665,549
3,560
3.0833333333333335,566
3.1666666666666665,581
3.25,593
3.3333333333333335,595
3.4166666666666665,608
3.5,612
3.5833333333333335,625
3.6666666666666665,634
3.75,647
3.8333333333333335,652
3.9166666666666665,665
4,666
4.083333333333333,684
4.166666666666667,689
4.25,695
4.333333333333333,704
4.416666666666667,715
4.5,720
4.583333333333333,733
4.666666666666667,743
4.75,751
4.833333333333333,756
4.916666666666667,767
5,769
5.083333333333333,774
5.166666666666667,791
5.25,795
5.333333333333333,799
5.416666666666667,803
5.5,816
5.583333333333333,826
5.666666666666667,837
5.75,845
5.833333333333333,846
5.916666666666667,856
6,860
6.083333333333333,866
6.166666666666667,875
6.25,874
6.333333333333333,877
6.416666666666667,883
6.5,898
6.583333333333333,905
6.666666666666667,909
6.75,907
6.833333333333333,922
6.916666666666667,924
7,934
7.083333333333333,933
7.166666666666667,932
7.25,950
7.333333333333333,957
7.416666666666667,963
7.5,964
7.583333333333333,965
7.666666666666667,968
7.75,976
7.833333333333333,983
7.916666666666667,988
8,986
8.083333333333334,1001
8.166666666666666,1005
8.25,1006
8.333333333333334,1008
8.416666666666666,1014
8.5,1012
8.583333333333334,1019
8.666666666666666,1028
8.75,1025
8.833333333333334,1036
8.916666666666666,1038
9,1038
9.083333333333334,1053
9.166666666666666,1051
9.25,1055
9.333333333333334,1058
9.416666666666666,1069
9.5,1077
9.583333333333334,1081
9.666666666666666,1084
9.75,1084
9.833333333333334,1088
9.916666666666666,1095
10,1104
10.083333333333334,1110
10.166666666666666,1116
10.25,1125
10.333333333333334,1122
10.416666666666666,1137
10.5,1137
10.583333333333334,1144
10.666666666666666,1143
10.75,1148
10.833333333333334,1159
10.916666666666666,1158
11,1161
11.083333333333334,1162
11.166666666666666,1166
11.25,1168
11.333333333333334,1170
11.416666666666666,1179
11.5,1181
11.583333333333334,1182
11.666666666666666,1180
11.75,1192
11.833333333333334,1194
11.916666666666666,1203
12,1201
12.083333333333334,1207
12.166666666666666,1208
12.25,1213
12.333333333333334,1207
12.416666666666666,1213
12.5,1220
12.583333333333334,1221
12.666666666666666,1224
12.75,1228
12.833333333333334,1237
12.916666666666666,1233
13,1235
13.083333333333334,1246
13.166666666666666,1240
13.25,1243
13.333333333333334,1256
13.416666666666666,1259
13.5,1256
13.583333333333334,1259
13.666666666666666,1265
13.75,1266
13.833333333333334,1268
13.916666666666666,1273
14,1273
14.083333333333334,1282
14.166666666666666,1279
14.25,1281
14.333333333333334,1282
14.416666666666666,1288
14.5,1288
14.583333333333334,1291
14.666666666666666,1297
14.75,1296
14.833333333333334,1300
14.916666666666666,1300
15,1301
15.083333333333334,1300
15.166666666666666,1300
15.25,1303
15.333333333333334,1304
15.416666666666666,1308
15.5,1311
15.583333333333334,1319
15.666666666666666,1317
15.75,1320
15.833333333333334,1319
15.916666666666666,1333
16,1334
16.083333333333332,1330
16.166666666666668,1335
16.25,1334
16.333333333333332,1339
16.416666666666668,1334
16.5,1340
16.583333333333332,1336
16.666666666666668,1342
16.75,1340
16.833333333333332,1347
16.916666666666668,1349
17,1349
17.083333333333332,1352
17.166666666666668,1354
17.25,1355
17.333333333333332,1357
17.416666666666668,1359
17.5,1366
17.583333333333332,1361
17.666666666666668,1365
17.75,1369
17.833333333333332,1373
17.916666666666668,1370
18,1374
18.083333333333332,1380
18.166666666666668,1383
18.25,1382
18.333333333333332,1392
18.416666666666668,1390
18.5,1390
18.583333333333332,1400
18.666666666666668,1396
18.75,1398
18.833333333333332,1402
18.916666666666668,1400
19,1409
19.083333333333332,1404
19.166666666666668,1411
19.25,1412
19.333333333333332,1414
19.416666666666668,1417
19.5,1421
19.583333333333332,1416
19.666666666666668,1420
19.75,1424
19.833333333333332,1426
19.916666666666668,1424
20,1424
20.083333333333332,1426
20.166666666666668,1429
20.25,1437
20.333333333333332,1434
20.416666666666668,1434
20.5,1442
20.583333333333332,1440
20.666666666666668,1438
20.75,1443
20.833333333333332,1444
20.916666666666668,1443
21,1448
21.083333333333332,1453
21.166666666666668,1449
21.25,1450
21.333333333333332,1452
21.416666666666668,1453
21.5,1451
21.583333333333332,1457
21.666666666666668,1456
21.75,1458
21.833333333333332,1463
21.916666666666668,1463
22,1466
22.083333333333332,1465
22.166666666666668,1468
22.25,1470
22.333333333333332,1472
22.416666666666668,1467
22.5,1476
22.583333333333332,1473
22.666666666666668,1474
22.75,1478
22.833333333333332,1478
22.916666666666668,1481
23,1484
23.083333333333332,1480
23.166666666666668,1482
23.25,1489
23.333333333333332,1488
23.416666666666668,1485
23.5,1488
23.583333333333332,1488
23.666666666666668,1486
23.75,1485
23.833333333333332,1492
23.916666666666668,1491
24,1494
24.083333333333332,1489
24.166666666666668,1492
24.25,1489
24.333333333333332,1500
24.416666666666668,1499
24.5,1494
24.583333333333332,1491
24.666666666666668,1499
24.75,1500
24.833333333333332,1497
24.916666666666668,1495
25,1495
25.083333333333332,1498
25.166666666666668,1498
25.25,1496
25.333333333333332,1502
25.416666666666668,1505
25.5,1502
25.583333333333332,1507
25.666666666666668,1504
25.75,1508
25.833333333333332,1505
25.916666666666668,1508
26,1511
26.083333333333332,1513
26.166666666666668,1513
26.25,1519
26.333333333333332,1511
26.416666666666668,1517
26.5,1516
26.583333333333332,1520
26.666666666666668,1518
26.75,1514
26.833333333333332,1515
26.916666666666668,1524
27,1520
27.083333333333332,1520
27.166666666666668,1522
27.25,1519
27.333333333333332,1525
27.416666666666668,1524
27.5,1530
27.583333333333332,1528
27.666666666666668,1530
27.75,1528
27.833333333333332,1530
27.916666666666668,1534
28,1534
28.083333333333332,1533
28.166666666666668,1536
28.25,1538
28.333333333333332,1536
28.416666666666668,1537
28.5,1537
28.583333333333332,1545
28.666666666666668,1539
28.75,1539
