"Hours since thread went live","Boku no Kokoro no Yabai Yatsu Season 2 • The Dangers in My Heart Season 2 - Episode 10 discussion"
28.833333333333332,1540
28.916666666666668,1546
29,1551
29.083333333333332,1546
29.166666666666668,1543
29.25,1550
29.333333333333332,1549
29.416666666666668,1549
29.5,1548
29.583333333333332,1556
29.666666666666668,1547
29.75,1550
29.833333333333332,1554
29.916666666666668,1552
30,1558
30.083333333333332,1557
30.166666666666668,1559
30.25,1554
30.333333333333332,1559
30.416666666666668,1555
30.5,1557
30.583333333333332,1560
30.666666666666668,1561
30.75,1555
30.833333333333332,1557
30.916666666666668,1561
31,1562
31.083333333333332,1561
31.166666666666668,1561
31.25,1566
31.333333333333332,1564
31.416666666666668,1566
31.5,1562
31.583333333333332,1564
31.666666666666668,1570
31.75,1571
31.833333333333332,1569
31.916666666666668,1568
32,1571
32.083333333333336,1565
32.166666666666664,1569
32.25,1572
32.333333333333336,1565
32.416666666666664,1569
32.5,1572
32.583333333333336,1572
32.666666666666664,1576
32.75,1576
32.833333333333336,1571
32.916666666666664,1570
33,1569
33.083333333333336,1570
33.166666666666664,1572
33.25,1578
33.333333333333336,1576
33.416666666666664,1575
33.5,1577
33.583333333333336,1578
33.666666666666664,1583
33.75,1578
33.833333333333336,1578
33.916666666666664,1578
34,1585
34.083333333333336,1586
34.166666666666664,1580
34.25,1581
34.333333333333336,1587
34.416666666666664,1583
34.5,1582
34.583333333333336,1582
34.666666666666664,1578
34.75,1583
34.833333333333336,1581
34.916666666666664,1586
35,1580
35.083333333333336,1586
35.166666666666664,1581
35.25,1590
35.333333333333336,1584
35.416666666666664,1584
35.5,1585
35.583333333333336,1583
35.666666666666664,1586
35.75,1594
35.833333333333336,1590
35.916666666666664,1594
36,1592
36.083333333333336,1591
36.166666666666664,1587
36.25,1591
36.333333333333336,1596
36.416666666666664,1589
36.5,1590
36.583333333333336,1586
36.666666666666664,1593
36.75,1588
36.833333333333336,1598
36.916666666666664,1592
37,1596
37.083333333333336,1597
37.166666666666664,1595
37.25,1596
37.333333333333336,1596
37.416666666666664,1597
37.5,1596
37.583333333333336,1597
37.666666666666664,1598
37.75,1603
37.833333333333336,1598
37.916666666666664,1595
38,1598
38.083333333333336,1602
38.166666666666664,1605
38.25,1603
38.333333333333336,1600
38.416666666666664,1607
38.5,1611
38.583333333333336,1604
38.666666666666664,1611
38.75,1610
38.833333333333336,1604
38.916666666666664,1603
39,1606
39.083333333333336,1613
39.166666666666664,1606
39.25,1607
39.333333333333336,1608
39.416666666666664,1604
39.5,1612
39.583333333333336,1606
39.666666666666664,1609
39.75,1615
39.833333333333336,1611
39.916666666666664,1612
40,1616
40.083333333333336,1615
40.166666666666664,1607
40.25,1609
40.333333333333336,1610
40.416666666666664,1606
40.5,1614
40.583333333333336,1614
40.666666666666664,1614
40.75,1609
40.833333333333336,1613
40.916666666666664,1615
41,1611
41.083333333333336,1608
41.166666666666664,1612
41.25,1612
41.333333333333336,1615
41.416666666666664,1612
41.5,1616
41.583333333333336,1617
41.666666666666664,1614
41.75,1614
41.833333333333336,1616
41.916666666666664,1618
42,1615
42.083333333333336,1618
42.166666666666664,1617
42.25,1617
42.333333333333336,1613
42.416666666666664,1615
42.5,1612
42.583333333333336,1621
42.666666666666664,1615
42.75,1615
42.833333333333336,1616
42.916666666666664,1614
43,1616
43.083333333333336,1616
43.166666666666664,1617
43.25,1618
43.333333333333336,1616
43.416666666666664,1617
43.5,1618
43.583333333333336,1617
43.666666666666664,1617
43.75,1621
43.833333333333336,1623
43.916666666666664,1621
44,1619
44.083333333333336,1620
44.166666666666664,1618
44.25,1617
44.333333333333336,1619
44.416666666666664,1618
44.5,1621
44.583333333333336,1618
44.666666666666664,1618
44.75,1620
44.833333333333336,1616
44.916666666666664,1621
45,1617
45.083333333333336,1621
45.166666666666664,1621
45.25,1617
45.333333333333336,1617
45.416666666666664,1619
45.5,1625
45.583333333333336,1614
45.666666666666664,1624
45.75,1622
45.833333333333336,1618
45.916666666666664,1623
46,1623
46.083333333333336,1624
46.166666666666664,1621
46.25,1621
46.333333333333336,1617
46.416666666666664,1621
46.5,1620
46.583333333333336,1620
46.666666666666664,1621
46.75,1631
46.833333333333336,1622
46.916666666666664,1620
47,1626
47.083333333333336,1626
47.166666666666664,1623
47.25,1626
47.333333333333336,1624
47.416666666666664,1631
47.5,1621
47.583333333333336,1624
47.666666666666664,1630
47.75,1627
47.833333333333336,1626
47.916666666666664,1633
