"Hours since thread went live","The iDOLM@STER Shiny Colors - Episode 4 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,4
0.5,4
0.5833333333333334,3
0.6666666666666666,6
0.75,8
0.8333333333333334,8
0.9166666666666666,8
1,8
1.0833333333333333,8
1.1666666666666667,8
1.25,9
1.3333333333333333,8
1.4166666666666667,9
1.5,10
1.5833333333333333,10
1.6666666666666667,11
1.75,13
1.8333333333333333,13
1.9166666666666667,13
2,11
2.0833333333333335,12
2.1666666666666665,11
2.25,10
2.3333333333333335,9
2.4166666666666665,10
2.5,10
2.5833333333333335,12
2.6666666666666665,11
2.75,12
2.8333333333333335,12
2.9166666666666665,14
3,15
3.0833333333333335,15
3.1666666666666665,15
3.25,17
3.3333333333333335,18
3.4166666666666665,17
3.5,15
3.5833333333333335,16
3.6666666666666665,19
3.75,20
3.8333333333333335,20
3.9166666666666665,22
4,20
4.083333333333333,21
4.166666666666667,23
4.25,22
4.333333333333333,23
4.416666666666667,23
4.5,21
4.583333333333333,22
4.666666666666667,21
4.75,20
4.833333333333333,20
4.916666666666667,19
5,20
5.083333333333333,18
5.166666666666667,22
5.25,20
5.333333333333333,21
5.416666666666667,21
5.5,22
5.583333333333333,19
5.666666666666667,21
5.75,18
5.833333333333333,22
5.916666666666667,18
6,21
6.083333333333333,20
6.166666666666667,21
6.25,21
6.333333333333333,21
6.416666666666667,21
6.5,20
6.583333333333333,22
6.666666666666667,23
6.75,26
6.833333333333333,24
6.916666666666667,24
7,28
7.083333333333333,26
7.166666666666667,23
7.25,21
7.333333333333333,25
7.416666666666667,25
7.5,29
7.583333333333333,24
7.666666666666667,27
7.75,27
7.833333333333333,28
7.916666666666667,27
8,26
8.083333333333334,26
8.166666666666666,29
8.25,31
8.333333333333334,29
8.416666666666666,28
8.5,24
8.583333333333334,26
8.666666666666666,27
8.75,28
8.833333333333334,28
8.916666666666666,32
9,25
9.083333333333334,28
9.166666666666666,31
9.25,29
9.333333333333334,24
9.416666666666666,28
9.5,26
9.583333333333334,27
9.666666666666666,31
9.75,27
9.833333333333334,31
9.916666666666666,30
10,27
10.083333333333334,28
10.166666666666666,26
10.25,27
10.333333333333334,27
10.416666666666666,30
10.5,27
10.583333333333334,27
10.666666666666666,26
10.75,26
10.833333333333334,26
10.916666666666666,29
11,28
11.083333333333334,24
11.166666666666666,27
11.25,27
11.333333333333334,27
11.416666666666666,28
11.5,28
11.583333333333334,32
11.666666666666666,29
11.75,24
11.833333333333334,26
11.916666666666666,25
12,28
12.083333333333334,27
12.166666666666666,28
12.25,29
12.333333333333334,25
12.416666666666666,30
12.5,31
12.583333333333334,25
12.666666666666666,28
12.75,29
12.833333333333334,28
12.916666666666666,32
13,28
13.083333333333334,28
13.166666666666666,31
13.25,34
13.333333333333334,32
13.416666666666666,30
13.5,30
13.583333333333334,33
13.666666666666666,31
13.75,32
13.833333333333334,33
13.916666666666666,32
14,29
14.083333333333334,30
14.166666666666666,28
14.25,30
14.333333333333334,27
14.416666666666666,35
14.5,33
14.583333333333334,32
14.666666666666666,32
14.75,33
14.833333333333334,31
14.916666666666666,30
15,35
15.083333333333334,30
15.166666666666666,33
15.25,30
15.333333333333334,32
15.416666666666666,31
15.5,30
15.583333333333334,31
15.666666666666666,29
15.75,27
15.833333333333334,29
15.916666666666666,27
16,31
16.083333333333332,31
16.166666666666668,27
16.25,28
16.333333333333332,30
16.416666666666668,32
16.5,32
16.583333333333332,31
16.666666666666668,31
16.75,34
16.833333333333332,28
16.916666666666668,32
17,30
17.083333333333332,30
17.166666666666668,31
17.25,33
17.333333333333332,31
17.416666666666668,30
17.5,29
17.583333333333332,30
17.666666666666668,27
17.75,31
17.833333333333332,33
17.916666666666668,29
18,30
18.083333333333332,28
18.166666666666668,31
18.25,29
18.333333333333332,34
18.416666666666668,31
18.5,31
18.583333333333332,31
18.666666666666668,28
18.75,32
18.833333333333332,34
18.916666666666668,32
19,36
19.083333333333332,31
19.166666666666668,34
19.25,30
19.333333333333332,32
19.416666666666668,31
19.5,31
19.583333333333332,35
19.666666666666668,33
19.75,30
19.833333333333332,30
19.916666666666668,29
20,33
20.083333333333332,28
20.166666666666668,29
20.25,33
20.333333333333332,34
20.416666666666668,33
20.5,30
20.583333333333332,29
20.666666666666668,36
20.75,34
20.833333333333332,34
20.916666666666668,33
21,35
21.083333333333332,30
21.166666666666668,36
21.25,36
21.333333333333332,35
21.416666666666668,34
21.5,33
21.583333333333332,33
21.666666666666668,36
21.75,33
21.833333333333332,36
21.916666666666668,38
22,35
22.083333333333332,30
22.166666666666668,33
22.25,33
22.333333333333332,34
22.416666666666668,34
22.5,36
22.583333333333332,33
22.666666666666668,36
22.75,36
22.833333333333332,37
22.916666666666668,34
23,34
23.083333333333332,35
23.166666666666668,36
23.25,33
23.333333333333332,33
23.416666666666668,35
23.5,35
23.583333333333332,37
23.666666666666668,37
23.75,37
23.833333333333332,38
23.916666666666668,33
24,36
24.083333333333332,37
24.166666666666668,36
24.25,35
24.333333333333332,38
24.416666666666668,36
24.5,35
24.583333333333332,36
24.666666666666668,35
24.75,37
24.833333333333332,36
24.916666666666668,37
25,35
25.083333333333332,35
25.166666666666668,32
25.25,37
25.333333333333332,31
25.416666666666668,31
25.5,34
25.583333333333332,36
25.666666666666668,36
25.75,35
25.833333333333332,39
25.916666666666668,34
26,38
26.083333333333332,38
26.166666666666668,34
26.25,36
26.333333333333332,34
26.416666666666668,34
26.5,37
26.583333333333332,34
26.666666666666668,38
26.75,36
26.833333333333332,32
26.916666666666668,34
27,32
27.083333333333332,32
27.166666666666668,35
27.25,37
27.333333333333332,36
27.416666666666668,33
27.5,34
27.583333333333332,31
27.666666666666668,35
27.75,36
27.833333333333332,35
27.916666666666668,38
28,36
28.083333333333332,37
28.166666666666668,35
28.25,34
28.333333333333332,36
28.416666666666668,34
28.5,36
28.583333333333332,37
28.666666666666668,38
28.75,37
28.833333333333332,38
28.916666666666668,35
29,31
29.083333333333332,36
29.166666666666668,36
29.25,38
29.333333333333332,33
29.416666666666668,38
29.5,31
29.583333333333332,34
29.666666666666668,38
29.75,35
29.833333333333332,37
29.916666666666668,34
30,35
30.083333333333332,34
30.166666666666668,32
30.25,33
30.333333333333332,35
30.5,34
30.583333333333332,33
30.666666666666668,38
30.75,37
30.833333333333332,38
30.916666666666668,39
31,34
31.083333333333332,38
31.166666666666668,36
31.25,36
31.333333333333332,37
31.416666666666668,38
31.5,39
31.583333333333332,36
31.666666666666668,38
31.75,34
31.833333333333332,34
31.916666666666668,37
32,32
32.083333333333336,35
32.166666666666664,33
32.25,34
32.333333333333336,36
32.416666666666664,36
32.5,36
32.583333333333336,34
32.666666666666664,36
32.75,39
32.833333333333336,32
32.916666666666664,35
33,40
33.083333333333336,35
33.166666666666664,33
33.25,32
33.333333333333336,36
33.416666666666664,37
33.5,35
33.583333333333336,38
33.666666666666664,36
33.75,34
33.833333333333336,39
33.916666666666664,39
34,38
34.083333333333336,41
34.166666666666664,41
34.25,42
34.333333333333336,37
34.416666666666664,35
34.5,35
34.583333333333336,37
34.666666666666664,35
34.75,40
34.833333333333336,35
34.916666666666664,37
35,39
35.083333333333336,42
35.166666666666664,40
35.25,38
35.333333333333336,38
35.416666666666664,39
35.5,39
35.583333333333336,38
35.666666666666664,39
35.75,42
35.833333333333336,40
35.916666666666664,36
36,36
36.083333333333336,40
36.166666666666664,40
36.25,37
36.333333333333336,38
36.416666666666664,40
36.5,36
36.583333333333336,37
36.666666666666664,41
36.75,38
36.833333333333336,37
36.916666666666664,36
37,40
37.166666666666664,38
37.25,37
37.333333333333336,36
37.416666666666664,37
37.5,36
37.583333333333336,38
37.666666666666664,34
37.75,41
37.833333333333336,40
37.916666666666664,40
38,36
38.083333333333336,36
38.166666666666664,37
38.25,33
38.333333333333336,41
38.416666666666664,38
38.5,36
38.583333333333336,38
38.666666666666664,36
38.75,39
38.833333333333336,38
38.916666666666664,37
39,36
39.083333333333336,38
39.166666666666664,35
39.25,39
