"Hours since thread went live","Highspeed Étoile - Episode 2 discussion"
0,2
0,3
0.08333333333333333,6
0.16666666666666666,5
0.25,6
0.3333333333333333,6
0.4166666666666667,6
0.5,6
0.5833333333333334,6
0.6666666666666666,7
0.75,5
0.8333333333333334,6
0.9166666666666666,7
1,6
1.0833333333333333,6
1.1666666666666667,7
1.25,7
1.3333333333333333,9
1.4166666666666667,9
1.5,10
1.5833333333333333,10
1.6666666666666667,9
1.75,10
1.8333333333333333,11
1.9166666666666667,14
2,11
2.0833333333333335,12
2.1666666666666665,12
2.25,16
2.3333333333333335,16
2.4166666666666665,15
2.5,17
2.5833333333333335,17
2.6666666666666665,19
2.75,18
2.8333333333333335,20
2.9166666666666665,19
3,19
3.0833333333333335,20
3.1666666666666665,19
3.25,19
3.3333333333333335,21
3.4166666666666665,21
3.5,18
3.5833333333333335,20
3.6666666666666665,18
3.75,17
3.8333333333333335,19
3.9166666666666665,17
4,19
4.083333333333333,20
4.166666666666667,20
4.25,21
4.333333333333333,21
4.416666666666667,19
4.5,19
4.583333333333333,21
4.666666666666667,21
4.75,23
4.833333333333333,22
4.916666666666667,21
5,21
5.083333333333333,22
5.166666666666667,23
5.25,22
5.333333333333333,23
5.416666666666667,25
5.5,24
5.583333333333333,25
5.666666666666667,24
5.75,24
5.833333333333333,24
5.916666666666667,22
6,26
6.083333333333333,22
6.166666666666667,25
6.25,25
6.333333333333333,23
6.416666666666667,22
6.5,24
6.583333333333333,22
6.666666666666667,25
6.75,22
6.833333333333333,25
6.916666666666667,23
7,26
7.083333333333333,24
7.166666666666667,28
7.25,30
7.333333333333333,28
7.416666666666667,28
7.5,30
7.583333333333333,31
7.666666666666667,29
7.75,28
7.833333333333333,25
7.916666666666667,29
8,25
8.083333333333334,24
8.166666666666666,33
8.25,26
8.333333333333334,30
8.416666666666666,27
8.5,29
8.583333333333334,30
8.666666666666666,29
8.75,26
8.833333333333334,28
8.916666666666666,30
9,30
9.083333333333334,31
9.166666666666666,32
9.25,29
9.333333333333334,35
9.416666666666666,29
9.5,31
9.583333333333334,33
9.666666666666666,35
9.75,30
9.833333333333334,30
9.916666666666666,29
10,32
10.083333333333334,31
10.166666666666666,34
10.25,33
10.333333333333334,28
10.416666666666666,29
10.5,29
10.583333333333334,30
10.666666666666666,33
10.75,34
10.833333333333334,32
10.916666666666666,33
11,31
11.083333333333334,35
11.166666666666666,33
11.25,32
11.333333333333334,39
11.416666666666666,37
11.5,35
11.583333333333334,39
11.666666666666666,37
11.75,40
11.833333333333334,40
11.916666666666666,36
12,33
12.083333333333334,37
12.166666666666666,39
12.25,38
12.333333333333334,36
12.416666666666666,35
12.5,39
12.583333333333334,38
12.666666666666666,42
12.75,41
12.833333333333334,36
12.916666666666666,40
13,37
13.083333333333334,35
13.166666666666666,37
13.25,39
13.333333333333334,40
13.416666666666666,37
13.5,39
13.583333333333334,40
13.666666666666666,36
13.75,38
13.833333333333334,39
13.916666666666666,39
14,36
14.083333333333334,37
14.166666666666666,41
14.25,38
14.333333333333334,40
14.416666666666666,41
14.5,40
14.583333333333334,37
14.666666666666666,39
14.75,43
14.833333333333334,38
14.916666666666666,38
15,39
15.083333333333334,35
15.166666666666666,38
15.25,43
15.333333333333334,40
15.416666666666666,43
15.5,41
15.583333333333334,38
15.666666666666666,41
15.75,41
15.833333333333334,41
15.916666666666666,37
16,39
16.083333333333332,40
16.166666666666668,40
16.25,37
16.333333333333332,40
16.416666666666668,38
16.5,37
16.583333333333332,40
16.666666666666668,40
16.75,42
