"Hours since thread went live","Shaman King: Flowers - Episode 12 discussion"
39.166666666666664,15
39.25,12
39.333333333333336,13
39.416666666666664,16
39.5,13
39.583333333333336,14
39.666666666666664,13
39.75,13
39.833333333333336,16
39.916666666666664,14
40,14
40.083333333333336,15
40.166666666666664,14
40.25,17
40.333333333333336,16
40.416666666666664,16
40.5,16
40.583333333333336,14
40.666666666666664,15
40.75,15
40.833333333333336,14
40.916666666666664,14
41,13
41.083333333333336,15
41.166666666666664,14
41.25,17
41.333333333333336,13
41.416666666666664,15
41.5,17
41.583333333333336,14
41.666666666666664,17
41.75,13
41.833333333333336,13
41.916666666666664,16
42,17
42.083333333333336,14
42.166666666666664,16
42.25,16
42.333333333333336,14
42.416666666666664,14
42.5,15
42.583333333333336,15
42.666666666666664,15
42.75,15
42.833333333333336,15
42.916666666666664,16
43,15
43.083333333333336,15
43.166666666666664,17
43.25,14
43.333333333333336,16
43.416666666666664,14
43.5,15
43.583333333333336,17
43.666666666666664,16
43.75,15
43.833333333333336,15
43.916666666666664,14
44,17
44.083333333333336,15
44.166666666666664,16
44.25,16
44.333333333333336,15
44.416666666666664,16
44.5,15
44.583333333333336,15
44.666666666666664,13
44.75,14
44.833333333333336,13
44.916666666666664,17
45,17
45.083333333333336,16
45.166666666666664,15
45.25,14
45.333333333333336,15
45.416666666666664,15
45.5,14
45.583333333333336,17
45.666666666666664,15
45.75,14
45.833333333333336,13
45.916666666666664,17
46,16
46.083333333333336,14
46.166666666666664,17
46.25,17
46.333333333333336,14
46.416666666666664,13
46.5,16
46.583333333333336,17
46.666666666666664,14
46.75,13
46.833333333333336,15
46.916666666666664,15
47,14
47.083333333333336,14
47.166666666666664,13
47.25,15
47.333333333333336,13
47.416666666666664,16
47.5,16
47.583333333333336,14
47.666666666666664,13
47.75,16
47.833333333333336,17
47.916666666666664,14
