"Hours since thread went live","Shaman King: Flowers - Episode 12 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,3
1.25,3
1.3333333333333333,4
1.4166666666666667,4
1.5,5
1.5833333333333333,4
1.6666666666666667,5
1.75,4
1.8333333333333333,6
1.9166666666666667,4
2,5
2.0833333333333335,6
2.1666666666666665,4
2.25,5
2.3333333333333335,5
2.4166666666666665,6
2.5,6
2.5833333333333335,6
2.6666666666666665,6
2.75,5
2.8333333333333335,4
2.9166666666666665,4
3,6
3.0833333333333335,5
3.1666666666666665,5
3.25,7
3.3333333333333335,6
3.4166666666666665,7
3.5,6
3.5833333333333335,8
3.6666666666666665,8
3.75,6
3.8333333333333335,6
3.9166666666666665,6
4,8
4.083333333333333,8
4.166666666666667,7
4.25,7
4.333333333333333,9
4.416666666666667,7
4.5,10
4.583333333333333,8
4.666666666666667,6
4.75,7
4.833333333333333,8
4.916666666666667,9
5,8
5.083333333333333,7
5.166666666666667,7
5.25,9
5.333333333333333,9
5.416666666666667,10
5.5,11
5.583333333333333,8
5.666666666666667,10
5.75,7
5.833333333333333,7
5.916666666666667,11
6,10
6.083333333333333,8
6.166666666666667,7
6.25,7
6.333333333333333,10
6.416666666666667,9
6.5,10
6.583333333333333,11
6.666666666666667,12
6.75,9
6.833333333333333,11
6.916666666666667,11
7,10
7.083333333333333,13
7.166666666666667,11
7.25,11
7.333333333333333,10
7.416666666666667,9
7.5,12
7.583333333333333,10
7.666666666666667,12
7.75,13
7.833333333333333,14
7.916666666666667,15
8,12
8.083333333333334,12
8.166666666666666,12
8.25,14
8.333333333333334,11
8.416666666666666,13
8.5,10
8.583333333333334,13
8.666666666666666,12
8.75,11
8.833333333333334,13
8.916666666666666,12
9,12
9.083333333333334,11
9.166666666666666,13
9.25,14
9.333333333333334,17
9.416666666666666,16
9.5,17
9.583333333333334,15
9.666666666666666,15
9.75,16
9.833333333333334,16
9.916666666666666,13
10,15
10.083333333333334,16
10.166666666666666,16
10.25,15
10.333333333333334,15
10.416666666666666,13
10.5,16
10.583333333333334,14
10.666666666666666,14
10.75,14
10.833333333333334,12
10.916666666666666,13
11,13
11.083333333333334,14
11.166666666666666,13
11.25,13
11.333333333333334,15
11.416666666666666,14
11.5,14
11.583333333333334,13
11.666666666666666,14
11.75,16
11.833333333333334,14
11.916666666666666,15
12,15
12.083333333333334,13
12.166666666666666,15
12.25,14
12.333333333333334,17
12.416666666666666,16
12.5,14
12.583333333333334,13
12.666666666666666,16
12.75,16
12.833333333333334,15
12.916666666666666,15
13,14
13.083333333333334,14
13.166666666666666,14
13.25,16
13.333333333333334,15
13.416666666666666,14
13.5,16
13.583333333333334,15
13.666666666666666,16
13.75,15
13.833333333333334,13
13.916666666666666,15
14,16
14.083333333333334,13
14.166666666666666,15
14.25,13
14.333333333333334,17
14.416666666666666,13
14.5,16
14.583333333333334,15
14.666666666666666,16
14.75,17
14.833333333333334,16
14.916666666666666,17
15,15
15.083333333333334,14
15.166666666666666,16
15.25,16
15.333333333333334,16
15.416666666666666,16
15.5,16
15.583333333333334,14
15.666666666666666,15
15.75,17
15.833333333333334,15
15.916666666666666,15
16,14
16.083333333333332,15
16.166666666666668,17
16.25,14
16.333333333333332,14
16.416666666666668,16
16.5,15
16.583333333333332,14
16.666666666666668,13
16.75,14
16.833333333333332,13
16.916666666666668,16
17,17
17.083333333333332,14
17.166666666666668,17
17.25,16
17.333333333333332,15
17.416666666666668,14
17.5,16
17.583333333333332,15
17.666666666666668,16
17.75,16
17.833333333333332,16
17.916666666666668,17
18,15
18.083333333333332,16
18.166666666666668,15
18.25,15
18.333333333333332,15
18.416666666666668,15
18.5,16
18.583333333333332,13
18.666666666666668,15
18.75,15
18.833333333333332,15
18.916666666666668,15
19,13
19.083333333333332,14
19.166666666666668,15
19.25,14
19.333333333333332,16
19.416666666666668,16
19.5,17
19.583333333333332,15
19.666666666666668,13
19.75,16
19.833333333333332,14
19.916666666666668,14
20,15
20.083333333333332,14
20.166666666666668,14
20.25,14
20.333333333333332,14
20.416666666666668,15
20.5,14
20.583333333333332,14
20.666666666666668,14
20.75,15
20.833333333333332,15
20.916666666666668,17
21,15
21.083333333333332,15
21.166666666666668,13
21.25,17
21.333333333333332,15
21.416666666666668,15
21.5,14
21.583333333333332,17
21.666666666666668,15
21.75,13
21.833333333333332,14
21.916666666666668,15
22,16
22.083333333333332,13
22.166666666666668,16
22.25,17
22.333333333333332,17
22.416666666666668,14
22.5,15
22.583333333333332,14
22.666666666666668,14
22.75,15
22.833333333333332,17
22.916666666666668,15
23,13
23.083333333333332,15
23.166666666666668,17
23.25,15
23.333333333333332,16
23.416666666666668,17
23.5,15
23.583333333333332,17
23.666666666666668,15
23.75,15
23.833333333333332,15
23.916666666666668,16
24,15
24.083333333333332,15
24.166666666666668,15
24.25,14
24.333333333333332,16
24.416666666666668,14
24.5,15
24.583333333333332,17
24.666666666666668,14
24.75,14
24.833333333333332,15
24.916666666666668,14
25,14
25.083333333333332,15
25.166666666666668,16
25.25,14
25.333333333333332,17
25.416666666666668,15
25.5,15
25.583333333333332,13
25.666666666666668,15
25.75,14
25.833333333333332,14
25.916666666666668,16
26,16
26.083333333333332,15
26.166666666666668,17
26.25,15
26.333333333333332,15
26.416666666666668,13
26.5,14
26.583333333333332,14
26.666666666666668,16
26.75,17
26.833333333333332,13
26.916666666666668,16
27,14
27.083333333333332,16
27.166666666666668,14
27.25,14
27.333333333333332,14
27.416666666666668,14
27.5,13
27.583333333333332,14
27.666666666666668,16
27.75,14
27.833333333333332,16
27.916666666666668,13
28,16
28.083333333333332,13
28.166666666666668,16
28.25,12
28.333333333333332,14
28.416666666666668,15
28.5,13
28.583333333333332,14
28.666666666666668,15
28.75,14
28.833333333333332,16
28.916666666666668,16
29,14
29.083333333333332,12
29.166666666666668,14
29.25,13
29.333333333333332,16
29.416666666666668,14
29.5,15
29.583333333333332,14
29.666666666666668,14
29.75,14
29.833333333333332,13
29.916666666666668,13
30,13
30.083333333333332,16
30.166666666666668,16
30.25,14
30.333333333333332,15
30.416666666666668,12
30.5,13
30.583333333333332,13
30.666666666666668,15
30.75,14
30.833333333333332,16
30.916666666666668,13
31,15
31.083333333333332,14
31.166666666666668,15
31.25,13
31.333333333333332,13
31.416666666666668,16
31.5,15
31.583333333333332,14
31.666666666666668,14
31.75,14
31.833333333333332,14
31.916666666666668,13
32,13
32.083333333333336,14
32.166666666666664,13
32.25,13
32.333333333333336,12
32.416666666666664,15
32.5,16
32.583333333333336,15
32.666666666666664,14
32.75,12
32.833333333333336,16
32.916666666666664,14
33,15
33.083333333333336,12
33.166666666666664,15
33.25,14
33.333333333333336,14
33.416666666666664,13
33.5,12
33.583333333333336,14
33.666666666666664,14
33.75,15
33.833333333333336,14
33.916666666666664,14
34,12
34.083333333333336,15
34.166666666666664,13
34.25,15
34.333333333333336,14
34.416666666666664,14
34.5,14
34.583333333333336,13
34.666666666666664,15
34.75,12
34.833333333333336,16
34.916666666666664,14
35,12
35.083333333333336,15
35.166666666666664,14
35.25,14
35.333333333333336,16
35.416666666666664,13
35.5,13
35.583333333333336,16
35.666666666666664,14
35.75,13
35.833333333333336,13
35.916666666666664,15
36,16
36.083333333333336,13
36.166666666666664,16
36.25,14
36.333333333333336,14
36.416666666666664,14
36.5,12
36.583333333333336,16
36.666666666666664,15
36.75,14
36.833333333333336,14
36.916666666666664,12
37,15
37.083333333333336,13
37.166666666666664,14
37.25,15
37.333333333333336,15
37.416666666666664,16
37.5,14
37.583333333333336,13
37.666666666666664,14
37.75,16
37.833333333333336,15
37.916666666666664,14
38,15
38.083333333333336,12
38.166666666666664,12
38.25,14
38.333333333333336,14
38.416666666666664,14
38.5,15
38.583333333333336,12
38.666666666666664,13
38.75,14
38.833333333333336,14
38.916666666666664,13
39,14
39.083333333333336,14
