"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 3 discussion"
0,1
0,2
0.08333333333333333,4
0.16666666666666666,3
0.25,4
0.3333333333333333,5
0.4166666666666667,4
0.5,5
0.5833333333333334,6
0.6666666666666666,5
0.75,6
0.8333333333333334,8
0.9166666666666666,8
1,8
1.0833333333333333,9
1.1666666666666667,9
1.25,11
1.3333333333333333,12
1.4166666666666667,11
1.5,16
1.5833333333333333,16
1.6666666666666667,16
1.75,21
1.8333333333333333,23
1.9166666666666667,25
2,25
2.0833333333333335,27
2.1666666666666665,29
2.25,29
2.3333333333333335,30
2.4166666666666665,31
2.5,32
2.5833333333333335,32
2.6666666666666665,35
2.75,38
2.8333333333333335,37
2.9166666666666665,36
3,39
3.0833333333333335,41
3.1666666666666665,42
3.25,43
3.3333333333333335,42
3.4166666666666665,44
3.5,41
3.5833333333333335,41
3.6666666666666665,43
3.75,45
3.8333333333333335,46
3.9166666666666665,43
4,41
4.083333333333333,46
4.166666666666667,44
4.25,50
4.333333333333333,48
4.416666666666667,46
4.5,45
4.583333333333333,46
4.666666666666667,52
4.75,48
4.833333333333333,51
4.916666666666667,49
5,56
5.083333333333333,52
5.166666666666667,50
5.25,55
5.333333333333333,54
5.416666666666667,55
5.5,55
5.583333333333333,57
5.666666666666667,55
5.75,58
5.833333333333333,56
5.916666666666667,56
6,62
6.083333333333333,59
6.166666666666667,62
6.25,55
6.333333333333333,57
6.416666666666667,55
6.5,57
6.583333333333333,56
6.666666666666667,62
6.75,58
6.833333333333333,63
6.916666666666667,58
7,60
7.083333333333333,64
7.166666666666667,61
7.25,60
7.333333333333333,61
7.416666666666667,64
7.5,64
7.583333333333333,64
7.666666666666667,64
7.75,63
7.833333333333333,66
7.916666666666667,63
8,70
8.083333333333334,64
8.166666666666666,73
8.25,75
8.333333333333334,70
8.416666666666666,74
8.5,78
8.583333333333334,80
8.666666666666666,76
8.75,76
8.833333333333334,81
8.916666666666666,77
9,76
9.083333333333334,81
9.166666666666666,77
9.25,80
9.333333333333334,84
9.416666666666666,80
9.5,80
9.583333333333334,83
9.666666666666666,77
9.75,80
9.833333333333334,78
9.916666666666666,85
10,79
10.083333333333334,82
10.166666666666666,79
10.25,84
10.333333333333334,81
10.416666666666666,80
10.5,85
10.583333333333334,84
10.666666666666666,85
10.75,85
10.833333333333334,87
10.916666666666666,90
11,88
11.083333333333334,87
11.166666666666666,92
11.25,88
11.333333333333334,89
11.416666666666666,92
11.5,92
11.583333333333334,95
11.666666666666666,95
11.75,90
11.833333333333334,93
11.916666666666666,96
12,96
12.083333333333334,91
12.166666666666666,94
12.25,94
12.333333333333334,98
12.416666666666666,94
12.5,101
12.583333333333334,101
12.666666666666666,98
12.75,101
12.833333333333334,98
12.916666666666666,97
13,99
13.083333333333334,98
13.166666666666666,101
13.25,105
13.333333333333334,100
13.416666666666666,103
13.5,103
13.583333333333334,104
13.666666666666666,107
13.75,107
13.833333333333334,108
13.916666666666666,102
14,107
14.083333333333334,105
14.166666666666666,106
14.25,107
14.333333333333334,106
14.416666666666666,106
14.5,105
14.583333333333334,109
14.666666666666666,110
14.75,109
14.833333333333334,107
14.916666666666666,108
15,108
15.083333333333334,109
15.166666666666666,108
15.25,109
15.333333333333334,114
15.416666666666666,109
15.5,109
15.583333333333334,108
15.666666666666666,114
15.75,111
15.833333333333334,113
15.916666666666666,110
16,114
16.083333333333332,108
16.166666666666668,112
16.25,112
16.333333333333332,115
16.416666666666668,114
16.5,113
16.583333333333332,114
16.666666666666668,112
16.75,108
16.833333333333332,116
16.916666666666668,110
17,108
17.083333333333332,111
17.166666666666668,111
17.25,113
17.333333333333332,111
17.416666666666668,113
17.5,113
17.583333333333332,112
17.666666666666668,112
17.75,112
17.833333333333332,113
17.916666666666668,114
18,112
18.083333333333332,116
18.166666666666668,117
18.25,116
18.333333333333332,118
18.416666666666668,115
18.5,115
18.583333333333332,117
18.666666666666668,116
18.75,118
18.833333333333332,117
18.916666666666668,119
19,115
19.083333333333332,120
19.166666666666668,119
19.25,117
19.333333333333332,120
19.416666666666668,120
19.5,117
19.583333333333332,119
19.666666666666668,121
19.75,117
19.833333333333332,113
19.916666666666668,117
20,116
20.083333333333332,118
20.166666666666668,116
20.25,121
20.333333333333332,118
20.416666666666668,117
20.5,118
20.583333333333332,118
20.666666666666668,120
20.75,117
20.833333333333332,120
20.916666666666668,119
21,121
21.083333333333332,121
21.166666666666668,121
21.25,122
21.333333333333332,122
21.416666666666668,118
21.5,122
21.583333333333332,121
21.666666666666668,123
21.75,119
21.833333333333332,121
21.916666666666668,122
22,122
22.083333333333332,123
22.166666666666668,124
22.25,121
22.333333333333332,125
22.416666666666668,125
22.5,121
22.583333333333332,127
22.666666666666668,125
22.75,121
22.833333333333332,120
22.916666666666668,128
23,124
23.083333333333332,123
23.166666666666668,124
23.916666666666668,124
24,124
24.083333333333332,122
24.166666666666668,125
24.25,125
24.333333333333332,121
24.416666666666668,121
24.5,125
24.583333333333332,126
24.666666666666668,125
24.75,124
24.833333333333332,125
24.916666666666668,129
25,125
25.083333333333332,125
25.166666666666668,128
25.25,125
25.333333333333332,126
25.416666666666668,128
25.5,125
25.583333333333332,125
25.666666666666668,126
25.75,125
25.833333333333332,124
25.916666666666668,128
26,127
26.083333333333332,127
26.166666666666668,125
26.25,123
26.333333333333332,126
26.416666666666668,128
26.5,125
26.583333333333332,125
26.666666666666668,124
26.75,124
26.833333333333332,127
26.916666666666668,121
27,127
27.083333333333332,123
27.166666666666668,124
27.25,124
27.333333333333332,126
27.416666666666668,124
27.5,126
27.583333333333332,127
27.666666666666668,129
27.75,123
27.833333333333332,127
27.916666666666668,128
28,122
28.083333333333332,124
28.166666666666668,125
28.25,128
28.333333333333332,127
28.416666666666668,123
28.5,126
28.583333333333332,126
28.666666666666668,127
28.75,128
28.833333333333332,122
28.916666666666668,127
29,123
29.083333333333332,126
29.166666666666668,129
29.25,127
29.333333333333332,129
29.416666666666668,128
29.5,126
29.583333333333332,124
29.666666666666668,127
29.75,124
29.833333333333332,127
29.916666666666668,126
30,126
30.083333333333332,129
30.166666666666668,128
30.25,131
30.333333333333332,130
30.416666666666668,128
30.5,130
30.583333333333332,127
30.666666666666668,128
30.75,127
30.833333333333332,128
30.916666666666668,128
31,128
31.083333333333332,125
31.166666666666668,125
31.25,125
31.333333333333332,128
31.416666666666668,129
31.5,127
31.583333333333332,129
31.666666666666668,126
31.75,130
31.833333333333332,127
31.916666666666668,132
32,130
32.083333333333336,131
32.166666666666664,131
32.25,129
32.333333333333336,131
32.416666666666664,127
32.5,132
32.583333333333336,130
32.666666666666664,132
32.75,130
32.833333333333336,129
32.916666666666664,131
33,126
33.083333333333336,127
33.166666666666664,126
33.25,131
33.333333333333336,130
33.416666666666664,130
33.5,128
33.583333333333336,128
33.666666666666664,128
33.75,129
33.833333333333336,129
33.916666666666664,127
34,127
34.083333333333336,127
34.166666666666664,130
34.25,128
