"Hours since thread went live","Sengoku Youko - Episode 10 discussion"
16.833333333333332,255
16.916666666666668,256
17,258
17.083333333333332,255
17.166666666666668,255
17.25,256
17.333333333333332,257
17.416666666666668,258
17.5,258
17.583333333333332,259
17.666666666666668,257
17.75,260
17.833333333333332,261
17.916666666666668,260
18,261
18.083333333333332,262
18.166666666666668,262
18.25,261
18.333333333333332,260
18.416666666666668,258
18.5,264
18.583333333333332,266
18.666666666666668,261
18.75,264
18.833333333333332,267
18.916666666666668,265
19,260
19.083333333333332,263
19.166666666666668,265
19.25,267
19.333333333333332,267
19.416666666666668,268
19.5,268
19.583333333333332,265
19.666666666666668,265
19.75,267
19.833333333333332,264
19.916666666666668,268
20,267
20.083333333333332,267
20.166666666666668,265
20.25,267
20.333333333333332,270
20.416666666666668,267
20.5,269
20.583333333333332,271
20.666666666666668,270
20.75,267
20.833333333333332,268
20.916666666666668,268
21,267
21.083333333333332,272
21.166666666666668,273
21.25,268
21.333333333333332,267
21.416666666666668,265
21.5,269
21.583333333333332,271
21.666666666666668,271
21.75,274
21.833333333333332,272
21.916666666666668,269
22,269
22.083333333333332,272
22.166666666666668,272
22.25,274
22.333333333333332,268
22.416666666666668,271
22.5,270
22.583333333333332,272
22.666666666666668,272
22.75,269
22.833333333333332,273
22.916666666666668,272
23,275
23.083333333333332,270
23.166666666666668,274
23.25,278
23.333333333333332,276
23.416666666666668,271
23.5,271
23.583333333333332,276
23.666666666666668,274
23.75,279
23.833333333333332,275
23.916666666666668,279
24,281
24.083333333333332,280
24.166666666666668,280
24.25,277
24.333333333333332,280
24.416666666666668,277
24.5,281
24.583333333333332,280
24.666666666666668,278
24.75,279
24.833333333333332,281
24.916666666666668,279
25,277
25.083333333333332,281
25.166666666666668,281
25.25,281
25.333333333333332,277
25.416666666666668,281
25.5,278
25.583333333333332,279
25.666666666666668,280
25.75,277
25.833333333333332,281
25.916666666666668,284
26,280
26.083333333333332,281
26.166666666666668,280
26.25,284
26.333333333333332,285
26.416666666666668,285
26.5,289
26.583333333333332,289
26.666666666666668,287
26.75,291
26.833333333333332,287
26.916666666666668,287
27,287
27.083333333333332,288
27.166666666666668,288
27.25,285
27.333333333333332,287
27.416666666666668,286
27.5,286
27.583333333333332,289
27.666666666666668,288
27.75,289
27.833333333333332,289
27.916666666666668,288
28,291
28.083333333333332,294
28.166666666666668,290
28.25,288
28.333333333333332,292
28.416666666666668,290
28.5,292
28.583333333333332,292
28.666666666666668,290
28.75,295
28.833333333333332,289
28.916666666666668,288
29,290
29.083333333333332,290
29.166666666666668,295
29.25,292
29.333333333333332,291
29.416666666666668,293
29.5,293
29.583333333333332,289
29.666666666666668,296
29.75,291
29.833333333333332,293
29.916666666666668,291
30,294
30.083333333333332,295
30.166666666666668,294
30.25,298
30.333333333333332,297
30.416666666666668,296
30.5,296
30.583333333333332,295
30.666666666666668,298
30.75,301
30.833333333333332,298
30.916666666666668,301
31,297
31.083333333333332,297
31.166666666666668,296
31.25,299
31.333333333333332,300
31.416666666666668,298
31.5,297
31.583333333333332,297
31.666666666666668,296
31.75,301
31.833333333333332,299
31.916666666666668,300
32,296
32.083333333333336,302
32.166666666666664,298
32.25,297
32.333333333333336,301
32.416666666666664,299
32.5,300
32.583333333333336,298
32.666666666666664,299
32.75,302
32.833333333333336,299
32.916666666666664,302
33,301
33.083333333333336,299
33.166666666666664,300
33.25,301
33.333333333333336,299
33.416666666666664,296
33.5,301
33.583333333333336,299
33.666666666666664,300
33.75,304
33.833333333333336,299
33.916666666666664,300
34,304
34.083333333333336,301
34.166666666666664,305
34.25,305
34.333333333333336,303
34.416666666666664,304
34.5,299
34.583333333333336,302
34.666666666666664,307
34.75,304
34.833333333333336,305
34.916666666666664,301
35,304
35.083333333333336,301
35.166666666666664,304
35.25,306
35.333333333333336,307
35.416666666666664,305
35.5,303
35.583333333333336,301
35.666666666666664,303
35.75,303
35.833333333333336,303
35.916666666666664,303
36,301
36.083333333333336,306
36.166666666666664,307
36.25,303
36.333333333333336,304
36.416666666666664,302
36.5,305
36.583333333333336,301
36.666666666666664,309
36.75,302
36.833333333333336,302
36.916666666666664,308
37,305
37.083333333333336,305
37.166666666666664,303
37.25,303
37.333333333333336,302
37.416666666666664,304
37.5,304
37.583333333333336,305
37.666666666666664,307
37.75,308
37.833333333333336,307
37.916666666666664,306
38,307
38.083333333333336,304
38.166666666666664,305
38.25,307
38.333333333333336,305
38.416666666666664,305
38.5,308
38.583333333333336,303
38.666666666666664,309
38.75,309
38.833333333333336,306
38.916666666666664,306
39,309
39.083333333333336,305
39.166666666666664,306
39.25,306
39.333333333333336,303
39.416666666666664,306
39.5,305
39.583333333333336,302
39.666666666666664,306
39.75,306
39.833333333333336,305
39.916666666666664,304
40,305
40.083333333333336,308
40.166666666666664,307
40.25,306
40.333333333333336,304
40.416666666666664,303
40.5,305
40.583333333333336,306
40.666666666666664,309
40.75,304
40.833333333333336,308
40.916666666666664,304
41,307
41.083333333333336,306
41.166666666666664,307
41.25,305
41.333333333333336,311
41.416666666666664,309
41.5,311
41.583333333333336,308
41.666666666666664,309
41.75,310
41.833333333333336,303
41.916666666666664,310
42,309
42.083333333333336,304
42.166666666666664,309
42.25,303
42.333333333333336,309
42.416666666666664,308
42.5,309
42.583333333333336,308
42.666666666666664,307
42.75,312
42.833333333333336,308
42.916666666666664,311
43,312
43.083333333333336,307
43.166666666666664,306
43.25,308
43.333333333333336,309
43.416666666666664,309
43.5,309
43.583333333333336,307
43.666666666666664,310
43.75,305
43.833333333333336,309
43.916666666666664,312
44,310
44.083333333333336,311
44.166666666666664,308
44.25,307
44.333333333333336,311
44.416666666666664,311
44.5,313
44.583333333333336,309
44.666666666666664,310
44.75,311
44.833333333333336,309
44.916666666666664,309
45,312
45.083333333333336,310
45.166666666666664,312
45.25,313
45.333333333333336,307
45.416666666666664,312
45.5,311
45.583333333333336,315
45.666666666666664,311
45.75,315
45.833333333333336,315
45.916666666666664,310
46,312
46.083333333333336,311
46.166666666666664,312
46.25,315
46.333333333333336,314
46.416666666666664,312
46.5,312
46.583333333333336,315
46.666666666666664,311
46.75,316
46.833333333333336,309
46.916666666666664,314
47,315
47.083333333333336,310
47.166666666666664,314
47.25,315
47.333333333333336,314
47.416666666666664,313
47.5,314
47.583333333333336,316
47.666666666666664,315
47.75,311
47.833333333333336,316
47.916666666666664,313
