"Hours since thread went live","Ninja Kamui - Episode 7 discussion"
0,0
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,3
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,5
0.9166666666666666,6
1,5
1.0833333333333333,6
1.1666666666666667,6
1.25,8
1.3333333333333333,8
1.4166666666666667,8
1.5,10
1.5833333333333333,11
1.6666666666666667,11
1.75,13
1.8333333333333333,13
1.9166666666666667,15
2,16
2.0833333333333335,17
2.1666666666666665,19
2.25,18
2.3333333333333335,18
2.4166666666666665,20
2.5,20
2.5833333333333335,21
2.6666666666666665,21
2.75,21
2.8333333333333335,22
2.9166666666666665,21
3,26
3.0833333333333335,25
3.1666666666666665,27
3.25,30
3.3333333333333335,29
3.4166666666666665,31
3.5,34
3.5833333333333335,32
3.6666666666666665,35
3.75,33
3.8333333333333335,33
3.9166666666666665,36
4,41
4.083333333333333,40
4.166666666666667,38
4.25,41
4.333333333333333,43
4.416666666666667,45
4.5,41
4.583333333333333,41
4.666666666666667,45
4.75,44
4.833333333333333,45
4.916666666666667,49
5,47
5.083333333333333,44
5.166666666666667,45
5.25,48
5.333333333333333,49
5.416666666666667,53
5.5,50
5.583333333333333,48
5.666666666666667,47
5.75,49
5.833333333333333,51
5.916666666666667,51
6,53
6.083333333333333,54
6.166666666666667,54
6.25,51
6.333333333333333,56
6.416666666666667,60
6.5,53
6.583333333333333,53
6.666666666666667,62
6.75,55
6.833333333333333,58
6.916666666666667,64
7,57
7.083333333333333,59
7.166666666666667,62
7.25,63
7.333333333333333,64
7.416666666666667,62
7.5,64
7.583333333333333,66
7.666666666666667,68
7.75,70
7.833333333333333,68
7.916666666666667,70
8,69
8.083333333333334,72
8.166666666666666,68
8.25,69
8.333333333333334,75
8.416666666666666,69
8.5,73
8.583333333333334,69
8.666666666666666,74
8.75,75
8.833333333333334,71
8.916666666666666,76
9,74
9.083333333333334,79
9.166666666666666,75
9.25,77
9.333333333333334,80
9.416666666666666,78
9.5,79
9.583333333333334,83
9.666666666666666,78
9.75,81
9.833333333333334,85
9.916666666666666,80
10,81
10.083333333333334,80
10.166666666666666,82
10.25,82
10.333333333333334,89
10.416666666666666,85
10.5,88
10.583333333333334,82
10.666666666666666,86
10.75,88
10.833333333333334,87
10.916666666666666,87
11,86
11.083333333333334,88
11.166666666666666,86
11.25,87
11.333333333333334,87
11.416666666666666,93
11.5,94
