"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 2 discussion"
0,1
0,1
0.08333333333333333,5
0.16666666666666666,12
0.25,13
0.3333333333333333,16
0.4166666666666667,21
0.5,22
0.5833333333333334,25
0.6666666666666666,30
0.75,32
0.8333333333333334,42
0.9166666666666666,47
1,47
1.0833333333333333,48
1.1666666666666667,51
1.25,51
1.3333333333333333,56
1.4166666666666667,55
1.5,59
1.5833333333333333,65
1.6666666666666667,73
1.75,74
1.8333333333333333,79
1.9166666666666667,89
2,87
2.0833333333333335,93
2.1666666666666665,95
2.25,101
2.3333333333333335,105
2.4166666666666665,108
2.5,112
2.5833333333333335,113
2.6666666666666665,117
2.75,124
2.8333333333333335,129
2.9166666666666665,132
3,133
3.0833333333333335,133
3.1666666666666665,141
3.25,141
3.3333333333333335,143
3.4166666666666665,148
3.5,150
3.5833333333333335,151
3.6666666666666665,154
3.75,156
3.8333333333333335,161
3.9166666666666665,170
4,168
4.083333333333333,174
4.166666666666667,172
4.25,174
4.333333333333333,180
4.416666666666667,184
4.5,187
4.583333333333333,184
4.666666666666667,195
4.75,192
4.833333333333333,201
4.916666666666667,199
5,202
5.083333333333333,207
5.166666666666667,210
5.25,217
5.333333333333333,217
5.416666666666667,216
5.5,224
5.583333333333333,226
5.666666666666667,228
5.75,227
5.833333333333333,231
5.916666666666667,233
6,239
6.083333333333333,240
6.166666666666667,237
6.25,243
6.333333333333333,240
6.416666666666667,240
6.5,244
6.583333333333333,249
6.666666666666667,250
6.75,252
6.833333333333333,250
6.916666666666667,253
7,254
7.083333333333333,254
7.166666666666667,255
7.25,259
7.333333333333333,267
7.416666666666667,269
7.5,268
7.583333333333333,267
7.666666666666667,270
7.75,270
7.833333333333333,272
7.916666666666667,276
8,277
8.083333333333334,276
8.166666666666666,280
8.25,280
8.333333333333334,284
8.416666666666666,285
8.5,283
8.583333333333334,283
8.666666666666666,286
8.75,284
8.833333333333334,292
8.916666666666666,289
9,292
9.083333333333334,296
9.166666666666666,298
9.25,298
9.333333333333334,296
9.416666666666666,296
9.5,300
9.583333333333334,298
9.666666666666666,303
9.75,303
9.833333333333334,303
9.916666666666666,306
10,307
10.083333333333334,306
10.166666666666666,309
10.25,309
10.333333333333334,307
10.416666666666666,312
10.5,309
10.583333333333334,311
10.666666666666666,319
10.75,315
10.833333333333334,319
10.916666666666666,318
11,321
11.083333333333334,322
11.166666666666666,319
11.25,316
11.333333333333334,319
11.416666666666666,320
11.5,322
11.583333333333334,321
11.666666666666666,322
11.75,327
11.833333333333334,333
11.916666666666666,333
12,333
12.083333333333334,334
12.166666666666666,331
12.25,337
12.333333333333334,337
12.416666666666666,344
12.5,337
12.583333333333334,343
12.666666666666666,343
12.75,344
12.833333333333334,345
12.916666666666666,341
13,340
13.083333333333334,345
13.166666666666666,340
13.25,348
13.333333333333334,347
13.416666666666666,353
13.5,344
13.583333333333334,348
13.666666666666666,348
13.75,346
13.833333333333334,350
13.916666666666666,354
14,355
14.083333333333334,354
14.166666666666666,355
14.25,358
14.333333333333334,359
14.416666666666666,358
14.5,357
14.583333333333334,353
14.666666666666666,363
14.75,355
14.833333333333334,360
14.916666666666666,361
15,365
15.083333333333334,356
15.166666666666666,363
15.25,365
15.333333333333334,361
15.416666666666666,367
15.5,366
15.583333333333334,368
15.666666666666666,367
15.75,365
15.833333333333334,368
15.916666666666666,365
16,363
16.083333333333332,366
16.166666666666668,365
16.25,361
16.333333333333332,364
16.416666666666668,366
16.5,370
16.583333333333332,365
16.666666666666668,366
16.75,368
16.833333333333332,367
16.916666666666668,364
17,373
17.083333333333332,365
17.166666666666668,370
17.25,370
17.333333333333332,374
17.416666666666668,373
17.5,376
17.583333333333332,377
17.666666666666668,377
17.75,378
17.833333333333332,380
17.916666666666668,371
18,375
18.083333333333332,372
18.166666666666668,371
18.25,375
18.333333333333332,381
18.416666666666668,384
18.5,380
18.583333333333332,382
18.666666666666668,381
18.75,379
18.833333333333332,380
18.916666666666668,387
19,387
19.083333333333332,379
19.166666666666668,380
19.25,382
19.333333333333332,389
19.416666666666668,381
19.5,387
19.583333333333332,381
19.666666666666668,384
19.75,386
19.833333333333332,388
19.916666666666668,387
20,393
20.083333333333332,397
20.166666666666668,390
20.25,391
20.333333333333332,391
20.416666666666668,391
20.5,390
20.583333333333332,391
20.666666666666668,394
20.75,395
20.833333333333332,395
20.916666666666668,399
21,396
21.083333333333332,391
21.166666666666668,395
21.25,391
21.333333333333332,392
21.416666666666668,395
21.5,391
21.583333333333332,393
21.666666666666668,395
21.75,398
21.833333333333332,399
21.916666666666668,404
22,403
22.083333333333332,400
22.166666666666668,400
22.25,401
22.333333333333332,402
22.416666666666668,405
22.5,402
22.583333333333332,407
22.666666666666668,409
22.75,408
22.833333333333332,402
22.916666666666668,411
23,407
23.083333333333332,410
23.166666666666668,407
23.25,413
23.333333333333332,406
23.416666666666668,408
23.5,414
23.583333333333332,415
23.666666666666668,410
23.75,407
23.833333333333332,417
23.916666666666668,415
24,410
24.083333333333332,414
24.166666666666668,413
24.25,416
24.333333333333332,421
24.416666666666668,420
24.5,414
24.583333333333332,420
24.666666666666668,420
24.75,416
24.833333333333332,424
24.916666666666668,422
25,422
25.083333333333332,424
25.166666666666668,420
25.25,418
25.333333333333332,420
25.416666666666668,429
25.5,424
25.583333333333332,425
25.666666666666668,422
25.75,427
25.833333333333332,420
25.916666666666668,428
26,425
26.083333333333332,429
26.166666666666668,423
26.25,422
26.333333333333332,429
26.416666666666668,426
26.5,423
26.583333333333332,425
26.666666666666668,426
26.75,429
26.833333333333332,429
26.916666666666668,428
27,430
27.083333333333332,426
27.166666666666668,432
27.25,428
27.333333333333332,431
27.416666666666668,434
27.5,432
27.583333333333332,436
27.666666666666668,432
27.75,435
27.833333333333332,427
27.916666666666668,437
28,436
28.083333333333332,433
28.166666666666668,434
28.25,435
28.333333333333332,431
28.416666666666668,426
28.5,428
28.583333333333332,429
28.666666666666668,433
28.75,432
28.833333333333332,433
28.916666666666668,433
29,432
29.083333333333332,437
29.166666666666668,434
29.25,432
29.333333333333332,435
29.416666666666668,437
29.5,437
29.583333333333332,433
29.666666666666668,435
29.75,436
29.833333333333332,433
29.916666666666668,437
30,437
30.083333333333332,438
30.166666666666668,442
30.25,442
30.333333333333332,443
30.416666666666668,441
30.5,441
30.583333333333332,436
30.666666666666668,437
30.75,445
30.833333333333332,444
30.916666666666668,440
31,440
31.083333333333332,438
31.166666666666668,437
31.25,435
31.333333333333332,440
31.416666666666668,435
31.5,446
31.583333333333332,439
31.666666666666668,442
31.75,437
31.833333333333332,441
31.916666666666668,440
32,443
32.083333333333336,445
32.166666666666664,443
32.25,438
32.333333333333336,443
32.416666666666664,441
32.5,446
32.583333333333336,445
32.666666666666664,437
32.75,439
32.833333333333336,441
32.916666666666664,439
33,442
33.083333333333336,443
33.166666666666664,444
33.25,442
33.333333333333336,442
33.416666666666664,445
33.5,442
33.583333333333336,444
33.666666666666664,439
33.75,446
33.833333333333336,442
33.916666666666664,449
34,447
34.083333333333336,448
34.166666666666664,445
34.25,441
34.333333333333336,446
34.416666666666664,443
34.5,445
34.583333333333336,444
34.666666666666664,444
34.75,440
34.833333333333336,440
34.916666666666664,446
35,442
35.083333333333336,443
35.166666666666664,447
35.25,449
35.333333333333336,439
35.416666666666664,446
35.5,447
35.583333333333336,438
35.666666666666664,446
35.75,444
35.833333333333336,448
35.916666666666664,439
36,440
36.083333333333336,443
36.166666666666664,443
36.25,442
36.333333333333336,449
36.416666666666664,444
36.5,445
36.583333333333336,443
36.666666666666664,440
36.75,442
36.833333333333336,450
36.916666666666664,448
37,445
37.083333333333336,451
37.166666666666664,448
37.25,449
37.333333333333336,450
37.416666666666664,450
37.5,442
37.583333333333336,447
37.666666666666664,446
37.75,446
37.833333333333336,448
37.916666666666664,446
38,443
38.083333333333336,445
38.166666666666664,447
38.25,449
38.333333333333336,447
38.416666666666664,447
38.5,445
38.583333333333336,445
38.666666666666664,452
38.75,450
38.833333333333336,446
38.916666666666664,450
