"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 2 discussion"
39,450
39.083333333333336,448
39.166666666666664,443
39.25,450
39.333333333333336,452
39.416666666666664,449
39.5,444
39.583333333333336,449
39.666666666666664,447
39.75,451
39.833333333333336,445
39.916666666666664,446
40,452
40.083333333333336,450
40.166666666666664,451
40.25,447
40.333333333333336,452
40.416666666666664,449
40.5,454
40.583333333333336,448
40.666666666666664,455
40.75,452
40.833333333333336,448
40.916666666666664,453
41,447
41.083333333333336,452
41.166666666666664,456
41.25,450
41.333333333333336,450
41.416666666666664,452
41.5,455
41.583333333333336,456
41.666666666666664,452
41.75,449
41.833333333333336,450
41.916666666666664,452
42,452
42.083333333333336,449
42.166666666666664,453
42.25,453
42.333333333333336,456
42.416666666666664,453
42.5,451
42.583333333333336,450
42.666666666666664,449
42.75,449
42.833333333333336,451
42.916666666666664,456
43,456
43.083333333333336,455
43.166666666666664,456
43.25,455
43.333333333333336,456
43.416666666666664,456
43.5,457
43.583333333333336,453
43.666666666666664,455
43.75,457
43.833333333333336,460
43.916666666666664,450
44,457
44.083333333333336,452
44.166666666666664,449
44.25,457
44.333333333333336,458
44.416666666666664,453
44.5,450
44.583333333333336,451
44.666666666666664,459
44.75,455
44.833333333333336,457
44.916666666666664,453
45,455
45.083333333333336,453
45.166666666666664,451
45.25,455
45.333333333333336,455
45.416666666666664,450
45.5,449
45.583333333333336,458
45.666666666666664,456
45.75,450
45.833333333333336,455
45.916666666666664,456
46,449
46.083333333333336,451
46.166666666666664,454
46.25,457
46.333333333333336,459
46.416666666666664,459
46.5,459
46.583333333333336,449
46.666666666666664,456
46.75,452
46.833333333333336,452
46.916666666666664,458
47,451
47.083333333333336,454
47.166666666666664,457
47.25,455
47.333333333333336,453
47.416666666666664,459
47.5,454
47.583333333333336,457
47.666666666666664,455
47.75,457
47.833333333333336,457
47.916666666666664,457
