"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 1 discussion"
0,3
0.08333333333333333,12
0.16666666666666666,23
0.25,37
0.3333333333333333,53
0.4166666666666667,61
0.5,67
0.5833333333333334,85
0.6666666666666666,99
0.75,126
0.8333333333333334,141
0.9166666666666666,163
1,184
1.0833333333333333,210
1.1666666666666667,232
1.25,259
1.3333333333333333,275
1.4166666666666667,302
1.5,329
1.5833333333333333,347
1.6666666666666667,364
1.75,381
1.8333333333333333,402
1.9166666666666667,418
2,435
2.0833333333333335,450
2.1666666666666665,474
2.25,490
2.3333333333333335,512
2.4166666666666665,527
2.5,534
2.5833333333333335,558
2.6666666666666665,571
2.75,587
2.8333333333333335,603
2.9166666666666665,629
3,649
3.0833333333333335,661
3.1666666666666665,680
3.25,689
3.3333333333333335,690
3.4166666666666665,711
3.5,717
3.5833333333333335,737
3.6666666666666665,750
3.75,782
3.8333333333333335,790
3.9166666666666665,802
4,812
4.083333333333333,815
4.166666666666667,836
4.25,840
4.333333333333333,863
4.416666666666667,884
4.5,898
4.583333333333333,912
4.666666666666667,924
4.75,938
4.833333333333333,955
4.916666666666667,971
5,980
5.083333333333333,999
5.166666666666667,1010
5.25,1024
5.333333333333333,1033
5.416666666666667,1037
5.5,1045
5.583333333333333,1061
5.666666666666667,1082
5.75,1103
5.833333333333333,1105
5.916666666666667,1127
6,1138
6.083333333333333,1146
6.166666666666667,1156
6.25,1171
6.333333333333333,1185
6.416666666666667,1192
6.5,1204
6.583333333333333,1211
6.666666666666667,1218
6.75,1232
6.833333333333333,1245
6.916666666666667,1253
7,1254
7.083333333333333,1270
7.166666666666667,1278
7.25,1292
7.333333333333333,1301
7.416666666666667,1312
7.5,1317
7.583333333333333,1329
7.666666666666667,1336
7.75,1351
7.833333333333333,1356
7.916666666666667,1369
8,1386
8.083333333333334,1392
8.166666666666666,1399
8.25,1404
8.333333333333334,1420
8.416666666666666,1427
8.5,1437
8.583333333333334,1440
8.666666666666666,1456
8.75,1457
8.833333333333334,1464
8.916666666666666,1466
9,1477
9.083333333333334,1491
9.166666666666666,1492
9.25,1502
9.333333333333334,1512
9.416666666666666,1516
9.5,1518
9.583333333333334,1527
9.666666666666666,1536
9.75,1552
9.833333333333334,1552
9.916666666666666,1570
10,1570
10.083333333333334,1575
10.166666666666666,1582
10.25,1589
10.333333333333334,1591
10.416666666666666,1603
10.5,1606
10.583333333333334,1606
10.666666666666666,1618
