"Hours since thread went live","Kimetsu no Yaiba: Yuukaku-hen - Episode 10 discussion"
33.583333333333336,14717
33.666666666666664,14733
33.75,14723
33.833333333333336,14728
33.916666666666664,14733
34,14736
34.083333333333336,14740
34.166666666666664,14756
34.25,14762
34.333333333333336,14761
34.416666666666664,14759
34.5,14769
34.583333333333336,14771
34.666666666666664,14773
34.75,14788
34.833333333333336,14785
34.916666666666664,14781
35,14792
35.083333333333336,14791
35.166666666666664,14802
35.25,14805
35.333333333333336,14809
35.416666666666664,14816
35.5,14813
35.583333333333336,14814
35.666666666666664,14818
35.75,14823
35.833333333333336,14838
35.916666666666664,14830
36,14836
36.083333333333336,14841
36.166666666666664,14845
36.25,14845
36.333333333333336,14844
36.416666666666664,14852
36.5,14858
36.583333333333336,14862
36.666666666666664,14864
36.75,14876
36.833333333333336,14879
36.916666666666664,14883
37,14893
37.083333333333336,14890
37.166666666666664,14902
37.25,14906
37.333333333333336,14911
37.416666666666664,14907
37.5,14911
37.583333333333336,14912
37.666666666666664,14917
37.75,14919
37.833333333333336,14916
37.916666666666664,14926
38,14940
38.083333333333336,14929
38.166666666666664,14941
38.25,14951
38.333333333333336,14945
38.416666666666664,14944
38.5,14947
38.583333333333336,14955
38.666666666666664,14960
38.75,14959
38.833333333333336,14961
38.916666666666664,14956
39,14967
39.083333333333336,14962
39.166666666666664,14969
39.25,14976
39.333333333333336,14980
39.416666666666664,14981
39.5,14988
39.583333333333336,14984
39.666666666666664,14992
39.75,14990
39.833333333333336,14987
39.916666666666664,14994
40,15000
40.083333333333336,14995
40.166666666666664,14994
40.25,15000
40.333333333333336,15000
40.416666666666664,15001
40.5,15006
40.583333333333336,14997
40.666666666666664,15006
40.75,15006
40.833333333333336,15006
40.916666666666664,15010
41,15014
41.083333333333336,15012
41.166666666666664,15019
41.25,15024
41.333333333333336,15022
41.416666666666664,15018
41.5,15019
41.583333333333336,15019
41.666666666666664,15027
41.75,15022
41.833333333333336,15021
41.916666666666664,15033
42,15030
42.083333333333336,15026
42.166666666666664,15029
42.25,15034
42.333333333333336,15037
42.416666666666664,15042
42.5,15046
42.583333333333336,15046
42.666666666666664,15044
42.75,15049
42.833333333333336,15052
42.916666666666664,15053
43,15043
43.083333333333336,15049
43.166666666666664,15043
43.25,15058
43.333333333333336,15054
43.416666666666664,15052
43.5,15050
43.583333333333336,15054
43.666666666666664,15061
43.75,15059
43.833333333333336,15064
43.916666666666664,15068
44,15066
44.083333333333336,15065
44.166666666666664,15071
44.25,15072
44.333333333333336,15073
44.416666666666664,15073
44.5,15072
44.583333333333336,15072
44.666666666666664,15081
44.75,15076
44.833333333333336,15077
44.916666666666664,15077
45,15078
45.083333333333336,15083
45.166666666666664,15078
45.25,15082
45.333333333333336,15086
45.416666666666664,15078
45.5,15078
45.583333333333336,15080
45.666666666666664,15083
45.75,15087
45.833333333333336,15084
45.916666666666664,15089
46,15091
46.083333333333336,15093
46.166666666666664,15096
46.25,15092
46.333333333333336,15098
46.416666666666664,15098
46.5,15099
46.583333333333336,15097
46.666666666666664,15106
46.75,15097
46.833333333333336,15102
46.916666666666664,15098
47,15103
47.083333333333336,15105
47.166666666666664,15104
47.25,15112
47.333333333333336,15104
47.416666666666664,15106
47.5,15107
47.583333333333336,15112
47.666666666666664,15113
47.75,15116
47.833333333333336,15115
47.916666666666664,15114
