"Hours since thread went live","Sasayaku You ni Koi wo Utau • Whisper Me a Love Song - Episode 2 discussion"
0,3
0.08333333333333333,10
0.16666666666666666,12
0.25,19
0.3333333333333333,25
0.4166666666666667,32
0.5,40
0.5833333333333334,51
0.6666666666666666,65
0.75,74
0.8333333333333334,84
0.9166666666666666,91
1,101
1.0833333333333333,108
1.1666666666666667,112
1.25,130
1.3333333333333333,134
1.4166666666666667,140
1.5,146
1.5833333333333333,158
1.6666666666666667,161
1.75,170
1.8333333333333333,177
1.9166666666666667,182
2,188
2.0833333333333335,196
2.1666666666666665,208
2.25,215
2.3333333333333335,219
2.4166666666666665,224
2.5,231
2.5833333333333335,237
2.6666666666666665,243
2.75,252
2.8333333333333335,263
2.9166666666666665,265
3,268
3.0833333333333335,277
3.1666666666666665,282
3.25,286
3.3333333333333335,290
3.4166666666666665,291
3.5,297
3.5833333333333335,301
3.6666666666666665,303
3.75,313
3.8333333333333335,318
3.9166666666666665,314
4,327
4.083333333333333,332
4.166666666666667,331
4.25,336
4.333333333333333,346
4.416666666666667,352
4.5,361
4.583333333333333,361
4.666666666666667,368
4.75,375
4.833333333333333,376
4.916666666666667,373
5,379
5.083333333333333,392
5.166666666666667,395
5.25,393
5.333333333333333,394
5.416666666666667,400
5.5,406
5.583333333333333,408
5.666666666666667,413
5.75,418
5.833333333333333,431
5.916666666666667,435
6,435
6.083333333333333,441
6.166666666666667,443
6.25,447
6.333333333333333,444
6.416666666666667,452
6.5,452
6.583333333333333,458
6.666666666666667,460
6.75,466
6.833333333333333,465
6.916666666666667,475
7,474
7.083333333333333,482
7.166666666666667,480
7.25,475
7.333333333333333,479
7.416666666666667,490
7.5,487
7.583333333333333,484
7.666666666666667,492
7.75,499
7.833333333333333,499
7.916666666666667,503
8,501
8.083333333333334,505
8.166666666666666,507
8.25,509
8.333333333333334,515
8.416666666666666,516
8.5,515
8.583333333333334,518
8.666666666666666,520
8.75,529
8.833333333333334,524
8.916666666666666,535
9,536
9.083333333333334,539
9.166666666666666,543
9.25,535
9.333333333333334,536
9.416666666666666,548
9.5,544
9.583333333333334,544
9.666666666666666,546
9.75,551
9.833333333333334,550
9.916666666666666,556
10,556
10.083333333333334,557
10.166666666666666,561
10.25,556
10.333333333333334,564
10.416666666666666,559
10.5,572
10.583333333333334,575
10.666666666666666,574
10.75,576
10.833333333333334,568
10.916666666666666,577
11,575
11.083333333333334,575
11.166666666666666,581
11.25,579
11.333333333333334,589
11.416666666666666,590
11.5,587
11.583333333333334,595
11.666666666666666,600
11.75,598
11.833333333333334,599
11.916666666666666,600
12,597
12.083333333333334,604
12.166666666666666,602
12.25,602
12.333333333333334,599
12.416666666666666,608
12.5,613
12.583333333333334,612
12.666666666666666,609
12.75,618
12.833333333333334,620
12.916666666666666,621
13,623
13.083333333333334,618
13.166666666666666,626
13.25,621
13.333333333333334,622
13.416666666666666,626
13.5,627
13.583333333333334,625
13.666666666666666,625
13.75,627
13.833333333333334,632
13.916666666666666,632
14,637
14.083333333333334,633
14.166666666666666,631
14.25,632
14.333333333333334,635
14.416666666666666,638
14.5,637
14.583333333333334,635
14.666666666666666,639
14.75,639
14.833333333333334,640
14.916666666666666,643
15,643
15.083333333333334,648
15.166666666666666,644
15.25,651
15.333333333333334,653
15.416666666666666,642
15.5,648
15.583333333333334,648
15.666666666666666,653
15.75,650
15.833333333333334,656
15.916666666666666,658
16,656
16.083333333333332,654
16.166666666666668,664
16.25,664
16.333333333333332,661
16.416666666666668,659
16.5,669
16.583333333333332,664
16.666666666666668,666
16.75,662
16.833333333333332,673
16.916666666666668,670
17,676
17.083333333333332,676
17.166666666666668,676
17.25,675
17.333333333333332,683
17.416666666666668,685
17.5,685
17.583333333333332,686
17.666666666666668,682
17.75,686
17.833333333333332,691
17.916666666666668,690
18,694
18.083333333333332,691
18.166666666666668,695
18.25,696
18.333333333333332,692
18.416666666666668,698
18.5,694
18.583333333333332,700
18.666666666666668,696
18.75,696
18.833333333333332,697
18.916666666666668,695
19,698
19.083333333333332,700
19.166666666666668,697
19.25,701
19.333333333333332,702
19.416666666666668,704
19.5,707
19.583333333333332,706
19.666666666666668,705
19.75,707
19.833333333333332,711
19.916666666666668,709
20,709
20.083333333333332,709
20.166666666666668,710
20.25,713
20.333333333333332,717
20.416666666666668,718
20.5,715
20.583333333333332,723
20.666666666666668,725
20.75,721
20.833333333333332,725
20.916666666666668,725
21,727
21.083333333333332,729
21.166666666666668,732
21.25,737
21.333333333333332,736
21.416666666666668,738
21.5,739
21.583333333333332,734
21.666666666666668,733
21.75,736
21.833333333333332,740
21.916666666666668,740
22,742
22.083333333333332,741
22.166666666666668,747
22.25,747
22.333333333333332,747
22.416666666666668,745
22.5,749
22.583333333333332,748
22.666666666666668,748
22.75,749
22.833333333333332,751
22.916666666666668,748
23,749
23.083333333333332,752
23.166666666666668,751
23.25,755
23.333333333333332,758
23.416666666666668,755
23.5,757
23.583333333333332,753
23.666666666666668,756
23.75,752
23.833333333333332,759
23.916666666666668,760
24,763
24.083333333333332,758
24.166666666666668,763
24.25,765
24.333333333333332,767
24.416666666666668,761
24.5,771
24.583333333333332,765
24.666666666666668,767
24.75,771
24.833333333333332,768
24.916666666666668,772
25,771
25.083333333333332,767
25.166666666666668,769
25.25,771
25.333333333333332,775
25.416666666666668,777
25.5,775
25.583333333333332,773
25.666666666666668,776
25.75,776
25.833333333333332,782
25.916666666666668,774
26,771
26.083333333333332,773
26.166666666666668,776
26.25,770
26.333333333333332,775
26.416666666666668,774
26.5,780
26.583333333333332,782
26.666666666666668,779
26.75,782
26.833333333333332,779
26.916666666666668,786
27,786
27.083333333333332,784
27.166666666666668,778
27.25,786
27.333333333333332,783
27.416666666666668,788
27.5,784
27.583333333333332,788
27.666666666666668,791
27.75,788
27.833333333333332,788
27.916666666666668,784
28,784
28.083333333333332,789
28.166666666666668,785
28.333333333333332,793
28.416666666666668,798
28.5,794
28.583333333333332,793
28.666666666666668,793
28.75,795
28.833333333333332,794
28.916666666666668,799
29,797
29.083333333333332,797
29.166666666666668,795
29.25,795
29.333333333333332,796
29.416666666666668,799
29.5,795
29.583333333333332,796
29.666666666666668,791
29.75,798
29.833333333333332,798
29.916666666666668,796
30,799
30.083333333333332,791
30.166666666666668,800
30.25,796
30.333333333333332,797
30.416666666666668,803
30.5,801
30.583333333333332,798
30.666666666666668,794
30.75,796
30.833333333333332,799
30.916666666666668,799
31,800
31.083333333333332,798
31.166666666666668,796
31.25,806
31.333333333333332,801
31.416666666666668,803
31.5,802
31.583333333333332,804
31.666666666666668,804
31.75,807
31.833333333333332,810
31.916666666666668,801
32,811
32.083333333333336,807
32.166666666666664,808
32.25,808
32.333333333333336,809
32.416666666666664,809
32.5,809
32.583333333333336,808
32.666666666666664,805
32.75,809
32.833333333333336,808
32.916666666666664,810
33,806
33.083333333333336,813
33.166666666666664,811
33.25,812
33.333333333333336,810
33.416666666666664,812
33.5,812
33.583333333333336,807
33.666666666666664,813
33.75,812
33.833333333333336,818
33.916666666666664,816
34,813
34.083333333333336,821
34.166666666666664,820
34.25,816
34.333333333333336,816
34.416666666666664,815
34.5,814
34.583333333333336,819
34.666666666666664,819
34.75,810
34.833333333333336,813
34.916666666666664,820
35,817
35.083333333333336,821
35.166666666666664,818
35.25,816
35.333333333333336,814
35.416666666666664,815
35.5,817
35.583333333333336,820
35.666666666666664,819
35.75,817
35.833333333333336,817
35.916666666666664,818
36,813
36.083333333333336,818
36.166666666666664,818
36.25,825
36.333333333333336,827
36.416666666666664,824
36.5,824
36.583333333333336,824
36.666666666666664,822
36.75,824
36.833333333333336,818
36.916666666666664,823
37,819
37.083333333333336,825
37.166666666666664,823
37.25,821
37.333333333333336,828
37.416666666666664,818
37.5,818
37.583333333333336,828
37.666666666666664,826
37.75,827
37.833333333333336,829
37.916666666666664,826
38,822
38.083333333333336,828
38.166666666666664,830
38.25,827
38.333333333333336,832
38.416666666666664,824
38.5,830
38.583333333333336,828
38.666666666666664,830
38.75,825
38.833333333333336,822
38.916666666666664,827
39,832
39.083333333333336,826
39.166666666666664,829
39.25,824
39.333333333333336,831
39.416666666666664,830
39.5,825
39.583333333333336,828
39.666666666666664,828
39.75,826
39.833333333333336,829
39.916666666666664,827
40,831
40.083333333333336,833
40.166666666666664,824
40.25,833
40.333333333333336,830
40.416666666666664,833
40.5,829
40.583333333333336,830
40.666666666666664,823
40.75,830
40.833333333333336,830
40.916666666666664,824
41,826
41.083333333333336,830
41.166666666666664,832
41.25,831
41.333333333333336,832
41.416666666666664,825
41.5,826
41.583333333333336,827
41.666666666666664,833
41.75,834
41.833333333333336,829
41.916666666666664,828
42,829
42.083333333333336,828
42.166666666666664,838
42.25,835
42.333333333333336,835
42.416666666666664,835
42.5,832
42.583333333333336,831
42.666666666666664,831
42.75,836
42.833333333333336,838
42.916666666666664,832
43,834
43.083333333333336,840
43.166666666666664,833
43.25,832
43.333333333333336,838
43.416666666666664,836
43.5,832
43.583333333333336,829
43.666666666666664,835
43.75,834
43.833333333333336,834
43.916666666666664,835
44,839
44.083333333333336,837
44.166666666666664,835
44.25,832
44.333333333333336,836
44.416666666666664,842
44.5,840
44.583333333333336,835
44.666666666666664,833
44.75,839
44.833333333333336,838
44.916666666666664,837
45,838
45.083333333333336,838
45.166666666666664,834
45.25,838
45.333333333333336,842
45.416666666666664,837
45.5,835
45.583333333333336,840
45.666666666666664,833
45.75,840
45.833333333333336,836
45.916666666666664,839
46,840
46.083333333333336,842
46.166666666666664,839
46.25,842
46.333333333333336,838
46.416666666666664,835
46.5,841
46.583333333333336,835
46.666666666666664,844
46.75,843
46.833333333333336,843
46.916666666666664,834
47,838
47.083333333333336,835
47.166666666666664,837
47.25,842
47.333333333333336,838
47.416666666666664,839
47.5,837
47.583333333333336,842
47.666666666666664,836
47.75,838
47.833333333333336,840
47.916666666666664,836
