"Hours since thread went live","Bucchigiri?! - Episode 9 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,0
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,4
0.5833333333333334,5
0.6666666666666666,8
0.75,12
0.8333333333333334,16
0.9166666666666666,17
1,21
1.0833333333333333,22
1.1666666666666667,25
1.25,26
1.3333333333333333,25
1.4166666666666667,26
1.5,28
1.5833333333333333,28
1.6666666666666667,29
1.75,27
1.8333333333333333,30
1.9166666666666667,27
2,31
2.0833333333333335,29
2.1666666666666665,34
2.25,38
2.3333333333333335,37
2.4166666666666665,39
2.5,38
2.5833333333333335,38
2.6666666666666665,39
2.75,44
2.8333333333333335,40
2.9166666666666665,45
3,46
3.0833333333333335,49
3.1666666666666665,47
3.25,45
3.3333333333333335,45
3.4166666666666665,46
3.5,50
3.5833333333333335,48
3.6666666666666665,47
3.75,52
3.8333333333333335,55
3.9166666666666665,52
4,56
4.083333333333333,57
4.166666666666667,59
4.25,59
4.333333333333333,58
4.416666666666667,57
4.5,60
4.583333333333333,61
4.666666666666667,62
4.75,58
4.833333333333333,61
4.916666666666667,62
5,61
5.083333333333333,61
5.166666666666667,62
5.25,68
5.333333333333333,65
5.416666666666667,65
5.5,68
5.583333333333333,69
5.666666666666667,70
5.75,67
5.833333333333333,70
5.916666666666667,73
6,72
6.083333333333333,73
6.166666666666667,74
6.25,75
6.333333333333333,73
6.416666666666667,76
6.5,74
6.583333333333333,80
6.666666666666667,77
6.75,78
6.833333333333333,80
6.916666666666667,79
7,80
7.083333333333333,84
7.166666666666667,82
7.25,85
7.333333333333333,87
7.416666666666667,85
7.5,83
7.583333333333333,90
7.666666666666667,86
7.75,90
7.833333333333333,88
7.916666666666667,88
8,90
8.083333333333334,93
8.166666666666666,89
8.25,92
8.333333333333334,92
8.416666666666666,89
8.5,94
8.583333333333334,88
8.666666666666666,92
8.75,89
8.833333333333334,95
8.916666666666666,97
9,93
9.083333333333334,92
9.166666666666666,99
9.25,100
9.333333333333334,96
9.416666666666666,95
9.5,98
9.583333333333334,99
9.666666666666666,97
9.75,96
9.833333333333334,100
9.916666666666666,100
10,94
10.083333333333334,100
10.166666666666666,97
10.25,103
10.333333333333334,100
10.416666666666666,100
10.5,99
10.583333333333334,99
10.666666666666666,99
10.75,103
10.833333333333334,100
10.916666666666666,100
11,101
11.083333333333334,99
11.166666666666666,101
11.25,103
11.333333333333334,103
11.416666666666666,102
11.5,99
11.583333333333334,102
11.666666666666666,102
11.75,104
11.833333333333334,102
11.916666666666666,101
12,107
12.083333333333334,106
12.166666666666666,108
12.25,107
12.333333333333334,105
12.416666666666666,106
12.5,107
12.583333333333334,108
12.666666666666666,108
12.75,108
12.833333333333334,108
12.916666666666666,111
13,109
13.083333333333334,110
13.166666666666666,111
13.25,110
13.333333333333334,112
13.416666666666666,110
13.5,108
13.583333333333334,111
13.666666666666666,109
13.75,110
13.833333333333334,112
13.916666666666666,116
14,111
14.083333333333334,111
14.166666666666666,117
14.25,114
14.333333333333334,120
14.416666666666666,115
14.5,116
14.583333333333334,116
14.666666666666666,116
14.75,113
14.833333333333334,114
14.916666666666666,121
15,114
15.083333333333334,115
15.166666666666666,117
15.25,124
15.333333333333334,120
15.416666666666666,118
15.5,121
15.583333333333334,122
15.666666666666666,123
15.75,122
15.833333333333334,124
15.916666666666666,119
16,119
16.083333333333332,121
16.166666666666668,122
16.25,124
16.333333333333332,125
16.416666666666668,122
16.5,124
16.583333333333332,122
16.666666666666668,123
16.75,126
16.833333333333332,126
16.916666666666668,128
17,128
17.083333333333332,125
17.166666666666668,122
17.25,126
17.333333333333332,124
17.416666666666668,125
17.5,130
17.583333333333332,127
17.666666666666668,127
17.75,127
17.833333333333332,129
17.916666666666668,125
18,125
18.083333333333332,125
18.166666666666668,125
18.25,126
18.333333333333332,126
18.416666666666668,127
18.5,122
18.583333333333332,123
18.666666666666668,125
18.75,126
18.833333333333332,129
18.916666666666668,129
19,127
19.083333333333332,125
19.166666666666668,128
19.25,130
19.333333333333332,125
19.416666666666668,126
19.5,129
19.583333333333332,125
19.666666666666668,127
19.75,124
19.833333333333332,126
19.916666666666668,126
20,126
20.083333333333332,130
20.166666666666668,127
20.25,124
20.333333333333332,129
20.416666666666668,126
20.5,125
20.583333333333332,127
20.666666666666668,130
20.75,130
20.833333333333332,132
20.916666666666668,127
21,128
21.083333333333332,127
21.166666666666668,128
21.25,129
21.333333333333332,128
21.416666666666668,127
21.5,129
21.583333333333332,130
21.666666666666668,131
21.75,134
21.833333333333332,131
