"Hours since thread went live","Shingeki no Kyojin: The Final Season Part 2 - Episode 76 discussion"
3.6666666666666665,7063
3.75,7114
3.8333333333333335,7205
3.9166666666666665,7281
4,7366
4.083333333333333,7447
4.166666666666667,7531
4.25,7612
4.333333333333333,7668
4.416666666666667,7749
4.5,7836
4.583333333333333,7910
4.666666666666667,7995
4.75,8058
4.833333333333333,8148
4.916666666666667,8224
5,8318
5.083333333333333,8383
5.166666666666667,8472
5.25,8536
5.333333333333333,8606
5.416666666666667,8675
5.5,8748
5.583333333333333,8816
5.666666666666667,8911
5.75,8968
5.833333333333333,9049
5.916666666666667,9125
6,9196
6.083333333333333,9281
6.166666666666667,9345
6.25,9403
6.333333333333333,9469
6.416666666666667,9545
6.5,9608
6.583333333333333,9654
6.666666666666667,9710
6.75,9750
6.833333333333333,9820
6.916666666666667,9887
7,9930
7.083333333333333,9985
7.166666666666667,10030
7.25,10088
7.333333333333333,10146
7.416666666666667,10205
7.5,10267
7.583333333333333,10321
7.666666666666667,10369
7.75,10431
7.833333333333333,10483
7.916666666666667,10536
8,10598
8.083333333333334,10652
8.166666666666666,10706
8.25,10772
8.333333333333334,10814
8.416666666666666,10877
8.5,10928
8.583333333333334,10970
8.666666666666666,11023
8.75,11060
8.833333333333334,11112
8.916666666666666,11165
9,11226
9.083333333333334,11259
9.166666666666666,11312
9.25,11353
9.333333333333334,11403
9.416666666666666,11447
9.5,11504
9.583333333333334,11541
9.666666666666666,11596
9.75,11641
9.833333333333334,11692
9.916666666666666,11724
10,11763
10.083333333333334,11794
10.166666666666666,11831
10.25,11877
10.333333333333334,11903
10.416666666666666,11945
10.5,11992
10.583333333333334,12029
10.666666666666666,12068
10.75,12095
10.833333333333334,12128
10.916666666666666,12163
11,12197
11.083333333333334,12225
11.166666666666666,12250
11.25,12290
11.333333333333334,12332
11.416666666666666,12350
11.5,12383
11.583333333333334,12427
11.666666666666666,12461
11.75,12485
11.833333333333334,12505
11.916666666666666,12527
12,12565
12.083333333333334,12583
12.166666666666666,12626
12.25,12648
12.333333333333334,12666
12.416666666666666,12697
12.5,12724
12.583333333333334,12740
12.666666666666666,12764
12.75,12771
12.833333333333334,12811
12.916666666666666,12831
13,12858
13.083333333333334,12879
13.166666666666666,12903
13.25,12926
13.333333333333334,12943
13.416666666666666,12963
13.5,13001
13.583333333333334,13018
13.666666666666666,13039
13.75,13067
13.833333333333334,13089
13.916666666666666,13095
14,13123
14.083333333333334,13131
14.166666666666666,13149
14.25,13182
14.333333333333334,13194
14.416666666666666,13223
14.5,13247
14.583333333333334,13269
14.666666666666666,13289
14.75,13308
14.833333333333334,13335
14.916666666666666,13354
15,13391
15.083333333333334,13404
15.166666666666666,13435
15.25,13446
15.333333333333334,13472
15.416666666666666,13505
15.5,13529
15.583333333333334,13566
15.666666666666666,13579
15.75,13597
15.833333333333334,13623
15.916666666666666,13639
16,13655
16.083333333333332,13689
16.166666666666668,13695
16.25,13719
16.333333333333332,13744
16.416666666666668,13754
16.5,13774
16.583333333333332,13799
16.666666666666668,13824
16.75,13840
16.833333333333332,13853
16.916666666666668,13881
17,13901
17.083333333333332,13917
17.166666666666668,13950
17.25,13968
17.333333333333332,13985
17.416666666666668,14003
17.5,14019
17.583333333333332,14042
17.666666666666668,14072
17.75,14078
17.833333333333332,14100
17.916666666666668,14109
18,14128
18.083333333333332,14145
18.166666666666668,14168
18.25,14188
18.333333333333332,14211
18.416666666666668,14232
18.5,14266
18.583333333333332,14294
18.666666666666668,14313
18.75,14333
18.833333333333332,14357
18.916666666666668,14383
19,14393
19.083333333333332,14418
19.166666666666668,14436
19.25,14454
19.333333333333332,14476
19.416666666666668,14499
19.5,14523
19.583333333333332,14535
19.666666666666668,14554
19.75,14583
19.833333333333332,14592
19.916666666666668,14613
20,14628
20.083333333333332,14622
20.166666666666668,14648
20.25,14668
20.333333333333332,14684
20.416666666666668,14702
20.5,14713
20.583333333333332,14737
20.666666666666668,14741
20.75,14756
20.833333333333332,14772
20.916666666666668,14783
21,14800
21.083333333333332,14812
21.166666666666668,14820
21.25,14836
21.333333333333332,14852
21.416666666666668,14865
21.5,14880
21.583333333333332,14894
21.666666666666668,14905
21.75,14921
21.833333333333332,14932
21.916666666666668,14937
22,14962
22.083333333333332,14967
22.166666666666668,14976
22.25,14992
22.333333333333332,15004
22.416666666666668,15006
22.5,15026
22.583333333333332,15038
22.666666666666668,15039
22.75,15049
22.833333333333332,15059
22.916666666666668,15073
23,15075
23.083333333333332,15086
23.166666666666668,15094
23.25,15104
23.333333333333332,15101
23.416666666666668,15118
23.5,15127
23.583333333333332,15145
23.666666666666668,15156
23.75,15165
23.833333333333332,15176
23.916666666666668,15183
24,15189
24.083333333333332,15199
24.166666666666668,15207
24.25,15212
24.333333333333332,15216
24.416666666666668,15211
24.5,15223
24.583333333333332,15224
24.666666666666668,15233
24.75,15236
24.833333333333332,15244
24.916666666666668,15246
25,15252
25.083333333333332,15252
25.166666666666668,15267
25.25,15260
25.333333333333332,15269
25.416666666666668,15267
25.5,15284
25.583333333333332,15283
25.666666666666668,15292
25.75,15285
25.833333333333332,15292
25.916666666666668,15298
26,15302
26.083333333333332,15314
26.166666666666668,15314
26.25,15318
26.333333333333332,15321
26.416666666666668,15331
26.5,15328
26.583333333333332,15335
26.666666666666668,15342
26.75,15348
26.833333333333332,15346
26.916666666666668,15353
27,15357
27.083333333333332,15356
27.166666666666668,15361
27.25,15371
27.333333333333332,15370
27.416666666666668,15370
27.5,15376
27.583333333333332,15385
27.666666666666668,15383
27.75,15385
27.833333333333332,15385
27.916666666666668,15390
28,15388
28.083333333333332,15398
28.166666666666668,15402
28.25,15397
28.333333333333332,15409
28.416666666666668,15409
28.5,15413
28.583333333333332,15424
28.666666666666668,15416
28.75,15428
28.833333333333332,15432
28.916666666666668,15432
29,15429
29.083333333333332,15438
29.166666666666668,15436
29.25,15442
29.333333333333332,15454
29.416666666666668,15454
29.5,15461
29.583333333333332,15460
29.666666666666668,15469
29.75,15465
29.833333333333332,15466
29.916666666666668,15466
30,15475
30.083333333333332,15476
30.166666666666668,15479
30.25,15481
30.333333333333332,15486
30.416666666666668,15493
30.5,15501
30.583333333333332,15501
30.666666666666668,15505
30.75,15515
30.833333333333332,15523
30.916666666666668,15525
31,15516
31.083333333333332,15518
31.166666666666668,15518
31.25,15528
31.333333333333332,15522
31.416666666666668,15530
31.5,15538
31.583333333333332,15545
31.666666666666668,15533
31.75,15543
31.833333333333332,15542
31.916666666666668,15540
32,15548
32.083333333333336,15553
32.166666666666664,15554
32.25,15557
32.333333333333336,15566
32.416666666666664,15556
32.5,15561
32.583333333333336,15564
32.666666666666664,15570
32.75,15575
32.833333333333336,15568
32.916666666666664,15578
33,15575
33.083333333333336,15579
33.166666666666664,15582
33.25,15586
33.333333333333336,15584
33.416666666666664,15595
33.5,15600
33.583333333333336,15597
33.666666666666664,15600
33.75,15594
33.833333333333336,15608
33.916666666666664,15608
34,15602
34.083333333333336,15607
34.166666666666664,15608
34.25,15614
34.333333333333336,15607
34.416666666666664,15614
34.5,15618
34.583333333333336,15624
34.666666666666664,15623
34.75,15623
34.833333333333336,15627
34.916666666666664,15628
35,15629
35.083333333333336,15643
35.166666666666664,15632
35.25,15643
35.333333333333336,15647
35.416666666666664,15648
35.5,15648
35.583333333333336,15648
35.666666666666664,15645
35.75,15653
35.833333333333336,15650
35.916666666666664,15650
36,15658
36.083333333333336,15648
36.166666666666664,15654
36.25,15653
36.333333333333336,15660
36.416666666666664,15666
36.5,15663
36.583333333333336,15667
36.666666666666664,15657
36.75,15664
36.833333333333336,15674
36.916666666666664,15662
37,15666
37.083333333333336,15673
37.166666666666664,15668
37.25,15673
37.333333333333336,15670
37.416666666666664,15678
37.5,15679
37.583333333333336,15684
37.666666666666664,15686
37.75,15702
37.833333333333336,15705
37.916666666666664,15693
38,15700
38.083333333333336,15699
38.166666666666664,15696
38.25,15703
38.333333333333336,15701
38.416666666666664,15702
38.5,15709
38.583333333333336,15711
38.666666666666664,15707
38.75,15718
38.833333333333336,15709
38.916666666666664,15716
39,15725
39.083333333333336,15714
39.166666666666664,15721
39.25,15729
39.333333333333336,15725
39.416666666666664,15728
39.5,15731
39.583333333333336,15735
39.666666666666664,15733
39.75,15731
39.833333333333336,15732
39.916666666666664,15736
40,15737
40.083333333333336,15743
40.166666666666664,15738
40.25,15738
40.333333333333336,15748
40.416666666666664,15743
40.5,15747
40.583333333333336,15746
40.666666666666664,15752
40.75,15753
40.833333333333336,15762
40.916666666666664,15757
41,15759
41.083333333333336,15755
41.166666666666664,15765
41.25,15758
41.333333333333336,15764
41.416666666666664,15769
41.5,15765
41.583333333333336,15773
41.666666666666664,15767
41.75,15771
41.833333333333336,15776
41.916666666666664,15768
42,15773
42.083333333333336,15772
42.166666666666664,15777
42.25,15774
42.333333333333336,15783
42.416666666666664,15780
42.5,15786
42.583333333333336,15788
42.666666666666664,15794
42.75,15792
42.833333333333336,15786
42.916666666666664,15786
43,15789
43.083333333333336,15791
43.166666666666664,15796
43.25,15794
43.333333333333336,15796
43.416666666666664,15801
43.5,15801
43.583333333333336,15802
43.666666666666664,15816
43.75,15813
43.833333333333336,15809
43.916666666666664,15808
44,15812
44.083333333333336,15811
44.166666666666664,15823
44.25,15819
44.333333333333336,15815
44.416666666666664,15825
44.5,15820
44.583333333333336,15821
44.666666666666664,15831
44.75,15824
44.833333333333336,15822
44.916666666666664,15829
45,15834
45.083333333333336,15828
45.166666666666664,15837
45.25,15842
45.333333333333336,15840
45.416666666666664,15842
45.5,15843
45.583333333333336,15840
45.666666666666664,15839
45.75,15845
45.833333333333336,15847
45.916666666666664,15841
46,15850
46.083333333333336,15848
46.166666666666664,15845
46.25,15857
46.333333333333336,15857
46.416666666666664,15859
46.5,15857
46.583333333333336,15857
46.666666666666664,15860
46.75,15855
46.833333333333336,15863
46.916666666666664,15871
47,15857
47.083333333333336,15875
47.166666666666664,15864
47.25,15868
47.333333333333336,15864
47.416666666666664,15875
47.5,15873
47.583333333333336,15872
47.666666666666664,15869
47.75,15877
47.833333333333336,15872
47.916666666666664,15874
